rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 1441.16 	 1859.85 	 57.2713 	 322.621 	 1459 	 57.0545 	 33.3544 	 0.811317 	 0.934059 	 163.054 	 1073.38 	 104.822 	 0.0976557 	 -446.909 	 965.406 	 3794 	 0.835315 	 295.037 	 712.765 	 904.409 	 807.129 	 0.521236 	 1000.21 	 870.536 	 318.617 	 0.352292 	 97 	 282 	 227.01 	 55.6888 	 2 	 419.498 	 0.287524 	 24.3408 	 24.3408 	 24.3408 	 0 	 49 	 48 	 48.5 	 0.707107 	 238.153 	 -110.908 	 39.2934 	 0.138194 	 284.335 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
2 	 1462.65 	 1915.81 	 55.6058 	 378.005 	 2856 	 65.6891 	 56.8869 	 0.500039 	 0.934861 	 220.309 	 1251.25 	 170.795 	 0.1365 	 -314.375 	 1143.27 	 6407 	 0.900239 	 351.622 	 672.037 	 970.88 	 873.6 	 0.294304 	 1072.69 	 955.886 	 245.668 	 0.253036 	 248 	 736 	 194.085 	 22.7631 	 2 	 1241.13 	 0.434569 	 28.5852 	 28.5852 	 28.5852 	 0 	 132 	 116 	 124 	 11.3137 	 216.644 	 -133.996 	 30.8205 	 0.117266 	 262.826 	 291 	 600 	 196.835 	 82.0667 	 3 	 154.552 	 0.0541147 	 24.4319 	 12.2709 	 18.707 	 5.46638 	 248 	 21 	 97 	 130.771 	  Tumour 
3 	 1460.83 	 1538.12 	 748.223 	 89.4427 	 2641 	 79.2296 	 43.0978 	 0.83911 	 0.946256 	 217.622 	 1154.56 	 176.72 	 0.153063 	 -160.92 	 1046.58 	 6848 	 0.890276 	 379.563 	 807.64 	 819.413 	 722.133 	 0.0568862 	 406.053 	 839.81 	 403.601 	 0.492549 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 178.263 	 -133.332 	 29.5969 	 0.131867 	 224.445 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
4 	 1482.15 	 1627.62 	 235.595 	 92.4175 	 2798 	 71.1253 	 50.3765 	 0.705934 	 0.971528 	 207.38 	 1350.74 	 329.173 	 0.243698 	 -69.088 	 1242.77 	 4879 	 0.964992 	 278.894 	 361.38 	 380.47 	 283.19 	 0.0769231 	 426.474 	 379.488 	 34.1568 	 0.0897754 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 142.554 	 -206.841 	 31.7647 	 0.168302 	 188.737 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
5 	 1497.23 	 1872.14 	 57.2713 	 335.935 	 3401 	 79.7442 	 56.1868 	 0.709617 	 0.919686 	 247.137 	 1522.24 	 220.299 	 0.144721 	 -106.618 	 1414.26 	 2775 	 0.861801 	 241.865 	 656.209 	 914.337 	 817.057 	 0.926829 	 925.168 	 895.241 	 363.495 	 0.397551 	 453 	 1288 	 211.347 	 40.025 	 3 	 771.038 	 0.226709 	 48.6303 	 15.4535 	 32.846 	 14.8893 	 260 	 95 	 151 	 94.4087 	 264.865 	 -76.0601 	 57.5382 	 0.184982 	 311.048 	 594 	 1450 	 246.471 	 131.703 	 2 	 448.513 	 0.131877 	 46.5528 	 46.5528 	 46.5528 	 0 	 540 	 54 	 297 	 343.654 	  Tumour 
6 	 1511.31 	 1820.49 	 80.6226 	 286.398 	 4363 	 90.0701 	 65.4886 	 0.686548 	 0.895893 	 284.108 	 1540.29 	 304.259 	 0.197534 	 -148.339 	 1432.31 	 5368 	 0.899615 	 311.037 	 865.452 	 854.593 	 757.313 	 0.84 	 769.411 	 909.568 	 427.637 	 0.500399 	 49 	 53 	 153.673 	 -17.6481 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 269.866 	 -68.1134 	 47.5184 	 0.150352 	 316.048 	 324 	 478 	 178.176 	 63.4076 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 324 	 324 	 324 	 0 	  Tumour 
7 	 1538.62 	 1756.83 	 142.172 	 232.476 	 5050 	 86.2913 	 76.7279 	 0.457571 	 0.904694 	 320.191 	 1232.93 	 177.653 	 0.14409 	 -114.521 	 1124.95 	 7067 	 0.890499 	 365.078 	 490.451 	 629.714 	 532.434 	 0.509317 	 498.091 	 674.682 	 223.221 	 0.354479 	 346 	 1584 	 225.133 	 53.8114 	 3 	 1423.7 	 0.281922 	 41.9447 	 31.7022 	 38.2203 	 5.06601 	 139 	 97 	 115.333 	 21.5019 	 177.791 	 -128.031 	 22.5163 	 0.100531 	 223.973 	 73 	 75 	 153.123 	 38.3549 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 73 	 73 	 73 	 0 	  Tumour 
8 	 1549.48 	 1915.45 	 121.198 	 387.134 	 3838 	 83.9533 	 58.7535 	 0.714304 	 0.94953 	 250.936 	 1632.68 	 366.992 	 0.224779 	 147.862 	 1524.7 	 4971 	 0.919364 	 296.836 	 812.041 	 1119.66 	 1022.38 	 0.576471 	 1106.19 	 1130.91 	 397.957 	 0.355427 	 125 	 149 	 234.28 	 62.9585 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 125 	 125 	 125 	 0 	 271.963 	 -81.1504 	 56.1877 	 0.17661 	 318.146 	 600 	 1717 	 173.225 	 58.4566 	 4 	 666.511 	 0.173661 	 49.3889 	 10.9911 	 30.8965 	 14.4051 	 402 	 54 	 150 	 168.721 	  Tumour 
9 	 1549.25 	 1553.78 	 324.5 	 89.4427 	 3797 	 76.5677 	 65.6321 	 0.515022 	 0.921378 	 249.765 	 1251 	 177.182 	 0.141632 	 -111.306 	 1143.02 	 6198 	 0.905346 	 344.936 	 878.924 	 1226.81 	 1129.53 	 0.281046 	 1850.94 	 1118.45 	 674.199 	 0.549556 	 423 	 729 	 165.13 	 -6.1915 	 4 	 575.969 	 0.151691 	 26.3961 	 13.1234 	 18.0292 	 5.15348 	 179 	 68 	 105.75 	 50.8552 	 284.444 	 -48.4469 	 85.6033 	 0.258912 	 330.627 	 994 	 1350 	 227.973 	 113.204 	 2 	 704.216 	 0.185466 	 27.8592 	 27.8592 	 27.8592 	 0 	 884 	 110 	 497 	 547.301 	  Tumour 
10 	 1578.44 	 1629.92 	 267.711 	 148.839 	 1996 	 67.6668 	 44.719 	 0.7505 	 0.74256 	 228.51 	 1235.75 	 218.97 	 0.177196 	 -328.987 	 1127.77 	 2498 	 0.71947 	 260.652 	 1109.58 	 1223.21 	 1125.93 	 0.717391 	 1407.72 	 1133.56 	 451.144 	 0.36882 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 348.296 	 -9.9594 	 77.6801 	 0.196919 	 394.478 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
