rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
11 	 426.526 	 605.732 	 408.541 	 NaN 	 8773 	 136.99 	 82.9179 	 0.79601 	 0.969821 	 389.605 	 536.141 	 144.862 	 0.270194 	 318.48 	 497.256 	 172.436 	 -45.1299 	 41.5029 	 0.174686 	 237.586 	 18332 	 0.954692 	 574.156 	 313.986 	 651.98 	 571.591 	 0.616803 	 763.837 	 598.667 	 293.065 	 0.449501 	 423 	 1765 	 68.4137 	 11.621 	 6 	 3086.55 	 0.351824 	 52.3459 	 13.1789 	 29.5322 	 12.0569 	 126 	 35 	 70.5 	 35.8929 	 141 	 365 	 102.163 	 27.6703 	 2 	 568.698 	 0.0648236 	 28.8976 	 28.8976 	 28.8976 	 0 	 94 	 47 	 70.5 	 33.234 	  Tumour 
12 	 476.372 	 932.125 	 246.221 	 NaN 	 12657 	 182.04 	 88.901 	 0.872642 	 0.982839 	 473.73 	 509.58 	 113.538 	 0.222806 	 322.781 	 470.695 	 123.38 	 -84.7392 	 39.5915 	 0.210001 	 188.53 	 21593 	 0.82862 	 740.032 	 217.804 	 519.572 	 439.184 	 0.546362 	 570.384 	 495.045 	 278.15 	 0.535345 	 268 	 2858 	 65.6567 	 8.86403 	 4 	 1619.96 	 0.127989 	 81.6876 	 17.7106 	 56.5043 	 21.6739 	 110 	 39 	 67 	 32.4859 	 70 	 70 	 99.9286 	 25.4358 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	  Tumour 
13 	 457.294 	 284.711 	 716.258 	 NaN 	 10165 	 150.522 	 93.9987 	 0.781038 	 0.845604 	 496.985 	 905.11 	 421.001 	 0.465138 	 719.769 	 866.225 	 121.946 	 -18.8872 	 35.5678 	 0.190104 	 187.097 	 17681 	 0.934761 	 550.174 	 321.673 	 491.289 	 410.9 	 0.164241 	 648.557 	 475.665 	 489.505 	 0.996368 	 889 	 5723 	 105.415 	 48.6224 	 5 	 4088.25 	 0.402189 	 107.972 	 29.4969 	 62.6493 	 22.191 	 377 	 40 	 177.8 	 137.756 	 149 	 420 	 81.5369 	 7.04411 	 2 	 1928.84 	 0.189753 	 30.8541 	 30.8541 	 30.8541 	 0 	 82 	 67 	 74.5 	 10.6066 	  Tumour 
14 	 474.783 	 425.978 	 591.244 	 NaN 	 7700 	 123.48 	 82.4383 	 0.744498 	 0.927152 	 397.161 	 576.282 	 172.485 	 0.299306 	 381.51 	 537.397 	 283.556 	 -124.891 	 57.756 	 0.16563 	 348.706 	 21102 	 0.929399 	 602.86 	 403.945 	 721.691 	 641.302 	 0.469274 	 681.44 	 733.655 	 305.751 	 0.42366 	 98 	 147 	 69.8673 	 13.0747 	 2 	 982.785 	 0.127634 	 11.2209 	 11.2209 	 11.2209 	 0 	 58 	 40 	 49 	 12.7279 	 71 	 308 	 87 	 12.5072 	 2 	 2153.93 	 0.279731 	 39.9139 	 39.9139 	 39.9139 	 0 	 36 	 35 	 35.5 	 0.707107 	  Tumour 
15 	 532.957 	 544.36 	 517.535 	 NaN 	 7918 	 131.707 	 77.5288 	 0.808391 	 0.982017 	 356.475 	 805.694 	 273.224 	 0.339117 	 592.003 	 766.809 	 249.485 	 -94.2393 	 55.0272 	 0.174892 	 314.635 	 12952 	 0.973395 	 459.546 	 331.43 	 714.574 	 634.186 	 0.453401 	 811.8 	 682.542 	 326.218 	 0.456521 	 731 	 3721 	 73.7428 	 16.9501 	 4 	 1208.58 	 0.152638 	 92.251 	 17.7938 	 57.4464 	 30.1363 	 313 	 80 	 146.2 	 95.1877 	 104 	 187 	 91.4615 	 16.9687 	 2 	 1753.35 	 0.221438 	 14.7395 	 14.7395 	 14.7395 	 0 	 60 	 44 	 52 	 11.3137 	  Tumour 
16 	 541.044 	 712.522 	 398.729 	 NaN 	 11743 	 159.992 	 97.3695 	 0.793485 	 0.955337 	 447.99 	 504.09 	 113.585 	 0.225327 	 326.937 	 465.205 	 107.333 	 -25.9507 	 21.6801 	 0.125694 	 172.484 	 39971 	 0.978914 	 809.813 	 187.99 	 705.562 	 625.174 	 0.817568 	 769.702 	 631.415 	 336.594 	 0.477057 	 779 	 4860 	 83.9037 	 27.111 	 8 	 1563.98 	 0.133184 	 125.29 	 11.4492 	 55.4729 	 30.8213 	 176 	 45 	 97.375 	 48.8407 	 78 	 81 	 84.9103 	 10.4175 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 78 	 78 	 78 	 0 	  Tumour 
17 	 618.008 	 632.123 	 509.789 	 NaN 	 4315 	 80.5869 	 74.253 	 0.38861 	 0.915359 	 277.421 	 543.621 	 135.191 	 0.248685 	 343.655 	 504.736 	 287.678 	 -46.0054 	 57.8208 	 0.163878 	 352.829 	 8511 	 0.845772 	 454.049 	 377.09 	 601.786 	 521.397 	 0.635468 	 738.229 	 525.638 	 346.07 	 0.575072 	 101 	 178 	 68.6832 	 11.8905 	 2 	 421.633 	 0.0977133 	 14.2474 	 14.2474 	 14.2474 	 0 	 55 	 46 	 50.5 	 6.36396 	 59 	 62 	 94.2712 	 19.7784 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  Tumour 
18 	 632.581 	 726.24 	 466.821 	 NaN 	 6383 	 107.145 	 76.3873 	 0.701228 	 0.970061 	 316.291 	 775.226 	 278.235 	 0.358908 	 550.195 	 736.341 	 290.557 	 -35.8818 	 105.663 	 0.297052 	 355.707 	 13833 	 0.829167 	 581.203 	 358.964 	 547.971 	 467.582 	 0.551257 	 700.719 	 485.433 	 324.879 	 0.592876 	 349 	 991 	 78.7507 	 21.958 	 3 	 566.154 	 0.0886971 	 36.5071 	 23.1773 	 28.3817 	 6.37622 	 160 	 55 	 116.333 	 54.6839 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
19 	 672.504 	 864.078 	 452.418 	 NaN 	 11270 	 146.159 	 102.87 	 0.71038 	 0.926276 	 445.446 	 1031.4 	 378.514 	 0.366992 	 797.078 	 992.511 	 226.641 	 -34.5719 	 65.3223 	 0.223867 	 291.791 	 14410 	 0.886606 	 556.492 	 310.917 	 599.288 	 518.9 	 0.430799 	 575.443 	 602.376 	 506.819 	 0.845701 	 949 	 5961 	 90.9937 	 34.201 	 10 	 1508.78 	 0.133876 	 107.445 	 10.1896 	 56.1671 	 26.1113 	 259 	 37 	 94.9 	 79.007 	 124 	 188 	 105.685 	 31.1927 	 2 	 1651.53 	 0.146543 	 12.8472 	 12.8472 	 12.8472 	 0 	 68 	 56 	 62 	 8.48528 	  Tumour 
20 	 660.683 	 317.861 	 776.305 	 NaN 	 8681 	 119.748 	 95.6359 	 0.601803 	 0.929443 	 390.96 	 673.287 	 219.185 	 0.325545 	 451.451 	 634.402 	 251.076 	 -90.686 	 62.0554 	 0.196237 	 316.227 	 24619 	 0.944995 	 684.759 	 447.437 	 736.024 	 655.636 	 0.668831 	 664.255 	 773.134 	 444.055 	 0.603316 	 720 	 2371 	 74.55 	 17.7573 	 5 	 3507.55 	 0.40405 	 62.7904 	 16.3775 	 33.9803 	 13.7764 	 238 	 31 	 120 	 88.0727 	 44 	 45 	 88.9091 	 14.4163 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 44 	 44 	 44 	 0 	  Tumour 
21 	 694.999 	 212.124 	 883.956 	 NaN 	 8755 	 131.708 	 85.2572 	 0.762219 	 0.976467 	 391.362 	 1000.83 	 306.556 	 0.306303 	 746.127 	 961.943 	 281.814 	 -112.061 	 81.4128 	 0.234643 	 346.964 	 15125 	 0.933527 	 583.362 	 575.585 	 1073.79 	 993.399 	 0.783542 	 977.525 	 1138.61 	 612.858 	 0.570745 	 741 	 2681 	 85.4953 	 28.7026 	 6 	 1991.55 	 0.227476 	 54.4323 	 16.1238 	 36.5602 	 12.6602 	 250 	 75 	 123.5 	 64.2705 	 88 	 92 	 110.114 	 35.6208 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 88 	 88 	 88 	 0 	  Tumour 
22 	 708.608 	 141.002 	 952.106 	 NaN 	 6000 	 118.816 	 69.8031 	 0.809231 	 0.831255 	 380.291 	 1142.25 	 505.265 	 0.442343 	 653.486 	 1103.36 	 547.498 	 46.4128 	 121.405 	 0.198164 	 612.648 	 15731 	 0.943954 	 605.553 	 924.919 	 1112.47 	 1032.09 	 0.394422 	 1491.04 	 1011.7 	 638.24 	 0.573712 	 597 	 2640 	 104.052 	 47.2592 	 6 	 1404.34 	 0.234056 	 82.875 	 9.43398 	 42.9197 	 20.4755 	 212 	 32 	 99.5 	 78.9196 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
23 	 708.242 	 605.764 	 596.202 	 NaN 	 8876 	 113.855 	 100.105 	 0.476396 	 0.979151 	 365.747 	 760.173 	 252.021 	 0.331531 	 529.457 	 721.288 	 249.095 	 -139.671 	 91.8997 	 0.292446 	 314.245 	 10481 	 0.953512 	 431.037 	 250.654 	 473.552 	 393.163 	 0.465823 	 615.658 	 428.234 	 289.8 	 0.611971 	 754 	 3175 	 87.6525 	 30.8598 	 7 	 2233.73 	 0.25166 	 66.2869 	 13.6454 	 37.4848 	 15.8069 	 229 	 44 	 107.714 	 70.7194 	 54 	 56 	 96.0185 	 21.5257 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	  Tumour 
24 	 727.923 	 441.836 	 720.795 	 NaN 	 10926 	 149.935 	 94.5506 	 0.776101 	 0.96528 	 421.789 	 864.976 	 241.419 	 0.279105 	 598.997 	 826.091 	 254.264 	 -81.4265 	 46.5519 	 0.145742 	 319.414 	 15915 	 0.860549 	 609.002 	 347.089 	 658.715 	 578.327 	 0.55536 	 741.547 	 618.6 	 256.747 	 0.38977 	 1084 	 5978 	 87.2076 	 30.4149 	 9 	 2622.45 	 0.240019 	 114.994 	 18.2936 	 52.1316 	 26.2117 	 323 	 37 	 120.444 	 92.0776 	 60 	 62 	 93.2833 	 18.7905 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	  Tumour 
25 	 732.268 	 989.712 	 500.625 	 NaN 	 8599 	 141.854 	 77.921 	 0.835622 	 0.984994 	 371.505 	 823.447 	 187.593 	 0.227814 	 496.534 	 784.563 	 196.385 	 -81.7074 	 47.3341 	 0.180985 	 261.535 	 11802 	 0.977958 	 438.333 	 227.206 	 327.83 	 247.441 	 0.115183 	 414 	 346.322 	 158.983 	 0.484957 	 90 	 428 	 60 	 3.20732 	 2 	 1908.66 	 0.221963 	 50.01 	 50.01 	 50.01 	 0 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
26 	 764.921 	 885.76 	 538.823 	 NaN 	 5131 	 94.1933 	 71.1094 	 0.655805 	 0.962484 	 289.179 	 844.963 	 265.443 	 0.314147 	 539.406 	 806.078 	 185.488 	 -107.949 	 49.8204 	 0.198774 	 250.638 	 5971 	 0.938541 	 328.267 	 149.827 	 267.604 	 187.215 	 0.627063 	 306.937 	 254.683 	 203.24 	 0.759482 	 465 	 1551 	 79.8194 	 23.0267 	 7 	 1894.3 	 0.369188 	 63.6614 	 11.6162 	 30.1434 	 15.1786 	 132 	 38 	 66.4286 	 34.4473 	 87 	 88 	 100 	 25.5072 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 87 	 87 	 87 	 0 	  Tumour 
27 	 769.554 	 278.442 	 872.59 	 NaN 	 3911 	 76.2787 	 65.461 	 0.513347 	 0.978974 	 239.765 	 529.953 	 124.481 	 0.234891 	 302.821 	 491.068 	 385.307 	 -77.4463 	 70.1922 	 0.155824 	 450.457 	 6043 	 0.849332 	 376.51 	 569.735 	 617.1 	 536.711 	 0.962857 	 649.356 	 593.488 	 175.202 	 0.283912 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
28 	 792.248 	 729.623 	 607.31 	 NaN 	 5141 	 103.483 	 64.2334 	 0.784036 	 0.957356 	 293.463 	 721.538 	 246.928 	 0.342224 	 510.89 	 682.653 	 275.095 	 0.342251 	 37.1127 	 0.109076 	 340.245 	 11196 	 0.98461 	 417.061 	 87.4271 	 90.9944 	 10.6059 	 0 	 0 	 0 	 13.8712 	 0.15244 	 265 	 502 	 98.8792 	 42.0866 	 2 	 1721.59 	 0.334875 	 22.8205 	 22.8205 	 22.8205 	 0 	 216 	 49 	 132.5 	 118.087 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
29 	 807.881 	 561.597 	 702.983 	 NaN 	 12995 	 148.468 	 111.968 	 0.656694 	 0.977215 	 456.458 	 565.042 	 123.228 	 0.218086 	 336.829 	 526.157 	 210.474 	 -83.8306 	 48.59 	 0.176291 	 275.624 	 18548 	 0.941714 	 602.149 	 286.852 	 648.697 	 568.308 	 0.707361 	 733.365 	 590.975 	 354.112 	 0.545882 	 1079 	 5047 	 78.95 	 22.1573 	 8 	 2717 	 0.20908 	 124.069 	 11.0759 	 56.088 	 30.1744 	 238 	 46 	 119.889 	 68.4497 	 40 	 41 	 84.6 	 10.1072 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 40 	 40 	 40 	 0 	  Tumour 
30 	 828.24 	 190.609 	 976.879 	 NaN 	 10944 	 124.114 	 116.124 	 0.353009 	 0.940045 	 438.659 	 798.606 	 254.707 	 0.31894 	 450.604 	 759.721 	 299.538 	 -115.886 	 105.146 	 0.288317 	 364.688 	 16807 	 0.936741 	 564.593 	 417.673 	 879.706 	 799.318 	 0.671756 	 906.097 	 866.613 	 515.813 	 0.586347 	 707 	 2484 	 90.1443 	 33.3516 	 7 	 2768.03 	 0.252927 	 63.0011 	 14.687 	 33.2538 	 13.7025 	 265 	 36 	 101 	 76.1752 	 220 	 762 	 114.291 	 39.7981 	 3 	 3751.69 	 0.342808 	 48.8259 	 23.3632 	 33.3079 	 12.1781 	 80 	 65 	 73.3333 	 7.63763 	  Tumour 
31 	 820.437 	 372.45 	 835.101 	 NaN 	 7427 	 103.139 	 91.9466 	 0.45306 	 0.976081 	 333.362 	 706.359 	 223.247 	 0.316052 	 458.242 	 667.474 	 274.314 	 -47.7056 	 65.973 	 0.194344 	 339.465 	 14504 	 0.894425 	 609.806 	 376.647 	 622.858 	 542.469 	 0.698046 	 605.58 	 624.808 	 224.925 	 0.361117 	 248 	 698 	 81.496 	 24.7033 	 4 	 2811.42 	 0.378541 	 41.3793 	 10.0453 	 22.8487 	 12.4536 	 97 	 45 	 62 	 24.5221 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
32 	 880.387 	 887.833 	 652.559 	 NaN 	 13893 	 169.408 	 106.102 	 0.779575 	 0.966739 	 476.701 	 708.597 	 190.879 	 0.269376 	 497.22 	 669.712 	 161.191 	 -68.9553 	 41.693 	 0.184204 	 226.341 	 19797 	 0.962281 	 585.522 	 149.124 	 335.477 	 255.089 	 0.122486 	 186.418 	 340.306 	 376.213 	 1.12143 	 383 	 3140 	 79.0366 	 22.2439 	 6 	 4326.96 	 0.311449 	 135.069 	 10.0749 	 55.388 	 49.2479 	 74 	 45 	 63.8333 	 10.9072 	 72 	 74 	 100.361 	 25.8683 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	  Tumour 
33 	 892.086 	 272.805 	 956.276 	 NaN 	 7314 	 118.07 	 87.6707 	 0.669809 	 0.79734 	 437.973 	 997.339 	 297.955 	 0.29875 	 632.854 	 958.454 	 476.765 	 47.4182 	 128.573 	 0.237256 	 541.916 	 11129 	 0.770867 	 599.321 	 544.36 	 664.65 	 584.262 	 0.8 	 658.64 	 666.838 	 202.907 	 0.305284 	 61 	 422 	 75.7541 	 18.9614 	 2 	 3117.58 	 0.426249 	 67.4259 	 67.4259 	 67.4259 	 0 	 57 	 4 	 30.5 	 37.4767 	 112 	 553 	 111.304 	 36.8108 	 2 	 2390.6 	 0.326853 	 56.3499 	 56.3499 	 56.3499 	 0 	 71 	 41 	 56 	 21.2132 	  Tumour 
34 	 895.305 	 509.559 	 804.111 	 NaN 	 6889 	 123.348 	 71.7382 	 0.813482 	 0.973023 	 340.676 	 714.309 	 216.977 	 0.303758 	 522.294 	 675.424 	 286.338 	 -125.489 	 82.8052 	 0.235584 	 351.489 	 10849 	 0.893657 	 513.321 	 468.606 	 678.81 	 598.422 	 0.47548 	 670.377 	 675.08 	 288.254 	 0.424645 	 444 	 1125 	 70.7342 	 13.9416 	 3 	 2461.94 	 0.357373 	 50.007 	 10.5577 	 35.6348 	 19.4937 	 311 	 61 	 148 	 141.269 	 56 	 58 	 89.5 	 15.0072 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	  Tumour 
