rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 169.697 	 769.909 	 657.97 	 687.314 	 4028 	 87.3474 	 59.9306 	 0.727491 	 0.959505 	 260.593 	 815.673 	 207.879 	 0.254857 	 -191.759 	 642.875 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5415 	 0.950333 	 307.966 	 93.0526 	 93.8577 	 -41.6165 	 0.459854 	 106.921 	 90.9928 	 31.1054 	 0.33141 	 25.3097 	 -110.384 	 10.5807 	 0.154242 	 68.5978 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
12 	 162.77 	 890.755 	 775.812 	 613.001 	 5566 	 136.58 	 55.309 	 0.914336 	 0.888286 	 352.149 	 1297.08 	 536.006 	 0.413242 	 613.772 	 1124.28 	 90 	 409 	 268.1 	 -6.52979 	 2 	 1082 	 0.194395 	 52 	 52 	 52 	 0 	 45 	 45 	 45 	 0 	 7246 	 0.847089 	 420.551 	 111.384 	 97.8889 	 -37.5853 	 0.622739 	 103.73 	 95.9543 	 29.4948 	 0.301309 	 48.5423 	 -66.4461 	 21.0505 	 0.229233 	 91.8304 	 94 	 479 	 69.9894 	 4.05222 	 2 	 843.369 	 0.151522 	 53.7329 	 53.7329 	 53.7329 	 0 	 49 	 45 	 47 	 2.82843 	  Lymph 
13 	 167.548 	 434.087 	 334.462 	 654.622 	 2908 	 72.5242 	 51.5961 	 0.702754 	 0.970952 	 213.439 	 978.926 	 349.179 	 0.356696 	 366.53 	 806.128 	 90 	 236 	 255.022 	 -19.6076 	 2 	 312.328 	 0.107403 	 25.318 	 25.318 	 25.318 	 0 	 45 	 45 	 45 	 0 	 3901 	 0.931249 	 272.225 	 102.292 	 96.8022 	 -38.672 	 0.316547 	 97.6591 	 95.9766 	 15.5663 	 0.160806 	 45.1517 	 -10.6452 	 16.3163 	 0.184491 	 88.4398 	 52 	 52 	 78.0385 	 12.1013 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	  Lymph 
14 	 152.877 	 1669.12 	 1548.13 	 422.214 	 772 	 36.7177 	 27.2827 	 0.669247 	 0.953086 	 108.669 	 607.207 	 239.416 	 0.394291 	 -381.181 	 434.41 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1576 	 0.954573 	 158.225 	 106.157 	 91.7357 	 -43.7385 	 0.171429 	 82.0417 	 92.7344 	 23.5466 	 0.256678 	 7.19377 	 -74.7292 	 4.03467 	 0.0799231 	 50.4819 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
15 	 162.614 	 62.9656 	 137.743 	 650.603 	 1162 	 64.0647 	 26.9715 	 0.907059 	 0.88365 	 171.196 	 1020.12 	 535.309 	 0.524749 	 -89.8035 	 847.327 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1941 	 0.902371 	 204.853 	 122.541 	 103.761 	 -31.7131 	 0.272222 	 107 	 104.026 	 14.5799 	 0.140514 	 46.0208 	 -51.1465 	 15.9532 	 0.178629 	 89.309 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
16 	 174.421 	 30.6836 	 163.683 	 649.225 	 1517 	 56.9809 	 36.759 	 0.764088 	 0.954688 	 162.468 	 2257.89 	 741.326 	 0.328327 	 874.147 	 2085.09 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2480 	 0.965356 	 207.882 	 116.97 	 108.537 	 -26.937 	 0.260638 	 107 	 106.976 	 23.5198 	 0.216698 	 36.4687 	 -35.1511 	 9.00942 	 0.112961 	 79.7568 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
17 	 195.713 	 605.915 	 505.665 	 702.249 	 4617 	 107.145 	 55.7827 	 0.853783 	 0.952351 	 291.321 	 875.818 	 310.114 	 0.354085 	 333.145 	 703.021 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6274 	 0.943884 	 354.853 	 120.764 	 103.591 	 -31.8833 	 0.290909 	 125.167 	 99.6511 	 31.8609 	 0.307565 	 65.6138 	 -40.5584 	 25.1908 	 0.231317 	 108.902 	 45 	 45 	 63.7556 	 -2.18159 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
18 	 188.094 	 1678.62 	 1561.03 	 413.226 	 477 	 42.214 	 15.6197 	 0.929027 	 0.870438 	 102.527 	 590.509 	 209.97 	 0.355574 	 -577.806 	 417.712 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1012 	 0.959242 	 133.255 	 71.1206 	 75.25 	 -60.2242 	 0.183333 	 79.8182 	 75.3165 	 12.566 	 0.16699 	 10.1501 	 -131.744 	 4.85015 	 0.090762 	 53.4382 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
19 	 217.473 	 712.31 	 613.105 	 699.346 	 4831 	 84.1749 	 73.3847 	 0.48984 	 0.976354 	 264.25 	 1143.84 	 506.351 	 0.442676 	 834.835 	 971.043 	 135 	 195 	 234.644 	 -39.9853 	 2 	 215.263 	 0.0445587 	 12.1758 	 12.1758 	 12.1758 	 0 	 90 	 45 	 67.5 	 31.8198 	 6009 	 0.943773 	 316.995 	 111.629 	 102.365 	 -33.1096 	 0.395833 	 119.895 	 99.6364 	 35.2995 	 0.34484 	 56.1369 	 18.4871 	 22.6879 	 0.228191 	 99.425 	 41 	 41 	 73.7317 	 7.79456 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 41 	 41 	 41 	 0 	  Lymph 
20 	 199.765 	 1151.63 	 1039.39 	 466.21 	 3205 	 104.359 	 39.9097 	 0.923985 	 0.949348 	 256.894 	 656.65 	 185.539 	 0.282553 	 402.58 	 483.852 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4801 	 0.958858 	 311.497 	 93.8234 	 83.3838 	 -52.0904 	 0.16835 	 72.78 	 86.0892 	 25.4869 	 0.305658 	 46.7231 	 14.8343 	 14.326 	 0.159158 	 90.0112 	 45 	 45 	 59.6444 	 -6.2927 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
21 	 222.895 	 906.537 	 803.127 	 555.844 	 6257 	 144.498 	 58.1485 	 0.915456 	 0.944881 	 362.291 	 804.182 	 248.797 	 0.309379 	 508.002 	 631.384 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9061 	 0.945627 	 434.024 	 106.652 	 100.332 	 -35.1425 	 0.314634 	 81.6202 	 104.355 	 26.5869 	 0.26499 	 45.37 	 10.2536 	 13.9388 	 0.15722 	 88.6581 	 45 	 45 	 58.3778 	 -7.55937 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
22 	 231.752 	 372.817 	 313.637 	 576.265 	 3257 	 85.2114 	 49.1156 	 0.81717 	 0.977491 	 228.752 	 888.018 	 391.474 	 0.44084 	 589.408 	 715.221 	 45 	 45 	 227.111 	 -47.5187 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 4310 	 0.954596 	 278.326 	 113.385 	 106.262 	 -29.2118 	 0.330798 	 113.322 	 104.803 	 28.9476 	 0.272417 	 52.3981 	 13.7884 	 15.8212 	 0.165344 	 95.6862 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
23 	 203.603 	 1577.33 	 1461.23 	 363.373 	 458 	 36.2503 	 16.3016 	 0.893182 	 0.942387 	 90.7696 	 444.895 	 113.485 	 0.255082 	 270.617 	 272.098 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1090 	 0.969751 	 130.627 	 99.1156 	 96.2661 	 -39.2081 	 0 	 0 	 0 	 30.2478 	 0.31421 	 48.6333 	 2.80317 	 17.1855 	 0.186959 	 91.9214 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
24 	 232.789 	 1072.65 	 967.447 	 459.854 	 4842 	 124.827 	 50.0345 	 0.916153 	 0.932409 	 357.019 	 775.969 	 265.509 	 0.342164 	 494.348 	 603.172 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6887 	 0.941876 	 388.368 	 121.597 	 101.063 	 -34.4114 	 0.139344 	 73.4118 	 103.504 	 41.2946 	 0.408604 	 63.1927 	 25.4351 	 22.5327 	 0.211613 	 106.481 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
25 	 229.514 	 3062.65 	 2944.14 	 631.139 	 1351 	 60.1202 	 29.3621 	 0.872626 	 0.95275 	 153.154 	 588.207 	 162.694 	 0.276593 	 442.652 	 415.409 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2403 	 0.993797 	 195.799 	 90.427 	 85.4158 	 -50.0584 	 0 	 0 	 0 	 21.0573 	 0.246527 	 26.4676 	 12.3704 	 9.43231 	 0.135219 	 69.7557 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
26 	 218.839 	 1317.42 	 1205.37 	 382.89 	 976 	 43.2974 	 28.926 	 0.744092 	 0.976977 	 119.497 	 685.294 	 239.297 	 0.349189 	 475.274 	 512.497 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1782 	 0.959612 	 170.042 	 107.479 	 100.687 	 -34.7871 	 0.306748 	 93.02 	 102.949 	 33.7504 	 0.335201 	 46.3984 	 2.43403 	 15.9118 	 0.177416 	 89.6865 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
27 	 235.996 	 180.424 	 203.571 	 557.525 	 2123 	 61.5408 	 44.5361 	 0.690131 	 0.969406 	 180.51 	 889.071 	 467.335 	 0.525644 	 643.119 	 716.274 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5789 	 0.820204 	 423.279 	 277.116 	 320.433 	 184.958 	 0 	 0 	 0 	 116.381 	 0.363201 	 20.2065 	 6.58825 	 9.88245 	 0.155642 	 63.4946 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
28 	 264.716 	 620.981 	 544.648 	 653.621 	 9021 	 142.321 	 87.0734 	 0.791005 	 0.870417 	 420.032 	 1318.78 	 466.563 	 0.353783 	 788.08 	 1145.99 	 135 	 1102 	 260.852 	 -13.7779 	 3 	 1945.89 	 0.215707 	 70.4557 	 14 	 51.5708 	 29.1023 	 45 	 45 	 45 	 0 	 11068 	 0.863137 	 482.635 	 118.576 	 117.303 	 -18.1708 	 0.482759 	 125.324 	 113.647 	 38.6434 	 0.329431 	 67.0926 	 18.3961 	 24.8287 	 0.224937 	 110.381 	 45 	 45 	 63.1333 	 -2.80381 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
29 	 323.267 	 2511.05 	 2402.72 	 395.297 	 6959 	 185.173 	 51.6617 	 0.960294 	 0.926384 	 423.421 	 1231.5 	 481.901 	 0.391312 	 948.638 	 1058.7 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7075 	 0.911844 	 430.51 	 215.172 	 234.879 	 99.4045 	 0.287129 	 315.483 	 209.44 	 189.882 	 0.808426 	 84.1795 	 14.5225 	 24.618 	 0.193132 	 127.468 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
30 	 272.866 	 1327.77 	 1225.36 	 330.324 	 5836 	 148.404 	 50.7022 	 0.939827 	 0.955938 	 352.877 	 1036.42 	 512.391 	 0.494387 	 799.531 	 863.62 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8462 	 0.946532 	 427.196 	 109.233 	 95.7327 	 -39.7415 	 0.126238 	 91.7647 	 96.3633 	 31.154 	 0.325427 	 54.5515 	 19.517 	 15.7754 	 0.161238 	 97.8396 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
31 	 269.924 	 2471.13 	 2357.25 	 404.606 	 2472 	 65.8603 	 48.9747 	 0.668608 	 0.970554 	 196.61 	 1076.74 	 445.565 	 0.413808 	 819.17 	 903.946 	 45 	 45 	 489.089 	 214.459 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 5573 	 0.894255 	 354.024 	 266.481 	 269.294 	 133.82 	 0.269697 	 366.82 	 253.51 	 177.644 	 0.659667 	 65.9502 	 15.5163 	 19.8879 	 0.182059 	 109.238 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
32 	 287.678 	 460.091 	 416.808 	 551.85 	 4803 	 98.4203 	 62.5262 	 0.772267 	 0.974437 	 277.865 	 1060.27 	 356.993 	 0.336698 	 793.274 	 887.477 	 90 	 388 	 210.167 	 -64.4631 	 2 	 560.427 	 0.116683 	 42.5441 	 42.5441 	 42.5441 	 0 	 45 	 45 	 45 	 0 	 6170 	 0.902839 	 357.882 	 97.8491 	 102.417 	 -33.057 	 0.544379 	 113.451 	 98.0521 	 29.1265 	 0.28439 	 36.6844 	 5.40566 	 12.3373 	 0.15427 	 79.9725 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
33 	 307.07 	 391.754 	 377.595 	 509.448 	 5773 	 105.09 	 73.2648 	 0.716912 	 0.922499 	 337.706 	 1069.18 	 397.085 	 0.371393 	 791.774 	 896.38 	 108 	 623 	 263.157 	 -11.4724 	 2 	 1862.65 	 0.322648 	 60.3861 	 60.3861 	 60.3861 	 0 	 63 	 45 	 54 	 12.7279 	 7490 	 0.930204 	 392.752 	 104.094 	 104.838 	 -30.6358 	 0.487671 	 107.983 	 105.049 	 22.8887 	 0.218324 	 64.3738 	 27.5382 	 24.819 	 0.230527 	 107.662 	 43 	 45 	 71.6047 	 5.66751 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 43 	 43 	 43 	 0 	  Lymph 
34 	 273.248 	 1523.75 	 1418.27 	 286.472 	 1355 	 87.0267 	 21.4234 	 0.969226 	 0.898541 	 198.409 	 607.283 	 268.89 	 0.442775 	 423.143 	 434.486 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2930 	 0.876458 	 265.74 	 79.2904 	 73.964 	 -61.5102 	 0.216 	 75 	 75.0614 	 15.8457 	 0.214236 	 19.9923 	 2.9425 	 6.48868 	 0.102538 	 63.2804 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
