rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 
41	848.027	489.557	886.377	180.036	4405	84.322	70.378	0.550804	0.936039	277.321	1404.74	584.446	0.416054	1093.93	963.2614	121.808	-3.91071	32.3104	0.136878	236.052	6119	0.969731	310.894	53.9216	54.3262	10.1895	0.197133	57.2	54.1789	5.72742	0.105426	293	676	124.536	41.4599	4	872.106	0.197981	28.4285	11.4018	19.0638	6.1528	86	69	73.25	8.5	171	218	108.936	14.1272	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	171	171	171	0	  DCIS 
42	854.028	80.4981	799.123	362.693	5027	94.9273	67.7644	0.700292	0.983372	273.765	1576.81	590.122	0.374252	1301.82	1171.1514	70.941	10.5634	24.4557	0.132061	185.185	7339	0.980101	333.924	47.6171	44.2313	0.0945684	0	0	0	7.71226	0.174362	125	237	119.144	36.0681	2	867.359	0.17254	20.0826	20.0826	20.0826	0	64	61	62.5	2.12132	203	489	99.9655	5.15701	2	1006.2	0.200159	37.432	37.432	37.432	0	102	101	101.5	0.707107	  DCIS 
43	912.04	229.803	867.724	305.591	2770	80.7047	44.4561	0.834604	0.975009	217.279	1270.38	450.225	0.354402	997.849	867.1804	113.351	-10.9442	36.3139	0.159555	227.595	4682	0.980318	270.711	49.2085	49.804	5.6673	0	0	0	9.54747	0.191701	138	254	133.507	50.4313	2	352.121	0.127119	18.7883	18.7883	18.7883	0	69	69	69	0	131	141	114.069	19.2602	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	131	131	131	0	  DCIS 
44	935.13	862.564	1168.66	136.418	2462	60.8848	53.1389	0.488118	0.918657	218.936	680.763	198.164	0.291091	417.993	287.3244	101.822	14.9577	26.5882	0.123056	216.065	4138	0.981034	246.711	56.1462	53.6504	9.51374	0	0	0	5.84138	0.108878	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
45	962.101	686.347	1083.1	254.615	4008	81.3793	63.0801	0.631793	0.977084	244.936	1311.8	645.914	0.492385	1042.84	912.1714	122.913	28.109	50.6819	0.213706	237.157	6155	0.981972	301.924	47.3352	47.1418	3.00512	0	0	0	4.13613	0.087738	69	69	144.159	61.0835	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	262	706	114.595	19.7869	3	1023.34	0.255324	26.2719	21.7104	23.2674	2.32774	105	59	87.3333	24.7857	  DCIS 
46	1006.27	272.338	967.515	377.33	5101	105.26	62.3545	0.805656	0.978891	289.806	1396.9	470.181	0.336588	1020.24	889.5714	145.885	38.8679	24.536	0.0943226	260.129	7647	0.96724	356.066	46.3877	44.8985	0.76176	0	0	45.0031	3.79638	0.0845548	86	89	146.523	63.4473	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	86	86	86	0	226	652	114.544	19.7357	2	541.383	0.106133	47.5733	47.5733	47.5733	0	116	110	113	4.24264	  DCIS 
47	1050.13	371.788	1033.11	390.744	3660	85.3385	55.2752	0.761881	0.950156	244.409	1785.23	352.718	0.197576	1117.2	986.5314	123.417	-10.1515	35.4773	0.149277	237.661	5626	0.974199	288.492	47.15	46.0041	1.86738	0.428571	48.8286	45.8312	6.28327	0.136581	207	606	120.502	37.4265	3	575.077	0.157125	38.0132	15.2643	26.6161	10.1736	69	69	69	0	213	614	108.953	14.1445	2	394.624	0.107821	41.7632	41.7632	41.7632	0	111	102	106.5	6.36396	  DCIS 
48	1049.19	121.892	994.394	478.377	2137	64.6989	42.8679	0.748996	0.966968	185.681	1231.64	458.891	0.372586	746.039	615.3704	173.224	10.1617	27.0079	0.0939511	287.468	3786	0.973265	238.711	50.3262	48.5183	4.38165	0	0	0	7.56978	0.156019	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
49	1056.07	451.658	1063.09	386.157	3817	75.2095	65.812	0.484035	0.93853	257.622	1221.55	424.677	0.347655	796.596	665.9274	104.657	-14.8021	40.8629	0.186673	218.9	5632	0.958965	300.652	47.7754	49.8259	5.68922	0.274074	53.473	49.0108	11.4896	0.230594	168	415	130.738	47.6621	2	871.417	0.228299	29.5892	29.5892	29.5892	0	87	81	84	4.24264	112	114	116.991	22.1826	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	112	112	112	0	  DCIS 
50	1082.84	528.476	1115.86	418.084	2726	73.2554	48.0471	0.754861	0.976711	206.995	1307.5	370.215	0.283146	772.707	642.0384	162.378	33.0781	40.5016	0.146415	276.622	4516	0.973696	264.368	52.0994	47.9917	3.85503	0.107438	52.8077	47.9651	5.70578	0.118891	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	128	132	118.344	23.5352	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	128	128	128	0	  DCIS 
51	1089.36	321.747	1058.84	442.088	4045	97.2654	53.9444	0.83211	0.941135	269.321	1186.79	395.754	0.333464	703.767	573.0984	151.11	31.4957	39.3308	0.14822	265.354	5165	0.960394	297.179	50.5657	48.4591	4.32244	0.571984	48.2517	48.2322	8.95209	0.184735	207	517	121.184	38.1076	3	522.577	0.129191	24.4131	16	20.171	3.76286	69	69	69	0	108	110	101.88	7.07112	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	108	108	108	0	  DCIS 
52	1103.79	258.514	1061.9	475.37	2727	87.4875	45.2552	0.855818	0.857817	246.794	1809.64	452.567	0.250086	1359.56	1228.8914	127.285	8.66994	30.7862	0.127464	241.529	4444	0.895246	283.338	45.2176	45.3086	1.17189	0.519531	48.2782	44.4206	7.51538	0.165871	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
53	1141.66	291.374	1104.71	502.362	1803	70.0889	35.6333	0.86112	0.886867	199.681	975.841	347.902	0.356515	653.153	522.4844	127.625	5.43459	20.7013	0.0855892	241.869	3109	0.901682	254.61	43.7462	43.9784	-0.158347	0.467532	46.3519	43.886	4.25026	0.0966445	69	69	125.725	42.6487	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	82	89	102.89	8.08173	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	82	82	82	0	  DCIS 
54	1178.5	202.249	1129.18	563.227	3317	79.8251	53.2247	0.745266	0.980491	223.723	1735.54	857.655	0.494173	1127.49	996.8214	202.691	21.1156	34.6491	0.109326	316.935	6977	0.98323	321.439	46.4169	44.6734	0.536699	0.0572391	41.8235	44.5997	5.08752	0.113882	138	192	175.942	92.8661	2	237.602	0.0716315	12.53	12.53	12.53	0	69	69	69	0	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
55	1189	938.725	1414.21	377.383	4153	85.1923	62.212	0.683177	0.981333	250.836	1285.25	477.738	0.371709	1021.04	890.3714	89.2409	9.22406	22.2606	0.109397	203.485	6340	0.981424	307.196	51.8626	55.2042	11.0675	0	0	0	17.8431	0.323219	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	93	96	124.548	29.7399	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	93	93	93	0	  DCIS 
56	1206.54	697.038	1300.27	454.588	4807	141.054	44.7559	0.948327	0.933761	354.049	775.159	246.517	0.318021	474.614	343.9454	149.824	22.8039	31.6876	0.119998	264.068	7438	0.947154	398.208	47.7798	45.3912	1.25448	0.0826446	48.7	45.2214	5.50451	0.121268	171	332	121.117	38.041	2	834.613	0.173625	20.871	20.871	20.871	0	102	69	85.5	23.3345	204	422	104.456	9.64737	2	748.603	0.155732	25.9296	25.9296	25.9296	0	103	101	102	1.41421	  Fib 
57	1269.18	835.187	1422.28	465.207	5650	146.616	52.2367	0.934378	0.910116	356.333	899.988	301.421	0.334916	655.676	525.0074	103.4	-4.60899	19.3408	0.0888644	217.644	8753	0.929193	421.321	45.6578	44.9761	0.839425	0.0822281	49.871	44.8492	6.44758	0.143356	105	110	122.514	39.4383	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	105	105	105	0	161	222	100.366	5.55795	2	384.513	0.0680554	13.2816	13.2816	13.2816	0	94	67	80.5	19.0919	  Fib 
58	1284.79	66.6379	1230.3	712.059	4750	86.6794	70.0435	0.58908	0.975359	269.664	1388.84	520.451	0.374737	1124.42	993.7514	125.651	-6.71455	62.0023	0.258457	239.894	6961	0.981528	321.439	42.4948	42.6162	-1.52054	0	0	0	5.86914	0.137721	66	204	115.167	32.0907	2	313.449	0.0659893	29.7361	29.7361	29.7361	0	40	26	33	9.89949	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
59	1288.56	220.803	1240.52	664.102	1157	58.5399	25.3929	0.901023	0.960166	145.397	832.613	161.333	0.193767	621.576	490.9074	93.6196	5.95995	24.9314	0.119941	207.863	2293	0.990925	190.527	47.5992	45.0221	0.885398	0	0	0	9.68329	0.215079	0	0	0	-83.0759	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	63	63	81.2222	-13.5863	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	63	63	63	0	  Other 
