rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
11 	 322.154 	 574.308 	 393.402 	 243.578 	 1580 	 54.9761 	 36.9142 	 0.741041 	 0.967544 	 156.752 	 931.235 	 303.521 	 0.325933 	 631.325 	 836.195 	 158.618 	 25.209 	 32.1497 	 0.128686 	 249.83 	 2662 	 0.904519 	 224.912 	 52.1818 	 51.5476 	 4.16811 	 0.361905 	 52.8947 	 50.4867 	 7.79401 	 0.1512 	 90 	 114 	 104.878 	 -0.477927 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 90 	 90 	 90 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
12 	 362.537 	 687.505 	 509.519 	 173.632 	 1187 	 57.2468 	 27.3822 	 0.878187 	 0.93834 	 155.782 	 701.955 	 155.394 	 0.221374 	 418.638 	 606.914 	 157.264 	 16.9257 	 49.2844 	 0.198346 	 248.477 	 2300 	 0.945724 	 203.598 	 56.9739 	 55.7292 	 8.34966 	 0 	 0 	 0 	 10.0261 	 0.179908 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
13 	 362.575 	 585.22 	 428.361 	 265.036 	 664 	 30.5538 	 27.9824 	 0.401538 	 0.948571 	 97.8406 	 747.22 	 164.638 	 0.220333 	 378.363 	 652.18 	 219.62 	 0.968982 	 39.7096 	 0.127752 	 310.833 	 1528 	 0.976982 	 152.284 	 63.5033 	 63.1458 	 15.7663 	 0.319444 	 60.4783 	 64.0289 	 12.4849 	 0.197716 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
14 	 388.473 	 89.1845 	 359.205 	 251.462 	 3301 	 73.834 	 57.4002 	 0.628979 	 0.944762 	 231.723 	 1258.69 	 442.068 	 0.351213 	 918.458 	 1163.65 	 209.484 	 77.2381 	 40.5954 	 0.135005 	 300.697 	 4293 	 0.966239 	 264.51 	 51.7831 	 52.2815 	 4.902 	 0.411765 	 56.4184 	 51.2249 	 7.17654 	 0.137267 	 63 	 66 	 142.683 	 37.3268 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 63 	 63 	 63 	 0 	 142 	 347 	 116.021 	 14.1471 	 3 	 1022.85 	 0.30986 	 16.2378 	 13.5762 	 15.0235 	 1.20391 	 71 	 29 	 47.3333 	 21.5019 	  DCIS 
15 	 391.453 	 151.431 	 335.68 	 217.513 	 3602 	 117.915 	 46.5358 	 0.918829 	 0.808711 	 310.049 	 827.923 	 168.83 	 0.203919 	 404.743 	 732.882 	 319.285 	 -176.727 	 98.6985 	 0.240436 	 410.498 	 5369 	 0.850602 	 361.48 	 68.9339 	 72.6091 	 25.2296 	 0.20303 	 61.0896 	 74.0135 	 18.2885 	 0.251876 	 44 	 46 	 120.523 	 15.167 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 44 	 44 	 44 	 0 	 64 	 66 	 127.391 	 25.5166 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	  DCIS 
16 	 394.607 	 332.007 	 325.555 	 120.037 	 2648 	 78.9432 	 43.7018 	 0.832793 	 0.924904 	 220.551 	 1104.49 	 370.488 	 0.335438 	 579.123 	 1009.45 	 382.064 	 53.8382 	 77.0682 	 0.16284 	 473.276 	 4160 	 0.96475 	 270.912 	 150.291 	 92.8477 	 45.4681 	 0 	 0 	 91.459 	 24.6192 	 0.265157 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 31 	 32 	 107.129 	 5.25502 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 31 	 31 	 31 	 0 	  DCIS 
17 	 431.802 	 33.1643 	 426.019 	 321.797 	 3494 	 83.8472 	 53.9676 	 0.765327 	 0.931237 	 251.279 	 1409.74 	 425.406 	 0.301761 	 979.193 	 1314.7 	 232.271 	 70.6753 	 55.9786 	 0.173049 	 323.484 	 4531 	 0.959551 	 291.823 	 58.0393 	 54.5534 	 7.17393 	 0.389313 	 58.0196 	 54.3417 	 7.80528 	 0.143076 	 51 	 51 	 132.314 	 26.958 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	 213 	 413 	 109.695 	 7.82082 	 3 	 1577.79 	 0.451571 	 29.2672 	 10.8881 	 19.6108 	 8.25115 	 90 	 41 	 71 	 26.2869 	  DCIS 
18 	 449.472 	 257.19 	 373.134 	 190.683 	 7112 	 118.448 	 88.3542 	 0.66602 	 0.8606 	 401.647 	 1436.82 	 483.219 	 0.336311 	 774.731 	 1341.78 	 194.786 	 -29.0621 	 47.1331 	 0.164802 	 285.998 	 9943 	 0.914215 	 450.995 	 58.4499 	 62.2393 	 14.8598 	 0 	 0 	 62.4254 	 11.514 	 0.184995 	 215 	 531 	 142.842 	 37.4862 	 2 	 306.612 	 0.0431119 	 32.929 	 32.929 	 32.929 	 0 	 111 	 104 	 107.5 	 4.94975 	 131 	 300 	 120.809 	 18.9351 	 2 	 3026.77 	 0.425586 	 24.0433 	 24.0433 	 24.0433 	 0 	 76 	 55 	 65.5 	 14.8492 	  DCIS 
19 	 430.226 	 956.093 	 774.621 	 117.085 	 2276 	 81.242 	 36.9816 	 0.890388 	 0.914791 	 217.622 	 958.316 	 246.804 	 0.257539 	 431.733 	 863.276 	 204.919 	 -30.0417 	 69.2139 	 0.233727 	 296.131 	 4070 	 0.901639 	 306.995 	 97.9393 	 121.119 	 73.7392 	 0.183453 	 207.373 	 112.913 	 64.5155 	 0.532663 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
20 	 437.975 	 635.129 	 516.205 	 224.415 	 3648 	 89.6965 	 52.243 	 0.812872 	 0.97514 	 244.794 	 1331.65 	 531.315 	 0.398989 	 1051.86 	 1236.61 	 155.439 	 38.8801 	 44.5947 	 0.180801 	 246.651 	 5478 	 0.971621 	 308.569 	 47.264 	 45.4349 	 -1.94458 	 0 	 0 	 0 	 5.09692 	 0.112181 	 106 	 326 	 129.774 	 24.4179 	 2 	 303.356 	 0.0831568 	 32.3646 	 32.3646 	 32.3646 	 0 	 57 	 49 	 53 	 5.65685 	 51 	 53 	 92.9608 	 -8.91323 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	  DCIS 
21 	 441.54 	 82.7143 	 409.649 	 297.478 	 1393 	 52.6644 	 34.7129 	 0.752025 	 0.897552 	 162.569 	 1352.09 	 305.382 	 0.22586 	 807.865 	 1257.05 	 326.594 	 -168.496 	 67.5192 	 0.161604 	 417.806 	 1780 	 0.904931 	 176.569 	 66.0461 	 65.3375 	 17.958 	 0.65625 	 65.2667 	 65.7256 	 9.43091 	 0.144341 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
22 	 508.36 	 53.6866 	 481.657 	 249.612 	 8130 	 139.955 	 76.1635 	 0.838954 	 0.921664 	 402.233 	 1019.07 	 281.635 	 0.276366 	 606.792 	 924.026 	 240.768 	 -55.9284 	 89.6432 	 0.270025 	 331.981 	 9999 	 0.941171 	 434.409 	 60.0768 	 64.7605 	 17.381 	 0.224691 	 63.022 	 64.0126 	 13.7513 	 0.212341 	 89 	 302 	 120.719 	 15.3634 	 2 	 2439.23 	 0.300029 	 33.143 	 33.143 	 33.143 	 0 	 45 	 44 	 44.5 	 0.707107 	 140 	 329 	 121.436 	 19.5617 	 2 	 1800.68 	 0.221486 	 26.2237 	 26.2237 	 26.2237 	 0 	 73 	 67 	 70 	 4.24264 	  DCIS 
23 	 501.46 	 948.594 	 803.585 	 186.604 	 1833 	 65.2879 	 37.2402 	 0.821367 	 0.907426 	 177.338 	 941.365 	 193.178 	 0.20521 	 656.522 	 846.325 	 188.573 	 -5.80572 	 31.0073 	 0.110825 	 279.786 	 2858 	 0.949502 	 229.154 	 78.7551 	 97.8873 	 50.5078 	 0.328638 	 89.3286 	 99.1014 	 68.862 	 0.703483 	 45 	 45 	 109.311 	 3.95541 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 59 	 63 	 107.424 	 5.54971 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  DCIS 
24 	 525.076 	 894.602 	 772.001 	 213.591 	 4357 	 81.8933 	 69.2588 	 0.533628 	 0.93158 	 274.593 	 1073.29 	 372.461 	 0.347026 	 788.938 	 978.254 	 121.046 	 9.50264 	 69.5808 	 0.327812 	 212.258 	 6048 	 0.95545 	 328.267 	 54.067 	 56.4818 	 9.10234 	 0.178218 	 64.8704 	 55.9511 	 12.8465 	 0.227444 	 45 	 45 	 96.6444 	 -8.71126 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 72 	 75 	 111.111 	 9.2371 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	  DCIS 
25 	 646.96 	 507.935 	 619.776 	 78.6384 	 6959 	 108.506 	 84.1022 	 0.631849 	 0.935349 	 344.233 	 1717.62 	 702.358 	 0.408915 	 878.491 	 1622.57 	 670.433 	 -89.4473 	 193.19 	 0.253648 	 761.645 	 8654 	 0.981958 	 358.676 	 167.595 	 161.98 	 114.601 	 0 	 0 	 161.648 	 54.8083 	 0.338364 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
26 	 623.521 	 393.559 	 445.892 	 116.297 	 2789 	 87.1875 	 41.3334 	 0.880484 	 0.94223 	 230.409 	 1839.09 	 678.528 	 0.368947 	 863.122 	 1744.05 	 749.205 	 53.5473 	 177.213 	 0.210864 	 840.417 	 4282 	 0.84994 	 342.853 	 557.129 	 496.11 	 448.731 	 0.22956 	 668.37 	 472.32 	 357.571 	 0.72075 	 42 	 45 	 160.357 	 55.0014 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	 81 	 84 	 154.296 	 52.4223 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	  Tumour 
27 	 657.241 	 586.487 	 563.692 	 78.6384 	 5511 	 114.181 	 62.3285 	 0.837868 	 0.964473 	 301.321 	 1239.97 	 394.677 	 0.318296 	 893.977 	 1144.93 	 288.55 	 8.74564 	 64.4049 	 0.169592 	 379.763 	 7465 	 0.950592 	 364.794 	 130.366 	 140.252 	 92.872 	 0 	 0 	 0 	 69.1217 	 0.492841 	 168 	 862 	 142.065 	 36.7098 	 2 	 1140.12 	 0.20688 	 68.1681 	 68.1681 	 68.1681 	 0 	 103 	 65 	 84 	 26.8701 	 142 	 680 	 124.986 	 23.1119 	 2 	 363.793 	 0.0660121 	 69.528 	 69.528 	 69.528 	 0 	 76 	 66 	 71 	 7.07107 	  Tumour 
28 	 681.101 	 426.189 	 510.158 	 88.7694 	 4589 	 92.6391 	 66.288 	 0.698561 	 0.873762 	 307.664 	 1207.92 	 423.297 	 0.350436 	 567.663 	 1112.87 	 1040.04 	 124.588 	 170.825 	 0.151004 	 1131.26 	 5905 	 0.874426 	 375.338 	 488.766 	 468.698 	 421.319 	 0.433908 	 689.901 	 404.341 	 236.644 	 0.504896 	 135 	 210 	 200.496 	 95.1406 	 3 	 1044.44 	 0.227596 	 16.1245 	 8.544 	 11.3675 	 3.7062 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
29 	 739.101 	 249.146 	 539.045 	 228.615 	 3777 	 88.1479 	 58.3481 	 0.749562 	 0.901002 	 267.765 	 981.482 	 297.009 	 0.302613 	 646.087 	 886.442 	 259.282 	 -3.45998 	 61.5935 	 0.175733 	 350.494 	 6048 	 0.870341 	 370.995 	 148.072 	 162.053 	 114.673 	 0 	 0 	 0 	 89.633 	 0.55311 	 415 	 2380 	 147.573 	 42.2178 	 5 	 1398.91 	 0.370376 	 72.2684 	 23.7658 	 41.0638 	 16.5099 	 158 	 28 	 83 	 50.5025 	 161 	 395 	 133.646 	 31.7719 	 2 	 957.171 	 0.253421 	 25.7267 	 25.7267 	 25.7267 	 0 	 82 	 79 	 80.5 	 2.12132 	  Tumour 
30 	 748.57 	 118.553 	 565.836 	 249.612 	 3047 	 77.7928 	 50.3006 	 0.762832 	 0.975664 	 216.652 	 1528.25 	 519.622 	 0.340012 	 966.517 	 1433.21 	 300.994 	 -0.391831 	 80.106 	 0.204244 	 392.207 	 3993 	 0.902169 	 295.439 	 287.912 	 406.517 	 359.137 	 0.387454 	 436.952 	 395.257 	 184.157 	 0.453013 	 610 	 1876 	 148.962 	 43.6066 	 6 	 280.833 	 0.0921672 	 62.9494 	 13.4443 	 30.8835 	 13.2415 	 131 	 40 	 87.1429 	 38.2946 	 37 	 38 	 101.108 	 -0.765908 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 37 	 37 	 37 	 0 	  Tumour 
31 	 755.51 	 416.304 	 578.564 	 103.446 	 4791 	 82.8455 	 75.3378 	 0.415973 	 0.955715 	 280.693 	 1479.33 	 576.949 	 0.390006 	 1105.73 	 1384.29 	 480.691 	 58.3966 	 223.283 	 0.390421 	 571.903 	 6670 	 0.947982 	 347.196 	 356.53 	 372.88 	 325.5 	 0.234568 	 684.684 	 331.892 	 259.998 	 0.697271 	 120 	 282 	 155.725 	 50.3693 	 2 	 1133.63 	 0.236617 	 26.0242 	 26.0242 	 26.0242 	 0 	 68 	 52 	 60 	 11.3137 	 119 	 267 	 125.277 	 23.4033 	 2 	 595.166 	 0.124226 	 17.48 	 17.48 	 17.48 	 0 	 64 	 55 	 59.5 	 6.36396 	  Tumour 
32 	 819.226 	 52.0638 	 651.749 	 311.006 	 13268 	 187.018 	 97.0334 	 0.854869 	 0.844504 	 576.014 	 1191.74 	 298.082 	 0.250124 	 605.635 	 1096.7 	 466.259 	 -84.2102 	 93.2776 	 0.167323 	 557.472 	 18597 	 0.887304 	 671.179 	 439.704 	 548.067 	 500.687 	 0.256735 	 572.105 	 535.623 	 224.001 	 0.408711 	 2343 	 9877 	 198.694 	 93.3379 	 20 	 2135.93 	 0.160984 	 143.054 	 8.82916 	 61.4544 	 31.6653 	 576 	 32 	 117.15 	 132.118 	 215 	 5076 	 115.828 	 13.9539 	 5 	 1380.98 	 0.104083 	 144.706 	 15.3482 	 87.5917 	 44.018 	 65 	 29 	 43 	 14.4222 	  Tumour 
33 	 801.258 	 968.607 	 932.507 	 233.42 	 10496 	 126.318 	 108.744 	 0.50881 	 0.977463 	 396.09 	 909.378 	 208.545 	 0.229327 	 270.527 	 814.338 	 690.056 	 38.9537 	 99.9703 	 0.127959 	 781.268 	 16600 	 0.934159 	 585.279 	 662.14 	 549.245 	 501.865 	 0.0145985 	 493.5 	 524.122 	 227.443 	 0.414102 	 550 	 6067 	 130.842 	 25.4861 	 10 	 1404.17 	 0.133781 	 90.9676 	 10.8167 	 54.7936 	 23.7095 	 103 	 33 	 55 	 23.2857 	 54 	 57 	 107.352 	 5.47784 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	  Tumour 
34 	 831.803 	 596.27 	 717.652 	 77.1298 	 3352 	 81.2219 	 53.3055 	 0.754505 	 0.967388 	 229.137 	 1473.93 	 646.517 	 0.438634 	 1061.5 	 1378.89 	 293.042 	 -37.5747 	 127.975 	 0.333048 	 384.255 	 5600 	 0.91623 	 345.966 	 224.691 	 193.571 	 146.191 	 0.157051 	 68.9184 	 205.358 	 177.161 	 0.915225 	 138 	 206 	 132.92 	 27.5646 	 2 	 580.177 	 0.173084 	 11.6542 	 11.6542 	 11.6542 	 0 	 93 	 45 	 69 	 33.9411 	 142 	 205 	 119.894 	 18.0204 	 2 	 197.18 	 0.0588246 	 13.3598 	 13.3598 	 13.3598 	 0 	 74 	 68 	 71 	 4.24264 	  Tumour 
