rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 50.5461 	 261.963 	 317.456 	 114.909 	 1672 	 71.7701 	 30.041 	 0.908184 	 0.948383 	 181.054 	 2023.33 	 316.965 	 0.156655 	 431.479 	 1789.58 	 10446 	 0.977541 	 422.635 	 1011.47 	 1205.68 	 952.354 	 0 	 0 	 0 	 365.298 	 0.302982 	 90 	 186 	 275.044 	 48.2252 	 2 	 237.023 	 0.14176 	 19.105 	 19.105 	 19.105 	 0 	 45 	 45 	 45 	 0 	 193.957 	 -51.4272 	 31.3304 	 0.100409 	 312.028 	 156 	 287 	 260.346 	 102.843 	 3 	 712.361 	 0.426053 	 21.7083 	 10.8167 	 14.8451 	 5.34293 	 66 	 45 	 52 	 12.1244 	  Other 
2 	 91.1353 	 1871.41 	 42.9418 	 537.477 	 4125 	 105.042 	 52.6148 	 0.865508 	 0.882164 	 323.806 	 1777.59 	 414.962 	 0.23344 	 207.931 	 1543.84 	 5754 	 0.871158 	 379.924 	 1136.57 	 1252.87 	 999.544 	 0.274788 	 1541.6 	 1197.18 	 416.629 	 0.33254 	 232 	 525 	 205.466 	 -21.3538 	 2 	 358.821 	 0.0869869 	 26.9926 	 26.9926 	 26.9926 	 0 	 121 	 111 	 116 	 7.07107 	 173.671 	 -66.3568 	 36.6944 	 0.125776 	 291.743 	 313 	 471 	 272.323 	 114.82 	 2 	 736.48 	 0.178541 	 21.3103 	 21.3103 	 21.3103 	 0 	 205 	 108 	 156.5 	 68.5894 	  Tumour 
3 	 111.335 	 164.475 	 92.3147 	 114.909 	 3400 	 79.442 	 57.803 	 0.685988 	 0.948132 	 236.551 	 2181.16 	 467.609 	 0.214385 	 547.896 	 1947.41 	 5384 	 0.901239 	 346.61 	 882.562 	 1417.15 	 1163.83 	 0.111455 	 1704.83 	 1412.08 	 478.009 	 0.337302 	 45 	 45 	 263.911 	 37.0918 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 212.939 	 -45.291 	 36.3436 	 0.109796 	 331.011 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
4 	 111.407 	 1908.56 	 42.9418 	 549.553 	 1466 	 101.673 	 22.1387 	 0.976006 	 0.743785 	 224.267 	 1384.51 	 199.141 	 0.143835 	 -314.739 	 1150.75 	 2318 	 0.70349 	 305.539 	 1216.73 	 1276.15 	 1022.82 	 0.742958 	 1287.86 	 1295.63 	 438.613 	 0.343701 	 33 	 33 	 229.091 	 2.27163 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 33 	 33 	 33 	 0 	 148.217 	 -112.78 	 43.6286 	 0.16384 	 266.289 	 122 	 210 	 225.336 	 67.833 	 2 	 938.995 	 0.640515 	 14.7173 	 14.7173 	 14.7173 	 0 	 80 	 42 	 61 	 26.8701 	  Tumour 
5 	 102.376 	 1469.54 	 401.151 	 391.261 	 4203 	 85.4942 	 63.2611 	 0.672666 	 0.971567 	 262.007 	 2144.53 	 514.682 	 0.239998 	 617.427 	 1910.77 	 5776 	 0.956291 	 333.539 	 818.063 	 917.721 	 664.398 	 0 	 0 	 0 	 552.631 	 0.602177 	 207 	 1097 	 209.585 	 -17.2347 	 5 	 1177.4 	 0.280134 	 40.4969 	 8.97856 	 26.2992 	 11.4802 	 45 	 27 	 41.4 	 8.04984 	 94.4828 	 -159.023 	 27.611 	 0.129901 	 212.554 	 287 	 954 	 221.401 	 63.8976 	 4 	 802.745 	 0.190993 	 29.4504 	 15.8779 	 23.0055 	 5.86085 	 134 	 23 	 71.75 	 54.1379 	  Tumour 
6 	 87.039 	 645.247 	 72.0347 	 215.863 	 538 	 31.7531 	 21.7981 	 0.727142 	 0.959002 	 89.2548 	 1257.77 	 191.074 	 0.151915 	 -370.955 	 1024.02 	 1187 	 0.987521 	 131.799 	 611.345 	 665.016 	 411.693 	 0 	 0 	 0 	 261.004 	 0.392477 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 95.4507 	 -166.386 	 22.3695 	 0.104764 	 213.522 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
7 	 129.019 	 1946.84 	 84.9706 	 565.923 	 4159 	 94.3709 	 56.7185 	 0.799236 	 0.961174 	 281.321 	 1460.11 	 199.507 	 0.136639 	 -114.311 	 1226.35 	 5219 	 0.902161 	 351.338 	 868.296 	 1180.25 	 926.924 	 0.632716 	 1305.29 	 1098.8 	 472.812 	 0.400604 	 217 	 464 	 176.166 	 -50.6534 	 4 	 1631.02 	 0.392167 	 30.4385 	 9.9546 	 17.6771 	 7.53388 	 82 	 36 	 54.25 	 19.906 	 117.722 	 -121.833 	 49.0556 	 0.208044 	 235.794 	 280 	 725 	 236.004 	 78.5005 	 2 	 1377.57 	 0.331227 	 31.155 	 31.155 	 31.155 	 0 	 226 	 54 	 140 	 121.622 	  Tumour 
8 	 103.556 	 575.05 	 317.456 	 161.059 	 1081 	 48.5126 	 29.26 	 0.797634 	 0.873183 	 149.439 	 1362.41 	 221.861 	 0.162844 	 -173.539 	 1128.66 	 1974 	 0.954545 	 181.941 	 836.752 	 900.052 	 646.729 	 0 	 0 	 0 	 269.593 	 0.29953 	 67 	 75 	 244.672 	 17.8524 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	 156.497 	 -97.0188 	 39.6217 	 0.144305 	 274.569 	 104 	 108 	 235.192 	 77.6892 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 104 	 104 	 104 	 0 	  Other 
9 	 134.283 	 1175.22 	 697.327 	 476.8 	 4100 	 113.274 	 48.1964 	 0.904966 	 0.950614 	 286.066 	 1946.83 	 487.948 	 0.250638 	 511.146 	 1713.07 	 5760 	 0.880061 	 374.61 	 1306.5 	 1742.08 	 1488.76 	 0.307692 	 2000.98 	 1685.44 	 882.142 	 0.506373 	 223 	 871 	 204.238 	 -22.5816 	 5 	 1341.27 	 0.327139 	 38.1776 	 9.21954 	 22.9415 	 9.85959 	 68 	 22 	 44.6 	 16.288 	 188.083 	 -102.974 	 58.7171 	 0.191789 	 306.154 	 617 	 1838 	 196.75 	 39.2473 	 8 	 979.824 	 0.238981 	 81.1559 	 9.96321 	 36.1103 	 20.2366 	 281 	 24 	 77.125 	 85.0369 	  Tumour 
10 	 158.491 	 1280.62 	 593.792 	 397.847 	 4717 	 82.1875 	 74.719 	 0.416516 	 0.94795 	 273.522 	 2044 	 433.726 	 0.212195 	 549.127 	 1810.25 	 6515 	 0.933649 	 373.338 	 1297.72 	 1884.56 	 1631.24 	 0.401734 	 2604.25 	 1664.13 	 797.233 	 0.423033 	 277 	 690 	 196.625 	 -30.1947 	 3 	 2164.35 	 0.458839 	 36.3464 	 20.182 	 26.0148 	 8.02499 	 197 	 35 	 92.3333 	 90.7818 	 201.61 	 -57.0049 	 117.981 	 0.369057 	 319.681 	 453 	 648 	 244.444 	 86.9406 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 453 	 453 	 453 	 0 	  Tumour 
