rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 55.9028 	 846.334 	 63.3482 	 101.843 	 4145 	 110.615 	 49.3043 	 0.895168 	 0.920702 	 295.806 	 306.622 	 37.2201 	 0.121388 	 -45.2204 	 220.911 	 6567 	 0.787221 	 402.492 	 693.789 	 1121.43 	 931.255 	 0.420613 	 1172.6 	 1123.58 	 352.398 	 0.31424 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 118.58 	 -31.1923 	 22.2426 	 0.115682 	 192.274 	 690 	 1505 	 1114.31 	 711.152 	 5 	 1777.37 	 0.428799 	 55.2119 	 9.70164 	 31.9896 	 14.2628 	 398 	 41 	 138 	 146.917 	  Tumour 
2 	 46.6892 	 413.296 	 87.3212 	 168.962 	 3942 	 86.3111 	 59.4325 	 0.725157 	 0.926222 	 289.22 	 297.515 	 46.1401 	 0.155085 	 -56.8302 	 211.805 	 4820 	 0.958822 	 277.924 	 302.956 	 318.777 	 128.603 	 0 	 0 	 0 	 74.8438 	 0.234784 	 137 	 348 	 190.752 	 53.6157 	 2 	 343.841 	 0.0872249 	 27.9974 	 27.9974 	 27.9974 	 0 	 86 	 51 	 68.5 	 24.7487 	 103.709 	 -26.6287 	 15.9649 	 0.0899925 	 177.403 	 46 	 46 	 559.326 	 156.172 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 46 	 46 	 46 	 0 	  DCIS 
3 	 67.5676 	 1499.08 	 109.731 	 126.732 	 8941 	 118.346 	 97.042 	 0.572386 	 0.977586 	 369.019 	 403.423 	 80.14 	 0.19865 	 97.3027 	 317.713 	 13224 	 0.901431 	 551.622 	 576.299 	 947.622 	 757.448 	 0.193798 	 1081.28 	 929.339 	 312.884 	 0.330178 	 33 	 33 	 126.455 	 -10.6815 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 33 	 33 	 33 	 0 	 101.818 	 -48.4826 	 24.9723 	 0.142283 	 175.511 	 375 	 3187 	 1221.68 	 818.524 	 4 	 940.896 	 0.105234 	 70.9653 	 23.8507 	 54.8304 	 16.5388 	 124 	 70 	 93.75 	 25.3032 	  Tumour 
4 	 63.9957 	 2001.48 	 1155.03 	 216.012 	 6284 	 97.9744 	 82.0466 	 0.546545 	 0.979426 	 310.676 	 300.672 	 44.2498 	 0.14717 	 -19.8919 	 214.961 	 8647 	 0.938871 	 402.995 	 489.569 	 838.505 	 648.331 	 0 	 0 	 0 	 318.649 	 0.380021 	 82 	 83 	 157.549 	 20.4127 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 82 	 82 	 82 	 0 	 76.1579 	 -66.1013 	 23.9173 	 0.159607 	 149.851 	 1232 	 3079 	 1148.98 	 745.829 	 7 	 685.927 	 0.109154 	 59.0355 	 10.5952 	 30.7609 	 13.5514 	 481 	 45 	 176 	 171.891 	  Tumour 
5 	 68.724 	 908.22 	 63.3482 	 87.5957 	 6173 	 97.9948 	 80.9929 	 0.562934 	 0.959285 	 318.534 	 321.248 	 40.0896 	 0.124793 	 -25.5465 	 235.537 	 7761 	 0.901813 	 412.534 	 562.626 	 1076.1 	 885.926 	 0.648199 	 1086.47 	 1036.82 	 434.476 	 0.40375 	 104 	 107 	 235.519 	 98.3832 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 104 	 104 	 104 	 0 	 98.3995 	 -47.9646 	 22.7571 	 0.132237 	 172.093 	 1541 	 2485 	 1463.48 	 1060.32 	 2 	 128.607 	 0.0208339 	 34.2808 	 34.2808 	 34.2808 	 0 	 1468 	 73 	 770.5 	 986.414 	  Tumour 
6 	 87.4722 	 981.189 	 138.514 	 119.004 	 6150 	 105.123 	 75.7908 	 0.692965 	 0.945136 	 348.718 	 381.465 	 67.2663 	 0.176337 	 66.501 	 295.754 	 10216 	 0.818983 	 538.659 	 734.908 	 1119.2 	 929.023 	 0.261242 	 1183.79 	 1082.52 	 391.504 	 0.349808 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 120.159 	 -32.9037 	 21.8352 	 0.112639 	 193.852 	 736 	 1411 	 1285.91 	 882.761 	 4 	 726.494 	 0.118129 	 46.584 	 18.4661 	 27.5867 	 9.76866 	 222 	 114 	 184 	 48.4974 	  Tumour 
7 	 67.1519 	 651.562 	 194.312 	 239.835 	 2667 	 77.0643 	 45.7461 	 0.804753 	 0.925078 	 244.291 	 316.552 	 54.2028 	 0.171229 	 10.7034 	 230.841 	 7619 	 0.969462 	 362.09 	 736.578 	 1143.34 	 953.165 	 0.166124 	 1514.98 	 1092.62 	 250.125 	 0.218767 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 119.845 	 -29.5287 	 22.9945 	 0.118811 	 193.538 	 165 	 209 	 991.345 	 588.192 	 2 	 990.378 	 0.371345 	 11.4596 	 11.4596 	 11.4596 	 0 	 128 	 37 	 82.5 	 64.3467 	  Tumour 
8 	 88.1969 	 1099.56 	 229.12 	 119.004 	 2859 	 75.0827 	 50.0675 	 0.745209 	 0.927945 	 226.451 	 329.45 	 56.5513 	 0.171654 	 -21.6099 	 243.74 	 5774 	 0.860763 	 377.823 	 669.223 	 756.184 	 566.01 	 0 	 0 	 0 	 293.198 	 0.387734 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 101.609 	 -36.4221 	 21.2645 	 0.121302 	 175.303 	 52 	 52 	 493.212 	 90.0579 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	  DCIS 
9 	 73.0988 	 138.329 	 276.226 	 138.033 	 1093 	 47.753 	 29.8296 	 0.780894 	 0.942241 	 136.125 	 335.211 	 72.8671 	 0.217377 	 13.5969 	 249.501 	 2016 	 0.783826 	 234.309 	 517.196 	 635.322 	 445.148 	 0 	 0 	 0 	 524.641 	 0.825788 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 97.4767 	 -28.4123 	 17.1804 	 0.10037 	 171.17 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
10 	 75.7246 	 297.498 	 119.57 	 193.073 	 886 	 38.3715 	 29.6938 	 0.63337 	 0.949625 	 120.711 	 302.554 	 50.7483 	 0.167733 	 -31.3718 	 216.844 	 1270 	 0.963581 	 136.225 	 264.317 	 275.966 	 85.7919 	 0.127119 	 293.4 	 273.65 	 35.9437 	 0.130247 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 75.3392 	 -71.9664 	 16.616 	 0.111492 	 149.033 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
