rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 176.291 	 783.198 	 2067.78 	 351.682 	 2423 	 66.978 	 46.1815 	 0.724283 	 0.974658 	 191.238 	 1736.23 	 346.89 	 0.199795 	 245.572 	 1389.92 	 127.013 	 -128.992 	 29.0573 	 0.103929 	 279.589 	 59 	 59 	 130.983 	 30.7316 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	 86 	 90 	 129.349 	 8.80408 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 86 	 86 	 86 	 0 	 3111 	 0.960482 	 216.752 	 168.908 	 172.757 	 -68.8735 	 0.15873 	 197.2 	 171.134 	 32.9602 	 0.19079 	  DCIS 
12 	 183.019 	 462.32 	 2388.65 	 162.69 	 2954 	 67.737 	 55.8877 	 0.56503 	 0.980093 	 208.995 	 2017.43 	 648.349 	 0.321373 	 669.794 	 1671.12 	 190.635 	 -104.391 	 32.386 	 0.094362 	 343.21 	 65 	 68 	 147.154 	 46.9024 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 79 	 119 	 207.481 	 86.9363 	 2 	 175.631 	 0.0594552 	 10.9023 	 10.9023 	 10.9023 	 0 	 49 	 30 	 39.5 	 13.435 	 3830 	 0.982807 	 231.196 	 225.055 	 226.466 	 -15.1637 	 0 	 0 	 0 	 36.6217 	 0.161709 	  DCIS 
13 	 200.337 	 1987.83 	 1822.5 	 179.011 	 5211 	 95.3042 	 70.6348 	 0.671339 	 0.974019 	 286.049 	 1713.19 	 261.661 	 0.152733 	 313.118 	 1366.87 	 159.122 	 -161.322 	 52.4545 	 0.168286 	 311.698 	 131 	 466 	 111.076 	 10.8249 	 3 	 1823.21 	 0.349877 	 33.6113 	 13.3586 	 23.6883 	 9.06276 	 59 	 35 	 43.6667 	 13.3167 	 417 	 800 	 301.743 	 181.199 	 4 	 882.274 	 0.16931 	 29.911 	 11.4565 	 18.8133 	 5.90703 	 313 	 32 	 104.25 	 139.182 	 10069 	 0.875641 	 462.215 	 1213.86 	 2096.67 	 1855.04 	 0.240933 	 1816.08 	 2097.89 	 873.062 	 0.416404 	  Tumour 
14 	 203.186 	 2302.86 	 564.836 	 315.014 	 3946 	 101.138 	 51.6302 	 0.859883 	 0.946283 	 271.806 	 2124.26 	 658.523 	 0.310001 	 878.844 	 1777.94 	 182.17 	 -111.06 	 31.3259 	 0.0935812 	 334.745 	 206 	 731 	 175.359 	 75.1078 	 3 	 1335.82 	 0.338526 	 28.3182 	 24.1152 	 25.5404 	 2.15194 	 84 	 56 	 68.6667 	 14.1892 	 204 	 761 	 155.196 	 34.6513 	 3 	 1976.93 	 0.500995 	 32.5437 	 18.3004 	 25.8563 	 6.40524 	 79 	 60 	 68 	 9.84886 	 5100 	 0.965726 	 288.735 	 242.264 	 250.848 	 9.2183 	 0 	 0 	 249.07 	 113.565 	 0.452723 	  DCIS 
15 	 182.067 	 624.683 	 2225.86 	 240.104 	 2462 	 75.3868 	 45.0532 	 0.801774 	 0.913883 	 216.309 	 1688.57 	 447.531 	 0.265036 	 655.074 	 1342.25 	 237.368 	 -24.4113 	 100.478 	 0.257673 	 389.944 	 93 	 94 	 170.462 	 70.211 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 93 	 93 	 93 	 0 	 45 	 46 	 157.467 	 36.9219 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3387 	 0.94477 	 234.309 	 214.48 	 245.168 	 3.53825 	 0 	 0 	 0 	 95.4439 	 0.389299 	  DCIS 
16 	 189.483 	 2885.97 	 143.405 	 71.1688 	 3765 	 83.4632 	 58.73 	 0.710534 	 0.928942 	 275.563 	 1392.44 	 280.832 	 0.201684 	 139.417 	 1046.12 	 146.818 	 -91.2228 	 30.4658 	 0.101759 	 299.393 	 82 	 89 	 125.098 	 24.8462 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 82 	 82 	 82 	 0 	 130 	 405 	 147.062 	 26.5168 	 3 	 885.547 	 0.235205 	 38.5947 	 15.6879 	 25.9654 	 10.405 	 62 	 10 	 43.3333 	 28.9367 	 4618 	 0.959684 	 270.995 	 309.489 	 384.674 	 143.043 	 0.285124 	 474.42 	 368.932 	 135.429 	 0.352062 	  DCIS 
17 	 209.493 	 200.794 	 140.464 	 262.292 	 5298 	 89.4386 	 76.8595 	 0.51138 	 0.943712 	 296.877 	 1758.1 	 360.795 	 0.205219 	 517.765 	 1411.78 	 306.788 	 -18.5827 	 61.5977 	 0.134094 	 459.364 	 236 	 498 	 134 	 33.7486 	 4 	 2005.01 	 0.378446 	 26.1666 	 13.0686 	 16.2619 	 4.7758 	 74 	 43 	 59 	 16.7929 	 476 	 779 	 506.618 	 386.073 	 3 	 1574.09 	 0.297111 	 23.3982 	 14.313 	 17.6849 	 4.44942 	 241 	 59 	 158.667 	 92.2298 	 8491 	 0.84656 	 453.647 	 1486.47 	 2481.81 	 2240.18 	 0.560914 	 2668.05 	 2383.47 	 585.535 	 0.235931 	  Tumour 
18 	 221.701 	 123.121 	 157.191 	 341.236 	 3607 	 94.7051 	 48.8495 	 0.856705 	 0.964955 	 251.338 	 1668.54 	 395.054 	 0.236767 	 307.753 	 1322.22 	 332.535 	 -21.9041 	 85.0818 	 0.175387 	 485.11 	 71 	 81 	 114.648 	 14.3965 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 71 	 71 	 71 	 0 	 199 	 258 	 327.553 	 207.008 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 199 	 199 	 199 	 0 	 6805 	 0.852223 	 395.019 	 1552.51 	 2313.82 	 2072.19 	 0.546784 	 2455.67 	 2242.63 	 592.838 	 0.256217 	  Tumour 
19 	 223.088 	 1654.95 	 1204.35 	 296.4 	 1267 	 50.8824 	 32.1399 	 0.775254 	 0.962766 	 142.711 	 1553.57 	 306.694 	 0.197413 	 693.071 	 1207.25 	 228.757 	 -37.634 	 35.4875 	 0.093062 	 381.332 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2435 	 0.884811 	 210.309 	 2242.86 	 2722.97 	 2481.34 	 0 	 0 	 0 	 1058.74 	 0.388819 	  Other 
20 	 220.019 	 755.361 	 2098.82 	 299.546 	 1167 	 39.7615 	 38.028 	 0.292053 	 0.957342 	 130.953 	 1401.64 	 234.297 	 0.16716 	 59.85 	 1055.32 	 171.471 	 -143.477 	 25.6951 	 0.0792944 	 324.046 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1711 	 0.973819 	 153.054 	 194.113 	 204.157 	 -37.4733 	 0.231343 	 203.677 	 205.768 	 27.9975 	 0.137138 	  DCIS 
21 	 242.933 	 288.263 	 207.762 	 184.054 	 2910 	 76.1314 	 52.6674 	 0.722094 	 0.93001 	 241.137 	 1107.12 	 194.687 	 0.175849 	 372.248 	 760.806 	 349.729 	 20.2688 	 41.6676 	 0.082953 	 502.304 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4229 	 0.868556 	 303.463 	 2089.34 	 2377.76 	 2136.13 	 0.596078 	 2258.14 	 2399.47 	 547.659 	 0.230325 	  Tumour 
22 	 234.094 	 543.141 	 2311.26 	 158.928 	 3692 	 86.0846 	 55.1414 	 0.767917 	 0.960708 	 246.108 	 1596.39 	 344.829 	 0.216005 	 534.293 	 1250.08 	 166.856 	 -76.6385 	 30.2444 	 0.094682 	 319.431 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4731 	 0.972256 	 264.794 	 218.903 	 224.996 	 -16.6344 	 0 	 0 	 0 	 31.6082 	 0.140484 	  DCIS 
23 	 255.848 	 2861.73 	 2698.28 	 71.1688 	 6071 	 95.2811 	 83.4694 	 0.48225 	 0.95426 	 311.806 	 1221.66 	 274.495 	 0.224691 	 249.164 	 875.341 	 132.031 	 -45.9122 	 25.9208 	 0.0910762 	 284.606 	 182 	 618 	 127.533 	 27.2816 	 3 	 558.572 	 0.0920065 	 50.8459 	 21.8399 	 34.2219 	 13.3815 	 90 	 33 	 60.6667 	 28.5365 	 989 	 2600 	 232.182 	 111.637 	 8 	 2607.4 	 0.429485 	 63.0429 	 11.407 	 32.8421 	 13.5427 	 402 	 50 	 123.625 	 115.045 	 7486 	 0.948195 	 337.706 	 563.122 	 621.812 	 380.182 	 0.243056 	 472.429 	 634.126 	 306.901 	 0.493559 	  Tumour 
24 	 276.826 	 2749.69 	 245.937 	 113.952 	 3708 	 95.8181 	 50.0458 	 0.852762 	 0.962617 	 261.078 	 2112.14 	 595.468 	 0.281927 	 1020.8 	 1765.82 	 169.97 	 -21.0332 	 37.2451 	 0.115473 	 322.545 	 87 	 277 	 129.184 	 28.9325 	 2 	 1100.87 	 0.296891 	 28.586 	 28.586 	 28.586 	 0 	 51 	 36 	 43.5 	 10.6066 	 143 	 607 	 137.986 	 17.4413 	 3 	 630.638 	 0.170075 	 38.0989 	 18.558 	 27.5924 	 8.81303 	 57 	 41 	 47.6667 	 8.32666 	 4800 	 0.970089 	 278.794 	 213.698 	 223.828 	 -17.8022 	 0 	 0 	 0 	 75.231 	 0.336111 	  DCIS 
25 	 265.308 	 2611.01 	 318.578 	 251.161 	 2276 	 66.4552 	 43.8152 	 0.751864 	 0.977663 	 183.924 	 1908.84 	 494.817 	 0.259224 	 1353.35 	 1562.52 	 94.513 	 31.692 	 20.7122 	 0.0838251 	 247.088 	 72 	 73 	 129.194 	 28.943 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	 56 	 57 	 152.214 	 31.6695 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 3072 	 0.980843 	 208.853 	 131.44 	 136.299 	 -105.331 	 0 	 0 	 0 	 49.0442 	 0.359828 	  DCIS 
26 	 269.235 	 984.18 	 1875.71 	 366.001 	 1766 	 58.4891 	 39.1926 	 0.742285 	 0.948952 	 172.409 	 1368.59 	 252.283 	 0.184337 	 756.153 	 1022.28 	 172.354 	 25.0414 	 16.6382 	 0.0512056 	 324.929 	 108 	 225 	 121.944 	 21.693 	 2 	 308.542 	 0.174712 	 19.4221 	 19.4221 	 19.4221 	 0 	 59 	 49 	 54 	 7.07107 	 97 	 203 	 171.144 	 50.5996 	 2 	 86.6772 	 0.0490811 	 18.9834 	 18.9834 	 18.9834 	 0 	 50 	 47 	 48.5 	 2.12132 	 2517 	 0.975203 	 189.338 	 218.595 	 210.907 	 -30.7227 	 0 	 0 	 0 	 32.3772 	 0.153514 	  DCIS 
27 	 276.364 	 125.028 	 208.904 	 349.597 	 5381 	 104.591 	 66.3002 	 0.773413 	 0.979076 	 286.693 	 2075.87 	 496.648 	 0.239249 	 1183.29 	 1729.55 	 365.55 	 -86.2867 	 78.3837 	 0.151283 	 518.126 	 264 	 1886 	 128.682 	 28.4304 	 6 	 845.756 	 0.157175 	 61.2852 	 10.8965 	 37.0978 	 16.5226 	 63 	 5 	 44 	 20.7075 	 1405 	 3087 	 337.336 	 216.791 	 8 	 619.086 	 0.11505 	 77.6915 	 10.4305 	 32.9639 	 17.2102 	 941 	 5 	 156.111 	 295.443 	 7225 	 0.874168 	 392.777 	 1486.39 	 1764.11 	 1522.48 	 0.653959 	 1740.28 	 1757.85 	 494.115 	 0.280094 	  Tumour 
28 	 304.818 	 2275.04 	 625.859 	 305.604 	 1926 	 87.0589 	 29.5477 	 0.940643 	 0.917143 	 210.066 	 1695.23 	 581.922 	 0.343271 	 1028.96 	 1348.91 	 150.635 	 5.73094 	 26.794 	 0.0883677 	 303.211 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2783 	 0.952104 	 227.681 	 214.81 	 199.955 	 -41.6746 	 0 	 0 	 0 	 37.4062 	 0.187073 	  Fib 
29 	 327.004 	 88.0922 	 267.86 	 400.764 	 4359 	 103.131 	 60.0089 	 0.813283 	 0.838108 	 296.35 	 2022.3 	 387.63 	 0.191678 	 873.075 	 1675.98 	 415.308 	 -61.6367 	 63.7007 	 0.112172 	 567.883 	 98 	 284 	 136.398 	 36.1465 	 3 	 1406.87 	 0.322752 	 25.6646 	 10.5519 	 17.9305 	 6.7642 	 53 	 13 	 32.6667 	 20.0083 	 233 	 954 	 286.266 	 165.721 	 6 	 1797.09 	 0.41227 	 57.5106 	 8.89024 	 26.6147 	 13.6501 	 83 	 14 	 38.8333 	 25.9493 	 7604 	 0.784241 	 427.002 	 1402.83 	 1949.67 	 1708.04 	 0.568627 	 1762.71 	 2013.19 	 528.302 	 0.27097 	  Tumour 
30 	 294.558 	 343.741 	 282.852 	 162.69 	 2696 	 74.752 	 46.1784 	 0.786372 	 0.970133 	 210.451 	 1448.1 	 248.891 	 0.171874 	 750.204 	 1101.78 	 296.276 	 -103.582 	 47.0923 	 0.104917 	 448.851 	 181 	 402 	 127.597 	 27.3453 	 3 	 1168.75 	 0.433514 	 28.5287 	 12.411 	 19.0214 	 7.54925 	 121 	 29 	 60.3333 	 52.5484 	 471 	 745 	 403.486 	 282.941 	 3 	 450.752 	 0.167193 	 30.9552 	 12.42 	 21.4239 	 8.29922 	 290 	 45 	 157 	 123.843 	 5265 	 0.902004 	 308.191 	 1761.08 	 2402.93 	 2161.3 	 0.34375 	 2297.83 	 2414.12 	 501.861 	 0.208854 	  Tumour 
31 	 316.793 	 1255.33 	 1614.07 	 224.397 	 3283 	 73.1033 	 59.2647 	 0.585465 	 0.940957 	 231.078 	 2415.89 	 797.914 	 0.330277 	 1767.07 	 2069.57 	 104.519 	 -2.08506 	 24.2779 	 0.0944319 	 257.094 	 137 	 293 	 111.73 	 11.4785 	 2 	 559.907 	 0.170547 	 18.6313 	 18.6313 	 18.6313 	 0 	 83 	 54 	 68.5 	 20.5061 	 290 	 640 	 163.624 	 43.0794 	 4 	 647.954 	 0.197367 	 27.8062 	 13.5254 	 18.5366 	 5.17707 	 150 	 44 	 72.5 	 51.7591 	 4027 	 0.91606 	 256.593 	 315.271 	 335.403 	 93.7727 	 0.37037 	 299.3 	 343.352 	 58.0454 	 0.173062 	  DCIS 
32 	 325.394 	 2395.77 	 527.709 	 426.719 	 2243 	 93.0644 	 31.8068 	 0.939783 	 0.894338 	 232.794 	 1770.21 	 405.044 	 0.228812 	 1007.05 	 1423.89 	 162.91 	 -53.2416 	 23.9401 	 0.0758833 	 315.486 	 42 	 44 	 124.286 	 24.0343 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2845 	 0.909236 	 245.865 	 207.257 	 216.129 	 -25.5009 	 0.392344 	 247.5 	 208.566 	 60.4943 	 0.279899 	  Fib 
33 	 331.111 	 2976.92 	 2818.92 	 168.656 	 5090 	 88.953 	 74.0839 	 0.553509 	 0.972116 	 276.693 	 1329.88 	 278.708 	 0.209573 	 726.519 	 983.567 	 228.211 	 -32.2725 	 47.9204 	 0.125846 	 380.787 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 309 	 1222 	 143.217 	 22.6721 	 6 	 864.504 	 0.169844 	 47.9989 	 9.8487 	 29.1915 	 13.9053 	 88 	 39 	 51.5 	 18.2181 	 7013 	 0.878272 	 365.262 	 1007.17 	 1261.22 	 1019.59 	 0.234727 	 1012.67 	 1284.81 	 405.784 	 0.32174 	  Tumour 
34 	 336.879 	 265.317 	 281.514 	 250.05 	 5724 	 109.02 	 67.3715 	 0.7862 	 0.972642 	 302.191 	 1457.17 	 267.901 	 0.18385 	 742.842 	 1110.85 	 296.474 	 -82.9525 	 61.4482 	 0.13684 	 449.05 	 254 	 1323 	 123.185 	 22.9336 	 4 	 1235.43 	 0.215833 	 63.1265 	 12.533 	 36.7754 	 19.9377 	 83 	 34 	 63.5 	 20.8247 	 636 	 1864 	 328.145 	 207.6 	 6 	 2342.51 	 0.409244 	 66.0932 	 10.4104 	 28.9638 	 14.4939 	 292 	 25 	 90.8571 	 94.3918 	 7995 	 0.897004 	 418.558 	 1355.71 	 2275.73 	 2034.1 	 0.55 	 2372.73 	 2220.65 	 535.034 	 0.235105 	  Tumour 
