rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 
50	298.768	374.452	1534.53	72.8011	1960	85.9046	32.0788	0.927661	0.880899	210.752	1262.7	307.26	0.243336	643.671	1041.07	4130	0.804128	317.823	738.512	748.174	434.278	0.267361	1186.47	677.711	342.114	0.457265	69	69	267.928	14.0583	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	132.554	30.875	56.1308	0.272042	206.332	57	57	255.298	-48.1986	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	57	57	57	0	  DCIS 
51	303.467	1211.86	724.591	397.899	946	51.8994	24.1898	0.884737	0.900095	136.125	1017.07	173.648	0.170733	474.816	795.445	1480	0.945083	154.225	383.956	390.875	76.9792	0	0	0	46.5104	0.118991	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	69.0111	-9.98024	9.89413	0.0692922	142.789	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
52	350.411	680.776	529.037	148.499	6141	96.4046	83.3398	0.502668	0.970142	311.948	1376.32	283.716	0.206141	695.284	1154.69	15980	0.864204	591.831	1263.58	1676.14	1362.25	0.522073	1509.71	1778.74	444.393	0.265128	175	544	287.217	33.348	2	1783.89	0.290488	38.6648	38.6648	38.6648	0	91	84	87.5	4.94975	839.548	270.904	167.509	0.183406	913.326	1004	2560	508.992	205.495	8	718.516	0.117003	63.6024	11.5744	31.6109	13.7469	188	57	125.5	44.1005	  Tumour 
53	340.759	1758.04	329.848	403.901	6772	187.859	47.4511	0.967574	0.90814	450.617	1403.71	373.862	0.266339	779.789	1182.08	8337	0.919996	458.392	516.291	466.546	152.65	0	0	0	69.276	0.148487	118	304	289.076	35.2071	2	380.328	0.0561619	25.4231	25.4231	25.4231	0	70	48	59	15.5563	122.019	17.987	29.1389	0.148822	195.797	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Fib 
54	346.438	1469.71	518.206	325.346	3806	104.351	48.7745	0.884042	0.92289	278.593	1499.59	491.541	0.327783	941.321	1277.96	4875	0.94789	300.35	394.884	324.157	10.2613	0	0	0	64.9468	0.200356	146	305	253.473	-0.396586	2	449.314	0.118054	22.9728	22.9728	22.9728	0	76	70	73	4.24264	87.1705	32.2076	25.331	0.157386	160.948	195	308	348.903	45.4057	2	1119.74	0.294203	16.6707	16.6707	16.6707	0	108	87	97.5	14.8492	  DCIS 
55	359.888	548.624	401.642	185.327	4197	93.0412	57.7827	0.783776	0.982444	254.108	1278.95	239.281	0.187092	637.431	1057.33	7289	0.950202	368.936	1332.64	1492.92	1179.02	0.357576	1444.9	1507.99	232.009	0.155406	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	659.388	118.219	83.5094	0.113902	733.165	365	523	530.249	226.752	2	126.501	0.0301408	19.3783	19.3783	19.3783	0	256	109	182.5	103.945	  Tumour 
56	369.957	871.373	1068.23	89.8888	2051	71.1925	37.0416	0.853982	0.961556	186.61	1253.88	280.429	0.22365	657.315	1032.25	5368	0.836398	370.593	1117.72	1294.12	980.225	0.381818	1790.69	1161.77	692.942	0.535454	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	228.357	-24.3319	81.2783	0.269014	302.135	88	88	370.727	67.2304	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	88	88	88	0	  DCIS 
57	370.509	154.208	107.117	92.2659	3966	103.914	49.772	0.877829	0.951992	274.593	1442.12	340.6	0.23618	664.785	1220.49	8113	0.898748	445.262	1173.46	1260.27	946.375	0.43734	1576.46	1170.55	490.883	0.389506	183	459	311.262	57.3931	2	556.232	0.14025	30.4385	30.4385	30.4385	0	114	69	91.5	31.8198	323.918	-24.6567	67.6774	0.170174	397.696	316	1256	434.462	130.965	4	1338.47	0.337486	51.0878	19.0778	32.3488	12.5904	98	68	79	13.7113	  Tumour 
58	371.378	1152.84	805.509	358.71	2599	103.777	34.2804	0.943866	0.880718	248.409	2294.46	668.563	0.291381	1330.75	2072.84	3709	0.889022	296.108	508.79	488.171	174.275	0	0	0	145.175	0.297386	211	979	270.36	16.491	3	197.68	0.0760598	59.3249	21.5091	40.936	16.9308	75	67	70.3333	4.16333	85.53	0.549882	32.9604	0.206898	159.307	178	492	299.489	-4.00809	2	321.262	0.12361	37.1236	37.1236	37.1236	0	117	61	89	39.598	  DCIS 
59	401.525	787.369	642.984	89.8888	5186	108.852	61.8814	0.82269	0.975546	296.635	1275.99	230.466	0.180617	632.792	1054.36	16950	0.896873	598.86	1219.92	1584.8	1270.91	0.681051	1517.77	1630.03	445.102	0.280857	161	594	286.012	32.1432	2	924.655	0.178298	46.2495	46.2495	46.2495	0	82	79	80.5	2.12132	506.234	86.5183	82.8708	0.142878	580.011	242	270	555.533	252.036	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	242	242	242	0	  Tumour 
60	429.925	1888.91	393.011	344.843	2772	103.411	37.9344	0.930288	0.902344	254.752	1791.78	434.288	0.242378	831.019	1570.15	3724	0.921326	276.167	393.102	380.754	66.8582	0	0	0	30.1521	0.0791905	134	427	219.358	-34.511	2	308.957	0.111456	38.0715	38.0715	38.0715	0	68	66	67	1.41421	87.6075	-5.98712	14.6239	0.0906148	161.385	87	88	329.276	25.779	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	87	87	87	0	  DCIS 
61	500.138	214.654	242.553	77.4145	8982	153.605	74.8066	0.873399	0.981961	395.262	1614.17	391.319	0.242427	828.387	1392.55	14077	0.909191	533.362	1540.74	1966.17	1652.27	0.20332	2057.13	1954.94	420.314	0.213773	288	1508	310.003	56.1343	3	2710.84	0.301808	79.0903	41.3691	54.2146	19.2721	134	76	96	32.9242	845.93	254.459	163.615	0.177899	919.708	987	3185	520.755	217.258	5	746.752	0.0831387	73.683	15.7072	42.8579	19.947	499	68	197.4	181.984	  Tumour 
62	483.153	576.947	471.895	146.441	5490	108.972	65.3527	0.800208	0.955115	309.179	1233.42	178.685	0.144869	542.208	1011.8	17044	0.84418	683.831	1198.21	1532.29	1218.39	0.60522	1583.9	1504.81	378.47	0.246997	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	768.328	231.291	119.886	0.142365	842.106	583	951	571.194	267.697	4	1221.23	0.222447	35.377	12.0095	21.7395	8.66448	239	86	145.75	66.3796	  Tumour 
63	450.105	1553.42	530.526	241.754	2295	68.8519	42.6861	0.784626	0.974936	191.581	1434.02	399.592	0.278652	853.244	1212.39	3030	0.977104	213.338	550.407	543.038	229.142	0	0	0	169.578	0.312276	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	142.559	-4.91005	16.7231	0.0773013	216.336	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
64	446.795	1709.26	446.575	293.394	1354	48.8117	36.4157	0.665896	0.970609	146.711	1184.2	198.024	0.167221	638.843	962.577	1925	0.973205	167.154	499.06	485.424	171.528	0	0	0	90.9652	0.187393	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	136.243	4.45723	29.6185	0.141027	210.021	224	291	399.915	96.4183	2	66.1101	0.0488258	15.3514	15.3514	15.3514	0	114	110	112	2.82843	  DCIS 
65	462.936	147.222	1790.42	77.4145	1988	57.6184	46.4023	0.592816	0.890681	196.024	1228.63	188.355	0.153305	457.619	1007	2996	0.955662	224.569	1323.7	1511.92	1198.03	0.3125	1896	1437.72	612.437	0.405072	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	686.036	178.325	123.575	0.162639	759.814	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
66	451.585	1467.27	589.734	219.329	1003	47.5453	27.1309	0.821205	0.965351	124.811	1078.43	160.871	0.149172	585.909	856.802	1473	0.983968	145.64	583.233	537.843	223.947	0	0	0	90.5474	0.168353	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	145.768	5.37687	12.2293	0.0557028	219.545	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
67	463.773	1775.02	441.192	286.458	1971	68.4364	36.943	0.841784	0.976226	179.196	1211.82	220.827	0.182227	574.82	990.194	2945	0.970346	218.51	649.777	706.552	392.656	0	0	0	217.002	0.307128	82	84	408.622	154.753	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	82	82	82	0	182.279	-23.7019	50.2531	0.196258	256.057	251	621	406.191	102.694	3	327.868	0.166346	41.0487	13.6844	27.5942	12.2428	97	70	83.6667	13.5031	  DCIS 
68	522.811	640.682	547.179	166.58	7685	138.272	71.4896	0.855973	0.957752	363.806	1566.15	347.402	0.22182	843.082	1344.52	10667	0.877076	510.291	1284.48	1535.7	1221.8	0.713666	1611.47	1490.28	311.938	0.203125	211	993	289.749	35.8796	3	731.538	0.0951904	47.9843	26.973	35.2776	9.99608	85	52	70.3333	16.8028	582.078	106.906	68.3166	0.104164	655.855	887	3574	537.814	234.317	4	950.914	0.123736	99.2796	23.4185	55.3309	24.367	309	82	221.75	97.6708	  Tumour 
69	491.354	1246.04	784.676	209.571	2945	82.3377	46.0339	0.829109	0.966842	225.765	1711.3	465.746	0.272159	1082.92	1489.67	3413	0.930226	255.664	683.368	661.16	347.265	0.400943	763.659	638.136	142.626	0.215721	82	83	291.073	37.204	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	82	82	82	0	149.656	21.3592	27.3487	0.122402	223.433	91	91	338.143	34.646	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	91	91	91	0	  DCIS 
70	533.266	400.122	361.168	120	11106	145.871	97.3613	0.744656	0.979106	419.872	1863.02	448.071	0.240508	1128.88	1641.39	19830	0.898139	678.257	1090.67	1451.93	1138.03	0.616807	1492.43	1428.76	439.262	0.302537	103	106	321.175	67.3056	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	103	103	103	0	732.152	261.651	153.281	0.190191	805.93	797	1708	603.822	300.325	6	1735.96	0.156309	45.0808	14.0541	28.5071	10.7633	265	76	132.833	75.5127	  Tumour 
71	521.015	1275.1	779.472	171.082	3422	98.1856	48.5161	0.86939	0.857214	264.978	1559.89	323.015	0.207075	664.74	1338.27	5771	0.813849	422.073	923.684	994.503	680.607	0.411429	943.306	1011.1	337.482	0.339347	109	112	751.477	497.608	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	109	109	109	0	211.924	-5.08704	46.4718	0.162659	285.701	181	669	553.343	249.846	2	1218.7	0.356136	46.993	46.993	46.993	0	103	78	90.5	17.6777	  DCIS 
72	526.245	696.075	597.506	189.489	3079	101.185	40.105	0.918098	0.943321	255.966	1416.3	334.42	0.236123	673.429	1194.67	4733	0.87876	326.894	1528.13	1722.48	1408.59	0.847458	1630.59	1776.5	330.042	0.191608	167	755	268.982	15.1128	2	162.005	0.0526162	60.0171	60.0171	60.0171	0	87	80	83.5	4.94975	455.51	2.46773	49.2012	0.0929574	529.288	84	87	370.262	66.765	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	84	84	84	0	  Tumour 
73	500.633	1877.52	464.069	275.182	863	43.4097	25.662	0.806556	0.976244	116.326	1752.13	192.71	0.109986	712.99	1530.5	1332	0.97654	138.569	494.492	485.475	171.58	0	0	0	65.6833	0.135297	65	65	235.538	-18.3307	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	65	65	65	0	119.408	-3.96708	14.1984	0.0734962	193.185	141	144	346.177	42.6804	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	141	141	141	0	  DCIS 
74	548.068	769.217	672.871	198.91	4220	125.391	46.0261	0.930196	0.887114	301.765	1232.89	215.249	0.17459	573.437	1011.26	9507	0.866478	447.865	1189.41	1498.99	1185.1	0.391727	1766.11	1440.41	501.096	0.334288	91	92	258.857	4.98795	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	91	91	91	0	525.118	164.648	98.3663	0.164246	598.895	615	1019	492.515	189.019	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	615	615	615	0	  Tumour 
75	547.89	1996.63	522.917	309.782	2882	87.2423	45.8133	0.851024	0.89309	236.309	1428.85	356.139	0.249249	706.402	1207.22	3921	0.928047	260.309	701.363	743.132	429.236	0	0	0	434.472	0.58465	69	69	196.638	-57.2315	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	157.759	-23.7636	68.0183	0.29377	231.536	180	212	383.639	80.142	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	180	0	  DCIS 
76	539.274	1395.96	701.501	144.586	2242	64.0297	45.2682	0.707226	0.985495	180.51	1812.79	524.695	0.289441	825.147	1591.16	7664	0.855357	441.546	1149.02	1177.46	863.566	0.237467	1439.97	1145.95	370.075	0.314299	135	238	314.519	60.6493	2	149.836	0.0668313	16.8772	16.8772	16.8772	0	74	61	67.5	9.19239	197.84	-31.8547	37.9923	0.139874	271.617	73	73	372.575	69.0785	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	73	73	73	0	  DCIS 
77	534.161	1650.99	549.758	190.339	1655	65.2835	34.0538	0.853172	0.948424	174.167	1250.45	323.155	0.25843	705.52	1028.83	2363	0.959789	197.338	485.018	485.129	171.234	0	0	0	70.1654	0.144632	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	92.3923	-10.5115	23.2796	0.140095	166.17	80	82	274.438	-29.0594	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	80	80	80	0	  DCIS 
78	547.172	1885.63	510	238.212	2125	95.5208	30.3841	0.948061	0.886155	220.368	2322.6	553.901	0.238483	909.941	2100.98	3116	0.849046	272.066	610.657	640.041	326.146	0	0	639.546	168.607	0.263432	69	69	260.681	6.81197	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	171.196	-2.42424	27.7631	0.113331	244.974	200	265	367.305	63.8081	2	135.92	0.0639621	13.7652	13.7652	13.7652	0	102	98	100	2.82843	  DCIS 
79	596.407	365.634	391.245	130.311	5733	128.561	64.1409	0.866652	0.787825	390.759	1439.56	319.638	0.222038	701.892	1217.94	12240	0.846824	538.96	1265.69	1652.3	1338.41	0.470588	1737.2	1622.84	477.809	0.289178	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	518.577	52.6149	92.9461	0.15691	592.355	552	1312	492.147	188.65	4	905.383	0.157925	50.4213	13.3678	31.3827	13.9609	170	120	138	22.1961	  Tumour 
80	547.654	1487.26	648.322	127.094	1061	40.2276	33.7057	0.545862	0.964545	127.539	1079.82	215.242	0.199331	394.993	858.194	2416	0.888235	218.551	1350.3	1332.53	1018.63	0.178378	1807.21	1281.93	467.923	0.351154	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	326.143	31.3351	68.8014	0.172037	399.921	32	33	577.875	274.378	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	32	32	32	0	  DCIS 
81	582.267	1768.89	557.417	169.106	3268	100.717	44.7815	0.895715	0.894362	274.635	1387.96	359.968	0.25935	561.782	1166.33	4314	0.930142	288.978	572.118	576.695	262.8	0	0	0	92.1714	0.159827	154	579	246.721	-7.14841	2	295.947	0.090559	46.7397	46.7397	46.7397	0	94	60	77	24.0416	179.863	9.33276	32.3271	0.127452	253.64	190	653	291.326	-12.1705	3	713.983	0.218477	47.3677	15.8495	32.2379	14.129	70	56	63.3333	7.02377	  DCIS 
82	600.16	43.4413	1927.07	198.957	3379	88.2089	50.6102	0.819028	0.919706	246.368	2714.36	758.945	0.279604	1173.28	2492.73	4801	0.921497	294.711	653.308	694.022	380.126	0.288321	730.392	701.287	141.817	0.204341	156	193	304.532	50.6629	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	156	156	156	0	139.107	-23.5366	36.217	0.170125	212.885	79	81	374.241	70.7437	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	79	79	79	0	  DCIS 
83	602.752	1897.12	566.107	199.65	4268	127.524	44.8246	0.936188	0.907313	313.179	1759.03	456.998	0.2598	813.74	1537.41	5040	0.874089	333.522	558.36	562.861	248.965	0.322034	538.579	568.755	73.9386	0.131362	70	72	288.157	34.288	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	70	70	70	0	147.58	-37.529	41.2011	0.186129	221.358	100	102	410.22	106.723	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	100	100	100	0	  DCIS 
84	605.061	495.925	1501.57	120	1322	42.5891	39.7903	0.356527	0.969208	138.811	1120.27	142.48	0.127184	423.662	898.644	5534	0.820581	392.735	1047.89	1058.41	744.515	0.488506	1179.32	1018.78	307.177	0.290225	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	292.698	-29.4904	60.0938	0.163978	366.475	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
85	641.934	1081.7	1006.2	133.765	2883	117.768	35.3639	0.953849	0.784063	317.99	1256.04	260.409	0.207325	511.335	1034.42	4739	0.839058	343.179	974.888	999.218	685.322	0.250825	963.105	1003.66	424.142	0.424474	140	477	264.736	10.8665	2	356.39	0.123618	40.0489	40.0489	40.0489	0	72	68	70	2.82843	204.787	-34.9179	57.6626	0.206999	278.564	174	549	310.885	7.3882	2	309.559	0.107374	42.2313	42.2313	42.2313	0	91	83	87	5.65685	  DCIS 
86	620.896	1991.2	593.364	262.458	1224	54.1381	29.0081	0.844335	0.975299	141.054	1303.94	329.23	0.252488	609.716	1082.31	1782	0.976974	164.225	508.826	469.589	155.693	0	0	0	89.6477	0.190907	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	136.276	17.3192	25.5138	0.121463	210.053	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
87	640.907	1887.79	604.003	166.508	2999	99.3015	38.9343	0.91993	0.958453	245.38	1562.08	463.736	0.296871	914.806	1340.45	3937	0.96001	271.037	535.397	509.809	195.913	0.408511	526.219	505.663	78.512	0.154003	55	57	269.455	15.5854	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	55	55	55	0	114.169	11.1758	28.6137	0.152244	187.946	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
88	648.51	134.515	1854.87	169.118	4400	98.7315	61.0114	0.786215	0.913053	283.137	2735.3	852.996	0.311847	1581.47	2513.67	6099	0.874534	354.409	617.165	586.772	272.877	0.24	710.987	567.984	129.13	0.220068	151	342	302.397	48.5282	2	666.32	0.151436	28.3254	28.3254	28.3254	0	84	67	75.5	12.0208	133.831	15.4316	33.3297	0.160541	207.609	76	76	379.395	75.8979	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	76	76	76	0	  DCIS 
89	653.523	55.1054	1932.16	222.072	3512	85.8922	53.627	0.781143	0.957731	253.924	2130.11	570.687	0.267914	950.386	1908.49	4874	0.928027	294.711	690.962	646.985	333.09	0.525547	715.312	621.775	161.021	0.248879	81	81	330.864	76.995	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	81	81	81	0	157.452	45.2016	41.3149	0.178675	231.23	138	291	389.949	86.4524	2	931.715	0.265295	22.4145	22.4145	22.4145	0	77	61	69	11.3137	  DCIS 
90	682.727	1329.6	1243.7	75.9276	4585	87.7304	68.2837	0.627848	0.947706	276.149	1594.1	383.399	0.240511	788.544	1372.48	6695	0.902413	354.534	1099.09	1356.16	1042.27	0.269737	1535.45	1333.58	337.951	0.249196	74	75	317.622	63.7524	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	74	74	74	0	824.553	356.841	242.078	0.269475	898.331	213	223	632.263	328.766	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	213	213	213	0	  Tumour 
91	666.911	2024.24	644.937	274.184	1467	51.2433	37.169	0.688388	0.974104	149.841	2321.57	884.352	0.380929	1018.94	2099.94	1963	0.960842	173.983	477.711	467.662	153.767	0.133758	533.619	461.253	98.925	0.211531	51	51	244.333	-9.53586	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	51	51	51	0	143.373	19.3678	54.5063	0.251007	217.151	69	69	360.014	56.5176	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	  DCIS 
92	684.253	955.336	900.009	71.8053	5234	103.007	65.9232	0.768386	0.972501	293.806	1520.06	344.957	0.226937	729.457	1298.43	7378	0.917091	373.321	1190.37	1198.35	884.451	0.24924	1613.67	1131.6	441.047	0.368046	48	48	269.125	15.2558	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	48	48	48	0	362.723	85.4037	75.3277	0.172572	436.5	488	839	619.723	316.227	1	0	0	 NaN 	 NaN 	 NaN 	0	425	63	244	255.973	  Tumour 
93	671.068	1455.04	1358.41	109.659	2918	87.3315	45.2598	0.855228	0.885316	257.179	1613.82	474.558	0.294059	925.984	1392.19	4907	0.889271	324.676	1144.25	1374.37	1060.48	0.359259	1432.09	1354.84	373.585	0.271822	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	553.726	95.654	75.6862	0.120615	627.503	247	278	608.251	304.754	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	247	247	247	0	  Tumour 
94	697.229	1079.99	1041.75	125.674	3284	77.829	54.2236	0.717361	0.976509	225.38	1803.12	660.721	0.366431	1096.36	1581.5	4270	0.976223	256.451	731.67	758.15	444.254	0.345455	975	715.624	248.82	0.328194	67	67	292.91	39.0413	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	67	67	67	0	136.758	39.5505	35.9457	0.170735	210.535	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
95	702.104	1409.74	1325.46	65.4905	5330	110.274	65.0818	0.807269	0.939207	310.836	2156.95	432.646	0.200582	1026.61	1935.33	7393	0.851728	420.86	1126.02	1410.78	1096.88	0.509859	1414.99	1405.73	386.797	0.274172	182	772	322.516	68.6473	2	942.893	0.176903	61.2145	61.2145	61.2145	0	92	90	91	1.41421	490.003	11.5325	62.2773	0.110464	563.78	728	1379	641.354	337.858	3	1270.36	0.238342	33.5903	14.825	26.0885	8.88354	332	96	242.667	128.021	  Tumour 
96	697.549	274.193	1742.26	137.361	4025	103.465	49.9342	0.875832	0.974105	265.38	1563.74	428.88	0.274265	851.269	1342.12	5333	0.920594	318.409	786.836	792.851	478.955	0.193772	968.125	772.61	144.94	0.182808	182	262	288	34.1308	2	572.861	0.142326	14.4436	14.4436	14.4436	0	102	80	91	15.5563	167.729	3.23218	36.2688	0.150177	241.507	76	78	376.079	72.5821	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	76	76	76	0	  DCIS 
97	711.351	1581.4	1490.6	175.642	4045	81.0106	64.0059	0.612987	0.972356	248.593	1425.8	346.973	0.243354	770.674	1204.17	7449	0.876869	388.434	1187.6	1611.59	1297.7	0.4	1959.46	1535.96	530.475	0.329163	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	485.97	79.4172	81.552	0.145694	559.747	576	1067	586.366	282.869	3	729.078	0.180242	25.6928	23.4701	24.5838	0.994064	373	52	192	164.381	  Tumour 
98	711.182	654.916	1403.44	188.521	3954	94.9034	53.4937	0.826003	0.973173	250.995	2478.13	667.847	0.269496	1426.27	2256.51	6184	0.976935	313.338	537.38	528.601	214.706	0	0	0	84.4256	0.159715	218	993	303.33	49.4611	3	169.016	0.0427457	59.1897	18.3435	41.352	18.7009	106	7	72.6667	56.8712	104.661	-11.9614	17.543	0.0983141	178.439	225	606	385.089	81.592	3	669.23	0.169254	28.0954	12.1142	22.7679	8.25233	89	66	75	12.2882	  DCIS 
99	740.728	1701.89	1615.05	172.54	6139	119.581	68.3052	0.820806	0.914086	340.09	1464.89	292.482	0.199662	661.396	1243.26	8151	0.827765	441.144	1195.67	1682.56	1368.67	0.463215	1917.62	1607.76	353.341	0.210002	180	711	283.428	29.5586	3	646.358	0.105287	32.9434	18.2721	27.532	7.20667	65	57	60	4.3589	848.007	236.17	158.814	0.17229	921.784	560	1653	496.321	192.825	5	1024.17	0.166829	60.6352	13.1596	31.3419	13.5757	227	77	112	64.6065	  Tumour 
100	717.894	432.208	1605.58	138.708	3146	69.6887	58.041	0.553482	0.977322	217.622	1628.5	455.526	0.279721	917.035	1406.87	4786	0.942126	279.681	461.666	463.543	149.648	0.185039	573.489	450.127	81.9872	0.176871	190	880	289.853	35.9834	2	504.817	0.160463	52.1914	52.1914	52.1914	0	112	78	95	24.0416	71.193	1.94142	29.5097	0.203557	144.97	168	668	325.25	21.7531	3	449.305	0.142818	41.8889	12.6419	28.4446	13.2066	76	41	56	18.0278	  DCIS 
101	720.311	2026.64	697.402	263.486	2306	77.587	38.656	0.867046	0.953286	209.966	2643.62	711.619	0.269183	1117.66	2421.99	3127	0.956562	224.794	480.343	446.663	132.767	0.110526	533.333	443.635	84.5641	0.189324	44	46	270.727	16.8581	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	44	44	44	0	163.228	29.7283	52.6366	0.222091	237.005	99	101	322.061	18.5638	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	99	99	99	0	  DCIS 
