rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 
118	722.365	2506.12	1534.39	664.729	5012	92.9628	69.4794	0.664387	0.96292	283.078	1328.62	310.569	0.233753	477.314	1328.62	7229	0.947693	356.836	858.059	878.673	534.986	0.507937	919.65	870.761	120.437	0.137067	216	232	160.954	35.2922	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	216	216	216	0	71.1076	1.06439	18.9778	0.127052	149.37	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
119	779.066	625.561	916.601	136.062	11495	208.877	71.7432	0.939163	0.943296	518.441	1169.81	380.683	0.325422	704.176	1169.81	16304	0.895529	624.215	833.22	853.095	509.408	0	0	852.95	439.013	0.514612	209	984	189.12	63.4581	2	2586.72	0.22503	67.5966	67.5966	67.5966	0	112	97	104.5	10.6066	314.781	138.781	164.377	0.418216	393.043	921	2082	496.303	157.053	4	2897.84	0.252096	84.3887	27.9528	47.1614	21.4227	264	168	230.25	42.6018	  Tumour 
120	765.313	1679.34	911.002	151.199	8914	166.776	70.5183	0.906208	0.923731	426.09	1251.99	437.718	0.349617	851.686	1251.99	12252	0.941014	477.137	463.343	454.707	111.02	0	0	453.943	69.0936	0.151952	190	198	170.816	45.1543	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	190	190	190	0	48.3426	-1.11601	15.504	0.12246	126.605	108	111	303.815	-35.4348	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	108	108	108	0	  DCIS 
121	731.138	1774.22	945.524	141.315	4157	86.1557	62.3624	0.689975	0.951694	264.007	1274.98	480.364	0.376762	840.825	1274.98	6784	0.953345	338.794	671.094	690.086	346.398	0.0855263	1195.58	669.691	266.714	0.386495	86	86	174.837	49.1757	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	86	86	86	0	54.6672	-7.57169	19.2966	0.145165	132.929	108	111	237.917	-101.333	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	108	108	108	0	  DCIS 
122	721.899	2219.52	1285.05	411.501	924	41.1638	30.8755	0.661364	0.903226	124.811	767.462	159.245	0.207496	402.445	767.462	2046	0.885331	204.267	502.979	520.274	176.587	0.441341	565.595	504.511	94.0014	0.180677	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	7.70654	2.36813	9.33963	0.10864	85.9686	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
123	744.24	1912.64	1053.34	167.726	2657	67.692	50.5173	0.665631	0.972904	202.309	1296.67	570.966	0.440331	872.096	1296.67	4132	0.94123	266.51	377.912	358.562	14.8753	0.404167	397.33	347.73	55.0159	0.153435	182	185	168.434	42.7725	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	182	182	182	0	32.4602	17.8439	13.8747	0.125311	110.722	247	738	320.798	-18.4521	3	522.606	0.19669	36.3284	15.0677	27.4636	9.89367	122	56	82.3333	34.9619	  DCIS 
124	746.241	758.06	804.299	66.1211	3023	68.2577	57.3949	0.541259	0.96489	217.924	1231.01	424.195	0.344593	739.762	1231.01	4593	0.901649	284.953	357.982	356.247	12.56	0.231939	458.443	342.247	82.4664	0.231486	147	221	138.163	12.5017	2	259.446	0.0858239	13.8353	13.8353	13.8353	0	74	73	73.5	0.707107	50.94	0.657014	21.3167	0.164987	129.202	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
125	801.404	2205.34	1316.74	376.205	11005	121.371	117.672	0.245007	0.974756	413.446	2001.46	965.204	0.482251	1550.5	2001.46	13924	0.945539	491.161	675.563	564.869	221.181	0.260369	601.239	562.755	111.188	0.196839	337	1093	176.677	51.015	3	654.002	0.0594278	45.6761	23.89	33.5671	9.92345	125	91	112.333	18.5831	46.4512	33.0062	19.7812	0.158613	124.713	268	481	467.246	127.997	1	0	0	 NaN 	 NaN 	 NaN 	0	199	69	134	91.9239	  DCIS 
126	782.025	2462.61	1524.55	597.706	4346	91.8883	61.2935	0.745019	0.96492	262.108	1392.58	412.177	0.295981	885.317	1392.58	5718	0.894976	333.279	803.179	814.591	470.904	0.638514	883.291	782.825	170.269	0.209024	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	66.171	12.5732	18.3777	0.12724	144.433	54	54	344.241	4.9911	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	54	54	54	0	  DCIS 
127	796.846	237.9	769.042	194.363	12459	155.825	103.126	0.749672	0.972448	443.647	1227.52	332.745	0.271072	786.302	1227.52	25085	0.913012	716.316	1108.9	1849.6	1505.91	0.244168	1865.96	1846.71	534.898	0.289197	193	209	185.663	60.0017	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	193	193	193	0	369.833	88.085	52.5857	0.117354	448.095	960	2321	607.52	268.27	4	3447.09	0.276675	71.4177	17.0399	44.0898	18.4574	492	55	240	195.736	  Tumour 
128	791.016	1117.16	756.191	103.812	3064	100.756	38.9061	0.922439	0.971773	244.309	1032.33	414.452	0.401472	667.936	1032.33	5477	0.940096	321.924	688.367	741.308	397.621	0	0	0	346.716	0.467709	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	85.6433	16.0277	22.5052	0.137306	163.905	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
129	811.142	2344.34	1437.45	480.076	4744	87.7221	69.3479	0.612409	0.977137	267.966	1195.04	371.268	0.310673	703.941	1195.04	6335	0.924278	336.551	803.442	804.3	460.613	0.356436	933.157	777.562	185.077	0.230109	130	131	145.931	20.2692	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	130	130	130	0	65.4559	1.69304	25.3301	0.176248	143.718	69	69	368.203	28.9533	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	  DCIS 
130	805.475	1914.55	1096.75	223.09	3159	89.1822	47.967	0.843038	0.926937	245.037	1358.48	520.883	0.383432	880.156	1358.48	4828	0.872425	323.22	481.867	521.268	177.581	0.518116	569.545	502.444	237.615	0.45584	97	98	143.825	18.1632	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	97	97	97	0	46.1517	15.3038	19.1363	0.153812	124.414	69	69	480.623	141.374	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	  DCIS 
131	791.765	827.796	816.508	76.6551	739	38.6075	24.7085	0.768381	0.974934	104.912	725.156	136.932	0.188831	332.687	725.156	1839	0.987648	163.012	296.654	301.609	-42.0779	0	0	0	41.4518	0.137435	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	11.7772	-4.85527	10.7427	0.119312	90.0392	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
132	811.948	753.801	1023.04	66.1211	2672	70.2237	49.7607	0.705607	0.945172	204.125	2558.82	904.406	0.353447	1493.6	2558.82	4332	0.900249	289.238	680.573	789.494	445.807	0.432432	879.518	753.472	469.906	0.595199	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	129.492	-18.8207	60.2682	0.290093	207.754	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
133	807.001	2720.65	1764.81	803.495	950	46.9565	27.5511	0.809777	0.904762	128.468	860.097	197.103	0.229163	299.844	860.097	2073	0.980605	175.497	565.279	579.155	235.468	0	0	0	79.929	0.13801	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	6.71477	9.6393	9.51708	0.111996	84.9768	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
134	826.458	2411.13	1502.14	531.29	3228	70.2459	66.2359	0.333035	0.755264	301.806	1563.24	341.261	0.218304	866.336	1563.24	3523	0.85489	263.338	817.578	869.682	525.995	0.864407	923.132	820.258	163.917	0.188479	115	119	178.278	52.6167	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	115	115	115	0	65.5675	3.10739	19.6782	0.136816	143.83	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
135	850.884	2760.12	1819.27	763.091	2867	114.734	32.4828	0.959086	0.918322	269.522	1711.08	557.869	0.326034	538.195	1711.08	92	0.968421	40.7279	703.261	696.757	353.07	0.594595	686.818	692.4	20.925	0.030032	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	27.1774	11.3506	12.475	0.118314	105.439	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
136	840.758	1471.62	874.002	152.306	5575	94.1768	77.3	0.571221	0.967714	303.522	1003.85	310.007	0.30882	642.701	1003.85	8393	0.936928	381.723	960.982	987.507	643.82	0	0	0	285.33	0.28894	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	191.833	45.1694	34.5047	0.12775	270.095	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
137	869.135	61.7717	824.137	297.294	9978	120.521	106.291	0.471372	0.982183	384.777	1325.82	403.144	0.304071	882.06	1325.82	16082	0.937453	551.446	931.511	1398.15	1054.47	0.31893	1916.09	1329.9	642.54	0.459564	305	1097	181.938	56.2762	3	840.345	0.0842198	46.6916	15.732	33.8094	14.4185	140	75	101.667	34.0343	307.354	72.1884	47.1836	0.122359	385.616	940	1647	579.964	240.714	3	1793.03	0.179698	31.9863	19.5141	26.0526	5.5974	558	181	313.333	212.123	  Tumour 
138	857.22	1894.96	1120.18	211.021	5438	100.976	69.2337	0.727935	0.971418	293.563	1906.86	854.857	0.448305	1420.14	1906.86	7135	0.978604	337.907	677.316	672.908	329.221	0.268707	711.316	667.827	230.835	0.343041	138	139	210.594	84.9327	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	138	138	138	0	103.398	18.2217	25.8153	0.142108	181.66	218	270	592.862	253.613	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	218	218	218	0	  DCIS 
139	855.688	2466.39	1564.69	569.354	3768	95.5789	52.7185	0.834128	0.945071	263.48	1638.64	284.438	0.173582	622.53	1638.64	4901	0.875022	324.368	893.866	917.02	573.333	0.635762	966.583	887.387	125.129	0.136452	264	772	173.905	48.2438	2	460.926	0.122326	43.0467	43.0467	43.0467	0	150	114	132	25.4558	69.6296	6.37484	20.1133	0.136	147.892	180	398	386.694	47.4448	2	872.425	0.231535	28.368	28.368	28.368	0	106	74	90	22.6274	  DCIS 
140	846.027	2580.1	1657.9	679.897	2182	60.0473	46.6329	0.629989	0.984657	175.397	2488.08	306.205	0.123069	1046.69	2488.08	3323	0.95516	228.368	746.135	757.714	414.026	0.300971	801.629	747.499	108.685	0.143439	243	328	170.765	45.1039	2	436.82	0.200193	16.1395	16.1395	16.1395	0	135	108	121.5	19.0919	32.1651	-13.9785	12.1629	0.110144	110.427	148	158	484.953	145.703	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	148	148	148	0	  DCIS 
141	862.418	2650.76	1727.78	742.987	2820	81.7919	45.302	0.832603	0.966415	223.924	2020.06	362.068	0.179236	1024.75	2020.06	3565	0.953719	248.167	708.852	720.1	376.413	0.422727	825.065	687.675	138.751	0.192683	239	751	159.209	33.5477	2	131.054	0.0464729	48.7048	48.7048	48.7048	0	126	113	119.5	9.19239	40.7046	12.0274	16.5852	0.139411	118.967	189	204	412.947	73.6974	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	189	189	189	0	  DCIS 
142	852.241	2846.66	1897.86	776.965	3913	88.6099	57.543	0.76045	0.96665	256.652	2270.89	417.973	0.184057	1159.58	2270.89	5277	0.937633	303.581	802.554	910.116	566.429	0.243636	1051.87	891.755	157.087	0.172601	183	328	163.601	37.9396	2	239.178	0.0611241	21.9275	21.9275	21.9275	0	114	69	91.5	31.8198	42.1826	-12.4685	19.0655	0.158293	120.445	225	347	433.938	94.6881	2	590.47	0.1509	17.9279	17.9279	17.9279	0	141	84	112.5	40.3051	  DCIS 
143	856.868	3010.79	2049.1	824.879	3717	83.171	58.6997	0.70844	0.935565	254.693	2380.05	546.564	0.229644	1015.5	2380.05	5588	0.937427	305.723	729.608	799.608	455.921	0.168498	911	787.713	176.566	0.220816	93	94	169.075	43.4137	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	93	93	93	0	24.2025	-15.1813	19.2927	0.188286	102.465	69	69	495.072	155.823	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	  DCIS 
144	876.12	885.423	877.087	145.798	3237	86.8895	48.5297	0.82949	0.967713	235.338	1193.22	386.271	0.323722	556.211	1193.22	5108	0.969628	288.368	402.106	399.09	55.403	0	0	0	85.5327	0.214319	220	706	137.255	11.593	3	798.257	0.246604	44.2066	14.0987	30.6838	13.672	77	67	73.3333	5.50757	84.015	1.79206	29.4247	0.181324	162.277	149	157	309.624	-29.6255	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	149	149	149	0	  Other 
145	905.712	1998.4	1226.84	169.729	5121	140.651	46.9183	0.942722	0.955945	342.836	1362.17	377.871	0.277403	700.963	1362.17	7897	0.959772	395.38	505.262	497.072	153.385	0	0	0	133.779	0.269134	104	107	184.058	58.3962	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	104	104	104	0	58.959	18.2156	13.2031	0.0962177	137.221	118	120	400.653	61.4029	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	118	118	118	0	  DCIS 
146	892.714	2416	1542.62	509.55	3799	84.4797	57.6422	0.731053	0.973105	241.38	2254.28	628.266	0.2787	1362.53	2254.28	5283	0.863517	334.794	882.14	992.597	648.909	0.9	993.952	990.064	153.493	0.154638	214	388	167.252	41.5908	2	630.238	0.165896	21.7025	21.7025	21.7025	0	111	103	107	5.65685	55.3286	-22.9184	24.0023	0.17967	133.591	148	155	449.257	110.007	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	148	148	148	0	  DCIS 
147	892.816	407.152	1124.59	128	5237	90.255	75.1826	0.553269	0.938867	293.078	1490.46	648.967	0.435415	963.336	1490.46	7215	0.936891	353.037	569.764	563.808	220.12	0.26183	565.651	560.88	171.028	0.303344	130	137	179.585	53.9231	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	130	130	130	0	142.352	7.5021	45.7464	0.207359	220.614	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
148	893.399	279.062	871.727	110.639	4210	80.3761	67.0592	0.551284	0.97907	246.936	1423.03	500.124	0.35145	994.131	1423.03	6344	0.970624	313.338	1262.09	1127.31	783.628	0.286713	1463.09	1073.94	631.422	0.560112	106	106	164.566	38.9045	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	106	106	106	0	138.961	-21.5037	75.0435	0.345467	217.224	103	104	357.049	17.7989	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	103	103	103	0	  Tumour 
149	887.783	2222.42	1382.52	335.815	2557	63.952	51.5028	0.59282	0.957319	199.238	957.367	264.253	0.27602	596.524	957.367	4116	0.97351	248.368	595.354	524.633	180.946	0.261062	630.356	511.046	141.832	0.270345	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	56.3019	28.5168	19.1498	0.14231	134.564	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
150	910.66	2549.18	1664.21	631.805	4238	94.7224	57.9689	0.790868	0.966918	262.208	2485.14	567.429	0.228328	793.398	2485.14	6331	0.960115	327.865	827.286	889.172	545.485	0.213058	945.194	881.335	110.866	0.124685	242	354	170.661	44.9996	2	943.757	0.222689	14.3121	14.3121	14.3121	0	133	109	121	16.9706	52.0935	-17.5374	17.2087	0.132013	130.356	255	507	432.741	93.4915	2	653.091	0.154104	29.0289	29.0289	29.0289	0	147	108	127.5	27.5772	  DCIS 
151	891.607	1092.95	1322.75	103.812	3272	99.5035	43.4218	0.89976	0.92665	271.706	852.972	215.523	0.252674	386.435	852.972	6010	0.941416	335.765	1159.85	1174.11	830.424	0	0	0	373.148	0.317813	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	213.875	3.93189	23.7952	0.0814523	292.137	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
152	910.904	2356.74	1504.36	447.94	4775	99.9904	62.2571	0.782516	0.928446	300.978	1649.24	786.74	0.477032	1026.33	1649.24	6842	0.952394	343.765	880.773	831.204	487.517	0.411184	993.456	788.845	215.83	0.259659	253	462	173.897	48.2357	2	669.642	0.140239	23.8537	23.8537	23.8537	0	135	118	126.5	12.0208	79.7057	13.9289	31.1165	0.19698	157.968	321	439	424.969	85.7192	2	1015.73	0.212718	17.8429	17.8429	17.8429	0	206	115	160.5	64.3467	  DCIS 
153	934.251	702.246	1086.71	189.842	8114	137.972	75.9083	0.835052	0.970923	370.676	1010.72	310.191	0.306901	623.559	1010.72	23283	0.956691	627.044	857.434	1334.44	990.749	0.0844595	1374.56	1333.35	701.531	0.525713	214	604	168.467	42.8058	2	494.95	0.0609995	36.4833	36.4833	36.4833	0	111	103	107	5.65685	283.362	94.826	74.505	0.206029	361.624	1039	1598	653.171	313.922	1	0	0	 NaN 	 NaN 	 NaN 	0	685	354	519.5	234.052	  Tumour 
154	915.322	1660.46	1806.32	151.199	6608	148.146	65.6948	0.8963	0.835821	429.973	1123.36	478.098	0.425595	731.716	1123.36	11356	0.86364	533.002	963.059	1077.76	734.077	0.233261	1393.69	1032.97	692.228	0.642281	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	122.984	0.445169	54.8166	0.272386	201.246	186	322	314.86	-24.3894	2	3770.88	0.570654	20.429	20.429	20.429	0	117	69	93	33.9411	  Tumour 
155	901.744	2688.11	1779.5	707.181	1595	76.1274	27.4469	0.932744	0.926787	183.238	894.061	180.206	0.201559	333.986	894.061	3112	0.904651	250.51	577.519	619.777	276.09	0.638393	605.832	624.539	98.968	0.159683	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	4.59059	2.48761	8.40522	0.101448	82.8527	112	112	250.045	-89.205	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	112	112	112	0	  Other 
156	908.037	494.379	1082.46	184.567	3638	80.9466	62.3551	0.637653	0.917991	258.635	1390.42	616.422	0.443335	946.621	1390.42	5519	0.908029	320.936	452.839	501.844	158.157	0.379433	593.673	476.734	222.136	0.442639	270	522	155.441	29.7792	3	673.098	0.185019	27.9128	11.6988	19.4135	7.27657	104	63	90	23.388	83.3212	38.6361	36.2157	0.22413	161.583	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
157	922.106	2623.72	1734.03	688.675	3227	79.1888	56.3579	0.702493	0.895643	263.421	1990.87	620.888	0.311867	1062.75	1990.87	4746	0.858383	318.492	832.24	875.262	531.575	0.632727	828.046	894.016	194.944	0.222727	206	485	181.374	55.7123	2	636.426	0.197219	29.5377	29.5377	29.5377	0	136	70	103	46.669	50.5074	6.51272	20.6826	0.160617	128.769	138	218	521.862	182.613	2	926.613	0.287144	15.2643	15.2643	15.2643	0	69	69	69	0	  DCIS 
158	913.651	2862.58	1939.61	720.768	3908	103.118	57.4072	0.830706	0.837907	293.924	2014.49	464.443	0.230551	727.405	2014.49	5583	0.84056	357.723	966.83	951.889	608.202	0.523077	1047.26	912.535	201.727	0.211923	96	96	177.625	51.9635	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	96	96	96	0	62.8395	-6.90907	16.7804	0.118924	141.102	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
159	917.707	2976.84	2043.61	755.318	3714	81.7588	59.2209	0.689447	0.980983	243.782	2324.9	358.638	0.15426	713.29	2324.9	5300	0.982938	283.196	728.53	779.719	436.032	0.180769	889.149	767.076	164.349	0.210779	210	537	157.886	32.2242	2	433.914	0.116832	39.8515	39.8515	39.8515	0	111	99	105	8.48528	26.3917	-14.1967	15.6655	0.149689	104.654	221	307	425.398	86.1485	2	789.726	0.212635	16.4774	16.4774	16.4774	0	115	106	110.5	6.36396	  DCIS 
160	933.026	2767.89	1864.5	682.783	2977	69.1791	55.89	0.589317	0.942089	220.167	1292.87	359.225	0.277851	719.659	1292.87	3977	0.951891	251.924	630.653	641.738	298.051	0.502222	677.823	632.166	76.9636	0.11993	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	10.1887	-0.937957	14.9915	0.169489	88.4508	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
161	948.324	2722.55	1832.62	662.965	2450	75.6949	47.8767	0.774563	0.815579	255.865	1436.76	422.053	0.293753	824.91	1436.76	3308	0.845387	263.966	762.126	732.748	389.061	0.886957	705.544	755.287	101.011	0.137852	124	131	134.282	8.62072	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	124	124	124	0	30.2163	7.11993	16.5664	0.152716	108.478	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
162	951.821	458.737	1138.65	189.423	3328	90.8666	48.5326	0.845416	0.928054	244.693	2555.85	649.575	0.254152	1447.15	2555.85	4733	0.906705	305.522	616.418	682.232	338.545	0.501873	663.448	690.515	194.769	0.285487	201	702	214.975	89.3136	3	1139.44	0.342379	43.1377	21.3692	30.7178	10.0216	104	7	67	52.4309	150.544	8.01466	32.9258	0.143903	228.806	212	224	505.429	166.18	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	212	212	212	0	  DCIS 
163	954.611	1371.41	1581.94	152.306	3474	79.8697	55.7584	0.715983	0.979143	230.409	1578.77	592.482	0.37528	910.326	1578.77	5753	0.927903	323.38	1367.29	1561.65	1217.96	0	0	0	479.332	0.30694	195	341	187.841	62.1795	2	341.311	0.0982473	18.5064	18.5064	18.5064	0	108	87	97.5	14.8492	421.225	116.902	77.9044	0.155969	499.487	220	230	522.973	183.723	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	220	220	220	0	  Tumour 
164	970.194	2450.97	1615.15	523.508	3874	78.286	64.4323	0.567988	0.93282	260.066	2336.51	540.678	0.231404	1146.12	2336.51	5179	0.926642	301.338	760.584	798.657	454.97	0.594891	814.031	786.091	96.4248	0.120734	227	308	158.035	32.3737	2	929.927	0.240043	13.6826	13.6826	13.6826	0	124	103	113.5	14.8492	37.3363	-12.9711	12.7567	0.110353	115.598	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
165	967.447	2892.52	1990.65	678.973	2926	72.9587	52.3322	0.69678	0.963768	223.966	2236.6	300.659	0.134427	910.833	2236.6	4526	0.947655	273.137	771.106	875.021	531.334	0.5875	919.709	858.546	263.338	0.30095	224	447	153.165	27.5036	2	285.446	0.0975551	25.1159	25.1159	25.1159	0	114	110	112	2.82843	24.5623	-31.1826	17.2876	0.168127	102.824	232	296	433.379	94.1297	2	167.996	0.0574148	13.2385	13.2385	13.2385	0	120	112	116	5.65685	  DCIS 
166	987.384	2657.61	1796.91	622.158	5499	111.477	64.084	0.818249	0.920181	319.563	1752.31	612.956	0.349799	927.798	1752.31	8101	0.899911	395.279	658.217	678.472	334.785	0.497207	722.135	666.388	157.28	0.231815	49	51	125.673	0.0119351	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	49	49	49	0	22.687	7.27128	13.028	0.129055	100.949	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
167	990.455	48.898	945.415	215.407	7048	108.197	84.0575	0.629632	0.954109	356.534	1026.77	337.397	0.328599	581.471	1026.77	12458	0.949326	468.551	1107.13	1525.22	1181.53	0.356322	1420.95	1574.03	462.424	0.303186	69	69	167.391	41.7298	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	69	69	69	0	284.639	83.3437	80.1737	0.220924	362.901	397	1189	311.474	-27.7761	3	221.541	0.0314332	51.3691	16.1216	34.9238	15.8685	202	94	132.333	60.4345	  Tumour 
168	1007.07	1652.7	1846.41	217.449	9044	127.922	90.8208	0.704232	0.965723	377.505	978.245	238.052	0.243346	628.928	978.245	12133	0.945969	463.99	1419.23	1757.49	1413.81	0.3867	1654.95	1792.24	617.389	0.35129	244	549	167.02	41.359	2	478.76	0.0529367	33.0617	33.0617	33.0617	0	123	121	122	1.41421	427.419	139.732	66.8939	0.132285	505.681	845	1174	763.658	424.408	2	326.764	0.0361305	19.7462	19.7462	19.7462	0	750	95	422.5	463.155	  Tumour 
