rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
11 	 177.588 	 913.532 	 632.918 	 88.1192 	 2971 	 79.6311 	 52.2836 	 0.754263 	 0.83012 	 262.492 	 1165.8 	 247.499 	 0.2123 	 496.043 	 986.802 	 159.664 	 12.1336 	 43.8491 	 0.103284 	 424.548 	 4357 	 0.675504 	 388.818 	 366.153 	 508.073 	 360.589 	 0.281818 	 1124.3 	 410.515 	 412.46 	 0.811813 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 43 	 44 	 131.279 	 -38.2984 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 43 	 43 	 43 	 0 	  DCIS 
12 	 194.256 	 45.5955 	 289.664 	 315.793 	 1859 	 64.0703 	 42.0968 	 0.753855 	 0.841938 	 197.882 	 1777.42 	 534.583 	 0.300764 	 981.502 	 1598.42 	 157.277 	 -55.2383 	 34.0995 	 0.0807735 	 422.161 	 2391 	 0.869771 	 213.64 	 191.063 	 194.626 	 47.1423 	 0.241026 	 193.298 	 196.192 	 46.8246 	 0.240588 	 45 	 45 	 189.444 	 3.23143 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
13 	 233.993 	 797.469 	 536.049 	 104.547 	 3248 	 66.9685 	 64.9975 	 0.240825 	 0.926412 	 238.593 	 1246.52 	 312.494 	 0.250694 	 757.503 	 1067.52 	 96.577 	 21.975 	 24.9263 	 0.0689598 	 361.461 	 3962 	 0.942884 	 251.966 	 148.296 	 150.67 	 3.18636 	 0 	 0 	 0 	 27.6857 	 0.183751 	 33 	 33 	 157.364 	 -28.8494 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 33 	 33 	 33 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
14 	 229.402 	 466.524 	 251.143 	 140.911 	 1447 	 62.9038 	 30.1098 	 0.877998 	 0.948852 	 163.439 	 1130.98 	 266.343 	 0.235498 	 691.722 	 951.982 	 237.45 	 17.3621 	 34.0242 	 0.0677322 	 502.334 	 2030 	 0.930339 	 204.024 	 255.047 	 324.156 	 176.672 	 0 	 0 	 0 	 278.612 	 0.8595 	 48 	 48 	 179.458 	 -6.75468 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 48 	 48 	 48 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
15 	 249.136 	 291.629 	 203.022 	 82.6801 	 2689 	 62.803 	 57.7988 	 0.391169 	 0.916496 	 216.794 	 1201.09 	 275.138 	 0.229073 	 725.086 	 1022.1 	 156.788 	 41.5948 	 27.097 	 0.0642608 	 421.672 	 3336 	 0.880676 	 266.451 	 347.352 	 466.934 	 319.451 	 0.358079 	 812.5 	 387.912 	 346.489 	 0.74205 	 41 	 43 	 165.415 	 -20.7984 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 41 	 41 	 41 	 0 	 39 	 39 	 150.231 	 -19.3468 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 39 	 39 	 39 	 0 	  DCIS 
16 	 248.035 	 22.595 	 338.804 	 320.952 	 963 	 37.1901 	 34.2233 	 0.391386 	 0.934951 	 124.468 	 1159.11 	 305.651 	 0.263694 	 440.897 	 980.118 	 351.719 	 7.49737 	 46.331 	 0.0751391 	 616.603 	 1329 	 0.956115 	 140.569 	 206.852 	 209.927 	 62.4441 	 0 	 0 	 210.871 	 21.8063 	 0.103875 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
17 	 284.935 	 124.663 	 293.293 	 213.722 	 3110 	 87.9863 	 47.2375 	 0.843663 	 0.908029 	 253.037 	 1868.95 	 573.888 	 0.307065 	 891.478 	 1689.95 	 265.935 	 -1.52931 	 126.872 	 0.239011 	 530.819 	 3626 	 0.927366 	 263.037 	 188.831 	 191.59 	 44.1069 	 0.330396 	 187.347 	 192.762 	 41.9201 	 0.218801 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
18 	 325.929 	 191.427 	 298.69 	 145.169 	 4636 	 153.248 	 59.7128 	 0.920964 	 0.671592 	 403.688 	 1393.28 	 358.94 	 0.257622 	 626.064 	 1214.29 	 211.93 	 -17.8146 	 92.0482 	 0.193049 	 476.814 	 5581 	 0.709149 	 423.304 	 229.559 	 245.199 	 97.7155 	 0.312155 	 239.15 	 242.896 	 137.325 	 0.560056 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 63 	 64 	 149.873 	 -19.7045 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 63 	 63 	 63 	 0 	  DCIS 
19 	 276.026 	 322.536 	 231.698 	 44.9222 	 1135 	 77.1032 	 21.8166 	 0.959134 	 0.852102 	 179.439 	 1593.66 	 439.477 	 0.275765 	 864.997 	 1414.67 	 283.539 	 49.7734 	 79.243 	 0.144493 	 548.423 	 1419 	 0.811321 	 212.652 	 972.073 	 910.868 	 763.385 	 0.741758 	 1008.75 	 854.794 	 633.478 	 0.695466 	 62 	 198 	 180.774 	 -5.43882 	 2 	 26.6693 	 0.0234971 	 30.1655 	 30.1655 	 30.1655 	 0 	 45 	 17 	 31 	 19.799 	 58 	 61 	 155.207 	 -14.3706 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	  DCIS 
20 	 319.02 	 336.317 	 495.101 	 44.9222 	 6540 	 115.425 	 73.6489 	 0.769979 	 0.947003 	 338.451 	 1806.02 	 403.233 	 0.223272 	 1127.62 	 1627.02 	 484.893 	 135.399 	 56.1723 	 0.0749187 	 749.777 	 7244 	 0.924451 	 386.534 	 625.525 	 988.801 	 841.317 	 0.895833 	 1000.6 	 973.196 	 518.655 	 0.524529 	 278 	 2663 	 221.363 	 35.1503 	 5 	 1553.48 	 0.237534 	 80.7638 	 22.4937 	 46.5003 	 16.232 	 93 	 24 	 55.6 	 29.5347 	 122 	 271 	 200.861 	 31.2831 	 2 	 1182.64 	 0.180831 	 20.6173 	 20.6173 	 20.6173 	 0 	 77 	 45 	 61 	 22.6274 	  Tumour 
21 	 310.887 	 418.537 	 292.576 	 83.3847 	 3020 	 67.1181 	 59.001 	 0.476708 	 0.949089 	 222.167 	 1683.4 	 553.13 	 0.328579 	 989.971 	 1504.4 	 240.023 	 -16.6413 	 59.3247 	 0.117496 	 504.907 	 4492 	 0.892332 	 297.865 	 406.954 	 515.195 	 367.712 	 0.394636 	 684.029 	 468.592 	 198.188 	 0.384685 	 45 	 45 	 178.778 	 -7.43524 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
22 	 303.406 	 892.053 	 649.968 	 132.74 	 1278 	 54.4071 	 30.1343 	 0.832605 	 0.958021 	 146.368 	 1075.87 	 208.686 	 0.19397 	 587.001 	 896.872 	 164.992 	 -16.887 	 53.4154 	 0.124258 	 429.876 	 1798 	 0.863178 	 207.581 	 315.82 	 367.246 	 219.762 	 0.178771 	 782.125 	 326.74 	 202.154 	 0.550461 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
23 	 311.559 	 252.557 	 269.295 	 83.2947 	 1360 	 53.5776 	 33.408 	 0.781787 	 0.939876 	 155.924 	 1067.1 	 218.982 	 0.205212 	 431.9 	 888.107 	 210.726 	 -0.520072 	 63.9267 	 0.13441 	 475.61 	 2659 	 0.844932 	 293.664 	 631.424 	 693.287 	 545.803 	 0.386454 	 1013.21 	 609.735 	 450.679 	 0.650061 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
24 	 325.505 	 691.452 	 484.991 	 139.589 	 3491 	 80.6489 	 56.6684 	 0.71153 	 0.943769 	 247.279 	 1483.4 	 491.694 	 0.331464 	 951.914 	 1304.41 	 168.092 	 33.8276 	 34.0116 	 0.078553 	 432.976 	 4204 	 0.956759 	 258.652 	 197.407 	 181.18 	 33.6965 	 0 	 0 	 0 	 48.8637 	 0.269697 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 155.622 	 -13.9553 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
25 	 342.486 	 145.384 	 331.837 	 192.38 	 4364 	 97.8701 	 58.6575 	 0.800495 	 0.918737 	 275.622 	 2331.01 	 842.181 	 0.361295 	 1340.75 	 2152.01 	 352.782 	 30.0877 	 60.9884 	 0.09874 	 617.666 	 5214 	 0.927923 	 301.279 	 217.179 	 234.413 	 86.9295 	 0.5 	 242.038 	 230.306 	 62.6738 	 0.267365 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 118 	 271 	 196.314 	 26.736 	 2 	 1888.44 	 0.432731 	 24.683 	 24.683 	 24.683 	 0 	 60 	 58 	 59 	 1.41421 	  DCIS 
26 	 344.422 	 842.712 	 623.785 	 117.652 	 911 	 48.6229 	 24.3552 	 0.865506 	 0.949948 	 129.196 	 927.381 	 114.66 	 0.123638 	 422.712 	 748.386 	 390.482 	 -1.38624 	 44.0109 	 0.0671548 	 655.366 	 2600 	 0.764706 	 278.936 	 756.883 	 940.383 	 792.9 	 0.1375 	 702.97 	 930.049 	 621.618 	 0.661026 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
27 	 368.617 	 483.097 	 424.2 	 86.3713 	 4251 	 102.124 	 55.7093 	 0.838108 	 0.888587 	 308.392 	 1085.59 	 167.806 	 0.154576 	 429.315 	 906.597 	 287.403 	 -31.0384 	 45.1602 	 0.0817695 	 552.287 	 6066 	 0.873812 	 384.049 	 476.626 	 639.315 	 491.831 	 0.0623145 	 971.667 	 617.283 	 611.902 	 0.957122 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
28 	 371.112 	 1005.79 	 433.711 	 132.74 	 5046 	 90.0433 	 74.3704 	 0.563758 	 0.972442 	 290.108 	 1475.22 	 362.307 	 0.245596 	 909.429 	 1296.22 	 470.947 	 1.56801 	 146.126 	 0.198586 	 735.831 	 6632 	 0.871027 	 426.877 	 786.53 	 1080.86 	 933.376 	 0.193122 	 1649.14 	 1034.46 	 481.624 	 0.445593 	 215 	 1972 	 191.702 	 5.48931 	 3 	 826.991 	 0.16389 	 52.9397 	 45.0465 	 50.2162 	 4.00635 	 85 	 54 	 71.6667 	 15.9478 	 64 	 67 	 195.125 	 25.5475 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	  Tumour 
29 	 388.807 	 336.81 	 538.221 	 113.172 	 6840 	 129.909 	 67.8921 	 0.852571 	 0.952646 	 360.049 	 1490.43 	 404.504 	 0.2714 	 870.385 	 1311.44 	 425.425 	 94.617 	 98.6293 	 0.142877 	 690.309 	 8959 	 0.899317 	 446.274 	 510.682 	 649.789 	 502.306 	 0.307292 	 897.305 	 602.15 	 326.393 	 0.502307 	 414 	 3019 	 217.36 	 31.1469 	 5 	 2378.41 	 0.347721 	 105.493 	 23.0641 	 58.1151 	 28.118 	 141 	 36 	 82.8 	 46.6015 	 160 	 1031 	 185.731 	 16.1537 	 3 	 2252.98 	 0.329383 	 69.78 	 35.0447 	 47.8415 	 17.0719 	 74 	 41 	 53.3333 	 18.0093 	  Tumour 
30 	 420.852 	 965.078 	 452.117 	 138.755 	 2745 	 69.135 	 52.8723 	 0.644305 	 0.909844 	 227.037 	 1288.98 	 292.237 	 0.226719 	 548.684 	 1109.99 	 742.366 	 -57.7035 	 139.45 	 0.138446 	 1007.25 	 4037 	 0.823541 	 328.777 	 1473.5 	 1828.26 	 1680.77 	 0.498195 	 1835.61 	 1818.32 	 549.274 	 0.300436 	 65 	 205 	 189.077 	 2.86391 	 2 	 357.395 	 0.130199 	 23.9265 	 23.9265 	 23.9265 	 0 	 42 	 23 	 32.5 	 13.435 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
31 	 432.288 	 93.0033 	 435.66 	 203.745 	 2763 	 77.4812 	 45.799 	 0.806599 	 0.955064 	 227.095 	 1959.14 	 874.019 	 0.446123 	 1171.84 	 1780.15 	 300.006 	 25.1197 	 47.9786 	 0.0849344 	 564.89 	 3316 	 0.969024 	 228.368 	 274.836 	 295.578 	 148.094 	 0.0970874 	 386.9 	 290.311 	 134.914 	 0.456441 	 45 	 48 	 209.333 	 23.1203 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 45 	 45 	 199.822 	 30.2447 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
32 	 455.015 	 803.852 	 430.094 	 117.652 	 8084 	 114.184 	 93.7254 	 0.571174 	 0.921149 	 401.789 	 1283.59 	 277.894 	 0.216497 	 745.87 	 1104.6 	 522.203 	 -75.6409 	 122.4 	 0.15551 	 787.086 	 11643 	 0.845288 	 582.843 	 741.09 	 1195.76 	 1048.27 	 0.372 	 1548.67 	 1103.52 	 851.043 	 0.71172 	 505 	 5838 	 221.592 	 35.3791 	 8 	 1568.41 	 0.194014 	 96.8921 	 11.3015 	 53.6208 	 22.1887 	 136 	 29 	 63.125 	 35.6027 	 82 	 813 	 204.89 	 35.3127 	 2 	 1434.13 	 0.177404 	 98.3925 	 98.3925 	 98.3925 	 0 	 50 	 32 	 41 	 12.7279 	  Tumour 
33 	 451.206 	 577.925 	 450.379 	 168.505 	 2382 	 67.3315 	 47.0788 	 0.714917 	 0.953945 	 204.551 	 1327.63 	 333.628 	 0.251295 	 785.122 	 1148.64 	 307.501 	 43.7771 	 59.1376 	 0.103318 	 572.385 	 3522 	 0.802827 	 316.534 	 561.66 	 627.015 	 479.532 	 0.281955 	 837.547 	 587.062 	 260.811 	 0.415957 	 488 	 1078 	 238.336 	 52.123 	 2 	 528.112 	 0.221709 	 26.4837 	 10.7269 	 19.3313 	 7.13585 	 343 	 40 	 162.667 	 159.519 	 113 	 269 	 157.142 	 -12.4359 	 2 	 753.787 	 0.316451 	 22.9456 	 22.9456 	 22.9456 	 0 	 68 	 45 	 56.5 	 16.2635 	  Tumour 
34 	 463.806 	 712.282 	 434.778 	 139.589 	 4278 	 106.111 	 60.1603 	 0.823748 	 0.820956 	 315.522 	 1395.8 	 299.849 	 0.214822 	 841.333 	 1216.81 	 543.88 	 97.1724 	 157.744 	 0.195043 	 808.764 	 6368 	 0.733387 	 465.747 	 664.062 	 769.012 	 621.529 	 0.391727 	 1262.55 	 635.618 	 571.819 	 0.743575 	 118 	 706 	 210.169 	 23.9565 	 3 	 1989.04 	 0.464947 	 57.6997 	 11.2783 	 39.4812 	 22.1541 	 45 	 32 	 39.3333 	 6.65833 	 45 	 45 	 194.089 	 24.5114 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
