rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 104.215 	 1760.64 	 819.651 	 300.416 	 7601 	 124.251 	 79.3691 	 0.769389 	 0.934243 	 380.233 	 1602.7 	 526.401 	 0.328446 	 287.514 	 1504.08 	 130 	 210 	 238.5 	 -100.581 	 2 	 893.309 	 0.117525 	 12.2873 	 12.2873 	 12.2873 	 0 	 100 	 30 	 65 	 49.4975 	 13872 	 0.83531 	 665.848 	 236.694 	 400.552 	 304.66 	 0.447712 	 493.051 	 369.615 	 205.729 	 0.513612 	 105.778 	 -156.288 	 26.5794 	 0.16378 	 162.287 	 163 	 1940 	 101.301 	 -38.1521 	 3 	 397.167 	 0.0522519 	 62.7159 	 44.4963 	 54.1343 	 8.18905 	 64 	 45 	 54.3333 	 9.50438 	  Tumour 
12 	 125.855 	 1429.86 	 492.59 	 166.208 	 4566 	 101.857 	 59.1617 	 0.814026 	 0.878922 	 314.576 	 1719.87 	 576.01 	 0.334916 	 315.159 	 1621.24 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7477 	 0.881098 	 416.652 	 301.644 	 350.956 	 255.064 	 0.274611 	 455.632 	 328.784 	 267.768 	 0.762967 	 123.511 	 -99.4724 	 21.7957 	 0.121073 	 180.021 	 144 	 427 	 123.333 	 -16.1194 	 2 	 770.154 	 0.168671 	 31.9373 	 31.9373 	 31.9373 	 0 	 72 	 72 	 72 	 0 	  Tumour 
13 	 145.581 	 2013.36 	 1074.12 	 151.743 	 6030 	 144.397 	 55.6918 	 0.922631 	 0.877729 	 370.291 	 1937.17 	 681.763 	 0.351937 	 845.941 	 1838.55 	 71 	 73 	 438.338 	 99.2566 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 71 	 71 	 71 	 0 	 8136 	 0.825738 	 477.622 	 421.872 	 420.609 	 324.717 	 0.262443 	 699.862 	 374.413 	 283.698 	 0.674493 	 245.262 	 -8.13404 	 74.4657 	 0.246762 	 301.771 	 128 	 214 	 151.477 	 12.0238 	 2 	 1167.39 	 0.193597 	 15.1781 	 15.1781 	 15.1781 	 0 	 70 	 58 	 64 	 8.48528 	  Tumour 
14 	 117.359 	 3048.67 	 493.705 	 511.382 	 3812 	 99.4826 	 52.5131 	 0.84933 	 0.849187 	 352.191 	 1107.73 	 194.169 	 0.175286 	 -177.259 	 1009.11 	 60 	 60 	 261.4 	 -77.6815 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	 7803 	 0.756838 	 508.108 	 441.516 	 519.5 	 423.608 	 0 	 0 	 0 	 379.556 	 0.730617 	 133.644 	 -54.4872 	 38.4145 	 0.202018 	 190.154 	 61 	 62 	 107.541 	 -31.9117 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 61 	 61 	 61 	 0 	  Other 
15 	 136.023 	 2828.95 	 282.719 	 326.711 	 2562 	 61.201 	 53.6366 	 0.481581 	 0.978984 	 191.581 	 1714.55 	 414.837 	 0.241951 	 646.449 	 1615.93 	 119 	 167 	 260.849 	 -78.2327 	 2 	 1517.47 	 0.5923 	 12.7987 	 12.7987 	 12.7987 	 0 	 69 	 50 	 59.5 	 13.435 	 3920 	 0.97561 	 254.912 	 147.974 	 152.929 	 57.0371 	 0 	 0 	 0 	 82.2046 	 0.537534 	 56.8032 	 -126.437 	 12.2981 	 0.108533 	 113.313 	 106 	 127 	 105.906 	 -33.5471 	 2 	 381.565 	 0.148932 	 8.5972 	 8.5972 	 8.5972 	 0 	 62 	 44 	 53 	 12.7279 	  Other 
16 	 130.829 	 2164.34 	 404.401 	 67.5352 	 2824 	 91.3638 	 39.8788 	 0.899712 	 0.959239 	 233.581 	 1572.47 	 482.323 	 0.30673 	 1040.46 	 1473.85 	 65 	 65 	 410.354 	 71.2724 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 3882 	 0.863242 	 319.296 	 551.692 	 536.776 	 440.884 	 0.367893 	 847.255 	 459.05 	 316.316 	 0.589288 	 209.901 	 72.4037 	 56.5187 	 0.212149 	 266.41 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
17 	 197.779 	 1802.09 	 871.319 	 200.771 	 6654 	 144.109 	 67.4081 	 0.883857 	 0.813845 	 479.144 	 1374.14 	 327.942 	 0.238652 	 757.733 	 1275.52 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9787 	 0.805448 	 556.25 	 508.917 	 474.658 	 378.766 	 0.51751 	 474.327 	 479.097 	 189.936 	 0.400154 	 235.269 	 57.5232 	 51.3957 	 0.176146 	 291.778 	 151 	 726 	 127.828 	 -11.6249 	 2 	 620.634 	 0.0932723 	 65.127 	 65.127 	 65.127 	 0 	 77 	 74 	 75.5 	 2.12132 	  Tumour 
18 	 208.295 	 1910.32 	 979.502 	 144.682 	 14360 	 153.63 	 121.062 	 0.61566 	 0.953203 	 488.073 	 1684.65 	 366.639 	 0.217635 	 1090.9 	 1586.03 	 246 	 2611 	 314.459 	 -24.6221 	 3 	 565.967 	 0.0394127 	 67.6529 	 55.5065 	 60.7803 	 5.57144 	 91 	 68 	 82 	 12.2882 	 19403 	 0.882436 	 740.718 	 225.31 	 359.85 	 263.958 	 0.419735 	 469.972 	 329.492 	 234.167 	 0.650736 	 127.112 	 22.32 	 39.3736 	 0.214428 	 183.621 	 306 	 2132 	 121.931 	 -17.5213 	 4 	 2217.53 	 0.154424 	 83.644 	 19.6933 	 48.84 	 20.5985 	 85 	 64 	 76.5 	 9.94987 	  Tumour 
19 	 226.155 	 1658.28 	 735.868 	 241.05 	 7160 	 159.706 	 62.239 	 0.920938 	 0.84814 	 481.546 	 1897.27 	 658.41 	 0.347031 	 1399.9 	 1798.65 	 121 	 536 	 327.438 	 -11.6435 	 2 	 740.23 	 0.103384 	 51.4263 	 51.4263 	 51.4263 	 0 	 66 	 55 	 60.5 	 7.77817 	 11229 	 0.754384 	 620.735 	 314.089 	 424.698 	 328.806 	 0.552083 	 601.119 	 356.638 	 306.477 	 0.721636 	 168.811 	 113.102 	 84.4307 	 0.374714 	 225.32 	 208 	 823 	 112.192 	 -27.2604 	 4 	 1064.5 	 0.148673 	 38.8851 	 12.8678 	 26.6116 	 10.167 	 65 	 43 	 52 	 10.1325 	  Tumour 
20 	 190.849 	 2195.33 	 1259.69 	 67.5352 	 6555 	 99.4034 	 85.4683 	 0.510609 	 0.958754 	 325.948 	 2155.34 	 783.806 	 0.363658 	 1476.2 	 2056.72 	 142 	 927 	 352.063 	 12.9819 	 3 	 1136.78 	 0.173422 	 45.6584 	 25.0316 	 35.655 	 9.2371 	 57 	 30 	 47.3333 	 15.0444 	 8929 	 0.936346 	 427.966 	 536.177 	 604.289 	 508.397 	 0.281726 	 829.153 	 555.871 	 382.645 	 0.633215 	 208.202 	 54.5233 	 70.8265 	 0.267561 	 264.712 	 110 	 409 	 125.909 	 -13.5436 	 2 	 1109.87 	 0.169316 	 40.3294 	 40.3294 	 40.3294 	 0 	 61 	 49 	 55 	 8.48528 	  Tumour 
21 	 192.29 	 126.112 	 2438.2 	 374.126 	 3042 	 73.4718 	 55.5752 	 0.654091 	 0.88688 	 247.522 	 1972.48 	 872.941 	 0.442561 	 1225.16 	 1873.86 	 62 	 128 	 233.661 	 -105.42 	 2 	 138.525 	 0.0455376 	 17.7341 	 17.7341 	 17.7341 	 0 	 45 	 17 	 31 	 19.799 	 4534 	 0.92474 	 291.983 	 128.037 	 99.56 	 3.66793 	 0.0654545 	 118.333 	 98.6868 	 21.8565 	 0.219531 	 128.953 	 12.0263 	 36.4052 	 0.196294 	 185.463 	 107 	 112 	 221.234 	 81.7809 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 107 	 107 	 107 	 0 	  Other 
22 	 247.519 	 321.816 	 2246.83 	 209.06 	 5098 	 136.126 	 50.8064 	 0.927738 	 0.909221 	 336.635 	 1865.73 	 733.482 	 0.393135 	 1387.74 	 1767.11 	 139 	 227 	 474.799 	 135.717 	 2 	 554.437 	 0.108756 	 16.209 	 16.209 	 16.209 	 0 	 75 	 64 	 69.5 	 7.77817 	 7203 	 0.904899 	 401.439 	 133.347 	 130.281 	 34.3891 	 0.127321 	 288.604 	 115.521 	 125.167 	 0.960745 	 123.246 	 50.491 	 28.6393 	 0.159324 	 179.755 	 59 	 60 	 142.068 	 2.61508 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  Fib 
23 	 235.683 	 57.8726 	 2508.98 	 403.745 	 1994 	 98.4027 	 26.3072 	 0.963601 	 0.96515 	 230.125 	 2717.98 	 929.646 	 0.342035 	 1708.44 	 2619.36 	 45 	 45 	 342.844 	 3.76297 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3356 	 0.951247 	 298.225 	 120.816 	 103.582 	 7.69007 	 0 	 0 	 0 	 30.8243 	 0.297583 	 143.51 	 70.1922 	 34.3285 	 0.171626 	 200.02 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
24 	 225.594 	 2323.04 	 295.801 	 126.036 	 3047 	 65.846 	 59.0486 	 0.4425 	 0.977856 	 209.238 	 2387.46 	 1193.39 	 0.49986 	 1859.31 	 2288.83 	 81 	 85 	 397.79 	 58.7087 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	 4497 	 0.969599 	 272.083 	 127.511 	 103.829 	 7.93739 	 0 	 0 	 0 	 20.7693 	 0.200033 	 85.1562 	 40.9588 	 25.3362 	 0.178845 	 141.666 	 76 	 82 	 128.211 	 -11.2422 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	  Other 
25 	 261.815 	 2000.47 	 1077.66 	 112.004 	 7370 	 139.481 	 72.7682 	 0.853126 	 0.937182 	 377.546 	 1799.09 	 532.863 	 0.296184 	 1210.88 	 1700.47 	 71 	 75 	 354.718 	 15.6368 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 71 	 71 	 71 	 0 	 9459 	 0.917548 	 471.765 	 448.879 	 503.377 	 407.485 	 0.541667 	 533.808 	 488.393 	 319.361 	 0.634436 	 267.185 	 104.613 	 49.9537 	 0.154324 	 323.694 	 62 	 62 	 140.565 	 1.1118 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 62 	 62 	 62 	 0 	  Tumour 
26 	 256.907 	 1112.66 	 1461.87 	 266.317 	 3766 	 135.038 	 37.8481 	 0.959919 	 0.889046 	 311.806 	 1905.71 	 814.517 	 0.427409 	 1415.57 	 1807.09 	 144 	 177 	 369.549 	 30.4671 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 144 	 144 	 144 	 0 	 6147 	 0.85804 	 432.309 	 188.424 	 203.28 	 107.388 	 0.1775 	 392.986 	 181.864 	 165.89 	 0.816066 	 107.944 	 39.1769 	 32.8923 	 0.20001 	 164.453 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
27 	 293.7 	 787.032 	 287.924 	 114.791 	 15554 	 172.649 	 118.001 	 0.729975 	 0.945819 	 529.813 	 2801.39 	 1148.73 	 0.410056 	 2244.63 	 2702.77 	 130 	 586 	 522.769 	 183.688 	 2 	 6279.04 	 0.403693 	 54.0275 	 54.0275 	 54.0275 	 0 	 85 	 45 	 65 	 28.2843 	 18249 	 0.916252 	 643.22 	 422.744 	 305.374 	 209.482 	 0.152685 	 372.758 	 297.56 	 222.557 	 0.728802 	 268.485 	 150.896 	 95.7063 	 0.294486 	 324.994 	 155 	 217 	 198.516 	 59.0634 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 155 	 155 	 155 	 0 	  Tumour 
28 	 244.989 	 2434.07 	 233.006 	 73.8173 	 1418 	 45.17 	 40.114 	 0.459716 	 0.971899 	 143.882 	 1332.15 	 301.705 	 0.226479 	 886.292 	 1233.53 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3295 	 0.844006 	 289.196 	 177.757 	 220.733 	 124.841 	 0.25188 	 290.149 	 211.232 	 131.362 	 0.595116 	 82.7438 	 11.8818 	 25.5963 	 0.183811 	 139.253 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
29 	 294.945 	 161.579 	 2410.58 	 284.185 	 3317 	 123.127 	 35.0121 	 0.958718 	 0.930435 	 292.794 	 1759.8 	 632.683 	 0.359521 	 1278.1 	 1661.18 	 144 	 512 	 290.958 	 -48.1231 	 2 	 338.874 	 0.102163 	 46.6363 	 46.6363 	 46.6363 	 0 	 74 	 70 	 72 	 2.82843 	 5396 	 0.910564 	 370.225 	 115.654 	 103.122 	 7.23009 	 0.0539773 	 120.158 	 101.069 	 49.9191 	 0.484078 	 108.56 	 41.0541 	 39.3534 	 0.238405 	 165.07 	 64 	 65 	 131.266 	 -8.18709 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	  Fib 
30 	 273.845 	 562.352 	 2010.63 	 121.758 	 5073 	 101.608 	 68.783 	 0.736031 	 0.915043 	 302.735 	 2399.26 	 955.538 	 0.398263 	 1791.48 	 2300.64 	 45 	 45 	 520.933 	 181.852 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 9602 	 0.871167 	 484.451 	 236.313 	 256.571 	 160.679 	 0.0625 	 597.607 	 245.047 	 170.534 	 0.664667 	 162.18 	 54.6793 	 30.4303 	 0.139149 	 218.69 	 133 	 350 	 152.977 	 13.5247 	 2 	 842 	 0.165977 	 29.5859 	 29.5859 	 29.5859 	 0 	 71 	 62 	 66.5 	 6.36396 	  Lymph 
31 	 304.895 	 2477.41 	 1554.72 	 73.8173 	 4536 	 99.6034 	 63.4613 	 0.770749 	 0.93661 	 286.593 	 1978.79 	 824.604 	 0.416721 	 1468.62 	 1880.17 	 121 	 178 	 327.446 	 -11.6352 	 2 	 785.987 	 0.173277 	 12.5858 	 12.5858 	 12.5858 	 0 	 64 	 57 	 60.5 	 4.94975 	 6794 	 0.911579 	 407.723 	 203.245 	 263.797 	 167.905 	 0.426667 	 395.525 	 215.533 	 214.643 	 0.813666 	 86.6943 	 26.2321 	 19.2543 	 0.134454 	 143.204 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
32 	 316.694 	 1739.54 	 839.901 	 194.987 	 9541 	 141.457 	 86.3392 	 0.792126 	 0.981887 	 394.718 	 2282.01 	 697.984 	 0.305863 	 1787.45 	 2183.39 	 208 	 854 	 344.88 	 5.79834 	 3 	 624.085 	 0.0654109 	 68.5627 	 31.5355 	 45.7302 	 17.8597 	 75 	 66 	 69.3333 	 4.93288 	 12608 	 0.906855 	 548.149 	 425.996 	 582.078 	 486.185 	 0.500994 	 619.095 	 552.966 	 366.538 	 0.629707 	 248.39 	 109.323 	 61.6638 	 0.202243 	 304.899 	 198 	 904 	 138.278 	 -1.17494 	 3 	 1734.01 	 0.181743 	 61.3266 	 14.4727 	 41.8139 	 21.8135 	 71 	 63 	 66 	 4.3589 	  Tumour 
33 	 290.974 	 1409.7 	 1175.19 	 166.208 	 2485 	 62.9631 	 51.7836 	 0.568846 	 0.970703 	 195.723 	 2422.3 	 1163.17 	 0.480195 	 1826.59 	 2323.68 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3781 	 0.961597 	 256.752 	 242.272 	 224.576 	 128.684 	 0.275109 	 255.984 	 221.053 	 69.5008 	 0.309475 	 204.409 	 96.007 	 47.6649 	 0.182682 	 260.918 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
34 	 301.221 	 2351.4 	 327.391 	 55.4617 	 2468 	 82.1428 	 39.6287 	 0.875931 	 0.910365 	 214.936 	 1711.52 	 610.38 	 0.356631 	 1069 	 1612.9 	 107 	 113 	 413.729 	 74.6475 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 107 	 107 	 107 	 0 	 2670 	 0.726333 	 303.196 	 422.503 	 364.311 	 268.419 	 0.510714 	 400.28 	 351.327 	 144.153 	 0.395686 	 216.439 	 80.8408 	 59.2326 	 0.21701 	 272.948 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
