rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
12 	 545.365 	 699.494 	 628.013 	 407.447 	 7491 	 102.715 	 94.3232 	 0.395895 	 0.962482 	 343.99 	 1015.39 	 277.835 	 0.273625 	 650.893 	 949.551 	 297.989 	 -45.7245 	 47.2556 	 0.128393 	 368.055 	 13452 	 0.911506 	 539.279 	 407.503 	 685.446 	 588.944 	 0.741036 	 602.398 	 737.817 	 365.438 	 0.533139 	 341 	 2231 	 81.6569 	 20.396 	 5 	 2740.65 	 0.36586 	 82.6825 	 11 	 48.61 	 23.2663 	 160 	 41 	 68.2 	 51.4169 	 59 	 60 	 109.864 	 23.8374 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  Tumour 
13 	 604.15 	 840.338 	 764.148 	 519.031 	 7194 	 180.86 	 58.0863 	 0.947023 	 0.7852 	 470.032 	 1814.17 	 498.472 	 0.274766 	 1043.94 	 1748.34 	 235.621 	 -49.6054 	 55.494 	 0.181539 	 305.687 	 10967 	 0.639214 	 754.96 	 248.277 	 350.793 	 254.291 	 0.823699 	 377.719 	 323.008 	 262.588 	 0.748555 	 578 	 4527 	 88.9118 	 27.6509 	 9 	 1128.68 	 0.156892 	 135.148 	 10.2314 	 64.7587 	 36.8577 	 151 	 40 	 64.2222 	 36.2794 	 31 	 31 	 149.258 	 63.231 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 31 	 31 	 31 	 0 	  Tumour 
14 	 602.239 	 783.973 	 725.585 	 465.52 	 7965 	 138.761 	 74.8078 	 0.842234 	 0.969214 	 380.877 	 1610.18 	 537.468 	 0.333793 	 1001.31 	 1544.35 	 251.733 	 -53.2733 	 79.5273 	 0.247134 	 321.799 	 10226 	 0.935248 	 465.238 	 272.367 	 433.464 	 336.962 	 1.0092 	 418.396 	 450.888 	 169.544 	 0.391136 	 925 	 3232 	 105.099 	 43.8386 	 9 	 1743.91 	 0.218947 	 63.5548 	 11.8602 	 35.714 	 13.8021 	 246 	 45 	 102.778 	 75.7806 	 108 	 118 	 117.185 	 31.1582 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 108 	 108 	 108 	 0 	  Tumour 
15 	 686.329 	 730.619 	 761.988 	 396.676 	 6937 	 100.319 	 89.0372 	 0.46073 	 0.952492 	 339.321 	 1240.9 	 335.834 	 0.270637 	 708.452 	 1175.07 	 244.705 	 -75.3264 	 55.8622 	 0.17747 	 314.771 	 8210 	 0.923821 	 397.924 	 340.012 	 616.898 	 520.395 	 0.929919 	 647.536 	 572.595 	 242.422 	 0.392969 	 93 	 493 	 82.8065 	 21.5456 	 3 	 1632.96 	 0.235399 	 42.0574 	 9.53926 	 29.1249 	 15.4287 	 45 	 19 	 31 	 13.1149 	 44 	 46 	 99.7955 	 13.7684 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 44 	 44 	 44 	 0 	  Tumour 
16 	 710.323 	 634.279 	 735.833 	 297.814 	 6741 	 108.785 	 80.6693 	 0.6709 	 0.97526 	 324.291 	 1337.92 	 434.417 	 0.324695 	 930.094 	 1272.09 	 246.217 	 -54.2085 	 55.327 	 0.174929 	 316.283 	 12862 	 0.909104 	 531.279 	 450.294 	 910.128 	 813.625 	 0.856275 	 878.184 	 921.362 	 393.143 	 0.431965 	 608 	 2344 	 88.7747 	 27.5138 	 6 	 1370.77 	 0.203348 	 49.1968 	 10.9857 	 34.6409 	 11.889 	 244 	 40 	 101.333 	 77.3193 	 51 	 51 	 104.157 	 18.1298 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	  Tumour 
17 	 719.229 	 532.515 	 707.158 	 196.431 	 6620 	 116.408 	 72.9018 	 0.779615 	 0.973529 	 326.576 	 1516.36 	 614.001 	 0.404918 	 1157.95 	 1450.53 	 311.489 	 -55.303 	 79.9527 	 0.209545 	 381.555 	 10581 	 0.913021 	 482.652 	 683.85 	 1134.52 	 1038.02 	 0.519912 	 1057.03 	 1170.4 	 523.925 	 0.461802 	 353 	 840 	 81.1756 	 19.9148 	 4 	 2721.39 	 0.411086 	 55.6847 	 15.5513 	 30.6824 	 14.6224 	 199 	 45 	 88.25 	 74.3746 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
18 	 732.089 	 337.047 	 45.3431 	 196.431 	 1164 	 52.9786 	 30.4648 	 0.818126 	 0.835607 	 152.125 	 2186.75 	 779.168 	 0.356314 	 1197.67 	 2120.91 	 345.014 	 48.7088 	 58.146 	 0.140084 	 415.08 	 1987 	 0.94619 	 189.497 	 194.435 	 202.509 	 106.006 	 0.245714 	 386.465 	 177.114 	 112.823 	 0.557127 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 112.267 	 26.2396 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Other 
19 	 776.892 	 700.972 	 825.68 	 366.771 	 8638 	 137.687 	 82.0465 	 0.803063 	 0.947981 	 397.605 	 1226.98 	 298.979 	 0.24367 	 678.187 	 1161.15 	 294.093 	 -76.125 	 48.783 	 0.133961 	 364.159 	 11745 	 0.835111 	 556.451 	 361.389 	 733.763 	 637.261 	 0.959615 	 760.238 	 680.116 	 398.039 	 0.542463 	 1028 	 3235 	 81.8113 	 20.5504 	 10 	 2561.67 	 0.296558 	 95.8329 	 8.75376 	 44.3111 	 24.3043 	 312 	 15 	 102.8 	 85.1741 	 57 	 58 	 106.439 	 20.4116 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	  Tumour 
20 	 761.831 	 303.147 	 45.3431 	 225.249 	 1077 	 62.7116 	 24.7379 	 0.918908 	 0.856121 	 157.154 	 1772.7 	 656.366 	 0.370264 	 890.456 	 1706.86 	 296.325 	 19.1997 	 58.9092 	 0.160782 	 366.391 	 1985 	 0.902273 	 208.083 	 242.198 	 264.866 	 168.363 	 0.221649 	 351.465 	 252.22 	 157.588 	 0.594973 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
21 	 792.999 	 587.195 	 794.562 	 257.334 	 9151 	 124.986 	 95.2875 	 0.647122 	 0.937602 	 396.434 	 1293.74 	 331.748 	 0.256425 	 906.979 	 1227.9 	 241.948 	 -23.6573 	 36.9153 	 0.118313 	 312.013 	 12017 	 0.911138 	 509.622 	 425.062 	 943.561 	 847.059 	 0.947257 	 935.294 	 926.561 	 403.917 	 0.428077 	 1101 	 4466 	 83.455 	 22.1942 	 12 	 2026.75 	 0.221479 	 102.846 	 10.7155 	 46.5808 	 22.51 	 207 	 33 	 91.75 	 57.2524 	 60 	 61 	 108.35 	 22.323 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	  Tumour 
22 	 819.581 	 834.769 	 931.064 	 505.715 	 11214 	 145.833 	 98.4687 	 0.737621 	 0.95601 	 437.789 	 1328.39 	 411.083 	 0.309459 	 466.939 	 1262.56 	 567.51 	 52.3149 	 121.245 	 0.190165 	 637.576 	 18660 	 0.882979 	 666.534 	 713.528 	 942.937 	 846.434 	 0.704545 	 1160.68 	 802.99 	 619.442 	 0.656929 	 306 	 684 	 116.007 	 54.7457 	 3 	 6776.53 	 0.604292 	 44.6365 	 15.8439 	 29.758 	 12.8981 	 152 	 43 	 102 	 55.0545 	 95 	 543 	 142.968 	 56.9414 	 2 	 2411.05 	 0.215003 	 64.9373 	 64.9373 	 64.9373 	 0 	 53 	 42 	 47.5 	 7.77817 	  Tumour 
23 	 878.594 	 727.53 	 928.89 	 417.72 	 7827 	 140.203 	 73.3219 	 0.852352 	 0.912983 	 393.362 	 1586.27 	 470.429 	 0.296563 	 746.139 	 1520.43 	 324.778 	 -146.977 	 74.8775 	 0.189638 	 394.844 	 9126 	 0.888435 	 465.238 	 550.125 	 985.398 	 888.895 	 1.0092 	 959.308 	 1007.96 	 664.878 	 0.674731 	 329 	 841 	 89.8693 	 28.6084 	 3 	 794.457 	 0.101502 	 49.4049 	 13.9613 	 33.3391 	 16.0571 	 163 	 52 	 109.667 	 55.6267 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
24 	 831.44 	 216.186 	 156.339 	 218.284 	 962 	 39.9711 	 30.9764 	 0.631999 	 0.955313 	 120.225 	 995.221 	 342.996 	 0.344643 	 644.641 	 929.387 	 364.583 	 74.8257 	 74.7265 	 0.171924 	 434.649 	 1896 	 0.9875 	 168.284 	 255.3 	 252.7 	 156.197 	 0 	 0 	 0 	 194.309 	 0.76893 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
25 	 872.719 	 499.428 	 847.339 	 214.767 	 7352 	 133.659 	 73.2237 	 0.836585 	 0.941357 	 378.593 	 614.178 	 203.72 	 0.331695 	 390.687 	 548.344 	 202.786 	 -11.977 	 53.5698 	 0.196333 	 272.852 	 16042 	 0.898057 	 580.073 	 746.616 	 950.504 	 854.001 	 0.605882 	 1123.47 	 864.917 	 445.013 	 0.468186 	 501 	 1328 	 69.9042 	 8.64332 	 2 	 3213.52 	 0.437094 	 45.4577 	 45.4577 	 45.4577 	 0 	 300 	 201 	 250.5 	 70.0036 	 47 	 48 	 86.5957 	 0.568718 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	  Tumour 
26 	 903.214 	 636.908 	 915.034 	 345.313 	 11483 	 138.154 	 106.92 	 0.633289 	 0.976861 	 433.848 	 731.868 	 130.165 	 0.177853 	 375.689 	 666.034 	 159.03 	 -104.856 	 49.684 	 0.21687 	 229.096 	 17788 	 0.916529 	 589.747 	 355.219 	 792.453 	 695.95 	 0.931354 	 752.771 	 817.86 	 352.085 	 0.444298 	 1032 	 4172 	 79.6541 	 18.3932 	 5 	 2388.06 	 0.207965 	 89.5051 	 11.9935 	 47.0569 	 22.2965 	 422 	 45 	 172 	 158.929 	 67 	 68 	 97.9701 	 11.9431 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	  Tumour 
27 	 931.872 	 933.33 	 1078.78 	 628.662 	 3960 	 106.737 	 47.9747 	 0.893296 	 0.963035 	 274.593 	 993.184 	 303.128 	 0.305208 	 718.698 	 927.35 	 613.112 	 80.9875 	 111.716 	 0.163524 	 683.178 	 9175 	 0.806593 	 538.693 	 464.471 	 537.653 	 441.15 	 0.493014 	 827.19 	 435.942 	 409.617 	 0.761861 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
28 	 975.462 	 884.972 	 1088.69 	 599.461 	 8364 	 137.245 	 81.957 	 0.802125 	 0.874987 	 412.434 	 1600.97 	 620.572 	 0.387622 	 1285.22 	 1535.14 	 383.341 	 133.152 	 164.98 	 0.363868 	 453.407 	 10640 	 0.811223 	 562.836 	 745.537 	 645.916 	 549.413 	 0.612284 	 931.461 	 519.362 	 524.537 	 0.812083 	 384 	 2246 	 114.62 	 53.3589 	 4 	 1571.82 	 0.187927 	 84.9568 	 14.1662 	 48.7262 	 30.4297 	 134 	 45 	 96 	 37.372 	 132 	 147 	 151.477 	 65.4502 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 132 	 132 	 132 	 0 	  Tumour 
29 	 968.243 	 779.778 	 1031.72 	 501.941 	 5700 	 113.18 	 69.7172 	 0.787757 	 0.903042 	 326.007 	 1475.97 	 473.923 	 0.321093 	 942.63 	 1410.13 	 281.417 	 69.692 	 94.1156 	 0.267767 	 351.483 	 8219 	 0.800136 	 497.22 	 730.714 	 1082.73 	 986.229 	 0.693333 	 1307.26 	 933.82 	 680.888 	 0.628862 	 464 	 2251 	 73.1142 	 11.8534 	 6 	 1240.47 	 0.217627 	 72.9676 	 14.089 	 35.5762 	 16.4675 	 113 	 45 	 77.3333 	 30.7549 	 130 	 834 	 100.746 	 14.7191 	 3 	 764.095 	 0.134052 	 42.7859 	 21.9206 	 33.8127 	 9.60126 	 49 	 34 	 43.3333 	 8.14453 	  Tumour 
30 	 983.311 	 696.996 	 1011.3 	 438.863 	 5257 	 100.088 	 71.0914 	 0.703911 	 0.946866 	 299.865 	 1402.07 	 507.599 	 0.362034 	 994.597 	 1336.24 	 298.094 	 -3.87873 	 64.9712 	 0.176475 	 368.16 	 6352 	 0.891384 	 384.167 	 476.934 	 725.031 	 628.528 	 0.980337 	 708.579 	 732.81 	 346.372 	 0.477734 	 229 	 530 	 78.6856 	 17.4247 	 4 	 1022.19 	 0.194444 	 23.7697 	 11.7047 	 17.1077 	 4.40713 	 90 	 35 	 57.25 	 23.2576 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
31 	 1020.63 	 538.516 	 1000.49 	 350.395 	 9716 	 129.596 	 96.0687 	 0.67118 	 0.976188 	 389.889 	 1090.56 	 319.227 	 0.292718 	 763.764 	 1024.73 	 271.349 	 -94.2625 	 55.426 	 0.162342 	 341.415 	 19278 	 0.714079 	 859.737 	 589.692 	 1028.74 	 932.239 	 0.853595 	 1036.24 	 1007.02 	 475.29 	 0.462011 	 458 	 2228 	 78.2402 	 16.9793 	 6 	 1538.56 	 0.158354 	 64.2743 	 11.2137 	 35.8622 	 16.0522 	 102 	 45 	 76.3333 	 26.4474 	 226 	 2406 	 110.221 	 24.1942 	 4 	 2574.79 	 0.265005 	 64.3696 	 28.5147 	 47.589 	 12.3503 	 72 	 37 	 56.5 	 14.5258 	  Tumour 
32 	 1024.61 	 428.015 	 986.043 	 287.367 	 8193 	 141.081 	 74.5448 	 0.849006 	 0.967068 	 375.747 	 1236.57 	 357.983 	 0.289496 	 900.047 	 1170.74 	 226.258 	 -90.5723 	 66.9036 	 0.225779 	 296.324 	 12961 	 0.945851 	 519.872 	 465.602 	 971.561 	 875.059 	 0.773756 	 859.711 	 1024.87 	 556.139 	 0.572418 	 499 	 2292 	 81.0601 	 19.7993 	 6 	 1455.05 	 0.177596 	 93.8882 	 12.4671 	 48.6907 	 26.3116 	 215 	 44 	 83.1667 	 65.5116 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
33 	 1052.1 	 358.417 	 1007.75 	 262.688 	 6497 	 123.554 	 69.544 	 0.826549 	 0.923657 	 338.576 	 1226.37 	 362.215 	 0.295355 	 915.056 	 1160.54 	 282.3 	 -36.1058 	 73.3857 	 0.208266 	 352.366 	 13654 	 0.804217 	 623.588 	 505.359 	 928.042 	 831.539 	 0.501805 	 814.54 	 965.109 	 646.092 	 0.696189 	 394 	 1876 	 102.221 	 40.9599 	 4 	 1826.7 	 0.28116 	 88.3951 	 16.6543 	 47.8589 	 32.1606 	 210 	 45 	 98.5 	 75.2263 	 103 	 463 	 111.223 	 25.1963 	 2 	 349.147 	 0.0537397 	 48.8155 	 48.8155 	 48.8155 	 0 	 55 	 48 	 51.5 	 4.94975 	  Tumour 
