rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
11 	 241.517 	 835.878 	 713.048 	 68.352 	 2441 	 87.2037 	 37.9598 	 0.900285 	 0.945025 	 225.037 	 686.077 	 182.095 	 0.265415 	 314.431 	 544.972 	 301.837 	 8.6244 	 29.7702 	 0.0647808 	 459.553 	 3099 	 0.955891 	 239.723 	 174.603 	 176.348 	 106.669 	 0 	 0 	 177.708 	 33.0054 	 0.187161 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
12 	 273.143 	 303.257 	 197.254 	 75.4255 	 2135 	 107.562 	 28.1917 	 0.965041 	 0.900464 	 265.22 	 747.022 	 109.543 	 0.146639 	 399.238 	 605.917 	 269.99 	 -2.25398 	 53.9037 	 0.12603 	 427.706 	 4702 	 0.745048 	 440.517 	 631.888 	 956.225 	 886.546 	 0.286863 	 1919.22 	 767.74 	 1007.36 	 1.05348 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 58 	 296 	 112.345 	 -26.4309 	 2 	 85.5819 	 0.0400852 	 40.7829 	 40.7829 	 40.7829 	 0 	 35 	 23 	 29 	 8.48528 	  Fib 
13 	 268.265 	 734.585 	 295.503 	 98.4124 	 1406 	 51.5334 	 35.5602 	 0.723769 	 0.945528 	 154.024 	 919.618 	 207.193 	 0.225303 	 507.015 	 778.514 	 591.429 	 -40.9721 	 91.2397 	 0.121792 	 749.145 	 2828 	 0.820662 	 275.078 	 636.093 	 814.13 	 744.451 	 0.645022 	 896.336 	 766.974 	 315.803 	 0.387902 	 79 	 85 	 152.367 	 -8.96379 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 79 	 79 	 79 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
14 	 283.782 	 34.8626 	 131.59 	 296.547 	 3318 	 80.6782 	 54.5092 	 0.737235 	 0.953997 	 231.238 	 1417.66 	 501.097 	 0.353468 	 1022.64 	 1276.55 	 274.3 	 100.586 	 81.5903 	 0.188859 	 432.016 	 4257 	 0.843639 	 298.652 	 246.619 	 285.187 	 215.507 	 0.298507 	 486.613 	 252.675 	 258.477 	 0.906343 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
15 	 310.41 	 824.179 	 709.567 	 98.4124 	 3999 	 105.348 	 50.0965 	 0.879698 	 0.934346 	 275.421 	 658.715 	 195.737 	 0.29715 	 323.891 	 517.611 	 267.657 	 28.3144 	 40.7362 	 0.0957656 	 425.374 	 4810 	 0.945362 	 293.622 	 144.395 	 144.039 	 74.3597 	 0 	 0 	 143.733 	 30.792 	 0.213776 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
16 	 308.916 	 498.531 	 212.059 	 199.279 	 2679 	 64.925 	 57.1403 	 0.474794 	 0.937041 	 220.551 	 1095.7 	 347.063 	 0.316752 	 665.914 	 954.591 	 762.871 	 -91.1168 	 143.716 	 0.156114 	 920.588 	 4377 	 0.850233 	 322.108 	 1434.72 	 1688.01 	 1618.33 	 0.369718 	 1204.45 	 1781.26 	 703.796 	 0.416938 	 329 	 809 	 182.237 	 20.9062 	 4 	 771.06 	 0.287816 	 26.0715 	 9.93971 	 19.7724 	 5.44681 	 178 	 33 	 82.25 	 65.9968 	 93 	 102 	 168.742 	 29.9662 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 93 	 93 	 93 	 0 	  Tumour 
17 	 319.392 	 894.576 	 781.064 	 159.154 	 2589 	 76.944 	 43.795 	 0.822213 	 0.964246 	 212.551 	 1118.97 	 387.792 	 0.346563 	 741.454 	 977.863 	 236.998 	 48.1944 	 45.5953 	 0.115515 	 394.715 	 3207 	 0.971524 	 227.681 	 145.754 	 134.307 	 64.6278 	 0 	 0 	 134.495 	 25.1276 	 0.187091 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
18 	 314.24 	 685.408 	 289.085 	 139.058 	 3548 	 80.4765 	 57.2181 	 0.7032 	 0.943617 	 246.693 	 994.727 	 263.499 	 0.264895 	 590.504 	 853.622 	 366.295 	 0.188076 	 111.059 	 0.21194 	 524.011 	 6081 	 0.79887 	 426.759 	 553.394 	 559.003 	 489.324 	 0.22067 	 921.025 	 509.212 	 403.863 	 0.722471 	 161 	 440 	 166.193 	 4.86166 	 2 	 1098.45 	 0.309596 	 27.7269 	 27.7269 	 27.7269 	 0 	 95 	 66 	 80.5 	 20.5061 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
19 	 361.27 	 504.226 	 264.189 	 219.42 	 3880 	 104.677 	 52.5296 	 0.864968 	 0.84883 	 295.806 	 1196.48 	 367.623 	 0.307254 	 718.882 	 1055.37 	 715.526 	 -28.3319 	 182.228 	 0.20868 	 873.242 	 5599 	 0.774412 	 377.948 	 887.29 	 1338.12 	 1268.44 	 0.844037 	 1445.39 	 1256.78 	 563.186 	 0.420879 	 267 	 802 	 147.876 	 -13.4545 	 5 	 793.571 	 0.204529 	 62.4116 	 11.4018 	 32.6433 	 16.6076 	 90 	 42 	 53.4 	 20.5012 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
20 	 393.698 	 440.917 	 301.692 	 183.535 	 4517 	 101.113 	 57.9597 	 0.819403 	 0.950147 	 287.078 	 1307.89 	 393.247 	 0.300673 	 789.944 	 1166.79 	 790.719 	 -186.077 	 197.586 	 0.208328 	 948.435 	 5527 	 0.825049 	 372.676 	 972.092 	 1326.86 	 1257.18 	 0.851266 	 1235.59 	 1375.84 	 592.447 	 0.446503 	 148 	 927 	 183.655 	 22.3245 	 3 	 955.832 	 0.211608 	 54.5251 	 30.217 	 38.6088 	 12.3348 	 77 	 29 	 49.3333 	 24.8261 	 50 	 50 	 173.22 	 34.4443 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 50 	 50 	 50 	 0 	  Tumour 
21 	 392.889 	 550.611 	 301.438 	 189.021 	 2069 	 71.5875 	 39.7769 	 0.831423 	 0.889128 	 207.38 	 919.027 	 227.538 	 0.247586 	 475.785 	 777.923 	 639.672 	 -19.5643 	 133.566 	 0.167504 	 797.388 	 3857 	 0.891792 	 281.421 	 1245.66 	 1319.36 	 1249.68 	 0.295833 	 1131.34 	 1340.79 	 730.29 	 0.553519 	 29 	 30 	 150.828 	 -10.5033 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 29 	 29 	 29 	 0 	 30 	 30 	 150.7 	 11.9243 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 30 	 30 	 30 	 0 	  Tumour 
22 	 423.98 	 385.562 	 344.373 	 172.308 	 5121 	 110.527 	 60.3547 	 0.837743 	 0.95541 	 310.007 	 1414.8 	 479.095 	 0.338631 	 765.247 	 1273.69 	 698.617 	 -90.7238 	 82.6025 	 0.0964607 	 856.333 	 9069 	 0.912191 	 458.718 	 858.769 	 1166.59 	 1096.91 	 0.412776 	 803.143 	 1258.24 	 556.401 	 0.476947 	 260 	 1321 	 179.031 	 17.6999 	 5 	 763.502 	 0.149092 	 61.1383 	 9.21954 	 36.2288 	 17.9567 	 80 	 45 	 52 	 15.6525 	 45 	 45 	 165.689 	 26.9132 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
23 	 439.831 	 105.016 	 252.792 	 160.1 	 2229 	 81.6373 	 35.0752 	 0.902997 	 0.969552 	 202.024 	 1118.88 	 384.387 	 0.343545 	 791.839 	 977.778 	 173.98 	 46.3157 	 33.8373 	 0.102013 	 331.697 	 2789 	 0.974493 	 217.054 	 78.6942 	 72.4545 	 2.77544 	 0 	 0 	 0 	 6.84531 	 0.0944774 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
24 	 475.903 	 261.165 	 444.893 	 160.1 	 3374 	 106.558 	 41.5758 	 0.920743 	 0.945098 	 261.706 	 1021.99 	 270.375 	 0.264557 	 649.258 	 880.888 	 346.318 	 19.8429 	 96.1426 	 0.190746 	 504.034 	 4523 	 0.929511 	 324.434 	 404.37 	 522.535 	 452.856 	 0 	 0 	 0 	 451.687 	 0.864414 	 44 	 45 	 136.682 	 -24.6491 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 44 	 44 	 44 	 0 	 52 	 54 	 133.731 	 -5.04497 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	  Tumour 
25 	 473.171 	 461.766 	 377.359 	 224.179 	 2251 	 69.1508 	 43.2044 	 0.780796 	 0.944608 	 201.581 	 1191.31 	 372.736 	 0.312878 	 539.266 	 1050.21 	 727.954 	 -38.7843 	 83.4856 	 0.0942626 	 885.67 	 5717 	 0.697791 	 468.86 	 886.31 	 1106.12 	 1036.44 	 0.947761 	 1049.52 	 1163.08 	 572.33 	 0.517423 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 47 	 50 	 179.638 	 40.8626 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	  Tumour 
26 	 514.609 	 370.792 	 435.721 	 196.469 	 4340 	 101.097 	 59.4541 	 0.808794 	 0.811518 	 336.978 	 1030.4 	 262.629 	 0.254881 	 514.064 	 889.294 	 713.732 	 59.194 	 109.443 	 0.125587 	 871.449 	 8179 	 0.601132 	 613.914 	 736.101 	 706.306 	 636.627 	 0.413989 	 846.982 	 662.976 	 298.41 	 0.422494 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 153.8 	 15.0243 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
27 	 534.996 	 507.946 	 438.224 	 170.012 	 5639 	 135.187 	 55.7757 	 0.91092 	 0.924275 	 338.167 	 2108.56 	 503.337 	 0.238711 	 951.928 	 1967.46 	 835.69 	 -165.34 	 150.45 	 0.151449 	 993.406 	 9019 	 0.867212 	 471.605 	 953.366 	 1368.44 	 1298.76 	 0.649165 	 1388.61 	 1343.24 	 621.957 	 0.454499 	 337 	 1857 	 217.861 	 56.5297 	 7 	 841.483 	 0.149226 	 85.1974 	 10.6869 	 43.8154 	 23.2212 	 59 	 34 	 48.1429 	 8.17371 	 57 	 61 	 210.491 	 71.7155 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	  Tumour 
28 	 607.698 	 438.37 	 514.059 	 198.6 	 8091 	 240.673 	 54.0654 	 0.974441 	 0.735612 	 544.558 	 1316.09 	 337.934 	 0.256771 	 602.818 	 1174.99 	 824.399 	 -99.3893 	 172.876 	 0.176024 	 982.115 	 11004 	 0.646761 	 707.897 	 980.831 	 1212.02 	 1142.34 	 0.777228 	 1148.79 	 1256.55 	 476.018 	 0.392747 	 226 	 2163 	 192.761 	 31.4302 	 4 	 1394.61 	 0.172366 	 125.314 	 11.6566 	 78.1237 	 42.7094 	 73 	 39 	 56.5 	 16.1142 	 45 	 45 	 182.578 	 43.802 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
29 	 532.912 	 677.634 	 651.793 	 107.564 	 1416 	 47.2048 	 39.0212 	 0.562735 	 0.952253 	 151.397 	 916.754 	 311.597 	 0.339892 	 509.069 	 775.649 	 305.792 	 -7.45981 	 99.5456 	 0.214765 	 463.508 	 1825 	 0.980129 	 161.012 	 148.705 	 145.309 	 75.6296 	 0 	 0 	 0 	 29.1622 	 0.200691 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
30 	 603.527 	 468.031 	 507.666 	 221.678 	 2256 	 91.7468 	 32.1304 	 0.936672 	 0.899522 	 240.167 	 1631.36 	 380.515 	 0.233251 	 588.776 	 1490.25 	 726.854 	 -76.7592 	 120.082 	 0.135752 	 884.57 	 3258 	 0.893337 	 287.38 	 859.747 	 1242.6 	 1172.92 	 1.01581 	 1231.44 	 1210.4 	 612.399 	 0.492837 	 215 	 645 	 198.335 	 37.004 	 3 	 713.183 	 0.316127 	 26.7817 	 16.0979 	 22.7687 	 5.20262 	 91 	 59 	 71.6667 	 17.0098 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
31 	 611.576 	 605.114 	 526.826 	 107.564 	 1649 	 61.1032 	 37.7953 	 0.785747 	 0.955388 	 172.711 	 860.935 	 159.414 	 0.185164 	 423.059 	 719.831 	 567.964 	 -0.124424 	 121.177 	 0.166983 	 725.68 	 3147 	 0.729655 	 318.149 	 826.862 	 1227.58 	 1157.9 	 0.344322 	 1937.01 	 1073.18 	 845.218 	 0.688522 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
32 	 645.051 	 552.495 	 551.061 	 168.582 	 6797 	 116.398 	 75.3089 	 0.762495 	 0.968786 	 340.291 	 1584.45 	 467.916 	 0.295317 	 944.062 	 1443.35 	 836.488 	 12.3356 	 135.731 	 0.136522 	 994.204 	 8183 	 0.91145 	 415.362 	 761.542 	 1261.18 	 1191.5 	 0.821429 	 1347.97 	 1197.27 	 586.517 	 0.465053 	 450 	 2353 	 209.007 	 47.6758 	 6 	 925.046 	 0.136096 	 77.6151 	 12.8825 	 37.1601 	 19.4739 	 108 	 44 	 75 	 33.2866 	 45 	 45 	 192.978 	 54.202 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
33 	 668.595 	 509.639 	 572.224 	 216.148 	 3376 	 139.355 	 40.7923 	 0.956198 	 0.67493 	 340.25 	 1603.47 	 397.989 	 0.248204 	 528.471 	 1462.37 	 905.507 	 -61.4338 	 117.663 	 0.110666 	 1063.22 	 5154 	 0.747173 	 386.534 	 892.232 	 1242.15 	 1172.47 	 0.946429 	 1254.69 	 1221.99 	 431.941 	 0.347737 	 139 	 401 	 193.64 	 32.3094 	 3 	 980.013 	 0.290288 	 39.5064 	 16.6836 	 26.41 	 10.5352 	 62 	 38 	 46.3333 	 13.5769 	 44 	 46 	 194.364 	 55.5879 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 44 	 44 	 44 	 0 	  Tumour 
34 	 668.524 	 248.888 	 496.726 	 163.377 	 4630 	 112.321 	 52.9665 	 0.881831 	 0.966597 	 296.735 	 1690.38 	 781.451 	 0.462292 	 1305.41 	 1549.28 	 309.318 	 78.3434 	 52.9853 	 0.113451 	 467.034 	 6085 	 0.945904 	 344.978 	 194.794 	 270.756 	 201.077 	 0 	 0 	 0 	 221.515 	 0.818135 	 57 	 57 	 172.456 	 11.1253 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 81 	 84 	 177.049 	 38.2736 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	  DCIS 
