rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
12 	 128.313 	 2217.4 	 282.11 	 385.892 	 7129 	 136.653 	 68.0392 	 0.867235 	 0.948131 	 364.191 	 1068.12 	 386.296 	 0.361661 	 393.547 	 869.35 	 90 	 204 	 563.233 	 171.345 	 2 	 2863 	 0.401599 	 19.7231 	 19.7231 	 19.7231 	 0 	 45 	 45 	 45 	 0 	 9086 	 0.854188 	 519.865 	 1183.47 	 1590.08 	 1146.43 	 0.604555 	 1606.21 	 1568.53 	 734.617 	 0.461999 	 145.083 	 39.3713 	 30.8654 	 0.155917 	 197.961 	 773 	 1499 	 88.9017 	 15.9176 	 3 	 1853.88 	 0.260048 	 44.2087 	 15.757 	 28.04 	 11.6898 	 327 	 33 	 193.25 	 128.92 	  Tumour 
13 	 100.605 	 1313.61 	 1048.19 	 87.6641 	 1575 	 51.1329 	 40.203 	 0.617915 	 0.940299 	 159.782 	 617.339 	 142.958 	 0.231571 	 -137.434 	 418.573 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6348 	 0.902089 	 366.267 	 1350.44 	 1780.3 	 1336.65 	 0.41349 	 1831.57 	 1741.09 	 683.47 	 0.383908 	 70.3976 	 -60.5974 	 24.5065 	 0.198795 	 123.276 	 45 	 45 	 79.8667 	 6.88261 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Other 
14 	 148.269 	 1388.27 	 569.759 	 87.6641 	 8194 	 174.272 	 64.036 	 0.930044 	 0.901133 	 426.718 	 966.326 	 320.805 	 0.331984 	 239.656 	 767.56 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9295 	 0.738989 	 563.078 	 1578.44 	 1848.35 	 1404.7 	 0.590385 	 1639.27 	 1935.59 	 682.429 	 0.36921 	 89.2669 	 -26.7142 	 16.6005 	 0.116786 	 142.145 	 146 	 279 	 87.8493 	 14.8653 	 2 	 4469.24 	 0.545428 	 21.4039 	 21.4039 	 21.4039 	 0 	 101 	 45 	 73 	 39.598 	  Tumour 
15 	 113.125 	 670.448 	 407.741 	 150.765 	 2893 	 64.8523 	 57.0443 	 0.47571 	 0.978687 	 204.894 	 724.759 	 232.637 	 0.320986 	 -14.8934 	 525.993 	 45 	 45 	 479.822 	 87.9335 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 4227 	 0.960464 	 263.497 	 664.565 	 683.349 	 239.699 	 0.144578 	 597.778 	 688.941 	 225.324 	 0.329735 	 31.6731 	 -93.9511 	 10.1731 	 0.120319 	 84.551 	 90 	 315 	 80.7556 	 7.7715 	 2 	 401.137 	 0.138658 	 38.0132 	 38.0132 	 38.0132 	 0 	 45 	 45 	 45 	 0 	  Lymph 
16 	 127.173 	 746.717 	 485.979 	 119.151 	 4126 	 80.1752 	 65.9737 	 0.568232 	 0.977493 	 249.865 	 691.868 	 177.211 	 0.256134 	 -4.89532 	 493.102 	 45 	 45 	 494.044 	 102.156 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 6084 	 0.95122 	 322.225 	 643.091 	 722.309 	 278.658 	 0.121711 	 585.243 	 733.11 	 272.254 	 0.376921 	 30.8678 	 -46.5146 	 10.3848 	 0.124004 	 83.7458 	 45 	 45 	 78.4667 	 5.48261 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
17 	 125.115 	 2861.14 	 916.675 	 155.724 	 4821 	 98.1333 	 62.7764 	 0.76862 	 0.980675 	 274.25 	 937.461 	 337.437 	 0.359948 	 321.144 	 738.694 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7281 	 0.911036 	 407.095 	 992.459 	 989.85 	 546.2 	 0.0419948 	 690.25 	 994.313 	 363.045 	 0.366768 	 58.9431 	 -43.936 	 16.9198 	 0.151312 	 111.821 	 77 	 87 	 75.8701 	 2.88607 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	  Tumour 
18 	 164.517 	 2627.99 	 690.857 	 285.33 	 5902 	 141.575 	 57.8204 	 0.9128 	 0.804965 	 401.404 	 1104.01 	 279.034 	 0.252745 	 239.932 	 905.247 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 11267 	 0.885701 	 511.522 	 1533.82 	 2076.51 	 1632.86 	 0.539112 	 2079.29 	 2054.28 	 633.518 	 0.305088 	 176.524 	 32.9321 	 30.362 	 0.132353 	 229.402 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
19 	 137.363 	 1718.52 	 1454.54 	 77.0065 	 2748 	 84.4023 	 43.3541 	 0.857994 	 0.903353 	 237.723 	 1101.09 	 493.956 	 0.448608 	 380.513 	 902.319 	 45 	 45 	 419.844 	 27.9557 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 4511 	 0.964713 	 284.267 	 816.232 	 925.884 	 482.233 	 0.285714 	 1068.22 	 888.196 	 480.301 	 0.518749 	 29.4419 	 -81.9375 	 14.1077 	 0.171377 	 82.3199 	 89 	 157 	 81.5056 	 8.52156 	 2 	 141.044 	 0.0513259 	 15.0969 	 15.0969 	 15.0969 	 0 	 45 	 44 	 44.5 	 0.707107 	  Lymph 
20 	 160.839 	 2766.08 	 826.467 	 170.485 	 4430 	 86.5089 	 65.9106 	 0.647702 	 0.955565 	 270.593 	 1023.43 	 361.62 	 0.35334 	 536.053 	 824.668 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5715 	 0.861212 	 359.681 	 1034.43 	 1308.71 	 865.056 	 0.5 	 1861.15 	 1096.79 	 750.389 	 0.573382 	 80.4401 	 8.10601 	 32.2092 	 0.241597 	 133.318 	 93 	 104 	 74.2473 	 1.26325 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 93 	 93 	 93 	 0 	  Tumour 
21 	 193.553 	 2285.34 	 369.283 	 422.976 	 13972 	 148.135 	 121.229 	 0.574695 	 0.966586 	 471.831 	 1185.51 	 363.214 	 0.306377 	 764.907 	 986.748 	 45 	 45 	 506 	 114.111 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 25564 	 0.896291 	 788.818 	 1030.92 	 1742.95 	 1299.3 	 0.590411 	 1602.62 	 1785.85 	 621.012 	 0.3563 	 126.313 	 -13.6121 	 20.5703 	 0.114795 	 179.191 	 416 	 3700 	 76.6731 	 3.68902 	 8 	 2630.33 	 0.188257 	 99.8854 	 10.4403 	 42.8683 	 20.4686 	 79 	 45 	 52 	 12.5584 	  Tumour 
22 	 183.828 	 1658.37 	 322.461 	 77.0065 	 8246 	 145.643 	 73.3718 	 0.863832 	 0.967613 	 377.078 	 1399.15 	 445.168 	 0.318171 	 924.617 	 1200.38 	 90 	 166 	 546.4 	 154.511 	 2 	 1865.89 	 0.226278 	 15.5563 	 15.5563 	 15.5563 	 0 	 45 	 45 	 45 	 0 	 12222 	 0.892768 	 527.12 	 1262.3 	 1084.36 	 640.706 	 0.158664 	 1069.12 	 1095.06 	 583.944 	 0.538516 	 54.9118 	 1.64675 	 16.0353 	 0.148764 	 107.79 	 950 	 5634 	 80.8242 	 7.84015 	 18 	 1502.04 	 0.182154 	 120.642 	 8.73212 	 48.1971 	 26.6162 	 90 	 44 	 52.7778 	 13.6965 	  Tumour 
23 	 217.239 	 2489.71 	 569.245 	 404.625 	 6352 	 113.927 	 73.3748 	 0.764983 	 0.893264 	 355.019 	 881.949 	 177.732 	 0.201522 	 518.699 	 683.183 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7362 	 0.931309 	 377.321 	 1371.92 	 1339.29 	 895.641 	 0.72973 	 1335.06 	 1329.81 	 397.624 	 0.296891 	 160.874 	 7.90864 	 26.5495 	 0.124207 	 213.752 	 25 	 27 	 81.52 	 8.53594 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 25 	 25 	 25 	 0 	  Tumour 
24 	 234.387 	 2595.83 	 675.563 	 297.274 	 7807 	 156.117 	 64.4403 	 0.910836 	 0.948142 	 421.789 	 880.571 	 200.507 	 0.227701 	 384.623 	 681.805 	 45 	 45 	 570.356 	 178.467 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 10274 	 0.913976 	 507.622 	 1228.52 	 1920.99 	 1477.33 	 0.819915 	 1905.59 	 1893.77 	 551.706 	 0.2872 	 165.54 	 -22.919 	 34.8685 	 0.159642 	 218.418 	 525 	 2345 	 85.2133 	 12.2293 	 6 	 1121.52 	 0.143656 	 80.6791 	 11.3634 	 41.0254 	 19.6463 	 179 	 44 	 87.5 	 49.5651 	  Tumour 
25 	 202.997 	 1352.22 	 617.103 	 108.849 	 4041 	 83.4869 	 63.5871 	 0.647998 	 0.945042 	 267.078 	 906.495 	 237.282 	 0.261757 	 508.912 	 707.729 	 45 	 45 	 535.067 	 143.178 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 9723 	 0.875867 	 498.108 	 1226.75 	 1727.72 	 1284.07 	 0.747826 	 1610.31 	 1791.2 	 567.122 	 0.328249 	 74.7407 	 1.62342 	 18.5865 	 0.145641 	 127.619 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
26 	 237.771 	 2737.22 	 812.74 	 158.142 	 8558 	 129.753 	 87.5163 	 0.738289 	 0.863834 	 453.245 	 1351.99 	 457.093 	 0.33809 	 820.196 	 1153.22 	 45 	 45 	 711.778 	 319.889 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 9777 	 0.798188 	 597.948 	 2137.55 	 2378.28 	 1934.63 	 0.842779 	 2450.65 	 2314.2 	 681.003 	 0.286343 	 202.451 	 64.2096 	 43.1933 	 0.169167 	 255.329 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
27 	 229.045 	 167.409 	 1790.69 	 111.893 	 7886 	 115.66 	 87.485 	 0.654111 	 0.976474 	 348.333 	 1338.15 	 674 	 0.503681 	 945.308 	 1139.38 	 45 	 45 	 707.489 	 315.6 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 11065 	 0.936204 	 473.037 	 1245.38 	 1153.57 	 709.914 	 0.0823799 	 685.444 	 1169.31 	 543.56 	 0.4712 	 79.0526 	 32.7308 	 20.8103 	 0.157737 	 131.931 	 436 	 1718 	 84.0619 	 11.0779 	 6 	 1719.03 	 0.217985 	 51.3079 	 11.0454 	 32.2271 	 13.7803 	 127 	 45 	 72.6667 	 33.6967 	  Tumour 
28 	 225.884 	 2825.96 	 896.868 	 82.4621 	 6232 	 107.271 	 74.4189 	 0.720219 	 0.950435 	 332.291 	 894.51 	 214.097 	 0.239345 	 517.152 	 695.744 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8043 	 0.910769 	 416.551 	 1400.52 	 1566.11 	 1122.46 	 0.639687 	 1803.37 	 1443.69 	 686.276 	 0.438203 	 88.4188 	 -12.331 	 25.9524 	 0.183673 	 141.297 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
29 	 242.002 	 1463.7 	 523.313 	 205.866 	 6172 	 120.766 	 65.7577 	 0.838758 	 0.969526 	 320.492 	 969.118 	 299.645 	 0.309193 	 628.678 	 770.352 	 90 	 299 	 500.022 	 108.134 	 2 	 1504.72 	 0.243798 	 31.6228 	 31.6228 	 31.6228 	 0 	 45 	 45 	 45 	 0 	 8767 	 0.878633 	 469.037 	 820.676 	 1054.35 	 610.696 	 0.51963 	 1387.18 	 927.542 	 519.723 	 0.492934 	 28.6279 	 -3.86753 	 13.0584 	 0.160215 	 81.5058 	 45 	 45 	 76.8222 	 3.83816 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
30 	 237.249 	 853.716 	 615.764 	 113.358 	 3996 	 80.9499 	 63.2433 	 0.6242 	 0.978932 	 244.35 	 1170.66 	 590.748 	 0.50463 	 847.633 	 971.891 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6283 	 0.910844 	 386.894 	 931.758 	 912.096 	 468.445 	 0.101408 	 1135.19 	 891.381 	 342.635 	 0.375657 	 37.0192 	 2.10654 	 11.2609 	 0.125264 	 89.8971 	 128 	 155 	 74.0156 	 1.03157 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 128 	 128 	 128 	 0 	  Lymph 
31 	 324.698 	 2184.89 	 368.365 	 268.822 	 16497 	 239.138 	 91.6065 	 0.92372 	 0.91194 	 644.825 	 962.121 	 321.231 	 0.333878 	 565.897 	 763.355 	 135 	 649 	 459.719 	 67.8298 	 3 	 2873.55 	 0.174187 	 30.2324 	 21.4709 	 26.454 	 4.02785 	 45 	 45 	 45 	 0 	 22003 	 0.782524 	 855.647 	 1394.93 	 1807 	 1363.35 	 0.434673 	 1860.94 	 1769.53 	 646.808 	 0.357945 	 139.866 	 18.5571 	 31.2673 	 0.162222 	 192.744 	 1245 	 2975 	 81.1518 	 8.16775 	 7 	 3162.2 	 0.191683 	 68.1864 	 11.4018 	 32.4329 	 14.4766 	 567 	 45 	 138.333 	 165.362 	  Tumour 
32 	 244.04 	 1523.76 	 469.23 	 174.774 	 3589 	 85.9425 	 53.4487 	 0.783087 	 0.976067 	 236.108 	 1137.12 	 532.962 	 0.468696 	 800.421 	 938.349 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4960 	 0.932331 	 317.539 	 866.429 	 812.514 	 368.863 	 0.331081 	 1276 	 726.204 	 403.223 	 0.496267 	 35.3689 	 9.2895 	 19.8484 	 0.224919 	 88.2469 	 56 	 62 	 81.6964 	 8.71237 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	  Tumour 
33 	 275.765 	 2433.92 	 538.967 	 456.004 	 11563 	 153.04 	 102.872 	 0.740378 	 0.855062 	 491.588 	 899.214 	 176.512 	 0.196296 	 477.87 	 700.448 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 13949 	 0.805463 	 614.475 	 1053.1 	 1562.91 	 1119.26 	 0.646209 	 1798.66 	 1435.34 	 550.153 	 0.352005 	 180.115 	 20.9204 	 32.9068 	 0.141235 	 232.993 	 663 	 3615 	 85.4917 	 12.5076 	 7 	 4754.78 	 0.411206 	 116.331 	 11.5759 	 49.8069 	 28.1205 	 289 	 5 	 94.7143 	 98.2509 	  Tumour 
34 	 246.078 	 320.801 	 202.339 	 154.935 	 4768 	 104.466 	 61.3075 	 0.809685 	 0.891548 	 301.907 	 744.564 	 186.109 	 0.249957 	 392.172 	 545.798 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6288 	 0.854812 	 360.267 	 621.482 	 617.394 	 173.743 	 0.185075 	 557.355 	 623.916 	 132.842 	 0.215165 	 23.7766 	 -3.74934 	 11.9708 	 0.156165 	 76.6546 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
