rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 344.829 	 288.05 	 428.813 	 215.39 	 8800 	 120.696 	 94.1955 	 0.625237 	 0.962485 	 373.019 	 941.009 	 266.05 	 0.282728 	 645.275 	 857.119 	 16548 	 0.874445 	 558.541 	 698.923 	 1113.55 	 1058.24 	 0.687366 	 1128.89 	 1117.07 	 438.666 	 0.393934 	 129 	 129 	 177.713 	 -33.2453 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 129 	 129 	 129 	 0 	 47.3109 	 -24.1521 	 34.3964 	 0.395615 	 86.9441 	 328 	 364 	 202.381 	 123.991 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 328 	 328 	 328 	 0 	  Tumour 
12 	 348.495 	 83.6425 	 605.14 	 244.663 	 1533 	 46.0967 	 42.6066 	 0.381695 	 0.960526 	 152.953 	 901.175 	 388.518 	 0.431123 	 611.675 	 817.286 	 3444 	 0.933333 	 231.765 	 699.465 	 514.177 	 458.861 	 0 	 0 	 0 	 503.299 	 0.978843 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 61.1502 	 15.9787 	 35.162 	 0.348887 	 100.783 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
13 	 397.705 	 629.035 	 313 	 158.808 	 10835 	 145.661 	 96.8679 	 0.746824 	 0.957663 	 416.073 	 1475.21 	 457.572 	 0.310173 	 1013.07 	 1391.32 	 19772 	 0.825657 	 635.897 	 792.158 	 1063.78 	 1008.46 	 0.271536 	 1320.29 	 1031.32 	 484.825 	 0.455757 	 275 	 697 	 248.371 	 37.4125 	 2 	 655.389 	 0.0604882 	 41.1769 	 41.1769 	 41.1769 	 0 	 139 	 136 	 137.5 	 2.12132 	 55.0931 	 -49.8391 	 27.6754 	 0.292161 	 94.7263 	 1549 	 3711 	 226.23 	 147.841 	 4 	 3397.4 	 0.313558 	 65.5815 	 15.4576 	 37.0263 	 20.1474 	 1111 	 123 	 387.25 	 483.188 	  Tumour 
14 	 398.938 	 344.699 	 423.382 	 281.86 	 3456 	 71.143 	 62.9739 	 0.465261 	 0.960534 	 234.007 	 1253.81 	 568.484 	 0.453406 	 979.241 	 1169.92 	 10938 	 0.934233 	 439.085 	 759.784 	 1146.62 	 1091.3 	 0.571831 	 1060.03 	 1189.52 	 351.194 	 0.306287 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 36.5893 	 -16.7748 	 16.1197 	 0.211482 	 76.2225 	 516 	 598 	 321.748 	 243.358 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 516 	 516 	 516 	 0 	  Tumour 
15 	 441.256 	 428.911 	 408.333 	 188.672 	 1320 	 65.6784 	 27.8161 	 0.905887 	 0.938834 	 164.569 	 871.956 	 281.938 	 0.32334 	 625.29 	 788.066 	 15145 	 0.944379 	 509.245 	 794.217 	 1217.39 	 1162.08 	 0.374429 	 1228.43 	 1219.24 	 371.374 	 0.305056 	 105 	 110 	 193.676 	 -17.2823 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 105 	 105 	 105 	 0 	 48.766 	 -10.3992 	 14.0544 	 0.158988 	 88.3992 	 204 	 473 	 98.0343 	 19.6444 	 2 	 121.491 	 0.0920384 	 28.6778 	 28.6778 	 28.6778 	 0 	 119 	 85 	 102 	 24.0416 	  Tumour 
16 	 470.704 	 549.834 	 394.001 	 85.6154 	 7169 	 102.34 	 89.3472 	 0.487645 	 0.980846 	 322.635 	 1114.85 	 270.078 	 0.242256 	 716.337 	 1030.96 	 11453 	 0.964382 	 416.233 	 795.444 	 1232.67 	 1177.35 	 0.753501 	 1220.58 	 1230.47 	 326.407 	 0.264797 	 129 	 129 	 225.798 	 14.84 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 129 	 129 	 129 	 0 	 60.8454 	 -63.5446 	 27.5289 	 0.273978 	 100.479 	 381 	 434 	 219.877 	 141.487 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 381 	 381 	 381 	 0 	  Tumour 
17 	 502.195 	 976.835 	 392.122 	 349.723 	 1545 	 88.7088 	 22.5306 	 0.967208 	 0.918549 	 206.208 	 712.557 	 190.847 	 0.267834 	 481.824 	 628.667 	 3846 	 0.965361 	 257.421 	 223.769 	 166.042 	 110.725 	 0 	 0 	 0 	 77.3224 	 0.465681 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 18.8762 	 3.53632 	 5.51447 	 0.0942494 	 58.5094 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
18 	 549.964 	 582.806 	 548.774 	 67.1863 	 1488 	 79.4289 	 24.8978 	 0.949601 	 0.880995 	 209.38 	 2146.44 	 569.779 	 0.265453 	 1270.68 	 2062.55 	 3859 	 0.848318 	 307.463 	 749.181 	 566.432 	 511.116 	 0.440154 	 801.158 	 504.308 	 291.387 	 0.514425 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 51.9784 	 -5.5379 	 27.1712 	 0.296592 	 91.6116 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
19 	 555.068 	 516.213 	 483.393 	 67.1863 	 3077 	 72.5182 	 57.5132 	 0.609108 	 0.871671 	 253.723 	 1250.51 	 533.864 	 0.426918 	 705.28 	 1166.62 	 6593 	 0.928592 	 332.049 	 474.472 	 555.958 	 500.642 	 0.503521 	 880.748 	 448.816 	 456.149 	 0.820474 	 210 	 432 	 275.424 	 64.4654 	 2 	 99.7697 	 0.0324244 	 30.5156 	 30.5156 	 30.5156 	 0 	 111 	 99 	 105 	 8.48528 	 52.1585 	 -28.4507 	 34.7751 	 0.378848 	 91.7917 	 1025 	 1521 	 293.858 	 215.468 	 2 	 205.941 	 0.0669291 	 28.6015 	 28.6015 	 28.6015 	 0 	 874 	 151 	 512.5 	 511.238 	  Tumour 
20 	 846.296 	 211.899 	 867.761 	 474.612 	 5747 	 115.282 	 65.307 	 0.824062 	 0.923213 	 359.203 	 863.151 	 348.371 	 0.403604 	 589.375 	 779.262 	 10180 	 0.925791 	 440.902 	 377.728 	 252.799 	 197.483 	 0 	 0 	 0 	 102.709 	 0.406288 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 43.5577 	 7.44771 	 12.2223 	 0.146918 	 83.1909 	 469 	 782 	 197.096 	 118.706 	 2 	 2556.58 	 0.444855 	 27.0131 	 27.0131 	 27.0131 	 0 	 279 	 190 	 234.5 	 62.9325 	  Tumour 
21 	 873.745 	 853.04 	 970.357 	 145.523 	 1955 	 68.2091 	 40.0254 	 0.809729 	 0.914406 	 187.054 	 2054.06 	 648.764 	 0.315845 	 1329.97 	 1970.17 	 6074 	 0.906567 	 341.421 	 322.368 	 285.99 	 230.674 	 0 	 0 	 285.777 	 109.508 	 0.38291 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 13.9474 	 3.80143 	 4.00691 	 0.0747828 	 53.5806 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
22 	 890.797 	 740.012 	 914.099 	 102.956 	 2081 	 84.8292 	 31.6228 	 0.927919 	 0.948064 	 216.995 	 1171.09 	 666.139 	 0.568818 	 841.743 	 1087.2 	 3169 	 0.91168 	 260.066 	 202.37 	 213.1 	 157.784 	 0.441048 	 261.406 	 200.067 	 112.508 	 0.527959 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 11.213 	 4.8747 	 6.33522 	 0.124596 	 50.8462 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
23 	 925.929 	 746.168 	 946.338 	 76.0592 	 3895 	 152.419 	 34.9385 	 0.973373 	 0.843804 	 363.078 	 1182.49 	 591.898 	 0.500552 	 812.488 	 1098.6 	 6813 	 0.809241 	 445.948 	 405.722 	 472.491 	 417.175 	 0.567089 	 542.897 	 439.292 	 294.546 	 0.623391 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 44.5637 	 -2.43977 	 27.5705 	 0.327452 	 84.1969 	 135 	 138 	 92.4741 	 14.0841 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 135 	 135 	 135 	 0 	  Fib 
24 	 985.163 	 698.322 	 902.641 	 76.0592 	 2970 	 69.9515 	 54.5437 	 0.626108 	 0.969638 	 211.38 	 759.326 	 200.967 	 0.264665 	 419.607 	 675.436 	 6930 	 0.83504 	 400.919 	 569.17 	 649.014 	 593.698 	 0.788406 	 697.305 	 621.276 	 192.818 	 0.297094 	 129 	 129 	 211.705 	 0.746978 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 129 	 129 	 129 	 0 	 71.6311 	 3.96664 	 13.3421 	 0.119914 	 111.264 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
25 	 1013.02 	 791.944 	 942.206 	 98.4124 	 5127 	 99.8881 	 66.3393 	 0.747612 	 0.977316 	 284.25 	 832.543 	 212.42 	 0.255146 	 560.778 	 748.653 	 12587 	 0.853935 	 553.754 	 534.167 	 582.857 	 527.541 	 0.83114 	 581.425 	 584.991 	 240.975 	 0.413438 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 59.9106 	 -13.8743 	 23.6603 	 0.237687 	 99.5438 	 392 	 1082 	 123.564 	 45.1738 	 2 	 350.841 	 0.0684301 	 44.4896 	 44.4896 	 44.4896 	 0 	 273 	 119 	 196 	 108.894 	  Tumour 
26 	 1018.1 	 874.327 	 964.632 	 145.523 	 5318 	 86.977 	 78.3009 	 0.435376 	 0.978293 	 276.936 	 1319.49 	 320.296 	 0.242743 	 764.039 	 1235.6 	 10079 	 0.968204 	 407.245 	 675.72 	 792.161 	 736.845 	 0.360119 	 795.099 	 797.082 	 212.415 	 0.268146 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 55.4625 	 -39.6603 	 31.5976 	 0.332272 	 95.0957 	 434 	 939 	 302.26 	 223.87 	 2 	 1290.48 	 0.242663 	 47.2736 	 47.2736 	 47.2736 	 0 	 425 	 9 	 217 	 294.156 	  Tumour 
27 	 1074.08 	 552.715 	 991.916 	 242.87 	 11528 	 138.411 	 106.464 	 0.639024 	 0.982026 	 418.032 	 1153.44 	 383.028 	 0.332075 	 868.501 	 1069.55 	 19330 	 0.868452 	 634.825 	 361.949 	 323.193 	 267.876 	 0.192523 	 640.796 	 286.424 	 261.112 	 0.807913 	 119 	 119 	 186.555 	 -24.4038 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 119 	 119 	 119 	 0 	 39.7601 	 -12.5164 	 17.2758 	 0.217598 	 79.3933 	 1399 	 3215 	 213.23 	 134.84 	 4 	 1721.4 	 0.149323 	 76.8497 	 22.4146 	 44.7782 	 21.1631 	 565 	 235 	 349.75 	 147.303 	  Tumour 
28 	 1064.67 	 687.442 	 981.715 	 151.003 	 4964 	 91.0291 	 70.03 	 0.638871 	 0.977743 	 281.622 	 1935.62 	 384.205 	 0.198492 	 1159.32 	 1851.73 	 21052 	 0.975488 	 558.316 	 305.725 	 416.363 	 361.047 	 0.602062 	 460.897 	 392.081 	 203.236 	 0.488122 	 128 	 128 	 319.82 	 108.862 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 128 	 128 	 128 	 0 	 30.7713 	 -11.4471 	 8.20491 	 0.11654 	 70.4045 	 697 	 1171 	 465.238 	 386.848 	 2 	 284.905 	 0.0573943 	 42.3281 	 42.3281 	 42.3281 	 0 	 391 	 306 	 348.5 	 60.1041 	  Tumour 
29 	 1144.23 	 903.604 	 1094.12 	 155.824 	 8341 	 124.928 	 86.2296 	 0.723587 	 0.980487 	 361.463 	 1059.25 	 338 	 0.319093 	 655.409 	 975.364 	 17592 	 0.947947 	 567.186 	 459.156 	 558.401 	 503.085 	 0.427984 	 727.269 	 516.168 	 231.749 	 0.415023 	 141 	 141 	 207.688 	 -3.27051 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 141 	 141 	 141 	 0 	 45.3722 	 -31.7098 	 22.4222 	 0.263774 	 85.0054 	 1214 	 2608 	 297.906 	 219.516 	 2 	 3847.9 	 0.461323 	 54.3635 	 35.8658 	 42.6743 	 9.09535 	 972 	 100 	 404.667 	 491.774 	  Tumour 
30 	 1178.91 	 610.704 	 1094.15 	 127.142 	 3278 	 79.9673 	 53.5277 	 0.742929 	 0.970972 	 227.622 	 914.185 	 340.324 	 0.37227 	 594.69 	 830.296 	 6210 	 0.870723 	 349.588 	 514.918 	 524.282 	 468.966 	 0.553571 	 594.142 	 502.637 	 155.568 	 0.296725 	 129 	 129 	 204.403 	 -6.55535 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 129 	 129 	 129 	 0 	 72.6847 	 0.844772 	 20.2273 	 0.18009 	 112.318 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
31 	 1223.72 	 696.111 	 1140.97 	 105.759 	 8227 	 138.191 	 78.6647 	 0.822168 	 0.917373 	 386.534 	 902.137 	 238.145 	 0.263979 	 595.846 	 818.247 	 16033 	 0.8535 	 587.571 	 505.389 	 766.77 	 711.454 	 0.93014 	 771.444 	 762.33 	 256.525 	 0.334553 	 444 	 3382 	 224.586 	 13.6271 	 5 	 3015.47 	 0.366534 	 77.402 	 11.6282 	 50.5211 	 22.8933 	 128 	 45 	 88.8 	 32.8283 	 47.07 	 -11.2049 	 20.3358 	 0.234545 	 86.7032 	 344 	 783 	 160.776 	 82.3862 	 2 	 3852.99 	 0.468334 	 43.1149 	 43.1149 	 43.1149 	 0 	 210 	 134 	 172 	 53.7401 	  Tumour 
32 	 1250.04 	 855.671 	 1186.91 	 72.0347 	 6987 	 102.105 	 87.7808 	 0.510785 	 0.977203 	 323.948 	 828.077 	 222.48 	 0.268671 	 542.388 	 744.187 	 19609 	 0.846748 	 661.879 	 475.967 	 773.788 	 718.472 	 0.736648 	 757.947 	 789.38 	 300.959 	 0.388942 	 139 	 139 	 173.906 	 -37.052 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 139 	 139 	 139 	 0 	 36.7293 	 -21.5581 	 12.9806 	 0.169986 	 76.3625 	 771 	 1516 	 146.309 	 67.9187 	 3 	 1761.19 	 0.252067 	 38.6021 	 22.1037 	 27.8342 	 8.34655 	 462 	 119 	 257 	 181.05 	  Tumour 
33 	 1264.12 	 629.987 	 1179 	 41.0488 	 2196 	 74.2131 	 42.5528 	 0.819284 	 0.794501 	 241.037 	 1034.64 	 316.235 	 0.305647 	 694.784 	 950.75 	 3168 	 0.827586 	 262.392 	 663.343 	 723.046 	 667.73 	 0.833333 	 720.117 	 727.764 	 187.052 	 0.2587 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 74.1081 	 -19.6226 	 21.8421 	 0.192033 	 113.741 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
34 	 1297.78 	 696.82 	 1214.9 	 69.3542 	 6023 	 97.7899 	 79.4881 	 0.582479 	 0.977918 	 302.451 	 1850.27 	 665.977 	 0.359934 	 1543.23 	 1766.38 	 7792 	 0.925746 	 357.99 	 604.165 	 752.867 	 697.55 	 0.723333 	 725.378 	 774.593 	 211.743 	 0.281249 	 163 	 163 	 249.356 	 38.3974 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 163 	 163 	 163 	 0 	 51.62 	 -38.2062 	 23.4666 	 0.257159 	 91.2532 	 610 	 841 	 326.234 	 247.844 	 2 	 1016.39 	 0.168751 	 26.8607 	 26.8607 	 26.8607 	 0 	 336 	 274 	 305 	 43.8406 	  Tumour 
