rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
31 	 681.735 	 701.874 	 598.927 	 182.214 	 6434 	 125.814 	 66.9192 	 0.846814 	 0.958582 	 353.848 	 2049.38 	 614.48 	 0.299837 	 1356.38 	 1690.18 	 50 	 0.877193 	 29.8995 	 1904.66 	 1869.04 	 1052.22 	 0.592593 	 1889.25 	 1840.03 	 260.947 	 0.139616 	 90 	 195 	 319.156 	 85.8361 	 2 	 787.785 	 0.122441 	 19.105 	 19.105 	 19.105 	 0 	 45 	 45 	 45 	 0 	 136.246 	 31.1114 	 30.1263 	 0.137718 	 218.754 	 24 	 25 	 83.9583 	 18.6378 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 24 	 24 	 24 	 0 	  Tumour 
32 	 687.555 	 789.82 	 604.325 	 165.003 	 5009 	 91.5554 	 73.6166 	 0.59454 	 0.947239 	 293.622 	 1893.63 	 570.717 	 0.301387 	 1233.63 	 1534.43 	 6677 	 0.910169 	 370.024 	 1515.75 	 1641.84 	 825.017 	 0.280347 	 1694.74 	 1637.54 	 303.928 	 0.185115 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 171.348 	 30.2621 	 35.5994 	 0.140234 	 253.856 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
33 	 691.696 	 494.949 	 575.383 	 83.006 	 2273 	 73.2079 	 40.475 	 0.833263 	 0.935006 	 201.38 	 1251.07 	 351.156 	 0.280684 	 648.004 	 891.872 	 3643 	 0.811539 	 336.167 	 817.483 	 902.023 	 85.2017 	 0.506494 	 982.353 	 871.39 	 175.028 	 0.19404 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5.13406 	 -12.259 	 16.5666 	 0.189025 	 87.6423 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
34 	 732.497 	 667.286 	 652.302 	 176.59 	 8248 	 153.344 	 81.1479 	 0.848504 	 0.847252 	 438.233 	 1917.44 	 543.386 	 0.283392 	 1271.75 	 1558.24 	 10487 	 0.864337 	 516.309 	 1203.23 	 1456.87 	 640.051 	 0.194215 	 1583.6 	 1425.51 	 256.095 	 0.175784 	 135 	 1001 	 293.267 	 59.9472 	 3 	 1676.67 	 0.203282 	 75.6637 	 24.1868 	 51.2958 	 23.1189 	 45 	 45 	 45 	 0 	 124.597 	 32.9462 	 28.4279 	 0.137263 	 207.106 	 150 	 546 	 92.54 	 27.2194 	 2 	 828.896 	 0.100497 	 50.2278 	 50.2278 	 50.2278 	 0 	 105 	 45 	 75 	 42.4264 	  Tumour 
35 	 712.812 	 448.44 	 596.567 	 50.3587 	 3139 	 71.1883 	 58.5861 	 0.568078 	 0.945197 	 234.208 	 1299.66 	 382.441 	 0.294263 	 689.482 	 940.453 	 4545 	 0.897158 	 309.054 	 859.01 	 877.003 	 60.1824 	 0.527586 	 982.484 	 836.324 	 224.426 	 0.255901 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 20.924 	 -0.375533 	 27.0732 	 0.261748 	 103.432 	 102 	 469 	 83.5 	 18.1794 	 2 	 686.905 	 0.218829 	 49.6614 	 49.6614 	 49.6614 	 0 	 57 	 45 	 51 	 8.48528 	  DCIS 
36 	 740.663 	 562.439 	 682.408 	 83.006 	 6589 	 128.773 	 69.3437 	 0.842628 	 0.916412 	 370.96 	 1427.13 	 332.679 	 0.233111 	 768.541 	 1067.92 	 9232 	 0.839807 	 531.179 	 1085.67 	 1265.57 	 448.753 	 0.790224 	 1269.66 	 1265.04 	 240.853 	 0.190311 	 90 	 209 	 313.122 	 79.8028 	 2 	 744.632 	 0.113011 	 20.8806 	 20.8806 	 20.8806 	 0 	 45 	 45 	 45 	 0 	 132.986 	 30.893 	 31.706 	 0.147132 	 215.494 	 158 	 374 	 92.1392 	 26.8187 	 2 	 1923.58 	 0.291938 	 22.8217 	 22.8217 	 22.8217 	 0 	 123 	 35 	 79 	 62.2254 	  Tumour 
37 	 763.05 	 442.119 	 744.68 	 50.3587 	 2881 	 99.8061 	 42.583 	 0.904414 	 0.776969 	 267.421 	 1307.23 	 325.401 	 0.248924 	 641.983 	 948.024 	 4338 	 0.820193 	 344.267 	 1072.35 	 1115.58 	 298.759 	 0.777429 	 1144.53 	 1081.23 	 229.882 	 0.206065 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 115.572 	 9.54459 	 17.1929 	 0.0867979 	 198.08 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
38 	 826.435 	 410.785 	 814.863 	 92.1141 	 7343 	 116.751 	 81.6595 	 0.714699 	 0.967712 	 349.948 	 1428.25 	 290.618 	 0.203478 	 864.993 	 1069.05 	 13406 	 0.909128 	 540.576 	 934.048 	 1006.51 	 189.688 	 0.496894 	 1121.53 	 965.061 	 243.94 	 0.242362 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 90.0555 	 21.9869 	 23.0592 	 0.133627 	 172.564 	 118 	 570 	 85.8559 	 20.5354 	 2 	 3315.99 	 0.451585 	 47.539 	 47.539 	 47.539 	 0 	 85 	 33 	 59 	 36.7696 	  Tumour 
39 	 823.002 	 543.734 	 766.211 	 139.864 	 6359 	 94.3129 	 87.8727 	 0.363193 	 0.943752 	 329.22 	 1721.06 	 544.542 	 0.3164 	 1138.32 	 1361.85 	 8144 	 0.886084 	 439.238 	 932.659 	 1162.54 	 345.714 	 0.562347 	 1238.86 	 1123.68 	 229.656 	 0.197547 	 45 	 45 	 247.422 	 14.1028 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 59.9959 	 -16.0163 	 33.7073 	 0.236536 	 142.504 	 110 	 116 	 93.4909 	 28.1704 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 110 	 110 	 110 	 0 	  Tumour 
40 	 842.917 	 220.999 	 768.821 	 190.759 	 4618 	 112.411 	 55.3377 	 0.870436 	 0.908161 	 325.161 	 1408.19 	 497.633 	 0.353386 	 805.502 	 1048.98 	 8668 	 0.94013 	 423.179 	 933.045 	 980.352 	 163.531 	 0 	 0 	 0 	 98.9812 	 0.100965 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7.92179 	 11.6613 	 17.8604 	 0.197505 	 90.4301 	 137 	 145 	 145.504 	 80.1831 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 137 	 137 	 137 	 0 	  DCIS 
41 	 849.653 	 469.406 	 814.976 	 123.568 	 4210 	 100.187 	 56.4187 	 0.826365 	 0.904404 	 289.806 	 1365.75 	 267.555 	 0.195904 	 602.541 	 1006.54 	 5541 	 0.92923 	 343.723 	 953.565 	 1142.12 	 325.295 	 0.617363 	 1291.28 	 1067.09 	 300.181 	 0.262829 	 45 	 45 	 256.6 	 23.2806 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 119.174 	 24.5402 	 28.487 	 0.141247 	 201.682 	 137 	 178 	 74.8175 	 9.49696 	 2 	 1831.14 	 0.43495 	 15.5 	 15.5 	 15.5 	 0 	 85 	 52 	 68.5 	 23.3345 	  Tumour 
42 	 828.312 	 309.14 	 729.895 	 102.02 	 1327 	 68.3704 	 26.6616 	 0.920832 	 0.904567 	 173.338 	 1241.01 	 356.963 	 0.287638 	 655.261 	 881.809 	 2487 	 0.947068 	 244.51 	 708.199 	 714.037 	 -102.784 	 0.362385 	 665.557 	 724.374 	 54.1081 	 0.0757777 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 -9.4834 	 4.58571 	 7.1223 	 0.0975325 	 73.0249 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
43 	 858.996 	 325.026 	 756.812 	 92.1141 	 2778 	 95.9618 	 38.5719 	 0.915661 	 0.936615 	 242.492 	 1463.13 	 414.348 	 0.283192 	 922.847 	 1103.93 	 3725 	 0.886905 	 293.723 	 599.668 	 655.828 	 -160.993 	 0.333333 	 667.207 	 655.538 	 83.2496 	 0.126938 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 -10.3103 	 -6.70643 	 6.33295 	 0.0877165 	 72.198 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
44 	 962.537 	 519.318 	 847.196 	 123.568 	 2099 	 65.6862 	 40.8462 	 0.783147 	 0.974014 	 185.238 	 1189.54 	 304.255 	 0.255775 	 643.828 	 830.335 	 3307 	 0.963578 	 234.426 	 672.689 	 702.662 	 -114.159 	 0 	 0 	 0 	 240.784 	 0.342674 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6.43218 	 -4.43253 	 17.572 	 0.19757 	 88.9404 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
45 	 1010.19 	 432.473 	 893.987 	 164.222 	 2457 	 60.7679 	 52.3641 	 0.507407 	 0.966182 	 192.995 	 1074.23 	 201.477 	 0.187554 	 618.797 	 715.031 	 4033 	 0.964833 	 256.083 	 445.499 	 442.351 	 -374.47 	 0 	 0 	 0 	 88.7146 	 0.200552 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 -3.53472 	 5.21566 	 8.61234 	 0.109053 	 78.9735 	 83 	 130 	 81.494 	 16.1734 	 2 	 1433.01 	 0.583237 	 9.83743 	 9.83743 	 9.83743 	 0 	 43 	 40 	 41.5 	 2.12132 	  DCIS 
46 	 1007.59 	 314.298 	 905.252 	 206.235 	 1211 	 63.4469 	 24.6198 	 0.921643 	 0.940217 	 157.581 	 921.511 	 143.912 	 0.15617 	 407.608 	 562.308 	 2482 	 0.962762 	 209.255 	 576.602 	 626.526 	 -190.296 	 0 	 0 	 0 	 83.0734 	 0.132594 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 -14.05 	 -4.14916 	 6.05421 	 0.0884364 	 68.4583 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
47 	 1086.74 	 637.965 	 1008.24 	 171.863 	 7143 	 112.473 	 82.2876 	 0.681708 	 0.963838 	 341.161 	 701.644 	 176.783 	 0.251956 	 193.687 	 342.441 	 9774 	 0.955519 	 427.522 	 417.982 	 582.226 	 -234.595 	 0.131105 	 532.333 	 586.49 	 182.324 	 0.313149 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9.36042 	 -6.94709 	 10.7794 	 0.117335 	 91.8687 	 133 	 202 	 60.985 	 -4.3356 	 3 	 4333.86 	 0.606729 	 11.6231 	 8.06226 	 10.2436 	 1.70932 	 45 	 43 	 44.3333 	 1.1547 	  Tumour 
48 	 1177.38 	 611.813 	 1100.69 	 233.335 	 7400 	 103.922 	 91.1917 	 0.479581 	 0.988116 	 330.794 	 619.358 	 100.537 	 0.162324 	 252.611 	 260.155 	 13685 	 0.987374 	 445.647 	 379.881 	 489.422 	 -327.399 	 0.134715 	 530.519 	 481.86 	 171.473 	 0.350357 	 0 	 0 	 0 	 -233.319 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 20.6662 	 12.7323 	 13.1479 	 0.127434 	 103.174 	 155 	 184 	 63.3613 	 -1.95927 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 155 	 155 	 155 	 0 	  Tumour 
