rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
11 	 246.546 	 229.095 	 744.769 	 437.809 	 8828 	 125.931 	 91.215 	 0.689457 	 0.950269 	 380.96 	 1277.77 	 278.485 	 0.217946 	 709.577 	 1157.02 	 595.393 	 -227.913 	 160.631 	 0.194029 	 827.872 	 11739 	 0.895628 	 505.48 	 794.79 	 1862.34 	 1779.33 	 0.989451 	 1895.88 	 1791.72 	 754.018 	 0.404877 	 955 	 3743 	 210.369 	 80.1186 	 10 	 1712.17 	 0.193947 	 73.546 	 12.2015 	 40.428 	 17.6357 	 267 	 34 	 95.5 	 66.5353 	 245 	 1106 	 160.563 	 47.1495 	 3 	 2038.14 	 0.230872 	 50.5537 	 18.7458 	 37.7722 	 15.0249 	 89 	 72 	 81.6667 	 8.73689 	  Tumour 
12 	 236.034 	 569.908 	 422.21 	 597.378 	 8072 	 110.213 	 93.6025 	 0.527928 	 0.976176 	 354.919 	 1149.41 	 277.421 	 0.241359 	 651.05 	 1028.65 	 968.932 	 -147.213 	 106.856 	 0.0889423 	 1201.41 	 11473 	 0.910122 	 479.723 	 736.746 	 1596.19 	 1513.18 	 0.44519 	 1865.82 	 1505.65 	 421.663 	 0.264168 	 927 	 2770 	 215.666 	 85.4156 	 10 	 2515.33 	 0.311611 	 62.482 	 10 	 31.5327 	 13.7102 	 283 	 45 	 92.7 	 74.0106 	 253 	 1183 	 145.336 	 31.9222 	 4 	 2033.17 	 0.25188 	 36.9058 	 13.4417 	 29.3547 	 8.26047 	 83 	 49 	 63.25 	 14.523 	  Tumour 
13 	 232.521 	 667.716 	 336.467 	 603.041 	 3918 	 75.7259 	 66.3637 	 0.481644 	 0.962417 	 256.35 	 903.452 	 171.039 	 0.189317 	 440.829 	 782.697 	 1270.1 	 -139.857 	 119.052 	 0.0792318 	 1502.58 	 6471 	 0.880049 	 367.48 	 876.49 	 1352.48 	 1269.47 	 0.535714 	 1270.65 	 1338.61 	 403.443 	 0.298299 	 111 	 516 	 187.261 	 57.0113 	 3 	 1443.34 	 0.368386 	 32.5021 	 19.9847 	 24.2671 	 6.38053 	 53 	 27 	 37 	 14 	 54 	 56 	 133.315 	 19.901 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	  Tumour 
14 	 261.588 	 979.412 	 222.612 	 656.201 	 6925 	 112.581 	 80.2195 	 0.70162 	 0.959274 	 347.747 	 941.17 	 165.761 	 0.176122 	 468.441 	 820.415 	 477.375 	 -292.812 	 119.956 	 0.168986 	 709.854 	 11693 	 0.93559 	 490.51 	 731.973 	 1363.84 	 1280.83 	 0.575431 	 1488.75 	 1268.62 	 440.886 	 0.323269 	 928 	 3070 	 217.805 	 87.555 	 7 	 1504.14 	 0.217204 	 75.854 	 13.1062 	 41.9956 	 18.0525 	 327 	 28 	 132.571 	 101.354 	 38 	 38 	 122.105 	 8.69147 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 38 	 38 	 38 	 0 	  Tumour 
15 	 252.459 	 139.591 	 831.941 	 415.12 	 7012 	 110.276 	 84.3657 	 0.64398 	 0.930961 	 356.09 	 1119.87 	 235.557 	 0.210343 	 559.185 	 999.119 	 826.364 	 -155.435 	 186.414 	 0.176054 	 1058.84 	 10503 	 0.850721 	 507.137 	 1203.3 	 1660.24 	 1577.24 	 0.778481 	 1730.52 	 1623.53 	 735.266 	 0.442866 	 646 	 1959 	 228.231 	 97.9807 	 8 	 3694.13 	 0.52683 	 49.6964 	 9.77939 	 29.2328 	 10.9541 	 212 	 30 	 80.75 	 61.6737 	 86 	 91 	 129.628 	 16.2141 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 86 	 86 	 86 	 0 	  Tumour 
16 	 268.123 	 49.4101 	 924.063 	 394.857 	 3482 	 80.5908 	 57.1453 	 0.705129 	 0.96776 	 245.279 	 971.554 	 183.669 	 0.189047 	 474.267 	 850.799 	 629.529 	 -184.918 	 131.7 	 0.152782 	 862.008 	 5517 	 0.824171 	 366.853 	 665.69 	 1002.36 	 919.352 	 0.74269 	 1217.28 	 876.929 	 520.958 	 0.519732 	 89 	 181 	 149.292 	 19.0421 	 2 	 1078.16 	 0.309637 	 17.0097 	 17.0097 	 17.0097 	 0 	 45 	 44 	 44.5 	 0.707107 	 107 	 148 	 135.551 	 22.1376 	 2 	 1226.69 	 0.352295 	 10.8667 	 10.8667 	 10.8667 	 0 	 54 	 53 	 53.5 	 0.707107 	  Tumour 
17 	 278.754 	 363.5 	 628.405 	 458.76 	 7901 	 108.544 	 93.4252 	 0.509085 	 0.975794 	 351.747 	 1276.69 	 322.496 	 0.252604 	 707.541 	 1155.93 	 936.733 	 -213.079 	 170.433 	 0.145767 	 1169.21 	 16112 	 0.914104 	 571.137 	 1027.71 	 1850.92 	 1767.91 	 0.737918 	 1849.58 	 1815.96 	 567.391 	 0.306546 	 1055 	 4502 	 201.075 	 70.8249 	 8 	 763.946 	 0.0966897 	 66.0684 	 7.4182 	 40.8214 	 18.4145 	 505 	 45 	 117.222 	 147.433 	 76 	 78 	 145.079 	 31.6652 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	  Tumour 
18 	 306.586 	 478.784 	 536.079 	 504.624 	 8542 	 119.119 	 92.6986 	 0.628011 	 0.951649 	 373.061 	 1300.04 	 268.05 	 0.206186 	 587.377 	 1179.28 	 882.897 	 -190.329 	 148.086 	 0.132768 	 1115.38 	 13632 	 0.91866 	 519.48 	 802.468 	 1648.17 	 1565.17 	 0.565574 	 1618.81 	 1640.88 	 525.571 	 0.318881 	 1103 	 4867 	 252.239 	 121.989 	 7 	 1495.93 	 0.175127 	 74.9736 	 15.4948 	 45.5353 	 17.4226 	 422 	 34 	 137.875 	 134.59 	 161 	 1733 	 142.441 	 29.0272 	 3 	 1186.25 	 0.138873 	 54.5697 	 46.0966 	 49.6168 	 3.94845 	 79 	 33 	 53.6667 	 23.3524 	  Tumour 
19 	 322.96 	 838.079 	 300.683 	 542.677 	 8265 	 122.54 	 86.979 	 0.704405 	 0.966554 	 363.12 	 1099.35 	 218.176 	 0.198459 	 552.766 	 978.598 	 876.162 	 -123.083 	 151.907 	 0.137021 	 1108.64 	 14021 	 0.887574 	 591.421 	 661.308 	 1282.59 	 1199.58 	 0.823636 	 1360.08 	 1213.78 	 362.672 	 0.282765 	 991 	 4137 	 185.914 	 55.6642 	 6 	 1617.79 	 0.19574 	 87.701 	 19.2354 	 45.5035 	 17.7042 	 348 	 45 	 165.167 	 137.268 	 164 	 2125 	 138.317 	 24.9033 	 3 	 1757.35 	 0.212625 	 66.8416 	 46.5518 	 57.2281 	 9.11112 	 61 	 42 	 54.6667 	 10.9697 	  Tumour 
20 	 340.837 	 20.8051 	 971.173 	 325.51 	 3217 	 92.6542 	 46.9443 	 0.862145 	 0.947012 	 252.125 	 1445.15 	 437.978 	 0.303068 	 962.939 	 1324.39 	 678.568 	 31.9509 	 170.766 	 0.187439 	 911.048 	 3542 	 0.899441 	 290.083 	 964.305 	 868.572 	 785.565 	 0.456522 	 1096.63 	 809.067 	 455.256 	 0.524142 	 311 	 944 	 192.283 	 62.033 	 4 	 352.081 	 0.109444 	 52.7267 	 15.2719 	 29.9563 	 13.6359 	 145 	 39 	 77.75 	 48.6989 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
21 	 343.195 	 545.746 	 499.802 	 488.532 	 4742 	 93.4734 	 65.9608 	 0.708547 	 0.929257 	 292.149 	 872.857 	 139.006 	 0.159255 	 314.812 	 752.102 	 936.543 	 -250.684 	 150.545 	 0.128779 	 1169.02 	 6447 	 0.909565 	 372.995 	 1164.46 	 1697.8 	 1614.79 	 0.767442 	 1505.75 	 1801.63 	 648.513 	 0.381973 	 286 	 578 	 193.85 	 63.5997 	 3 	 1755.92 	 0.370291 	 32.2838 	 15.1528 	 21.5964 	 8.33669 	 162 	 59 	 95.3333 	 57.8129 	 147 	 719 	 133.048 	 19.6338 	 3 	 488.81 	 0.103081 	 47.7831 	 18.9044 	 33.6015 	 12.9211 	 61 	 36 	 49 	 12.53 	  Tumour 
22 	 340.674 	 250.204 	 756.588 	 353.706 	 7072 	 119.369 	 76.0382 	 0.770864 	 0.959305 	 348.434 	 996.46 	 203.68 	 0.204403 	 515.372 	 875.705 	 590.277 	 -248.504 	 121.565 	 0.147753 	 822.757 	 11858 	 0.891445 	 523.924 	 917.027 	 1726.46 	 1643.45 	 0.921529 	 1765.85 	 1659.8 	 697.707 	 0.404126 	 798 	 2637 	 198.722 	 68.4718 	 9 	 1367.77 	 0.193407 	 71.7522 	 8.32913 	 36.4807 	 16.3264 	 201 	 40 	 88.6667 	 50.8822 	 79 	 339 	 125.987 	 12.5735 	 2 	 1191.76 	 0.168518 	 39.2806 	 39.2806 	 39.2806 	 0 	 45 	 34 	 39.5 	 7.77817 	  Tumour 
23 	 345.396 	 81.6458 	 914.646 	 317.077 	 3922 	 99.6776 	 50.889 	 0.859857 	 0.937605 	 277.12 	 942.698 	 188.713 	 0.200184 	 436 	 821.943 	 653.832 	 -150.101 	 163.675 	 0.18467 	 886.312 	 7434 	 0.923823 	 394.61 	 973.416 	 1486.32 	 1403.31 	 0.90566 	 1441.65 	 1485.39 	 471.354 	 0.317128 	 397 	 764 	 284.463 	 154.213 	 3 	 1945.42 	 0.496028 	 40.2244 	 20.568 	 27.6859 	 9.74186 	 307 	 45 	 132.333 	 151.266 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
24 	 369.799 	 774.579 	 369.437 	 479.742 	 6565 	 110.21 	 77.2076 	 0.713605 	 0.951587 	 357.505 	 1083.53 	 225.527 	 0.208141 	 596.69 	 962.779 	 962.759 	 -22.5503 	 129.349 	 0.10822 	 1195.24 	 12579 	 0.828875 	 639.848 	 724.574 	 1287.14 	 1204.14 	 0.423208 	 1246.02 	 1278.27 	 389.253 	 0.302416 	 178 	 602 	 171.539 	 41.2893 	 3 	 803.712 	 0.122424 	 47.2959 	 12.7008 	 31.6381 	 15.6786 	 76 	 50 	 59.3333 	 14.4684 	 141 	 255 	 136.255 	 22.8415 	 2 	 1616.84 	 0.246282 	 19.1329 	 19.1329 	 19.1329 	 0 	 96 	 45 	 70.5 	 36.0624 	  Tumour 
25 	 384.692 	 973.766 	 344.224 	 548.972 	 8211 	 122.963 	 85.9096 	 0.715453 	 0.975178 	 357.12 	 1196.71 	 250.867 	 0.209631 	 790.954 	 1075.96 	 764.893 	 -131.354 	 155.527 	 0.155936 	 997.373 	 13882 	 0.821712 	 587.581 	 754.111 	 1291.7 	 1208.69 	 0.753131 	 1189.11 	 1319.31 	 474.094 	 0.367031 	 901 	 3846 	 208.788 	 78.538 	 12 	 2063.52 	 0.251312 	 78 	 9.20795 	 40.6673 	 18.3403 	 214 	 27 	 75.0833 	 51.433 	 266 	 1665 	 143.989 	 30.5749 	 5 	 1646.99 	 0.200584 	 57.4689 	 12.842 	 34.388 	 12.5846 	 66 	 34 	 53.2 	 11.8617 	  Tumour 
26 	 415.541 	 610.913 	 501.43 	 422.966 	 10887 	 148.527 	 95.9167 	 0.763517 	 0.907174 	 470.96 	 1451.75 	 331.91 	 0.228628 	 700.645 	 1331 	 798.061 	 -243.719 	 170.436 	 0.165385 	 1030.54 	 13468 	 0.896253 	 527.723 	 698.199 	 1593.23 	 1510.23 	 0.610101 	 1453.96 	 1615.19 	 656.91 	 0.412312 	 612 	 3440 	 205.263 	 75.0131 	 9 	 1767.91 	 0.162388 	 93.8584 	 9.56603 	 43.3909 	 21.2043 	 126 	 31 	 68 	 35.7736 	 171 	 2650 	 139.579 	 26.1652 	 3 	 2819.55 	 0.258983 	 105.068 	 44.2968 	 76.3058 	 27.2938 	 77 	 39 	 57 	 19.0788 	  Tumour 
27 	 417.115 	 704.033 	 445.765 	 421.201 	 7926 	 124.962 	 81.7754 	 0.756149 	 0.972515 	 365.563 	 1315.95 	 312.702 	 0.237624 	 795.423 	 1195.2 	 898.04 	 -367.752 	 154.213 	 0.136409 	 1130.52 	 8805 	 0.933623 	 408.894 	 671.008 	 1339.02 	 1256.01 	 0.583554 	 1403.04 	 1320.44 	 402.013 	 0.300229 	 1000 	 4075 	 247.319 	 117.069 	 8 	 1194.6 	 0.150719 	 87.2425 	 8.96095 	 46.9838 	 23.3272 	 298 	 33 	 125 	 98.4175 	 129 	 1443 	 137.318 	 23.904 	 3 	 1482.63 	 0.18706 	 52.3779 	 38.9206 	 45.7541 	 6.02051 	 61 	 32 	 43 	 15.7162 	  Tumour 
28 	 424.408 	 252.625 	 790.435 	 278.614 	 9106 	 124.451 	 94.5835 	 0.649916 	 0.964619 	 380.818 	 1228.61 	 290.638 	 0.236558 	 776.884 	 1107.86 	 561.377 	 -342.555 	 182.461 	 0.229841 	 793.857 	 13938 	 0.90689 	 559.522 	 838.421 	 1718.42 	 1635.41 	 0.792706 	 1494.04 	 1854.7 	 714.214 	 0.415622 	 883 	 3892 	 229.946 	 99.6956 	 7 	 2651.27 	 0.291157 	 74.4367 	 12.9175 	 44.9248 	 19.0471 	 276 	 26 	 110.375 	 86.7853 	 73 	 235 	 119.548 	 6.13415 	 2 	 2073.21 	 0.227675 	 27.4413 	 27.4413 	 27.4413 	 0 	 45 	 28 	 36.5 	 12.0208 	  Tumour 
29 	 427.498 	 490.313 	 596.029 	 390.988 	 7143 	 103.522 	 89.7071 	 0.499087 	 0.941231 	 345.747 	 1123.76 	 261.819 	 0.232985 	 627.462 	 1003.01 	 798.653 	 -332.245 	 171.016 	 0.165853 	 1031.13 	 80 	 0.776699 	 40.1421 	 2057.69 	 2039.5 	 1956.49 	 0.583333 	 1976.1 	 2067.67 	 309.826 	 0.151913 	 1181 	 3802 	 206.853 	 76.6027 	 9 	 728.81 	 0.102031 	 69.3116 	 8.24621 	 36.61 	 15.3431 	 243 	 45 	 107.364 	 72.0434 	 169 	 623 	 136.112 	 22.6986 	 3 	 2389.28 	 0.334492 	 33.4556 	 18.2815 	 25.7177 	 6.79012 	 69 	 37 	 56.3333 	 17.0098 	  Tumour 
30 	 437.363 	 115.001 	 919.198 	 228.528 	 7033 	 111.13 	 80.7375 	 0.687151 	 0.980072 	 328.191 	 1197.19 	 269.456 	 0.225073 	 737.416 	 1076.44 	 556.294 	 -140.025 	 134.248 	 0.170198 	 788.773 	 12897 	 0.828164 	 571.38 	 732.868 	 1359.61 	 1276.6 	 0.752328 	 1575.73 	 1208.9 	 608.048 	 0.447223 	 940 	 2190 	 305.017 	 174.767 	 2 	 3167.09 	 0.450318 	 52.7975 	 17.0636 	 36.2413 	 16.1092 	 771 	 45 	 313.333 	 398.314 	 160 	 1654 	 134.9 	 21.4862 	 3 	 1177.97 	 0.167492 	 56.9605 	 40.42 	 48.5158 	 7.40208 	 69 	 38 	 53.3333 	 15.5027 	  Tumour 
31 	 452.853 	 390.818 	 689.809 	 342.883 	 9351 	 132.639 	 90.2444 	 0.732862 	 0.970826 	 389.061 	 1120.82 	 228.526 	 0.203891 	 621.036 	 1000.07 	 683.91 	 -406.827 	 224.577 	 0.245067 	 916.389 	 14520 	 0.899628 	 581.865 	 831.596 	 1593.97 	 1510.96 	 0.33211 	 1696.42 	 1577.31 	 488.381 	 0.306393 	 1324 	 4735 	 230.264 	 100.014 	 10 	 1748.9 	 0.187028 	 86.0642 	 12.6194 	 39.6692 	 18.7972 	 381 	 40 	 132.4 	 127.666 	 99 	 654 	 142.485 	 29.0711 	 2 	 986.862 	 0.105535 	 70.9521 	 70.9521 	 70.9521 	 0 	 54 	 45 	 49.5 	 6.36396 	  Tumour 
32 	 452.986 	 960.328 	 411.274 	 485.891 	 3845 	 82.3009 	 61.7199 	 0.661518 	 0.969002 	 251.622 	 1248.39 	 296.446 	 0.237463 	 792.8 	 1127.63 	 825.905 	 -146.712 	 140.618 	 0.132861 	 1058.38 	 7845 	 0.874777 	 433.196 	 738.93 	 1100.26 	 1017.26 	 0.441463 	 797.475 	 1220.07 	 521.367 	 0.473857 	 118 	 255 	 182.229 	 51.9788 	 2 	 1920.98 	 0.499606 	 22.5181 	 22.5181 	 22.5181 	 0 	 73 	 45 	 59 	 19.799 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
33 	 504.803 	 660.238 	 543.686 	 331.002 	 10878 	 152.228 	 93.0532 	 0.791418 	 0.903939 	 445.99 	 1526.65 	 393.032 	 0.257448 	 1005.35 	 1405.89 	 754.57 	 -246.985 	 134.163 	 0.135924 	 987.049 	 16524 	 0.835854 	 666.049 	 724.217 	 1478.88 	 1395.87 	 0.797735 	 1390.37 	 1541.63 	 596.156 	 0.403115 	 1581 	 6499 	 294.539 	 164.289 	 9 	 2190.02 	 0.201325 	 104.838 	 9.01388 	 52.898 	 26.993 	 547 	 45 	 175.667 	 189.934 	 343 	 2898 	 150.825 	 37.4113 	 5 	 2343.31 	 0.215417 	 106.929 	 22.0305 	 56.9274 	 26.4724 	 87 	 48 	 68.6 	 17.0822 	  Tumour 
