rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 301.605 	 242.611 	 188.799 	 65.2763 	 3989 	 95.5917 	 55.1652 	 0.816679 	 0.923807 	 276.007 	 1485.02 	 295.247 	 0.198816 	 643.432 	 1040.16 	 6804 	 0.866752 	 405.095 	 1035.07 	 1151.03 	 537.366 	 0.562005 	 1144.73 	 1144.26 	 178.354 	 0.154952 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 57.065 	 7.73382 	 23.103 	 0.158525 	 145.737 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
12 	 307.849 	 308.299 	 598.085 	 65.2763 	 3477 	 86.2548 	 55.1165 	 0.76921 	 0.893601 	 261.622 	 1685.8 	 322.832 	 0.191501 	 375.933 	 1240.93 	 5180 	 0.855633 	 356.777 	 1075.66 	 1202.82 	 589.153 	 0.901316 	 1205.47 	 1179.59 	 214.657 	 0.178462 	 69 	 69 	 379.739 	 5.73913 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 107.502 	 -11.333 	 20.8078 	 0.106068 	 196.174 	 138 	 234 	 80.7609 	 14.2727 	 2 	 1236.81 	 0.355712 	 17.6918 	 17.6918 	 17.6918 	 0 	 69 	 69 	 69 	 0 	  Tumour 
13 	 346.906 	 348.675 	 580.031 	 115.156 	 5857 	 105.59 	 77.9468 	 0.674581 	 0.906797 	 334.534 	 1841.23 	 326.058 	 0.177087 	 475.396 	 1396.37 	 9202 	 0.868113 	 474.291 	 1115.25 	 1277.38 	 663.71 	 0.282353 	 1315.84 	 1267.14 	 255.161 	 0.199754 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 105.99 	 13.7458 	 24.6454 	 0.126606 	 194.662 	 473 	 1231 	 102.852 	 36.3639 	 3 	 2550.63 	 0.435483 	 48.3998 	 12.4448 	 35.5157 	 17.9113 	 379 	 42 	 157.667 	 191.745 	  Tumour 
14 	 347.093 	 868.798 	 692.046 	 226.119 	 1964 	 78.4281 	 37.2859 	 0.879762 	 0.805578 	 230.652 	 2315 	 651.544 	 0.281445 	 951.509 	 1870.14 	 4585 	 0.813953 	 340.049 	 1183.69 	 1287.76 	 674.094 	 0.30137 	 1181.94 	 1306.78 	 202.508 	 0.157256 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 25.3913 	 -3.10518 	 13.9616 	 0.122403 	 114.063 	 72 	 74 	 111.625 	 45.1369 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	  Fib 
15 	 392.457 	 241.617 	 695.248 	 90.0056 	 10169 	 137.784 	 96.7661 	 0.711876 	 0.943233 	 440.902 	 1747.49 	 396.334 	 0.226802 	 931.926 	 1302.62 	 12827 	 0.930639 	 505.38 	 839.708 	 1026.73 	 413.069 	 0.492569 	 1173.63 	 976.733 	 240.865 	 0.234593 	 138 	 348 	 378.094 	 4.0942 	 2 	 297.773 	 0.0292824 	 31 	 31 	 31 	 0 	 69 	 69 	 69 	 0 	 85.3509 	 33.7526 	 48.4554 	 0.278443 	 174.023 	 401 	 1464 	 96.8928 	 30.4046 	 5 	 3822.31 	 0.375879 	 57.3146 	 9.94577 	 33.0916 	 14.5563 	 181 	 36 	 80.2 	 57.8291 	  Tumour 
16 	 384.397 	 117.857 	 802.448 	 149.496 	 6011 	 90.5648 	 85.9363 	 0.315598 	 0.944977 	 327.019 	 1687.42 	 402.625 	 0.238603 	 850.05 	 1242.56 	 9483 	 0.931899 	 423.681 	 825.103 	 966.153 	 352.487 	 0.140704 	 1223.32 	 942.884 	 195.151 	 0.201987 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 47.0949 	 15.566 	 13.1442 	 0.0968149 	 135.767 	 376 	 838 	 77.5665 	 11.0784 	 4 	 1169.22 	 0.194513 	 54.4885 	 16.1492 	 30.0477 	 13.8143 	 151 	 69 	 94 	 38.9358 	  Tumour 
17 	 399.898 	 606.829 	 483.037 	 139.589 	 3206 	 67.0329 	 61.2878 	 0.405051 	 0.975654 	 221.765 	 1849.82 	 626.955 	 0.338927 	 1039.47 	 1404.96 	 6309 	 0.908031 	 354.61 	 1304.61 	 1372.57 	 758.908 	 0 	 0 	 0 	 181.263 	 0.132061 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 22.7072 	 2.21381 	 9.69312 	 0.0870282 	 111.379 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
18 	 470.745 	 360.358 	 383.647 	 69.6348 	 2502 	 80.8104 	 40.2132 	 0.867393 	 0.956788 	 209.38 	 1453.39 	 255.977 	 0.176124 	 710.34 	 1008.53 	 3856 	 0.865933 	 303.64 	 932.635 	 1121.96 	 508.292 	 0.382456 	 1367 	 1051.39 	 461.718 	 0.411529 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 55.5712 	 2.13765 	 28.4001 	 0.196891 	 144.243 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
19 	 522.544 	 540.632 	 561.929 	 139.589 	 5589 	 92.6495 	 77.3651 	 0.550204 	 0.961631 	 303.321 	 2026.13 	 517.774 	 0.255549 	 1057.69 	 1581.26 	 8035 	 0.878718 	 434.451 	 1360.29 	 1628.24 	 1014.57 	 0.469849 	 1712.24 	 1603.6 	 271.623 	 0.16682 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 138.726 	 17.8726 	 25.3468 	 0.111464 	 227.398 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
20 	 538.746 	 374.942 	 678.876 	 69.6348 	 6497 	 110.813 	 78.4744 	 0.706042 	 0.909817 	 354.208 	 1956.31 	 383.811 	 0.196191 	 785.631 	 1511.45 	 7359 	 0.894494 	 400.125 	 964.563 	 1331.86 	 718.194 	 0.722955 	 1349.45 	 1325 	 349.461 	 0.262385 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 176.63 	 11.0632 	 28.0694 	 0.105802 	 265.302 	 102 	 375 	 105.451 	 38.9628 	 2 	 1967.72 	 0.302867 	 38.2635 	 38.2635 	 38.2635 	 0 	 52 	 50 	 51 	 1.41421 	  Tumour 
21 	 525.26 	 682.118 	 619.94 	 79.511 	 2371 	 73.0223 	 45.4043 	 0.783187 	 0.897766 	 213.238 	 1856.32 	 539.22 	 0.290478 	 989.215 	 1411.45 	 4621 	 0.863093 	 324.125 	 1137.87 	 1386.35 	 772.681 	 0.386139 	 1455.51 	 1366.45 	 354.925 	 0.256015 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 68.9688 	 5.05586 	 43.3645 	 0.275085 	 157.641 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
22 	 555.571 	 318.671 	 730.691 	 94.3716 	 4121 	 116.581 	 47.2893 	 0.914035 	 0.888147 	 300.652 	 2173.59 	 477.098 	 0.219498 	 1224.17 	 1728.72 	 5194 	 0.846342 	 361.983 	 1041.24 	 1278.74 	 665.07 	 0.881159 	 1287.12 	 1280.35 	 273.668 	 0.214015 	 69 	 69 	 451.42 	 77.4203 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 184.371 	 43.187 	 22.8373 	 0.0836401 	 273.042 	 121 	 124 	 115.248 	 48.7598 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 121 	 121 	 121 	 0 	  Tumour 
23 	 555.576 	 459.467 	 636.482 	 130.484 	 6823 	 110.284 	 79.1309 	 0.696537 	 0.967527 	 334.09 	 1420.18 	 189.554 	 0.133472 	 435.727 	 975.318 	 11431 	 0.905784 	 484.652 	 886.481 	 1344.15 	 730.482 	 0.442731 	 1507.7 	 1289.46 	 327.228 	 0.243446 	 69 	 69 	 288.522 	 -85.4783 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 95.6933 	 -30.5144 	 26.8515 	 0.145643 	 184.365 	 285 	 666 	 83.8947 	 17.4066 	 4 	 2754.33 	 0.403684 	 40.8684 	 12.5763 	 23.5643 	 10.5353 	 137 	 39 	 71.25 	 44.754 	  Tumour 
24 	 554.445 	 778.112 	 506.006 	 100.285 	 10081 	 138.855 	 94.555 	 0.73232 	 0.964135 	 401.421 	 2585.76 	 643.382 	 0.248817 	 1359.35 	 2140.9 	 17176 	 0.903572 	 618.517 	 1426.12 	 1848.11 	 1234.44 	 0.0508167 	 2306.21 	 1838.83 	 396.554 	 0.214573 	 69 	 69 	 540.536 	 166.536 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 148.701 	 17.2064 	 41.3103 	 0.174031 	 237.373 	 479 	 2248 	 108.507 	 42.0192 	 6 	 1248.94 	 0.123891 	 77.6872 	 12.4262 	 40.8628 	 19.3065 	 147 	 38 	 79.8333 	 39.1991 	  Tumour 
25 	 569.311 	 264.905 	 779.302 	 136.488 	 5233 	 95.0227 	 71.2819 	 0.66126 	 0.956498 	 290.208 	 1923.35 	 374.064 	 0.194486 	 1086.16 	 1478.49 	 6993 	 0.895161 	 383.439 	 963.575 	 1364.72 	 751.058 	 0.729805 	 1388.35 	 1324.25 	 334.523 	 0.245121 	 69 	 69 	 390.609 	 16.6087 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 160.502 	 10.765 	 22.4148 	 0.0899565 	 249.174 	 111 	 112 	 100.279 	 33.7911 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 111 	 111 	 111 	 0 	  Tumour 
26 	 575.813 	 621.269 	 570.537 	 79.511 	 10237 	 153.501 	 87.4505 	 0.821848 	 0.927013 	 442.132 	 2237.09 	 667.639 	 0.298441 	 1395.02 	 1792.22 	 12828 	 0.861749 	 566.108 	 1271.2 	 1645.74 	 1032.07 	 0.517045 	 1608.13 	 1637.58 	 404.719 	 0.24592 	 69 	 69 	 449.145 	 75.1449 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 143.217 	 18.5833 	 33.9389 	 0.146359 	 231.888 	 395 	 2313 	 97.9646 	 31.4764 	 5 	 2564.3 	 0.250494 	 87.7352 	 11.0496 	 48.9104 	 24.2189 	 212 	 31 	 79 	 75.1232 	  Tumour 
27 	 627.319 	 205.794 	 861.931 	 210.06 	 5765 	 109.724 	 70.0065 	 0.770016 	 0.9224 	 339.12 	 1858.63 	 378.302 	 0.203538 	 1030.95 	 1413.77 	 7740 	 0.83065 	 480.794 	 1041.21 	 1292.38 	 678.717 	 0.522422 	 1341.77 	 1262.44 	 422.14 	 0.326637 	 69 	 69 	 353.536 	 -20.4638 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 117.468 	 7.96096 	 31.1355 	 0.15104 	 206.14 	 452 	 2051 	 78.9889 	 12.5008 	 7 	 1206.95 	 0.209359 	 63.7689 	 10.1007 	 33.1741 	 14.5661 	 73 	 34 	 64.5714 	 13.5629 	  Tumour 
28 	 624.582 	 114.779 	 930.559 	 289.38 	 8671 	 119.463 	 93.526 	 0.622168 	 0.974708 	 367.848 	 1895.5 	 364.117 	 0.192095 	 929.626 	 1450.64 	 11634 	 0.928714 	 481.238 	 827.382 	 1031.55 	 417.888 	 0.421286 	 1089.56 	 1011.42 	 179.358 	 0.173872 	 138 	 454 	 356.362 	 -17.6377 	 2 	 2010.32 	 0.231844 	 41.1947 	 41.1947 	 41.1947 	 0 	 69 	 69 	 69 	 0 	 88.4185 	 -14.1989 	 28.9386 	 0.163412 	 177.09 	 293 	 1012 	 89.0751 	 22.5869 	 4 	 4210.75 	 0.485613 	 59.8898 	 11.8734 	 32.7548 	 21.3605 	 158 	 21 	 73.25 	 59.8018 	  Tumour 
29 	 623.626 	 28.9594 	 999.22 	 364.651 	 4751 	 99.6557 	 62.5993 	 0.778088 	 0.939676 	 285.48 	 1977.43 	 540.188 	 0.273176 	 1056.28 	 1532.57 	 5451 	 0.922023 	 340.912 	 845.976 	 982.847 	 369.181 	 0.328221 	 1110.44 	 952.745 	 288.432 	 0.293466 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 28.2059 	 -7.39418 	 19.8896 	 0.170174 	 116.878 	 373 	 618 	 81.6032 	 15.1151 	 3 	 1503.54 	 0.316469 	 36.8172 	 17.4581 	 24.6572 	 9.47218 	 176 	 87 	 124.333 	 46.1988 	  Tumour 
30 	 661.636 	 291.104 	 825.981 	 122.332 	 9565 	 116.36 	 110.742 	 0.306986 	 0.925496 	 422.434 	 2038.77 	 492.175 	 0.241407 	 982.169 	 1593.91 	 11473 	 0.888622 	 484.794 	 994.049 	 1273.46 	 659.794 	 0.52 	 1198.96 	 1289.48 	 373.881 	 0.293594 	 138 	 537 	 399.768 	 25.7681 	 2 	 681.515 	 0.0712509 	 47.5395 	 47.5395 	 47.5395 	 0 	 69 	 69 	 69 	 0 	 105.971 	 -2.77636 	 39.382 	 0.202329 	 194.643 	 139 	 3253 	 79.1223 	 12.6342 	 4 	 461.021 	 0.0481988 	 79.3567 	 31.5187 	 59.5355 	 19.959 	 45 	 26 	 34.75 	 7.80491 	  Tumour 
31 	 681.552 	 411.905 	 765.905 	 75.591 	 4675 	 93.398 	 64.5905 	 0.722317 	 0.941023 	 278.007 	 1423.89 	 223.437 	 0.15692 	 451.893 	 979.024 	 7110 	 0.935157 	 383.723 	 1029.39 	 1238.19 	 624.519 	 0.145299 	 1400.73 	 1203.67 	 421.065 	 0.340066 	 69 	 69 	 304.58 	 -69.4203 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 76.7115 	 -29.5553 	 25.8554 	 0.156336 	 165.383 	 174 	 611 	 90.6782 	 24.19 	 2 	 901.661 	 0.192869 	 49.0267 	 49.0267 	 49.0267 	 0 	 161 	 13 	 87 	 104.652 	  Tumour 
32 	 719.705 	 527.995 	 740.223 	 153.76 	 4557 	 90.3079 	 67.9518 	 0.658654 	 0.943869 	 283.238 	 1330.62 	 255.398 	 0.191938 	 439.659 	 885.761 	 6665 	 0.940587 	 358.711 	 773.25 	 933.068 	 319.402 	 0 	 0 	 0 	 190.234 	 0.20388 	 0 	 0 	 0 	 -374 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 38.8362 	 0.879222 	 16.9113 	 0.132629 	 127.508 	 100 	 101 	 88.22 	 21.7319 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 100 	 100 	 100 	 0 	  Tumour 
33 	 749.015 	 376.765 	 653.878 	 75.591 	 4612 	 139.986 	 43.0645 	 0.951505 	 0.931717 	 342.919 	 1393.88 	 248.574 	 0.178333 	 693.703 	 949.013 	 6971 	 0.884196 	 450.208 	 753.919 	 885.663 	 271.997 	 0.236145 	 1118.7 	 852.424 	 418.08 	 0.472053 	 0 	 0 	 0 	 -374 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 15.8997 	 -14.7151 	 24.3566 	 0.232918 	 104.572 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
34 	 842.35 	 482.079 	 870.178 	 108.074 	 7511 	 116.202 	 84.8102 	 0.683604 	 0.89406 	 418.073 	 1684.35 	 443.374 	 0.263231 	 931.624 	 1239.49 	 9905 	 0.927087 	 435.681 	 573.256 	 638.371 	 24.7047 	 0.102439 	 766.143 	 636.599 	 196.231 	 0.307394 	 0 	 0 	 0 	 -374 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 13.8654 	 9.69877 	 13.5487 	 0.132134 	 102.537 	 346 	 1087 	 76.4827 	 9.99452 	 5 	 2311.8 	 0.307788 	 39.17 	 12.7724 	 23.5391 	 9.56582 	 96 	 48 	 69.2 	 17.7961 	  Tumour 
