rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 123.695 	 1256.18 	 1137.35 	 853.025 	 1409 	 49.57 	 37.108 	 0.663023 	 0.96573 	 148.61 	 1574.33 	 542.554 	 0.344624 	 431.842 	 1444.24 	 330.131 	 8.21693 	 28.5248 	 0.0690211 	 413.277 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1935 	 0.927168 	 185.841 	 119.037 	 120.636 	 66.6752 	 0.624277 	 116.056 	 123.128 	 36.4754 	 0.302359 	  DCIS 
12 	 132.612 	 1572.25 	 823.095 	 708.255 	 2381 	 62.8573 	 49.2754 	 0.620856 	 0.933725 	 197.823 	 1319.23 	 558.573 	 0.423408 	 621.286 	 1189.13 	 317.443 	 -25.6217 	 46.248 	 0.11545 	 400.588 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3949 	 0.971703 	 253.154 	 89.4297 	 72.1561 	 18.1955 	 0.0168776 	 100.25 	 72.3064 	 18.5311 	 0.25682 	  DCIS 
13 	 136.045 	 960.682 	 1432.52 	 1017.95 	 2785 	 65.5529 	 54.1714 	 0.563117 	 0.979944 	 200.409 	 2093.59 	 1054.59 	 0.503724 	 1407.9 	 1963.49 	 407.629 	 43.3241 	 34.9643 	 0.071243 	 490.775 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 122 	 203 	 141.246 	 38.5682 	 2 	 376.141 	 0.13506 	 14.3808 	 14.3808 	 14.3808 	 0 	 67 	 55 	 61 	 8.48528 	 4324 	 0.97961 	 259.598 	 77.4376 	 61.7177 	 7.75712 	 0 	 0 	 0 	 9.33979 	 0.151331 	  Lymph 
14 	 161.268 	 1499.67 	 897.764 	 703.671 	 2791 	 60.682 	 58.7713 	 0.248963 	 0.973491 	 198.995 	 1501.63 	 527.105 	 0.351022 	 679.343 	 1371.53 	 328.413 	 60.8592 	 45.0283 	 0.109409 	 411.559 	 39 	 40 	 270.692 	 57.142 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 39 	 39 	 39 	 0 	 135 	 309 	 117.289 	 14.6112 	 3 	 534.515 	 0.191514 	 29.7321 	 11.4018 	 19.9117 	 8.26022 	 45 	 45 	 45 	 0 	 4249 	 0.971866 	 264.083 	 99.8997 	 78.908 	 24.9474 	 0.02 	 96.2 	 78.9253 	 14.5125 	 0.183917 	  DCIS 
15 	 156.592 	 1221.4 	 1174.79 	 847.869 	 970 	 46.0068 	 27.9859 	 0.793708 	 0.911654 	 132.711 	 887.599 	 135.721 	 0.152908 	 264.794 	 757.501 	 229.982 	 10.722 	 37.3159 	 0.119171 	 313.128 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 53 	 53 	 89.9811 	 -12.6966 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 53 	 53 	 53 	 0 	 1974 	 0.947217 	 181.941 	 74.7776 	 80.3081 	 26.3475 	 0.325581 	 113 	 74.3472 	 34.0933 	 0.424531 	  DCIS 
16 	 193.824 	 1370.33 	 1030.97 	 731.642 	 3656 	 112.546 	 42.9024 	 0.924494 	 0.950351 	 277.563 	 1774.8 	 705.588 	 0.397558 	 982.973 	 1644.7 	 265.989 	 31.8417 	 39.4482 	 0.112989 	 349.134 	 66 	 275 	 240.318 	 26.7679 	 2 	 611.133 	 0.167159 	 36.89 	 36.89 	 36.89 	 0 	 37 	 29 	 33 	 5.65685 	 121 	 375 	 153.76 	 51.0826 	 2 	 111.742 	 0.0305641 	 31.431 	 31.431 	 31.431 	 0 	 72 	 49 	 60.5 	 16.2635 	 5488 	 0.965008 	 326.208 	 80.1698 	 77.3199 	 23.3592 	 0.393939 	 100.325 	 71.0922 	 31.1981 	 0.403494 	  DCIS 
17 	 183.377 	 2599.51 	 247.194 	 381.005 	 1545 	 59.1671 	 34.812 	 0.808593 	 0.949017 	 163.439 	 1004.29 	 385.626 	 0.38398 	 618.925 	 874.188 	 372.913 	 57.7123 	 81.5105 	 0.178728 	 456.058 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 160.756 	 58.0778 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 2059 	 0.9506 	 181.539 	 118.127 	 111.069 	 57.1081 	 0 	 0 	 0 	 34.2701 	 0.308549 	  DCIS 
18 	 212.514 	 1399.84 	 1004.15 	 699.949 	 2521 	 104.819 	 32.5436 	 0.950582 	 0.90978 	 250.794 	 1339.14 	 374.444 	 0.279615 	 915.734 	 1209.05 	 282.363 	 63.2311 	 69.0307 	 0.188862 	 365.508 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3199 	 0.762938 	 310.409 	 107.116 	 88.5979 	 34.6372 	 0.41637 	 100.325 	 85.7793 	 28.0923 	 0.317076 	  DCIS 
19 	 208.679 	 1896.42 	 519.605 	 547.548 	 2420 	 87.6218 	 36.8587 	 0.90722 	 0.909774 	 236.007 	 826.352 	 113.693 	 0.137584 	 410.662 	 696.254 	 174.384 	 37.8265 	 30.0565 	 0.116711 	 257.53 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 80 	 84 	 105.912 	 3.23479 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 80 	 80 	 80 	 0 	 4157 	 0.938375 	 283.397 	 83.3786 	 81.0865 	 27.1258 	 0 	 0 	 0 	 32.7284 	 0.403624 	  DCIS 
20 	 190.408 	 484.482 	 1912.06 	 1304.98 	 620 	 53.3312 	 15.0617 	 0.959291 	 0.943683 	 121.782 	 1079.02 	 341.245 	 0.316254 	 593.611 	 948.922 	 389.046 	 20.5781 	 31.7468 	 0.0672328 	 472.192 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1613 	 0.937791 	 172.77 	 75.1197 	 65 	 11.0394 	 0 	 0 	 0 	 14.2646 	 0.219455 	  Fib 
21 	 208.821 	 1731.42 	 678.649 	 609.362 	 2643 	 64.8737 	 52.9138 	 0.578556 	 0.970264 	 204.167 	 1903.37 	 734.266 	 0.385772 	 1327.89 	 1773.27 	 264.556 	 -22.5463 	 32.2124 	 0.0926437 	 347.702 	 42 	 45 	 235.786 	 22.2354 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	 90 	 162 	 121.889 	 19.2112 	 2 	 982.878 	 0.37188 	 15.2971 	 15.2971 	 15.2971 	 0 	 45 	 45 	 45 	 0 	 4204 	 0.934015 	 278.569 	 80.8387 	 80.8321 	 26.8714 	 0.141221 	 123.351 	 76.0477 	 44.6514 	 0.552397 	  DCIS 
22 	 238.214 	 1659.05 	 755.508 	 587.409 	 2604 	 76.1063 	 44.6689 	 0.80964 	 0.957001 	 209.966 	 1194.11 	 289.822 	 0.242709 	 567.09 	 1064.02 	 326.016 	 -10.4195 	 61.2567 	 0.149713 	 409.161 	 55 	 60 	 248.091 	 34.5406 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 55 	 55 	 55 	 0 	 90 	 154 	 137.867 	 35.189 	 2 	 706.152 	 0.27118 	 13.6015 	 13.6015 	 13.6015 	 0 	 45 	 45 	 45 	 0 	 4077 	 0.959294 	 267.397 	 117.418 	 93.996 	 40.0354 	 0.152 	 122.395 	 91.2662 	 34.6051 	 0.368155 	  DCIS 
23 	 253.519 	 1142.2 	 1265.39 	 825.121 	 723 	 36.1002 	 26.3141 	 0.684601 	 0.911728 	 111.74 	 1125.26 	 314.462 	 0.279457 	 769.876 	 995.163 	 204.85 	 -18.4821 	 18.2467 	 0.0633574 	 287.996 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1529 	 0.972646 	 153.456 	 67.17 	 70.4315 	 16.4709 	 0 	 0 	 0 	 22.0047 	 0.312427 	  Lymph 
24 	 296.711 	 834.772 	 1575.33 	 970.901 	 2702 	 81.4185 	 42.6084 	 0.852133 	 0.968806 	 215.38 	 1519.41 	 592.745 	 0.390116 	 1038.75 	 1389.31 	 365.943 	 -41.6962 	 78.0735 	 0.173849 	 449.088 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 110.911 	 8.2334 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 5391 	 0.893289 	 362.51 	 71.437 	 71.5625 	 17.6019 	 0.178571 	 133.25 	 65.3333 	 28.3914 	 0.396736 	  Fib 
25 	 345.038 	 909.411 	 1510.88 	 885.02 	 2401 	 80.4421 	 43.0475 	 0.844765 	 0.889589 	 224.936 	 1379.31 	 469.963 	 0.340723 	 994.391 	 1249.21 	 309.605 	 10.4932 	 45.4535 	 0.115731 	 392.75 	 77 	 147 	 248.052 	 34.5016 	 2 	 237.907 	 0.0990868 	 14.5276 	 14.5276 	 14.5276 	 0 	 45 	 32 	 38.5 	 9.19239 	 77 	 80 	 152.974 	 50.2963 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 7905 	 0.899727 	 427.966 	 98.359 	 71.1396 	 17.179 	 0.152284 	 114.683 	 67.2253 	 36.2621 	 0.509732 	  DCIS 
26 	 348.564 	 1126.2 	 1299.63 	 749.801 	 3814 	 84.5957 	 57.5726 	 0.732691 	 0.981725 	 239.38 	 2219.48 	 1016.17 	 0.457841 	 1777.41 	 2089.38 	 358.88 	 53.3667 	 50.6821 	 0.114659 	 442.026 	 70 	 72 	 264.957 	 51.4068 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	 194 	 364 	 137.067 	 34.3893 	 3 	 871.851 	 0.228592 	 24.8395 	 12.3693 	 16.9951 	 6.10877 	 104 	 45 	 64.6667 	 34.0637 	 5579 	 0.983604 	 298.426 	 82.1654 	 61.6853 	 7.72469 	 0 	 0 	 0 	 10.6616 	 0.172838 	  DCIS 
27 	 355.936 	 1453.37 	 986.341 	 550.314 	 1906 	 85.7749 	 29.6185 	 0.93849 	 0.953 	 209.38 	 1795.48 	 592.12 	 0.329783 	 1172.11 	 1665.39 	 310.497 	 30.2884 	 75.5297 	 0.191874 	 393.642 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3672 	 0.904879 	 284.569 	 79.5188 	 75.0858 	 21.1252 	 0.328358 	 94.6591 	 71.7677 	 22.9883 	 0.30616 	  DCIS 
28 	 365.756 	 2658.58 	 413.581 	 207.183 	 2877 	 65.6442 	 56.1144 	 0.518915 	 0.979238 	 205.279 	 1268.86 	 413.447 	 0.325842 	 1008.52 	 1138.76 	 237.03 	 83.8725 	 44.585 	 0.139251 	 320.176 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 90 	 129 	 136.111 	 33.4334 	 2 	 213.407 	 0.0741769 	 10.6301 	 10.6301 	 10.6301 	 0 	 45 	 45 	 45 	 0 	 3553 	 0.977442 	 227.823 	 130.984 	 124.914 	 70.9535 	 0 	 0 	 0 	 58.3714 	 0.467293 	  DCIS 
29 	 375.834 	 2165.57 	 395.285 	 382.029 	 2769 	 65.5792 	 54.1615 	 0.563824 	 0.975 	 205.38 	 1771.43 	 977.01 	 0.551536 	 1471.98 	 1641.34 	 193.618 	 29.1107 	 43.3947 	 0.156794 	 276.763 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 139.444 	 36.7667 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3417 	 0.979925 	 221.196 	 69.9763 	 58.202 	 4.2414 	 0 	 0 	 0 	 6.03624 	 0.103712 	  DCIS 
30 	 406.112 	 2428.71 	 357.028 	 231.355 	 5497 	 101.889 	 70.2086 	 0.724698 	 0.964386 	 296.978 	 1484.38 	 736.177 	 0.495948 	 1153.19 	 1354.28 	 284.976 	 84.9286 	 61.6358 	 0.167433 	 368.122 	 150 	 334 	 278.493 	 64.943 	 3 	 1217.52 	 0.221487 	 16.4933 	 13.8349 	 15.1156 	 1.19128 	 58 	 40 	 50 	 9.16515 	 127 	 189 	 169.984 	 67.3065 	 2 	 911.231 	 0.165769 	 13.1291 	 13.1291 	 13.1291 	 0 	 67 	 60 	 63.5 	 4.94975 	 6388 	 0.9692 	 317.421 	 128.146 	 122.598 	 68.6372 	 0.112319 	 119.774 	 122.76 	 31.0672 	 0.253408 	  DCIS 
31 	 381.167 	 1702.24 	 763.951 	 439.851 	 2228 	 63.3684 	 45.177 	 0.701239 	 0.973351 	 182.752 	 1210.76 	 393.882 	 0.325317 	 854.338 	 1080.66 	 193.995 	 16.8535 	 31.3718 	 0.113198 	 277.141 	 45 	 45 	 174.778 	 -38.7725 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 45 	 45 	 147.133 	 44.4556 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3643 	 0.954665 	 253.397 	 73.9171 	 65.4492 	 11.4885 	 0.139831 	 101 	 63.4009 	 17.2111 	 0.262969 	  Lymph 
32 	 391.067 	 677.206 	 1747.4 	 1030.07 	 2097 	 56.8487 	 47.3417 	 0.553625 	 0.973086 	 176.995 	 1396.97 	 417.366 	 0.298765 	 1078.01 	 1266.87 	 390.827 	 64.1153 	 59.9316 	 0.126445 	 473.973 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3397 	 0.981225 	 228.77 	 71.9588 	 56.2018 	 2.24121 	 0 	 0 	 0 	 6.32059 	 0.112462 	  Lymph 
33 	 402.054 	 1435.05 	 1018.4 	 523.015 	 3046 	 95.957 	 41.0402 	 0.903924 	 0.945963 	 237.723 	 1878.57 	 820.85 	 0.436955 	 1363.07 	 1748.47 	 385.939 	 26.1742 	 85.4892 	 0.182247 	 469.084 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 100 	 109 	 120.8 	 18.1223 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 100 	 100 	 100 	 0 	 4584 	 0.942822 	 294.912 	 76.5572 	 75.7571 	 21.7965 	 0.314286 	 92.6023 	 71.4746 	 28.2092 	 0.372364 	  DCIS 
34 	 395.992 	 1853.46 	 639.116 	 389.391 	 1201 	 40.0997 	 38.4691 	 0.282266 	 0.963111 	 132.711 	 1224.56 	 295.23 	 0.24109 	 835.36 	 1094.47 	 280.292 	 6.25019 	 21.0151 	 0.0578233 	 363.437 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 131.911 	 29.2334 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 2261 	 0.975831 	 190.527 	 125.17 	 133.243 	 79.2825 	 0.0441989 	 139 	 134.133 	 36.4028 	 0.273206 	  Other 
