rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 42.1922 	 595.965 	 106.977 	 90.2497 	 4912 	 92.6551 	 68.1362 	 0.677662 	 0.976735 	 271.966 	 1657.92 	 354.954 	 0.214096 	 404.362 	 1656.71 	 8330 	 0.937219 	 443.078 	 1107.08 	 1775.61 	 1768.92 	 0.2075 	 1954.31 	 1863.33 	 915.501 	 0.515597 	 37 	 38 	 201.054 	 91.0485 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 37 	 37 	 37 	 0 	 420.887 	 -126.036 	 40.1791 	 0.0954628 	 420.887 	 77 	 293 	 174.519 	 134.902 	 2 	 142.299 	 0.0289696 	 34.796 	 34.796 	 34.796 	 0 	 39 	 38 	 38.5 	 0.707107 	  Tumour 
2 	 41.4251 	 1377.49 	 105.603 	 271.074 	 4401 	 91.9485 	 62.9371 	 0.72903 	 0.955285 	 286.492 	 1450.78 	 221.399 	 0.152607 	 190.89 	 1449.56 	 5827 	 0.96314 	 321.598 	 685.175 	 826.697 	 820.003 	 0 	 0 	 0 	 337.06 	 0.407719 	 90 	 256 	 168.956 	 58.95 	 2 	 589.987 	 0.134057 	 29.0689 	 29.0689 	 29.0689 	 0 	 45 	 45 	 45 	 0 	 356.303 	 -180.241 	 67.1371 	 0.188427 	 356.303 	 80 	 411 	 152.113 	 112.495 	 2 	 1439 	 0.326971 	 48.6398 	 48.6398 	 48.6398 	 0 	 45 	 35 	 40 	 7.07107 	  Tumour 
3 	 71.8651 	 132.155 	 464.969 	 443.677 	 8472 	 127.031 	 91.4158 	 0.694354 	 0.893859 	 395.647 	 1299.17 	 177.986 	 0.137 	 -169.631 	 1297.95 	 17799 	 0.872201 	 596.985 	 717.96 	 913.622 	 906.928 	 0.27451 	 727.564 	 936.289 	 341.108 	 0.373358 	 196 	 3850 	 203.434 	 93.4281 	 4 	 2118.53 	 0.250063 	 85.1346 	 45.7999 	 62.6794 	 13.1358 	 78 	 7 	 49 	 30.7354 	 356.252 	 -175.877 	 41.092 	 0.115345 	 356.252 	 923 	 3484 	 171.499 	 131.881 	 9 	 1419.86 	 0.167594 	 80.7231 	 11.7658 	 38.763 	 19.0008 	 189 	 44 	 92.3 	 57.0576 	  Tumour 
4 	 79.9266 	 495.912 	 106.977 	 90.4268 	 6143 	 109.66 	 72.36 	 0.751393 	 0.942033 	 336.291 	 1370.47 	 210.372 	 0.153503 	 -44.5387 	 1369.26 	 10472 	 0.951049 	 467.806 	 927.078 	 1897.36 	 1890.66 	 0.517815 	 2153.16 	 1768.18 	 654.805 	 0.345114 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 528.571 	 -36.1842 	 42.5259 	 0.0804544 	 528.571 	 431 	 2002 	 173.392 	 133.774 	 7 	 1544.56 	 0.251435 	 71.7844 	 11.5568 	 38.3345 	 18.4325 	 110 	 33 	 61.5714 	 28.7973 	  Tumour 
5 	 85.7319 	 1217.56 	 623.554 	 232.28 	 10345 	 126.769 	 104.551 	 0.565522 	 0.964749 	 428.132 	 1205.96 	 200.794 	 0.166501 	 -31.0459 	 1204.75 	 13381 	 0.961003 	 480.652 	 807.815 	 1267.51 	 1260.81 	 0 	 0 	 0 	 382.287 	 0.301606 	 91 	 342 	 155.78 	 45.7747 	 2 	 360.932 	 0.0348895 	 39.0649 	 39.0649 	 39.0649 	 0 	 49 	 42 	 45.5 	 4.94975 	 469.813 	 -137.228 	 60.5242 	 0.128826 	 469.813 	 469 	 1856 	 170.531 	 130.913 	 8 	 1720.8 	 0.166341 	 73.9062 	 10.5531 	 34.7466 	 19.0543 	 90 	 32 	 58.625 	 18.9053 	  Tumour 
6 	 108.747 	 777.511 	 193.941 	 206.969 	 8098 	 167.731 	 64.3944 	 0.923369 	 0.923796 	 407.22 	 1490.46 	 428.503 	 0.287497 	 176.843 	 1489.25 	 11484 	 0.832657 	 579.078 	 1408.33 	 1972.37 	 1965.68 	 0.347015 	 2261.96 	 1894.42 	 680.454 	 0.344993 	 68 	 402 	 196.206 	 86.2003 	 2 	 2230.9 	 0.275487 	 46.8425 	 46.8425 	 46.8425 	 0 	 41 	 27 	 34 	 9.89949 	 559.73 	 -25.5925 	 62.6453 	 0.111921 	 559.73 	 790 	 4717 	 168.687 	 129.069 	 10 	 1720.57 	 0.212469 	 124.535 	 9.33791 	 59.866 	 35.477 	 223 	 31 	 71.8182 	 60.8092 	  Tumour 
7 	 81.3782 	 423.075 	 177.341 	 156.541 	 4881 	 90.5358 	 70.3629 	 0.629274 	 0.95781 	 279.622 	 1088.88 	 268.381 	 0.246475 	 -301.766 	 1087.66 	 11617 	 0.836719 	 559.789 	 1234.44 	 1836.73 	 1830.04 	 0.516129 	 1853.25 	 1791.96 	 593.209 	 0.32297 	 45 	 46 	 205.6 	 95.5944 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 468.056 	 -203.782 	 38.4628 	 0.0821755 	 468.056 	 376 	 943 	 173.59 	 133.972 	 3 	 1280.18 	 0.262278 	 38.237 	 19.1442 	 27.5044 	 8.73409 	 277 	 45 	 125.333 	 131.424 	  Tumour 
8 	 108.421 	 1794.64 	 1200.82 	 179.805 	 10936 	 132.048 	 107.854 	 0.576951 	 0.972954 	 416.475 	 1295.33 	 291.062 	 0.224701 	 33.6267 	 1294.12 	 18616 	 0.943442 	 593.889 	 711.156 	 864.128 	 857.434 	 0.255159 	 694.926 	 894.919 	 331.751 	 0.383914 	 89 	 254 	 170.775 	 60.7697 	 2 	 4744.12 	 0.433807 	 23.7334 	 23.7334 	 23.7334 	 0 	 48 	 41 	 44.5 	 4.94975 	 507.555 	 -74.1221 	 63.2487 	 0.124614 	 507.555 	 170 	 380 	 205.918 	 166.3 	 3 	 2711.03 	 0.247899 	 17.7506 	 13.5186 	 15.9285 	 1.94659 	 66 	 40 	 56.6667 	 14.4684 	  Tumour 
9 	 127.622 	 827.124 	 246.489 	 255.002 	 4925 	 140.779 	 44.9512 	 0.947653 	 0.956496 	 346.652 	 1032.15 	 250.162 	 0.242371 	 1.48253 	 1030.93 	 9719 	 0.844249 	 538.274 	 1499.73 	 1774.11 	 1767.41 	 0.555085 	 1829.88 	 1737.99 	 667.57 	 0.376285 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 488.616 	 -143.808 	 70.3996 	 0.14408 	 488.616 	 208 	 412 	 149.139 	 109.521 	 2 	 1261.91 	 0.256226 	 21.8867 	 21.8867 	 21.8867 	 0 	 163 	 45 	 104 	 83.4386 	  Tumour 
10 	 101.646 	 1669.59 	 1075.67 	 73 	 3652 	 88.0059 	 54.7638 	 0.782799 	 0.958279 	 248.35 	 1348.74 	 350.299 	 0.259723 	 145.248 	 1347.53 	 5144 	 0.914001 	 325.539 	 480.706 	 625.414 	 618.721 	 0.328947 	 952.06 	 550.607 	 314.796 	 0.50334 	 48 	 52 	 162.667 	 52.6611 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 48 	 48 	 48 	 0 	 345.555 	 -160.33 	 51.8026 	 0.149911 	 345.555 	 141 	 520 	 152.191 	 112.574 	 3 	 924.953 	 0.253273 	 44.0727 	 12.8062 	 29.9136 	 14.168 	 51 	 45 	 47 	 3.4641 	  Tumour 
