rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 20.9241 	 1004.15 	 644.873 	 60.8358 	 1120 	 47.2732 	 31.11 	 0.752941 	 0.941968 	 137.882 	 985.299 	 353.222 	 0.358492 	 290.232 	 861.115 	 1669 	 0.960852 	 156.225 	 259.899 	 289.442 	 199.487 	 0 	 0 	 298.587 	 136.815 	 0.472685 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 30.5161 	 -24.2471 	 10.2994 	 0.125896 	 81.8089 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
2 	 47.0882 	 949.48 	 143.951 	 60.8358 	 2584 	 68.7696 	 49.1256 	 0.699789 	 0.936911 	 212.208 	 804.826 	 203.991 	 0.25346 	 135.122 	 680.642 	 3531 	 0.938596 	 238.35 	 295.422 	 446.905 	 356.95 	 0.0452261 	 709.444 	 433.53 	 249.554 	 0.558406 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 32.2626 	 -28.7338 	 9.95775 	 0.119176 	 83.5553 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
3 	 61.9526 	 221.453 	 73.1642 	 320 	 4786 	 87.317 	 69.9344 	 0.598764 	 0.980939 	 266.35 	 1019.13 	 297.393 	 0.29181 	 368.515 	 894.948 	 7681 	 0.933974 	 363.404 	 529.244 	 881.934 	 791.98 	 0.203279 	 728.355 	 889.715 	 252.438 	 0.286233 	 115 	 421 	 117.67 	 16.3423 	 2 	 1359.36 	 0.284028 	 38.662 	 38.662 	 38.662 	 0 	 64 	 51 	 57.5 	 9.19239 	 65.2783 	 -13.508 	 12.7662 	 0.109515 	 116.571 	 227 	 229 	 1217.38 	 950.182 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 227 	 227 	 227 	 0 	  Tumour 
4 	 70.6824 	 545.1 	 404.712 	 430.601 	 1716 	 47.63 	 47.1272 	 0.144917 	 0.953333 	 164.853 	 768.27 	 186.278 	 0.242464 	 113.215 	 644.086 	 3926 	 0.888637 	 276.007 	 486.24 	 713.017 	 623.062 	 0.276596 	 649.538 	 712.881 	 195.062 	 0.273573 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 48.4601 	 -19.7484 	 10.5256 	 0.105517 	 99.7529 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
5 	 88.7432 	 152.825 	 797.107 	 260.417 	 2118 	 57.1868 	 48.3172 	 0.534923 	 0.968893 	 177.439 	 819.919 	 190.411 	 0.232231 	 283.453 	 695.734 	 5726 	 0.76921 	 413.446 	 530.431 	 738.259 	 648.304 	 0.181034 	 747.349 	 730.488 	 323.754 	 0.438538 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 54.3729 	 -9.76961 	 11.6918 	 0.110649 	 105.666 	 56 	 58 	 204.768 	 -62.4338 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	  Tumour 
6 	 130.582 	 506.221 	 450.894 	 359.244 	 5664 	 103.214 	 71.5126 	 0.721077 	 0.952573 	 316.049 	 678.736 	 184.077 	 0.271205 	 333.672 	 554.551 	 14408 	 0.922703 	 534.701 	 450.128 	 707.182 	 617.227 	 0.144737 	 630.652 	 708.557 	 260.373 	 0.368184 	 60 	 61 	 107.4 	 6.07273 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	 56.3093 	 -11.6287 	 15.9506 	 0.148237 	 107.602 	 128 	 179 	 208.125 	 -59.0766 	 2 	 3003.36 	 0.530254 	 10.9013 	 10.9013 	 10.9013 	 0 	 83 	 45 	 64 	 26.8701 	  Tumour 
7 	 166.498 	 867.962 	 143.951 	 198.799 	 3366 	 74.8783 	 58.4671 	 0.624745 	 0.940223 	 240.693 	 806.605 	 157.664 	 0.195466 	 397.479 	 682.421 	 11719 	 0.959002 	 438.375 	 399.078 	 820.192 	 730.237 	 0.298667 	 1155.29 	 748.257 	 323.719 	 0.394686 	 53 	 57 	 104.415 	 3.08782 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 53 	 53 	 53 	 0 	 44.8359 	 -18.9608 	 13.5072 	 0.140511 	 96.1286 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
8 	 174.696 	 28.8182 	 928.862 	 143 	 3378 	 95.0544 	 47.427 	 0.866633 	 0.911987 	 259.723 	 1255.94 	 472.603 	 0.376294 	 783.547 	 1131.76 	 4376 	 0.827065 	 329.321 	 653.777 	 836.288 	 746.333 	 0.336842 	 836.208 	 836.663 	 260.986 	 0.312077 	 62 	 248 	 116.726 	 15.3985 	 2 	 183.518 	 0.0543273 	 35.3366 	 35.3366 	 35.3366 	 0 	 49 	 13 	 31 	 25.4558 	 77.5713 	 -0.884101 	 18.3868 	 0.142684 	 128.864 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
9 	 190.695 	 809.203 	 200.838 	 258.699 	 6008 	 118.851 	 66.4972 	 0.828829 	 0.951687 	 329.262 	 1061.67 	 269.326 	 0.253682 	 761.124 	 937.486 	 11466 	 0.829667 	 498.718 	 411.195 	 835.114 	 745.159 	 0.384439 	 1026.82 	 763.118 	 408.037 	 0.4886 	 134 	 344 	 109.754 	 8.42646 	 2 	 1342.58 	 0.223465 	 26.4664 	 26.4664 	 26.4664 	 0 	 69 	 65 	 67 	 2.82843 	 46.3003 	 -25.1166 	 18.2752 	 0.187259 	 97.593 	 293 	 306 	 1235.98 	 968.778 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 293 	 293 	 293 	 0 	  Tumour 
10 	 193.217 	 60.0264 	 900.909 	 128.787 	 1819 	 70.8157 	 35.2395 	 0.867394 	 0.911779 	 184.61 	 1041.79 	 320.982 	 0.308107 	 732.823 	 917.602 	 3210 	 0.803303 	 279.907 	 550.649 	 780.428 	 690.473 	 0.411017 	 846.289 	 752.24 	 291.504 	 0.373519 	 8 	 8 	 109 	 7.67273 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 8 	 8 	 8 	 0 	 70.1437 	 -3.44934 	 14.2211 	 0.117107 	 121.437 	 166 	 171 	 533.235 	 266.033 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 166 	 166 	 166 	 0 	  Tumour 
