rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NucAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 
11	289.023	164.334	272.947	152.201	1853	54.187	44.1647	0.579401	0.954663	177.681	2898.98	517.494	0.178509	1317.57	2438.98	4342	0.912952	290.049	1293.12	1431.22	719.22	0.392562	1408.58	1435.35	174.217	0.121726	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	7.8554	-13.4209	23.6608	0.254814	92.8554	11	13	126	37	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	11	11	11	0	  DCIS 
12	344.307	393.12	90.2718	165.097	10488	144.239	95.4376	0.749801	0.912317	448.517	1576.4	333.979	0.211862	902.409	1116.4	14544	0.896008	538.902	1175.21	1478.89	766.89	0.566524	1478.95	1473.25	290.917	0.196713	78	211	346.064	81.064	2	2199.19	0.209687	23.0225	23.0225	23.0225	0	45	33	39	8.48528	125.682	17.6043	29.8035	0.141462	210.682	386	1779	117.326	28.326	6	3062.84	0.292033	54.7843	9.96122	31.1303	13.6552	97	34	64.3333	23.0536	  Tumour 
13	304.994	851.587	857.123	203.961	1145	57.7716	26.3303	0.8901	0.941612	150.024	1184.07	227.296	0.191961	546.559	724.07	3885	0.785801	333.019	1652.12	1726.87	1014.87	0.3	1677.14	1734.04	260.512	0.150858	20	21	555.5	290.5	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	20	20	20	0	3.0987	-10.3635	10.8308	0.122939	88.0987	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Lymph 
14	351.376	303.092	359.44	152.201	7695	130.023	77.429	0.803354	0.963923	375.019	1703.4	429.971	0.252419	997.056	1243.4	11277	0.89104	494.032	1137.74	1381.9	669.9	0.529138	1358.31	1391.4	161.34	0.116752	90	346	322.733	57.733	2	211.869	0.0275333	39.6232	39.6232	39.6232	0	45	45	45	0	96.461	32.8679	28.5702	0.157446	181.461	121	137	139.86	50.86	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	121	121	121	0	  Tumour 
15	326.668	140.027	297.523	164.757	1459	52.84	35.9871	0.73223	0.927527	155.782	2725.02	526.47	0.193198	1287.15	2265.02	3342	0.88226	259.664	1150.64	1293.86	581.86	0.258065	1310.09	1290.16	190.242	0.147034	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-2.0966	-10.0829	9.92127	0.119673	82.9034	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Lymph 
16	373.054	845.418	873.325	167.598	2326	63.6487	47.3584	0.668114	0.965145	189.581	1276.28	249.477	0.195472	642.315	816.28	5456	0.8354	337.019	1590.98	1763.55	1051.55	0.295775	1664.88	1784.71	184.563	0.104654	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	22.586	-5.86308	11.8751	0.110378	107.586	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
17	427.947	455.802	254.922	121.511	7193	103.726	94.1283	0.420109	0.896771	383.161	1737.86	418.56	0.240848	1056.84	1277.86	10226	0.765362	546.6	1170.77	1474.92	762.92	0.645161	1548.91	1442.73	335.247	0.227298	131	474	325.496	60.496	1	0	0	 NaN 	 NaN 	 NaN 	0	86	45	65.5	28.9914	137.658	38.0513	29.6887	0.133338	222.658	81	90	131.173	42.173	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	81	81	81	0	  Tumour 
18	431.864	303.611	385.996	179.109	2339	65.5862	49.3972	0.657832	0.90835	206.652	1452.72	342.768	0.23595	809.538	992.72	4424	0.816688	338.09	1089.46	1203.64	491.64	0.459364	1252.38	1184.58	196.746	0.163459	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	20.072	2.54972	25.2156	0.239983	105.072	9	10	106	17	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	9	9	9	0	  Tumour 
19	493.103	727.924	240.333	107.87	8516	135.491	80.1542	0.806243	0.976942	379.789	2158.54	879.451	0.407428	1431.58	1698.54	10369	0.888137	463.588	1674.13	1848.69	1136.69	0	0	0	364.228	0.197019	40	41	458.35	193.35	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	40	40	40	0	87.847	24.438	30.6942	0.17758	172.847	262	752	128.595	39.595	5	4197.8	0.492931	36.1047	6.74156	19.6705	8.14592	156	18	52.4	58.3549	  Tumour 
20	505.372	549.679	688.616	97.1442	4313	130.392	42.5458	0.945269	0.950419	320.877	1495.29	421.293	0.281747	792.582	1035.29	7428	0.841604	485.345	1256.06	1514.66	802.66	0.0815348	1454.21	1509.7	388.628	0.256577	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	48.134	-10.1817	38.8906	0.292117	133.134	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Fib 
21	513.322	622.085	749.026	107.87	4538	143.683	41.6487	0.957068	0.924048	345.12	1573.46	561.457	0.35683	906.882	1113.46	6962	0.870141	478.291	1077.36	1180.57	468.57	0	0	1176.67	199.481	0.168971	90	224	385.667	120.667	2	154.159	0.0339707	25.02	25.02	25.02	0	45	45	45	0	6.301	-0.502955	10.4686	0.11466	91.301	14	14	100.286	11.286	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	14	14	14	0	  Fib 
22	513.295	444.616	323.037	105.304	7482	106.21	91.6577	0.505232	0.9335	358.676	1741.34	428.957	0.246337	1071.95	1281.34	9425	0.879772	444.759	1186.93	1572.15	860.15	0.513298	1567.78	1557.04	279.247	0.177621	90	206	296.189	31.189	2	458.541	0.0612859	20.5183	20.5183	20.5183	0	45	45	45	0	69.773	-34.6723	25.7408	0.166314	154.773	342	1183	113.754	24.754	3	739.702	0.0988642	42.0267	9.75687	30.7672	16.2885	175	20	114	82.6015	  Tumour 
23	596.195	515.942	357.851	97.1442	8227	119.682	89.3112	0.665682	0.950549	376.617	1565.11	405.174	0.258878	854.073	1105.11	11875	0.904348	490.659	1239.02	1485.12	773.12	0.427208	1429.05	1494.4	210.958	0.142047	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	128.764	12.3378	18.5049	0.0865672	213.764	194	471	108.675	19.675	4	2442.72	0.296914	25.9052	7.65971	16.8214	6.28397	137	17	48.5	59.0395	  Tumour 
24	588.021	216.004	568.898	179.109	2080	69.8113	39.2837	0.826653	0.900043	198.309	1218.38	211.491	0.173583	614.225	758.38	3952	0.87395	302.049	1309.82	1349.84	637.84	0	0	0	179.238	0.132785	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	7.201	-5.64989	10.1615	0.110211	92.201	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
25	696.441	523.584	449.605	192.762	3127	86.0301	48.8732	0.822964	0.941584	253.765	1184.97	230.643	0.194641	534.759	724.97	7995	0.949412	401.019	1193.89	1380.75	668.75	0.497126	1405.58	1372.1	226.71	0.164194	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	113.776	13.7188	24.126	0.121373	198.776	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
26	764.21	560.758	507.23	187.385	10763	183.665	76.1047	0.91011	0.942222	477.588	1505.27	323.628	0.214997	817.567	1045.27	13663	0.899473	585.428	1056.97	1292.22	580.22	0.254473	1429.71	1268.91	240.422	0.186054	163	2114	375.73	110.73	3	4253.79	0.395224	98.732	50.6952	69.7032	22.842	73	45	54.3333	16.1658	70.642	0.574118	18.7188	0.120268	155.642	239	2775	97.1464	8.1464	7	3710.05	0.344704	94.7956	11.8348	47.1051	24.0022	45	14	34.1429	13.8616	  Tumour 
27	746.885	267.693	736.179	243.019	1796	68.0112	35.2706	0.855017	0.934443	192.794	1102.74	180.002	0.163232	468.937	642.74	4963	0.906318	304.978	1325.8	1345.06	633.06	0	0	0	162.314	0.120675	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	11.4037	3.77819	7.69243	0.0797939	96.4037	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
28	770.93	78.4921	723.339	407.427	2906	74.3323	50.7862	0.730201	0.977135	211.924	1610.5	412.6	0.256194	1069.01	1150.5	3732	0.966589	243.924	851.852	928.078	216.078	0	0	0	195.504	0.210655	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-6.2275	-0.497795	9.14362	0.116076	78.7725	45	45	87.1111	-1.8889	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	45	45	45	0	  DCIS 
29	864.209	480.707	622.93	126.621	5519	114.918	61.3921	0.845343	0.968416	320.191	1491.43	395.792	0.265379	860.22	1031.43	8691	0.906068	418.617	1071.66	1317.29	605.29	0.0451977	1392.75	1316.22	232.887	0.176792	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	65.891	-4.48065	20.9526	0.138859	150.891	16	17	92.375	3.375	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	16	16	16	0	  Tumour 
30	926.534	814.741	1175.09	139.807	5804	100.495	74.2325	0.674066	0.973826	296.35	1301.66	231.887	0.178147	751.892	841.66	7038	0.973579	319.765	755.461	852.507	140.507	0	0	0	121.827	0.142905	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0.7612	-3.47943	7.26238	0.0846815	85.7612	60	61	108.4	19.4	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	60	60	60	0	  DCIS 
31	950.748	572.907	1050.77	115.763	4388	141.203	42.926	0.952672	0.857534	368.759	1116.34	184.071	0.164888	502.229	656.34	7246	0.903717	400.09	919.017	941.728	229.728	0	0	946.481	233.389	0.247831	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	14.5112	-8.78905	19.091	0.191848	99.5112	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Fib 
32	922.627	195.062	888.705	292.022	2308	58.601	50.4712	0.508149	0.968121	191.137	1536.78	520.268	0.338545	886.977	1076.78	3933	0.955307	245.238	1043.49	1148.34	436.34	0	0	1145.35	171.952	0.149739	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-1.5936	-1.99491	10.1347	0.12151	83.4064	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
33	944.591	265.112	925.298	230.688	2943	78.2515	48.307	0.786705	0.974503	217.723	1411.25	339.082	0.240271	814.169	951.25	4086	0.935654	262.35	1076.84	1119.86	407.86	0	0	0	152.081	0.135804	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	11.051	11.2356	14.6497	0.15252	96.051	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
34	958.612	703.596	1130.04	61.0574	1230	59.8913	26.6145	0.895839	0.933232	159.782	1094.58	158.43	0.144741	498.034	634.58	1717	0.949668	170.267	758.157	808.469	96.469	0.234483	803.647	808.301	65.3131	0.0807862	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	3.7561	1.53861	11.6199	0.130919	88.7561	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Lymph 
35	1011.44	671.645	746.268	61.0574	5860	91.8362	83.0745	0.426273	0.941214	324.191	1423.28	337.976	0.237463	730.475	963.28	6922	0.945112	330.534	638.676	695.329	-16.671	0.328571	718.663	692.434	104.921	0.150895	90	176	233.233	-31.767	2	2429.7	0.414625	16.4012	16.4012	16.4012	0	45	45	45	0	21.505	10.3032	11.8134	0.110918	106.505	99	186	97.9293	8.9293	2	4028.07	0.687385	12.3692	12.3692	12.3692	0	71	28	49.5	30.4056	  Tumour 
36	997.57	119.62	952.889	385.068	2410	75.5406	41.312	0.837208	0.963615	206.066	1369	377.991	0.276106	732.826	909	3264	0.966538	224.167	964.186	1089.83	377.83	0	0	0	54.2072	0.0497393	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-7.9075	-4.45404	7.14019	0.0926184	77.0925	26	28	177.808	88.808	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	26	26	26	0	  DCIS 
37	1038.05	730	776.925	83.1685	2326	83.3584	37.5829	0.892595	0.865006	236.066	1094.86	167.208	0.152721	462.901	634.86	3198	0.928033	239.196	623.377	695.722	-16.278	0.268519	659.345	701.067	92.6687	0.133198	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-3.264	-0.0223912	9.7759	0.119603	81.736	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
38	1175.97	792.587	1358.75	73.6817	2559	127.179	26.3912	0.978232	0.916219	305.605	1014.16	120.779	0.119093	420.075	554.16	3620	0.890967	319.362	531.633	593.448	-118.552	0.208955	503.518	603.586	75.6576	0.127488	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-16.2063	-3.19158	6.99556	0.101689	68.7937	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Fib 
39	1198.89	723.336	936.695	73.6817	6139	129.393	69.3633	0.844176	0.823806	367.546	1032.77	158.378	0.153353	349.513	572.77	7698	0.864458	383.647	478.868	532	-180	0.17284	501.804	534.334	92.9141	0.174651	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	4.7154	0.926279	7.98734	0.0890297	89.7154	46	175	87.2826	-1.7174	2	3580.31	0.583207	29.5677	29.5677	29.5677	0	34	12	23	15.5563	  Tumour 
40	1202.94	486.098	1239.36	237.034	1530	50.2329	39.0421	0.629227	0.961055	155.439	1071.45	151.619	0.141509	524.046	611.45	2165	0.988133	170.711	585.814	650.867	-61.133	0	0	0	30.5901	0.046999	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-14.0693	-3.57712	4.93242	0.0695385	70.9307	83	263	92.1205	3.1205	2	60.1267	0.0392985	28.2784	28.2784	28.2784	0	49	34	41.5	10.6066	  DCIS 
41	1227.99	421.931	1241.2	302.394	2163	64.6381	42.787	0.74955	0.969086	183.238	1246.45	229.043	0.183757	687.007	786.45	2860	0.965238	205.924	653.829	744.391	32.391	0.217877	767.564	743.72	43.891	0.0589623	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-13.7208	-2.48383	9.48687	0.133094	71.2792	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
42	1249.9	329.478	1236.7	397.287	2195	61.4931	46.2599	0.658847	0.977728	182.409	1231.07	221.268	0.179737	683.587	771.07	3000	0.986193	204.167	654.941	757.42	45.42	0	0	754.977	68.5771	0.0905403	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-16.1093	-2.41409	5.2623	0.0763862	68.8907	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
43	1276.84	396.887	1280.53	335.201	2277	64.3897	45.5422	0.706924	0.958737	195.238	1041.86	126.091	0.121025	502.263	581.86	3051	0.969187	211.681	645.645	722.742	10.742	0.209677	748.308	720.514	82.4942	0.114141	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-13.3636	-3.27339	8.41903	0.117524	71.6364	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  DCIS 
44	1337.63	272.415	1310.79	471.934	609	36.8284	21.5987	0.809972	0.945652	104.468	992.982	117.454	0.118284	379.154	532.982	1082	0.969534	124.569	721.818	751.278	39.278	0	0	0	56.1681	0.0747634	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-15.1609	-4.09948	6.7048	0.0960035	69.8391	12	12	97.8333	8.8333	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	12	12	12	0	  Lymph 
45	1370.85	53.3499	1322.14	663.501	1209	51.8236	30.029	0.815011	0.95347	145.681	974.256	104.789	0.107558	415.724	514.256	1842	0.982924	163.054	913.771	927.292	215.292	0	0	0	91.7953	0.0989929	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	-13.426	0.0548325	4.21323	0.0588654	71.574	0	0	0	0	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Lymph 
