rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
103 	 826.271 	 773.127 	 1004.74 	 123.548 	 3968 	 92.2804 	 55.9459 	 0.795267 	 0.942742 	 266.208 	 887.663 	 181.224 	 0.204159 	 566.616 	 787.828 	 133 	 357 	 772.947 	 509.276 	 2 	 1968.04 	 0.495977 	 31.664 	 31.664 	 31.664 	 0 	 79 	 54 	 66.5 	 17.6777 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 303.914 	 68.375 	 55.6358 	 0.155002 	 358.936 	 5276 	 0.904664 	 340.368 	 208.726 	 257.27 	 201.515 	 0.606918 	 284.845 	 244.965 	 68.2682 	 0.265356 	  Tumour 
104 	 828.975 	 593.731 	 904.524 	 94.921 	 1729 	 65.3333 	 35.7189 	 0.837317 	 0.936113 	 179.338 	 1003.06 	 336.791 	 0.335762 	 644.28 	 903.226 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 267.082 	 104.798 	 67.8729 	 0.210718 	 322.104 	 3095 	 0.904971 	 245.74 	 215.683 	 225.309 	 169.553 	 0.347826 	 265.762 	 216.424 	 91.9033 	 0.4079 	  Tumour 
105 	 849.539 	 717.024 	 989.526 	 98.7927 	 3428 	 74.3152 	 60.7702 	 0.575594 	 0.943054 	 243.865 	 1176.26 	 345.162 	 0.29344 	 787.466 	 1076.43 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 112 	 143 	 163.955 	 26.3692 	 2 	 721.587 	 0.210498 	 9.62422 	 9.62422 	 9.62422 	 0 	 57 	 55 	 56 	 1.41421 	 268.407 	 103.473 	 66.4394 	 0.205422 	 323.429 	 5107 	 0.850316 	 354.752 	 204.077 	 254.609 	 198.853 	 0.688073 	 298.524 	 231.862 	 94.738 	 0.372093 	  Tumour 
106 	 879.612 	 866.576 	 1106.76 	 231.948 	 8150 	 115.345 	 90.388 	 0.621228 	 0.971163 	 360.191 	 1148.28 	 324.543 	 0.282635 	 747.48 	 1048.44 	 121 	 180 	 1121.49 	 857.816 	 2 	 3467.18 	 0.42542 	 12.9986 	 12.9986 	 12.9986 	 0 	 61 	 60 	 60.5 	 0.707107 	 190 	 632 	 160.953 	 23.3664 	 2 	 611.153 	 0.0749881 	 42.7277 	 42.7277 	 42.7277 	 0 	 114 	 76 	 95 	 26.8701 	 243.952 	 62.8349 	 69.0334 	 0.230901 	 298.974 	 10440 	 0.923649 	 485.522 	 160.601 	 191.447 	 135.692 	 0.35123 	 227.14 	 180.846 	 62.7831 	 0.327939 	  Tumour 
107 	 868.562 	 83.8658 	 1907.8 	 91.6788 	 1691 	 53.703 	 41.3266 	 0.638599 	 0.928611 	 168.711 	 836.214 	 152.615 	 0.182507 	 302.591 	 736.378 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 450.093 	 10.8459 	 39.3847 	 0.0779717 	 505.115 	 2823 	 0.878345 	 245.497 	 334.943 	 311.216 	 255.461 	 0.506494 	 274.564 	 326.344 	 91.6154 	 0.294379 	  Other 
108 	 886.457 	 256.236 	 845.558 	 172.838 	 5137 	 82.873 	 80.0028 	 0.260899 	 0.947436 	 292.149 	 1237.44 	 493.364 	 0.398696 	 838.002 	 1137.61 	 118 	 311 	 986.805 	 723.134 	 2 	 538.569 	 0.104841 	 30.5596 	 30.5596 	 30.5596 	 0 	 67 	 51 	 59 	 11.3137 	 153 	 283 	 214.523 	 76.9367 	 2 	 1341.16 	 0.261078 	 19.9846 	 19.9846 	 19.9846 	 0 	 81 	 72 	 76.5 	 6.36396 	 552.064 	 132.374 	 86.5216 	 0.14252 	 607.085 	 6251 	 0.92184 	 351.439 	 309.444 	 336.954 	 281.199 	 0.587156 	 317.656 	 340.683 	 99.0171 	 0.293859 	  Tumour 
109 	 887.272 	 1669.36 	 1747.09 	 153.522 	 3090 	 77.2143 	 53.8121 	 0.71715 	 0.909091 	 240.593 	 869.076 	 186.059 	 0.214088 	 476.773 	 769.24 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 65 	 65 	 164.923 	 27.3369 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 268.49 	 83.0953 	 41.0951 	 0.127028 	 323.512 	 4161 	 0.863816 	 300.125 	 190.006 	 217.341 	 161.585 	 0.594982 	 230.181 	 211.672 	 68.7844 	 0.316482 	  Tumour 
110 	 915.268 	 165.731 	 866.519 	 94.0213 	 5285 	 89.5887 	 77.6761 	 0.498256 	 0.948322 	 296.936 	 1216.06 	 328.987 	 0.270536 	 692.48 	 1116.22 	 114 	 464 	 777.781 	 514.109 	 2 	 82.2123 	 0.0155558 	 44.9612 	 44.9612 	 44.9612 	 0 	 64 	 50 	 57 	 9.89949 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 403.91 	 13.2991 	 92.8222 	 0.202257 	 458.932 	 9900 	 0.847095 	 532.25 	 234.545 	 321.559 	 265.804 	 0.942857 	 331.089 	 312.165 	 108.508 	 0.337444 	  Tumour 
111 	 900.163 	 757.725 	 1054.08 	 163.11 	 2124 	 61.9755 	 44.0375 	 0.703634 	 0.94526 	 187.924 	 1044.4 	 447.306 	 0.42829 	 640.456 	 944.566 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 171.313 	 27.3955 	 75.3973 	 0.333123 	 226.335 	 2807 	 0.868502 	 239.497 	 197.525 	 236.578 	 180.822 	 0.577778 	 301.238 	 200.74 	 137.181 	 0.579855 	  Tumour 
112 	 942.432 	 493.422 	 961.716 	 165.012 	 14581 	 186.907 	 103.024 	 0.834371 	 0.918778 	 525.671 	 1545.05 	 584.268 	 0.378154 	 1128.29 	 1445.22 	 193 	 2675 	 1337.05 	 1073.38 	 3 	 4932.34 	 0.338271 	 105.729 	 34.2405 	 77.1789 	 33.8575 	 69 	 59 	 64.3333 	 5.03322 	 427 	 4704 	 178.696 	 41.1093 	 7 	 2825.53 	 0.193782 	 141.459 	 11.9286 	 67.7802 	 36.855 	 72 	 35 	 61 	 13.2288 	 302.287 	 171.934 	 127.737 	 0.357497 	 357.308 	 22564 	 0.896215 	 782.132 	 189.945 	 162.274 	 106.518 	 0.343056 	 186.202 	 156.471 	 80.1952 	 0.494198 	  Tumour 
113 	 929.068 	 1777.92 	 1862.94 	 250.416 	 6442 	 103.077 	 81.392 	 0.613591 	 0.972231 	 320.25 	 798.095 	 233.951 	 0.293137 	 378.882 	 698.26 	 90 	 472 	 633.289 	 369.617 	 2 	 1794.1 	 0.2785 	 53 	 53 	 53 	 0 	 45 	 45 	 45 	 0 	 166 	 699 	 156.277 	 18.6909 	 2 	 2302.07 	 0.357353 	 52.5763 	 52.5763 	 52.5763 	 0 	 121 	 45 	 83 	 53.7401 	 201.183 	 27.2624 	 36.7332 	 0.143374 	 256.205 	 8515 	 0.904504 	 424.167 	 179.949 	 230.957 	 175.201 	 0.469697 	 199.269 	 237.263 	 104.302 	 0.451606 	  Tumour 
114 	 941.758 	 1718.89 	 1817.51 	 225.375 	 3617 	 106.138 	 46.4904 	 0.898965 	 0.874305 	 282.492 	 877.55 	 145.07 	 0.165313 	 394.378 	 777.714 	 93 	 480 	 787.065 	 523.393 	 2 	 662.507 	 0.183165 	 59.4658 	 59.4658 	 59.4658 	 0 	 49 	 44 	 46.5 	 3.53553 	 174 	 566 	 161.695 	 24.1092 	 2 	 117.314 	 0.0324342 	 46.5866 	 46.5866 	 46.5866 	 0 	 92 	 82 	 87 	 7.07107 	 251.092 	 25.5313 	 25.0446 	 0.0818147 	 306.114 	 4728 	 0.87718 	 342.995 	 184.731 	 241.385 	 185.63 	 0.958599 	 238.425 	 238.45 	 79.8766 	 0.330909 	  Tumour 
115 	 973.347 	 1244.26 	 1442.72 	 163.355 	 9103 	 128.776 	 90.115 	 0.71436 	 0.985067 	 374.475 	 1162.67 	 323.8 	 0.278498 	 791.873 	 1062.83 	 124 	 366 	 775.129 	 511.457 	 2 	 4981.07 	 0.54719 	 32.9061 	 32.9061 	 32.9061 	 0 	 67 	 57 	 62 	 7.07107 	 282 	 981 	 212.028 	 74.4422 	 4 	 2952.32 	 0.324324 	 56.8825 	 11.1241 	 31.1214 	 19.7753 	 85 	 56 	 70.5 	 12.9743 	 365.634 	 72.1139 	 59.9884 	 0.142607 	 420.656 	 12583 	 0.91626 	 530.108 	 233.314 	 286.528 	 230.773 	 0.337398 	 331.006 	 281.604 	 113.327 	 0.395516 	  Tumour 
116 	 966.807 	 722.543 	 1089.63 	 209.201 	 3975 	 106.646 	 50.0163 	 0.883202 	 0.937942 	 274.451 	 920.738 	 234.432 	 0.254613 	 595.086 	 820.902 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 72 	 74 	 161.556 	 23.9693 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	 318.297 	 65.855 	 46.3021 	 0.124029 	 373.318 	 5414 	 0.904746 	 343.196 	 277.913 	 296.309 	 240.554 	 0.41875 	 332.552 	 290.288 	 122.431 	 0.413185 	  Tumour 
117 	 975.182 	 95.296 	 926.907 	 106.569 	 4040 	 126.338 	 42.2873 	 0.94232 	 0.898976 	 318.451 	 1896.81 	 260.594 	 0.137386 	 634.073 	 1796.97 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 36 	 37 	 145.778 	 8.19157 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 36 	 36 	 36 	 0 	 556.289 	 73.7536 	 69.128 	 0.113082 	 611.311 	 7979 	 0.839365 	 524.693 	 234.41 	 267.862 	 212.107 	 0.585216 	 280.705 	 261.734 	 71.3253 	 0.266276 	  Tumour 
118 	 969.498 	 637.667 	 1048.05 	 204.788 	 7839 	 117.342 	 89.7191 	 0.644508 	 0.898247 	 407.831 	 1009.77 	 342.06 	 0.338752 	 586.859 	 909.931 	 71 	 76 	 355.831 	 92.1594 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 71 	 71 	 71 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 249.223 	 58.3347 	 50.2988 	 0.165323 	 304.245 	 11214 	 0.923267 	 504.451 	 239.914 	 211.199 	 155.443 	 0.25641 	 289.267 	 196.862 	 101.434 	 0.480278 	  Tumour 
119 	 955.789 	 862.632 	 1162.4 	 274.416 	 5481 	 102.398 	 71.9645 	 0.711395 	 0.856808 	 359.706 	 1303.19 	 411.972 	 0.316125 	 824.793 	 1203.36 	 160 	 470 	 1459.54 	 1195.87 	 2 	 242.318 	 0.0442105 	 34.1379 	 34.1379 	 34.1379 	 0 	 102 	 58 	 80 	 31.1127 	 187 	 464 	 179.802 	 42.2159 	 2 	 1245.44 	 0.227229 	 28.2444 	 28.2444 	 28.2444 	 0 	 123 	 64 	 93.5 	 41.7193 	 376.523 	 125.614 	 76.9232 	 0.178251 	 431.545 	 6369 	 0.900594 	 379.681 	 220.636 	 263.257 	 207.501 	 0.556497 	 304.827 	 245.712 	 112.307 	 0.426606 	  Tumour 
120 	 956.076 	 1908.81 	 1991.53 	 368.09 	 5083 	 98.6945 	 65.9811 	 0.743677 	 0.968929 	 289.421 	 788.94 	 152.571 	 0.193387 	 465.011 	 689.105 	 52 	 52 	 1147.19 	 883.521 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	 200 	 349 	 155.555 	 17.9688 	 3 	 1617.46 	 0.31821 	 22.3196 	 11.3786 	 15.7337 	 5.1891 	 72 	 63 	 66.6667 	 4.72582 	 251.964 	 81.1012 	 49.7269 	 0.161985 	 306.985 	 7890 	 0.890218 	 433.48 	 192.785 	 225.654 	 169.899 	 0.121891 	 205.49 	 225.732 	 110.23 	 0.488491 	  Tumour 
121 	 942.428 	 1453.2 	 937.266 	 60.1082 	 1219 	 49.1493 	 32.0696 	 0.757794 	 0.965162 	 136.426 	 1201.16 	 229.586 	 0.191137 	 479.833 	 1101.33 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 73 	 74 	 174.808 	 37.222 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 73 	 73 	 73 	 0 	 110.73 	 17.6095 	 16.091 	 0.0970792 	 165.751 	 1998 	 0.969903 	 176.527 	 112.72 	 117.341 	 61.5857 	 0.317365 	 124.434 	 116.818 	 22.9971 	 0.195984 	  Other 
122 	 952.256 	 1406.48 	 965.717 	 32.249 	 1153 	 49.7661 	 30.34 	 0.79267 	 0.945857 	 142.468 	 1465.81 	 187.45 	 0.127882 	 444.076 	 1365.97 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 64 	 66 	 183.766 	 46.1794 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 164.677 	 5.46657 	 22.3384 	 0.101677 	 219.699 	 1800 	 0.929752 	 176.811 	 133.973 	 147.66 	 91.9048 	 0.383648 	 151.361 	 146.525 	 54.2885 	 0.367658 	  Other 
123 	 993.665 	 1685.17 	 1814.5 	 237.756 	 5353 	 108.542 	 63.6502 	 0.810014 	 0.97879 	 293.179 	 1125 	 266.454 	 0.236849 	 518.522 	 1025.16 	 102 	 399 	 781.971 	 518.299 	 2 	 1827.15 	 0.341332 	 42.7067 	 42.7067 	 42.7067 	 0 	 57 	 45 	 51 	 8.48528 	 251 	 388 	 217.892 	 80.3062 	 2 	 1051.15 	 0.196367 	 17.1011 	 17.1011 	 17.1011 	 0 	 137 	 114 	 125.5 	 16.2635 	 294.193 	 27.9525 	 23.0022 	 0.0658682 	 349.215 	 7437 	 0.911956 	 402.409 	 197.183 	 233.641 	 177.885 	 0.50134 	 225.599 	 237.446 	 63.4443 	 0.271546 	  Tumour 
124 	 989.723 	 152.797 	 941.154 	 139.291 	 4977 	 137.004 	 49.6871 	 0.931918 	 0.88685 	 373.647 	 1840.98 	 548.664 	 0.298029 	 1053.25 	 1741.14 	 213 	 1525 	 1062.62 	 798.943 	 3 	 882.651 	 0.177346 	 95.4795 	 18.1437 	 65.5657 	 37.1495 	 119 	 39 	 71 	 42.332 	 164 	 213 	 240.927 	 103.341 	 2 	 295.009 	 0.0592745 	 13.0448 	 13.0448 	 13.0448 	 0 	 90 	 74 	 82 	 11.3137 	 514.49 	 30.6214 	 83.6486 	 0.146878 	 569.512 	 7019 	 0.794005 	 500.936 	 266.261 	 294.615 	 238.859 	 0.534632 	 291.534 	 296.384 	 92.4618 	 0.31384 	  Tumour 
125 	 999.897 	 1120.34 	 1368.45 	 290 	 8378 	 120.366 	 91.0836 	 0.653738 	 0.952478 	 379.848 	 1190.53 	 315.385 	 0.264911 	 623.866 	 1090.7 	 57 	 58 	 1250.42 	 986.749 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 83 	 86 	 205.506 	 67.9198 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 83 	 83 	 83 	 0 	 387.758 	 74.4293 	 82.6298 	 0.186616 	 442.78 	 11723 	 0.882889 	 538.108 	 213.247 	 283.644 	 227.888 	 0.384 	 312.797 	 272.471 	 134.983 	 0.475889 	  Tumour 
126 	 983.812 	 1409.78 	 1580.29 	 32.249 	 4495 	 133.369 	 46.1971 	 0.938092 	 0.924897 	 322.836 	 1245.39 	 413.244 	 0.33182 	 810.059 	 1145.55 	 49 	 49 	 1125.98 	 862.308 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 150 	 401 	 168.32 	 30.7338 	 2 	 614.597 	 0.136729 	 32.357 	 32.357 	 32.357 	 0 	 79 	 71 	 75 	 5.65685 	 156.651 	 2.69571 	 37.0205 	 0.174895 	 211.673 	 8841 	 0.826803 	 514.25 	 185.451 	 225.278 	 169.522 	 0.383475 	 239.746 	 217.442 	 115.862 	 0.514307 	  Tumour 
127 	 1002.54 	 1800.42 	 1918.08 	 321.204 	 5734 	 121.79 	 62.2785 	 0.859366 	 0.914659 	 338.492 	 792.001 	 155.343 	 0.19614 	 469.087 	 692.165 	 65 	 66 	 384.185 	 120.513 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 95 	 98 	 199.747 	 62.1612 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 95 	 95 	 95 	 0 	 278.596 	 67.3573 	 52.0366 	 0.155977 	 333.618 	 9923 	 0.818054 	 532.25 	 184.356 	 213.898 	 158.142 	 0.632653 	 213.135 	 217.856 	 56.2481 	 0.262967 	  Tumour 
128 	 1006.3 	 526.039 	 1033.42 	 231.659 	 3997 	 84.6494 	 62.6592 	 0.672365 	 0.944025 	 265.463 	 1492.94 	 448.512 	 0.300421 	 1055.61 	 1393.11 	 81 	 83 	 1274.48 	 1010.81 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	 143 	 297 	 169.594 	 32.0082 	 2 	 212.323 	 0.0531206 	 23.4712 	 23.4712 	 23.4712 	 0 	 76 	 67 	 71.5 	 6.36396 	 183.744 	 39.7607 	 60.1953 	 0.25211 	 238.766 	 415 	 0.860996 	 97.1127 	 153.513 	 172.045 	 116.29 	 0.772727 	 189.412 	 159.443 	 72.6305 	 0.422159 	  Tumour 
129 	 1022.48 	 835.369 	 1198.05 	 307.304 	 4524 	 85.8936 	 67.7184 	 0.615165 	 0.959288 	 267.765 	 1000.23 	 236.41 	 0.236356 	 647.14 	 900.394 	 113 	 352 	 793.991 	 530.32 	 2 	 333.874 	 0.0738005 	 31.9129 	 31.9129 	 31.9129 	 0 	 58 	 55 	 56.5 	 2.12132 	 136 	 423 	 154.353 	 16.7667 	 2 	 361.233 	 0.0798481 	 36.19 	 36.19 	 36.19 	 0 	 68 	 68 	 68 	 0 	 304.926 	 24.7671 	 50.2058 	 0.139481 	 359.948 	 6363 	 0.885965 	 369.439 	 239.575 	 314.959 	 259.204 	 0.44058 	 397.809 	 281.427 	 142.485 	 0.45239 	  Tumour 
130 	 1036.05 	 562.322 	 1075.01 	 268.555 	 2147 	 70.9223 	 41.115 	 0.814816 	 0.942907 	 200.451 	 1259.7 	 432.66 	 0.343462 	 806.989 	 1159.87 	 150 	 206 	 1327.17 	 1063.5 	 2 	 308.181 	 0.14354 	 11.0407 	 11.0407 	 11.0407 	 0 	 93 	 57 	 75 	 25.4558 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 170.949 	 56.883 	 45.5739 	 0.201681 	 225.971 	 2919 	 0.814908 	 277.74 	 139.333 	 134.332 	 78.5765 	 0.40458 	 176.472 	 123.62 	 71.1275 	 0.52949 	  Tumour 
131 	 1053.95 	 914.929 	 1271.56 	 381.371 	 7331 	 102.068 	 91.9532 	 0.434018 	 0.966003 	 339.806 	 1242.75 	 384.519 	 0.309411 	 719.472 	 1142.91 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 98 	 104 	 164.367 	 26.7811 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 98 	 98 	 98 	 0 	 345.169 	 64.4384 	 55.1465 	 0.1378 	 400.191 	 8115 	 0.932116 	 399.681 	 285.069 	 350.422 	 294.667 	 0.184492 	 382.13 	 342.782 	 144.168 	 0.411411 	  Tumour 
132 	 1039.28 	 397.16 	 1023.83 	 278.352 	 5629 	 142.028 	 52.3523 	 0.929586 	 0.911874 	 358.676 	 990.744 	 313.406 	 0.316334 	 612.751 	 890.908 	 38 	 41 	 420.289 	 156.618 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 38 	 38 	 38 	 0 	 172 	 244 	 208.023 	 70.437 	 2 	 419.636 	 0.074549 	 13.4849 	 13.4849 	 13.4849 	 0 	 93 	 79 	 86 	 9.89949 	 222.093 	 73.7723 	 39.8269 	 0.14372 	 277.115 	 8291 	 0.925541 	 447.681 	 141.208 	 126.045 	 70.2894 	 0.104265 	 155.386 	 122.64 	 38.376 	 0.304463 	  Tumour 
133 	 1088.94 	 1338.76 	 1590.22 	 152.506 	 11679 	 154.821 	 99.7993 	 0.764509 	 0.960839 	 440.09 	 1213.9 	 330.154 	 0.271978 	 868.465 	 1114.06 	 177 	 2659 	 1005.36 	 741.69 	 3 	 1565.88 	 0.134077 	 91.0513 	 57.0374 	 69.414 	 16.818 	 75 	 49 	 59 	 14 	 250 	 1624 	 189.768 	 52.1818 	 4 	 3061.85 	 0.262167 	 51.1066 	 20.4238 	 36.2235 	 9.54859 	 73 	 37 	 62.5 	 17.1367 	 393.019 	 53.0893 	 73.0556 	 0.163056 	 448.041 	 18937 	 0.803402 	 780.333 	 250.161 	 344.279 	 288.523 	 0.553867 	 351.04 	 341.411 	 97.6842 	 0.283736 	  Tumour 
134 	 1063.67 	 1747.78 	 1904.93 	 313.729 	 4352 	 90.5753 	 61.5061 	 0.734082 	 0.970129 	 258.35 	 870.73 	 158.194 	 0.181679 	 372.478 	 770.894 	 45 	 45 	 1059.27 	 795.595 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 90 	 122 	 160.956 	 23.3693 	 2 	 921.83 	 0.211817 	 11 	 11 	 11 	 0 	 45 	 45 	 45 	 0 	 289.256 	 38.0788 	 39.3646 	 0.11434 	 344.278 	 7776 	 0.86689 	 442.794 	 215.224 	 257.353 	 201.597 	 0.357843 	 221.103 	 263.375 	 72.7397 	 0.282646 	  Tumour 
135 	 1099.85 	 1157.35 	 1465.28 	 289.664 	 11133 	 130.495 	 108.777 	 0.552409 	 0.985745 	 406.96 	 855.575 	 207.145 	 0.242112 	 512.266 	 755.739 	 86 	 86 	 1626.65 	 1362.98 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 86 	 86 	 86 	 0 	 40 	 42 	 124.225 	 -13.3612 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 40 	 40 	 40 	 0 	 243.769 	 -8.80503 	 44.0832 	 0.147539 	 298.791 	 21618 	 0.790103 	 1019.49 	 198.383 	 299.417 	 243.662 	 0.523759 	 332.155 	 290.456 	 109.254 	 0.36489 	  Tumour 
136 	 1120.16 	 1269.86 	 1559.81 	 216.148 	 7154 	 149.555 	 61.6444 	 0.9111 	 0.961818 	 373.078 	 1182.14 	 335.455 	 0.283768 	 790.282 	 1082.31 	 112 	 222 	 936.134 	 672.462 	 2 	 2303.49 	 0.321986 	 18.3634 	 18.3634 	 18.3634 	 0 	 60 	 52 	 56 	 5.65685 	 287 	 923 	 233.997 	 96.4103 	 5 	 1628.94 	 0.227696 	 40.0509 	 9.10227 	 23.9541 	 9.97571 	 78 	 35 	 57.4 	 17.4299 	 525.013 	 90.7026 	 59.5845 	 0.102726 	 580.035 	 7979 	 0.880587 	 474.451 	 331.632 	 383.838 	 328.082 	 0.954338 	 367.816 	 388.954 	 136.826 	 0.356468 	  Tumour 
137 	 1113.19 	 1970.2 	 2120.3 	 507.359 	 3788 	 98.0486 	 51.7441 	 0.849406 	 0.967808 	 263.622 	 846.145 	 147.814 	 0.174691 	 212.342 	 746.309 	 62 	 65 	 391.339 	 127.667 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 62 	 62 	 62 	 0 	 163 	 308 	 165.773 	 28.1868 	 2 	 398.162 	 0.105111 	 20.3751 	 20.3751 	 20.3751 	 0 	 96 	 67 	 81.5 	 20.5061 	 288.149 	 20.8926 	 36.3109 	 0.10581 	 343.171 	 5414 	 0.931201 	 339.196 	 272.484 	 326.44 	 270.684 	 0 	 0 	 0 	 136.204 	 0.41724 	  Tumour 
138 	 1124.02 	 471.395 	 1125.99 	 347.576 	 4266 	 135.942 	 40.2598 	 0.955141 	 0.948422 	 329.362 	 1091.12 	 424.619 	 0.38916 	 726.805 	 991.281 	 74 	 75 	 1718.2 	 1454.53 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 74 	 74 	 74 	 0 	 81 	 84 	 163.321 	 25.7348 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	 114.636 	 31.2688 	 34.4624 	 0.203129 	 169.658 	 7007 	 0.872168 	 451.723 	 117.921 	 156.599 	 100.843 	 0.431981 	 240.337 	 133.258 	 117.477 	 0.750179 	  Tumour 
