rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
31 	 305.335 	 1747.69 	 1632.2 	 86.1452 	 4183 	 84.8387 	 67.4823 	 0.60606 	 0.917727 	 274.25 	 1239.35 	 345.08 	 0.278436 	 934.309 	 1139.52 	 45 	 45 	 727.978 	 464.306 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 239 	 491 	 220.36 	 82.7736 	 3 	 570.309 	 0.13634 	 27.1637 	 16.1769 	 19.9991 	 5.55378 	 114 	 56 	 79.6667 	 30.4357 	 210.493 	 109.371 	 47.5255 	 0.178994 	 265.515 	 5728 	 0.861872 	 366.978 	 247.01 	 237.037 	 181.282 	 0.429907 	 294.891 	 221.98 	 103.207 	 0.435406 	  Tumour 
32 	 296.435 	 472.557 	 417.825 	 98.7168 	 1809 	 56.7667 	 41.1106 	 0.689587 	 0.97731 	 165.338 	 998.222 	 256.084 	 0.25654 	 620.966 	 898.386 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 66 	 67 	 154.652 	 17.0653 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 66 	 66 	 66 	 0 	 206.872 	 -12.7906 	 67.4925 	 0.25771 	 261.894 	 4670 	 0.854685 	 345.581 	 203.777 	 212.653 	 156.897 	 0.457413 	 228.51 	 210.722 	 77.4553 	 0.364233 	  Tumour 
33 	 327.888 	 1687.16 	 1575.89 	 122.544 	 4676 	 93.5221 	 66.394 	 0.704274 	 0.951761 	 280.392 	 1068.52 	 253.013 	 0.236789 	 622.776 	 968.683 	 64 	 65 	 1179.14 	 915.469 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 132 	 553 	 172.598 	 35.0123 	 2 	 560.729 	 0.119916 	 46.7357 	 46.7357 	 46.7357 	 0 	 75 	 57 	 66 	 12.7279 	 184.552 	 37.3021 	 40.2829 	 0.168144 	 239.574 	 7629 	 0.916947 	 402.635 	 276.116 	 335.141 	 279.385 	 0.526761 	 353.027 	 327.737 	 158.431 	 0.472728 	  Tumour 
34 	 309.344 	 1530.17 	 370.3 	 65.123 	 2518 	 71.233 	 46.4983 	 0.757561 	 0.958143 	 205.48 	 730.82 	 113.246 	 0.154958 	 340.888 	 630.984 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 180.229 	 36.9234 	 33.3072 	 0.141582 	 235.251 	 4022 	 0.914507 	 284.711 	 139.974 	 132.447 	 76.6914 	 0.416667 	 160.745 	 124.834 	 48.7793 	 0.368293 	  Other 
35 	 322.913 	 422.256 	 396.071 	 132.004 	 4453 	 144.541 	 42.776 	 0.955205 	 0.789539 	 369.848 	 1316.56 	 550.488 	 0.418126 	 768.322 	 1216.73 	 201 	 778 	 1038.52 	 774.846 	 3 	 1132.31 	 0.25428 	 46.4579 	 10.9181 	 33.6718 	 17.67 	 93 	 30 	 67 	 32.909 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 482.793 	 166.717 	 90.4577 	 0.168195 	 537.815 	 3861 	 0.849131 	 327.823 	 451.031 	 420.389 	 364.634 	 0.718121 	 414.005 	 419.78 	 228.22 	 0.542878 	  Tumour 
36 	 342.075 	 1284.84 	 1185.77 	 120.619 	 4371 	 150.706 	 42.5489 	 0.959317 	 0.832571 	 353.948 	 1633.59 	 324.038 	 0.19836 	 787.945 	 1533.75 	 121 	 446 	 910.455 	 646.783 	 2 	 807.33 	 0.184701 	 44.1773 	 44.1773 	 44.1773 	 0 	 61 	 60 	 60.5 	 0.707107 	 142 	 224 	 240.69 	 103.104 	 2 	 1034.95 	 0.236777 	 15.7901 	 15.7901 	 15.7901 	 0 	 82 	 60 	 71 	 15.5563 	 523.561 	 42.7599 	 53.2194 	 0.0919823 	 578.583 	 6793 	 0.87381 	 462.35 	 472.517 	 455.858 	 400.103 	 0.484634 	 503.912 	 438.322 	 170.511 	 0.374043 	  Tumour 
37 	 315.195 	 1432.93 	 453.618 	 110.136 	 1774 	 60.4582 	 39.1486 	 0.762038 	 0.945125 	 173.539 	 1136.78 	 435.396 	 0.383007 	 676.168 	 1036.95 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 32 	 33 	 119.375 	 -18.2112 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 32 	 32 	 32 	 0 	 177.924 	 85.8253 	 48.5902 	 0.20859 	 232.946 	 2496 	 0.906977 	 227.355 	 126.255 	 124.853 	 69.097 	 0.364055 	 152.595 	 117.702 	 39.393 	 0.315517 	  Other 
38 	 359.954 	 1130.74 	 1042.47 	 272.09 	 12189 	 153.69 	 119.079 	 0.632206 	 0.843763 	 523.529 	 1458.8 	 481.679 	 0.330189 	 982.963 	 1358.96 	 94 	 374 	 1185.37 	 921.701 	 2 	 3681.07 	 0.301999 	 42.7176 	 42.7176 	 42.7176 	 0 	 49 	 45 	 47 	 2.82843 	 213 	 1131 	 370.545 	 232.958 	 3 	 4042.82 	 0.331678 	 65.369 	 21.2516 	 46.9568 	 20.5227 	 117 	 3 	 71 	 60.0999 	 444.011 	 100.03 	 63.7764 	 0.1278 	 499.033 	 17216 	 0.846369 	 698.333 	 334.338 	 318.454 	 262.698 	 0.337461 	 357.372 	 311.342 	 157.6 	 0.494893 	  Tumour 
39 	 355.087 	 56.2422 	 316.285 	 149.402 	 4943 	 98.7735 	 65.0893 	 0.752164 	 0.944763 	 312.635 	 1943.77 	 793.171 	 0.408058 	 1297.56 	 1843.94 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 150 	 194 	 285.353 	 147.767 	 2 	 293.107 	 0.0592973 	 10.136 	 10.136 	 10.136 	 0 	 88 	 62 	 75 	 18.3848 	 636.628 	 151.558 	 121.268 	 0.175332 	 691.65 	 6309 	 0.942627 	 341.64 	 358.705 	 421.7 	 365.944 	 0.495356 	 424.712 	 421.748 	 190.588 	 0.451952 	  Tumour 
40 	 356.95 	 372.391 	 388.021 	 177.011 	 4063 	 78.3419 	 66.4507 	 0.529653 	 0.974574 	 246.836 	 1112.95 	 336.155 	 0.30204 	 649.558 	 1013.11 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 37 	 38 	 143.189 	 5.60298 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 37 	 37 	 37 	 0 	 409.434 	 59.8854 	 75.0364 	 0.161558 	 464.456 	 5363 	 0.926572 	 344.409 	 365.039 	 386.629 	 330.873 	 0.539683 	 451.571 	 360.205 	 161.507 	 0.417732 	  Tumour 
41 	 367.24 	 1403 	 507.043 	 107.056 	 5386 	 93.2869 	 77.905 	 0.550079 	 0.907957 	 301.321 	 1645.62 	 559.513 	 0.340001 	 1156.58 	 1545.79 	 201 	 1709 	 698.995 	 435.323 	 4 	 2629.21 	 0.488155 	 77.1839 	 10 	 44.9694 	 21.3182 	 106 	 5 	 50.25 	 41.6763 	 150 	 668 	 151.733 	 14.1471 	 3 	 711.264 	 0.132058 	 54.3109 	 19.961 	 37.1282 	 15.3617 	 77 	 3 	 50 	 40.8534 	 138.855 	 3.74656 	 43.2921 	 0.223297 	 193.877 	 8532 	 0.887271 	 463.48 	 151.743 	 184.088 	 128.332 	 0.268519 	 253.405 	 174.1 	 129.018 	 0.70085 	  Lymph 
42 	 372.812 	 225.836 	 336.268 	 89.1572 	 6420 	 112.222 	 74.9127 	 0.744575 	 0.955357 	 329.605 	 1504.55 	 607.475 	 0.40376 	 1045.14 	 1404.71 	 101 	 105 	 770.644 	 506.972 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 101 	 101 	 101 	 0 	 69 	 71 	 249.377 	 111.791 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 570.652 	 192.234 	 87.03 	 0.139098 	 625.674 	 7347 	 0.932006 	 402.167 	 330.008 	 353.791 	 298.036 	 0.772727 	 355.135 	 351.519 	 147.481 	 0.41686 	  Tumour 
43 	 373.89 	 1526.23 	 1427.49 	 65.123 	 5136 	 99.3964 	 67.0629 	 0.73809 	 0.946554 	 294.492 	 1066.15 	 370.604 	 0.347611 	 709.629 	 966.31 	 122 	 290 	 742.139 	 478.468 	 2 	 1459.06 	 0.284084 	 23.3931 	 23.3931 	 23.3931 	 0 	 62 	 60 	 61 	 1.41421 	 155 	 181 	 161.29 	 23.7041 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 155 	 155 	 155 	 0 	 187.034 	 -1.72953 	 37.9534 	 0.156796 	 242.056 	 6964 	 0.899742 	 387.179 	 244.195 	 297.749 	 241.994 	 0.489914 	 299.247 	 292.067 	 168.963 	 0.567469 	  Tumour 
44 	 359.302 	 549.373 	 1302.24 	 79.1202 	 887 	 35.518 	 32.2242 	 0.420559 	 0.96413 	 113.497 	 711.637 	 110.001 	 0.154574 	 284.289 	 611.801 	 89 	 90 	 1447.78 	 1184.1 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 89 	 89 	 89 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 151.111 	 4.52852 	 28.1636 	 0.136628 	 206.133 	 2991 	 0.724213 	 338.51 	 205.558 	 247.574 	 191.818 	 0.586538 	 308.656 	 216.154 	 119.337 	 0.482026 	  Other 
45 	 391.514 	 639.548 	 609.643 	 96.7988 	 10420 	 143.405 	 98.8504 	 0.724468 	 0.923431 	 443.647 	 2073.07 	 696.395 	 0.335925 	 1440.94 	 1973.23 	 274 	 2390 	 1068.71 	 805.04 	 5 	 2363.82 	 0.226854 	 73.4107 	 21.046 	 45.2874 	 18.0343 	 70 	 36 	 54.8 	 14.2373 	 524 	 3470 	 197.559 	 59.973 	 7 	 2505.68 	 0.240469 	 106.145 	 12.1772 	 52.7244 	 31.8576 	 155 	 36 	 74.8571 	 39.1596 	 358.782 	 -22.6816 	 65.3467 	 0.157917 	 413.804 	 12592 	 0.768508 	 682.434 	 272.912 	 355.183 	 299.427 	 0.672496 	 336.362 	 364.562 	 109.859 	 0.309303 	  Tumour 
46 	 397.269 	 457.789 	 474.118 	 98.6154 	 8068 	 104.108 	 99.7088 	 0.287627 	 0.979602 	 349.279 	 1547.11 	 444.879 	 0.287554 	 1133.67 	 1447.28 	 157 	 802 	 1507.61 	 1243.94 	 2 	 1834.16 	 0.227337 	 69.8914 	 69.8914 	 69.8914 	 0 	 92 	 65 	 78.5 	 19.0919 	 200 	 589 	 243.58 	 105.994 	 2 	 752.303 	 0.0932453 	 42.9388 	 42.9388 	 42.9388 	 0 	 100 	 100 	 100 	 0 	 431.003 	 78.3869 	 83.2242 	 0.171234 	 486.025 	 11782 	 0.889745 	 525.179 	 250.622 	 333.581 	 277.826 	 0.760825 	 345.434 	 322.036 	 138.772 	 0.416007 	  Tumour 
47 	 408.349 	 889.578 	 835.103 	 245.153 	 7121 	 129.134 	 75.1076 	 0.813455 	 0.889569 	 365.362 	 1187.77 	 272.645 	 0.229544 	 740.809 	 1087.93 	 76 	 77 	 347.763 	 84.0916 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	 129 	 503 	 192.822 	 55.2355 	 2 	 2440.63 	 0.342737 	 43.7141 	 43.7141 	 43.7141 	 0 	 89 	 40 	 64.5 	 34.6482 	 384.435 	 74.4006 	 53.3795 	 0.121467 	 439.457 	 9357 	 0.855614 	 477.48 	 233.349 	 323.379 	 267.623 	 0.331839 	 413.014 	 304.402 	 108.705 	 0.336153 	  Tumour 
48 	 413.367 	 116.562 	 364.496 	 142.688 	 9076 	 130.53 	 95.7363 	 0.67975 	 0.938379 	 395.262 	 2296.4 	 713.283 	 0.310609 	 1530.25 	 2196.56 	 127 	 827 	 455.48 	 191.809 	 2 	 1270.65 	 0.140001 	 81.5598 	 81.5598 	 81.5598 	 0 	 81 	 46 	 63.5 	 24.7487 	 303 	 511 	 404.185 	 266.599 	 2 	 2853.77 	 0.314431 	 22.2568 	 22.2568 	 22.2568 	 0 	 200 	 103 	 151.5 	 68.5894 	 597.631 	 173.777 	 107.209 	 0.164267 	 652.653 	 12509 	 0.89013 	 537.037 	 251.863 	 314.651 	 258.895 	 0.528942 	 413.875 	 276.173 	 159.152 	 0.505804 	  Tumour 
49 	 420.954 	 949.689 	 894.975 	 296.805 	 5118 	 104.706 	 62.7715 	 0.800372 	 0.967486 	 292.007 	 1159.09 	 286.024 	 0.246765 	 644.421 	 1059.26 	 154 	 1574 	 774.409 	 510.738 	 3 	 904.546 	 0.176738 	 72.5275 	 38.588 	 53.3799 	 15.5487 	 59 	 45 	 51.3333 	 7.0946 	 199 	 465 	 150.377 	 12.7907 	 3 	 1431.71 	 0.279739 	 39.9536 	 19.5713 	 26.6698 	 10.2977 	 72 	 62 	 66.3333 	 5.1316 	 327.778 	 18.9871 	 64.1426 	 0.167562 	 382.8 	 7093 	 0.886514 	 410.409 	 286.231 	 357.092 	 301.336 	 0.448819 	 374.918 	 353.878 	 119.392 	 0.334346 	  Tumour 
50 	 401.454 	 1646.48 	 1550.49 	 148.054 	 3415 	 91.9701 	 48.4461 	 0.850015 	 0.94311 	 242.652 	 780.269 	 154.931 	 0.198561 	 487.043 	 680.434 	 82 	 333 	 455.524 	 191.853 	 2 	 740.649 	 0.216881 	 40.1995 	 40.1995 	 40.1995 	 0 	 45 	 37 	 41 	 5.65685 	 56 	 57 	 127.661 	 -9.92549 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 182.076 	 17.1055 	 25.0772 	 0.105767 	 237.098 	 6086 	 0.85262 	 432.451 	 413.655 	 372.563 	 316.808 	 0.20202 	 295.762 	 381.917 	 233.709 	 0.627301 	  Tumour 
51 	 435.475 	 570.784 	 581.568 	 79.1202 	 2763 	 86.3998 	 41.6001 	 0.876455 	 0.925318 	 233.279 	 1391.47 	 592.666 	 0.425927 	 907.85 	 1291.64 	 75 	 76 	 358.027 	 94.3551 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 153.812 	 -35.0766 	 54.7253 	 0.262052 	 208.834 	 7400 	 0.756105 	 519.865 	 201.656 	 254.629 	 198.874 	 0.654244 	 279.108 	 238.429 	 102.209 	 0.401403 	  Tumour 
52 	 437.165 	 1484.09 	 1402.73 	 107.056 	 3793 	 89.7957 	 55.8882 	 0.782705 	 0.929429 	 257.907 	 1145.3 	 317.033 	 0.276813 	 786.634 	 1045.46 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 458.041 	 256.281 	 100.289 	 0.195471 	 513.062 	 4807 	 0.921058 	 313.948 	 269.579 	 286.707 	 230.952 	 0.680608 	 348.235 	 256.249 	 134.487 	 0.469075 	  Tumour 
53 	 450.531 	 231.877 	 413.304 	 165.17 	 8239 	 130.987 	 81.0559 	 0.785544 	 0.967814 	 377.061 	 856.569 	 205.568 	 0.23999 	 481.753 	 756.734 	 82 	 85 	 1341.73 	 1078.06 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 82 	 82 	 82 	 0 	 195 	 722 	 174.195 	 36.6087 	 3 	 1043.02 	 0.126595 	 42.941 	 15.0063 	 30.4458 	 12.6992 	 79 	 42 	 65 	 20.0749 	 269.571 	 5.48701 	 44.5301 	 0.137187 	 324.593 	 13021 	 0.859983 	 614.978 	 212.794 	 294.691 	 238.935 	 0.764499 	 295.536 	 298.034 	 115.588 	 0.392236 	  Tumour 
54 	 465.224 	 343.226 	 464.656 	 231.041 	 5238 	 131.841 	 52.5864 	 0.917011 	 0.908429 	 333.664 	 1452.39 	 443.063 	 0.305057 	 880.05 	 1352.56 	 103 	 495 	 523.252 	 259.581 	 2 	 640.018 	 0.122188 	 52.1122 	 52.1122 	 52.1122 	 0 	 58 	 45 	 51.5 	 9.19239 	 95 	 99 	 260.463 	 122.877 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 95 	 95 	 95 	 0 	 524.998 	 46.5327 	 124.143 	 0.214032 	 580.02 	 8146 	 0.853968 	 459.137 	 405.913 	 453.636 	 397.881 	 0.758216 	 453.65 	 442.129 	 218.746 	 0.482206 	  Tumour 
55 	 468.786 	 1536.95 	 1462.6 	 151.013 	 5774 	 97.1798 	 76.2374 	 0.620131 	 0.978147 	 298.434 	 1136.61 	 268.988 	 0.236658 	 744.287 	 1036.78 	 50 	 51 	 318.54 	 54.8684 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 50 	 50 	 50 	 0 	 67 	 68 	 208.015 	 70.4287 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	 497.191 	 142.865 	 83.2718 	 0.150797 	 552.213 	 8922 	 0.892646 	 465.12 	 311.416 	 426.955 	 371.2 	 0.717647 	 433.079 	 420.655 	 146.193 	 0.342409 	  Tumour 
56 	 473.773 	 416.461 	 508.945 	 175.824 	 4653 	 86.9689 	 71.3814 	 0.571261 	 0.912532 	 298.392 	 1390.7 	 501.589 	 0.360674 	 796.274 	 1290.86 	 55 	 55 	 1399.05 	 1135.38 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 55 	 55 	 55 	 0 	 190 	 632 	 202.474 	 64.8875 	 4 	 1047.55 	 0.225134 	 37.8634 	 8 	 21.6961 	 9.39349 	 66 	 34 	 47.5 	 13.3791 	 584.244 	 73.5029 	 135.734 	 0.212328 	 639.266 	 4900 	 0.748778 	 398.309 	 391.202 	 426.197 	 370.441 	 0.918033 	 427.741 	 427.771 	 187.788 	 0.440614 	  Tumour 
57 	 490.023 	 1374.83 	 1315.14 	 126.147 	 5423 	 146.716 	 49.7202 	 0.940827 	 0.891941 	 367.103 	 1045.07 	 322.63 	 0.308716 	 655.726 	 945.237 	 75 	 77 	 799.413 	 535.742 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	 102 	 312 	 153.324 	 15.7373 	 2 	 674.175 	 0.124318 	 31.8442 	 31.8442 	 31.8442 	 0 	 75 	 27 	 51 	 33.9411 	 133.178 	 -43.8109 	 45.6908 	 0.242778 	 188.2 	 6800 	 0.901498 	 400.333 	 124.434 	 145.468 	 89.7124 	 0.485465 	 142.623 	 145.632 	 76.5412 	 0.526172 	  Tumour 
58 	 486.209 	 1430.03 	 1365.8 	 122.025 	 4492 	 137.057 	 48.7065 	 0.934724 	 0.841671 	 349.304 	 885.774 	 173.539 	 0.195918 	 535.269 	 785.938 	 120 	 232 	 1139.76 	 876.087 	 2 	 543.261 	 0.12094 	 20.8643 	 20.8643 	 20.8643 	 0 	 64 	 56 	 60 	 5.65685 	 77 	 79 	 161.299 	 23.7125 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 145.373 	 -26.6527 	 59.7932 	 0.298376 	 200.395 	 5972 	 0.841127 	 395.848 	 143.875 	 206.152 	 150.396 	 0.549708 	 249.122 	 182.517 	 161.367 	 0.782756 	  Tumour 
59 	 498.461 	 629.539 	 667.56 	 160.879 	 7403 	 117.346 	 82.5238 	 0.710941 	 0.924681 	 370.475 	 1416.14 	 492.511 	 0.347785 	 908.709 	 1316.3 	 169 	 1051 	 993.586 	 729.914 	 3 	 1384.11 	 0.186966 	 51.2705 	 25.2169 	 38.7957 	 11.6829 	 70 	 45 	 56.3333 	 12.6623 	 75 	 77 	 215.933 	 78.3471 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	 566.351 	 197.916 	 108.959 	 0.175353 	 621.373 	 9594 	 0.869258 	 503.765 	 298.649 	 333.157 	 277.402 	 0.631466 	 320.041 	 338.53 	 105.445 	 0.316503 	  Tumour 
60 	 511.227 	 493.121 	 583.86 	 161.988 	 7635 	 115.631 	 87.7504 	 0.651224 	 0.932804 	 365.99 	 1136.12 	 290.256 	 0.255479 	 735.557 	 1036.29 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 145 	 1999 	 166.09 	 28.5034 	 3 	 2100.96 	 0.275175 	 67.8287 	 42.3739 	 56.2474 	 11.5214 	 72 	 32 	 48.3333 	 20.9841 	 345.708 	 119.355 	 91.8368 	 0.229174 	 400.73 	 9279 	 0.805888 	 535.321 	 195.305 	 247.9 	 192.145 	 0.651731 	 277.628 	 231.249 	 103.48 	 0.417425 	  Tumour 
61 	 506.224 	 286.747 	 481.3 	 235.459 	 4875 	 86.873 	 73.9547 	 0.524683 	 0.951963 	 279.664 	 1235.54 	 291.882 	 0.236237 	 758.318 	 1135.71 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 407.122 	 -29.732 	 62.617 	 0.135492 	 462.144 	 6761 	 0.842597 	 436.794 	 253.944 	 351.719 	 295.963 	 0.873134 	 345.593 	 349.684 	 147.746 	 0.420069 	  Tumour 
62 	 527.763 	 1612.66 	 1552.73 	 118.068 	 5570 	 115.2 	 65.7649 	 0.821038 	 0.894492 	 324.191 	 1042.01 	 273.898 	 0.262856 	 735.832 	 942.171 	 236 	 2006 	 738.581 	 474.909 	 3 	 1230.57 	 0.220929 	 90.6882 	 23.0644 	 65.4624 	 33.0382 	 100 	 45 	 78.6667 	 29.5014 	 141 	 772 	 179.894 	 42.3074 	 2 	 409.195 	 0.0734641 	 68.7818 	 68.7818 	 68.7818 	 0 	 73 	 68 	 70.5 	 3.53553 	 162.554 	 -12.6444 	 51.2076 	 0.235355 	 217.576 	 8403 	 0.836203 	 492.35 	 222.493 	 291.808 	 236.052 	 0.415011 	 450.995 	 241.564 	 193.938 	 0.66461 	  Tumour 
63 	 513.519 	 915.405 	 907.23 	 345.064 	 4818 	 103.654 	 60.3773 	 0.812839 	 0.972351 	 280.936 	 863.406 	 184.253 	 0.213403 	 514.081 	 763.571 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 317.076 	 39.7564 	 55.2865 	 0.148581 	 372.098 	 8045 	 0.921324 	 410.024 	 287.198 	 376.718 	 320.962 	 0.160622 	 335.5 	 378.535 	 165.103 	 0.438266 	  Tumour 
64 	 545.02 	 1536.95 	 1486.21 	 75.0267 	 4905 	 116.72 	 67.386 	 0.816509 	 0.760701 	 350.375 	 881.14 	 199.541 	 0.226458 	 457.933 	 781.304 	 68 	 70 	 1003.07 	 739.402 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 68 	 68 	 68 	 0 	 139 	 428 	 188.633 	 51.0469 	 2 	 928.185 	 0.189232 	 41.7342 	 41.7342 	 41.7342 	 0 	 110 	 29 	 69.5 	 57.2756 	 321.01 	 40.1885 	 58.9297 	 0.156715 	 376.032 	 5465 	 0.798043 	 408.309 	 350.003 	 334.527 	 278.771 	 0.875 	 343.432 	 333.371 	 141.442 	 0.422812 	  Tumour 
65 	 553.432 	 209.217 	 509.259 	 262.618 	 5312 	 89.9217 	 76.0144 	 0.534229 	 0.965643 	 291.078 	 1009.92 	 275.73 	 0.273022 	 583.353 	 910.081 	 58 	 58 	 277.552 	 13.8802 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	 33 	 33 	 145.061 	 7.4744 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 33 	 33 	 33 	 0 	 301.499 	 -5.51799 	 75.9441 	 0.213014 	 356.521 	 8770 	 0.84036 	 524.492 	 229.785 	 334.936 	 279.18 	 0.692308 	 388.757 	 293.803 	 168.522 	 0.503149 	  Tumour 
66 	 548.69 	 696.9 	 751.479 	 219.347 	 4864 	 112.634 	 55.8909 	 0.868199 	 0.914802 	 314.25 	 1146.65 	 287.055 	 0.250343 	 561.663 	 1046.81 	 112 	 454 	 1181.65 	 917.98 	 2 	 536.634 	 0.110328 	 50.6027 	 50.6027 	 50.6027 	 0 	 79 	 33 	 56 	 32.5269 	 242 	 380 	 212.293 	 74.7072 	 3 	 1817.84 	 0.373733 	 27.8242 	 12.6958 	 18.5729 	 7.25293 	 115 	 56 	 80.6667 	 30.6649 	 562.578 	 118.92 	 77.4379 	 0.125385 	 617.6 	 8157 	 0.879935 	 437.622 	 294.083 	 380.945 	 325.19 	 0.547264 	 373.564 	 387.487 	 132.428 	 0.347631 	  Tumour 
