rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 
41	797.291	575.67	800.765	333.096	12179	133.263	116.832	0.481027	0.985914	423.889	1190.94	386.304	0.32437	824.74	977.808	551.694	50.5788	79.0732	0.126862	623.302	22368	0.937901	655.647	619.951	1076.37	1026.54	0.63255	1000.42	1096.69	398.55	0.370273	940	4215	113.617	35.4618	13	3075.78	0.252547	89.0345	8.98349	41.9268	19.6807	197	30	72.3077	53.9991	273	2679	142.366	35.0261	4	1556.51	0.127803	80.1371	36.21	53.6684	17.3437	104	38	68.25	27.5	  Tumour 
42	809.115	719.279	881.169	348.233	13664	151.104	115.31	0.646267	0.988069	447.103	1091.07	290.08	0.265868	704.87	877.942	655.019	87.2624	103.603	0.14258	726.626	20187	0.901004	684.333	609.12	959.677	909.847	0.754777	975.021	940.627	288.024	0.300126	1337	6949	105.703	27.5478	18	1770.35	0.129563	112.491	10.0465	50.0764	25.3229	225	31	70.3684	51.9093	351	2708	141.624	34.2837	4	2191.56	0.160389	94.215	21.1141	63.3396	30.0004	131	54	87.75	31.9205	  Tumour 
43	880.311	387.658	822.173	317.673	12138	137.663	114.632	0.553727	0.970264	438.115	1077.12	257.516	0.239078	631.898	863.991	689.992	46.5751	124.476	0.16344	761.599	15770	0.820158	734.818	829.071	1066.93	1017.1	0.782544	1129.37	1031.95	355.959	0.333628	838	3370	116.129	37.9736	6	2483.74	0.204625	72.8529	7.58835	38.1849	20.4304	222	39	119.714	81.0961	135	333	152.2	44.8598	2	1984.49	0.163494	26.9974	26.9974	26.9974	0	76	59	67.5	12.0208	  Tumour 
44	923.294	807.511	1025.37	305	13157	156.282	108.279	0.721088	0.955483	483.671	1073.77	303.504	0.282653	681.228	860.642	585.799	-30.4724	86.1817	0.131093	657.406	22313	0.902301	757.404	763.033	1153.28	1103.45	0.46495	993.305	1203.2	470.57	0.408028	924	5740	109.478	31.3231	13	1843.49	0.140115	112.061	9.83956	47.8857	22.8267	144	38	71.0769	39.8967	257	1111	158.704	51.364	3	1530.98	0.116362	51.377	15.8857	38.1658	17.3572	162	31	85.6667	68.1347	  Tumour 
45	940.772	321.727	873.245	323.056	12343	187.647	85.4954	0.890175	0.946259	482.742	1393.18	388.796	0.27907	760.033	1180.06	843.022	-68.3673	106.948	0.11693	914.629	18009	0.874945	720.333	982.467	1229.94	1180.11	0.396084	1187.97	1234.83	358.171	0.291211	963	5343	110.718	32.5623	10	2820.72	0.228528	136.349	12.4444	61.0544	35.6684	250	35	87.5455	69.8246	239	926	181.615	74.2748	3	3011.4	0.243977	40.7035	22.2947	31.6961	8.2383	99	64	79.6667	17.7858	  Tumour 
46	924.092	178.957	853.905	454.38	7205	126.133	73.2123	0.814304	0.980405	337.806	2307.12	543.025	0.235369	712.394	2093.99	1112.86	-81.2338	134.164	0.113269	1184.47	13409	0.849962	618.593	954.297	1067.36	1017.53	0	0	1059.56	312.109	0.292413	840	3809	162.813	84.6578	10	778.893	0.108105	83.8222	11.1607	39.8869	18.4999	153	45	84	42.7915	199	2145	207.487	100.147	3	1269.29	0.176168	79.2623	41.8792	60.294	16.7237	78	47	66.3333	16.8622	  Tumour 
47	925.96	674.183	959.771	222.971	12058	128.644	119.676	0.366837	0.987632	414.132	1284.24	430.926	0.33555	873.465	1071.11	672.318	77.9435	108.249	0.145511	743.926	19435	0.901605	628.936	731.901	1104.32	1054.49	0.469492	1115.34	1093.22	389.859	0.353033	1042	5290	121.02	42.8649	11	2097.73	0.17397	93.0495	13.1529	48.0477	21.8496	167	30	94.7273	43.4927	178	1066	149.871	42.5305	3	2852.16	0.236536	62.8245	26.9907	43.6316	16.1468	68	54	59.3333	7.57188	  Tumour 
48	976.649	956.924	1157.09	403.16	11827	146.32	111.962	0.643813	0.909769	448.96	913.192	341.073	0.373496	561.377	700.064	429.886	69.5812	127.868	0.254975	501.493	18226	0.934235	561.855	646.462	759.15	709.32	0.0599572	821	764.46	354.923	0.467526	1077	5365	107.726	29.5708	13	2004.56	0.16949	90.0364	12.1655	42.4721	18.4382	207	32	82.8462	54.7522	135	299	132.289	24.9486	3	3204.87	0.270979	28.178	8.24621	18.8909	8.97558	45	45	45	0	  Tumour 
49	981.539	465.729	938.616	189.283	8984	111.133	103.474	0.364804	0.976203	365.747	1277.23	444.616	0.34811	878.078	1064.1	642.884	-2.81658	104.196	0.145832	714.492	12137	0.893412	525.865	746.783	812.086	762.256	0.623722	938.39	755.646	294.327	0.362433	690	3117	113.417	35.2621	10	958.514	0.106691	78.2601	11	37.2216	17.0106	131	45	69	36.8631	62	64	143.823	36.4823	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	62	62	62	0	  Tumour 
50	1105.15	509.928	1068.72	78.1089	12049	163.384	98.1149	0.799612	0.872421	519.571	903.025	194.22	0.215078	417.37	689.897	810.145	58.8132	158.167	0.179378	881.752	20574	0.791338	778.6	649.068	856.671	806.841	0.74462	917.272	819.14	277.816	0.324298	860	3588	116.534	38.3785	11	2459.42	0.204118	112.897	9.27682	51.1809	28.9558	323	45	78.1818	83.0371	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Tumour 
51	1112.32	421.419	1056.33	163.991	6412	108.761	76.7613	0.708432	0.929949	340.676	1931.88	708.479	0.36673	1177.41	1718.75	859.869	-36.8058	158.247	0.169888	931.476	9778	0.900949	495.304	791.649	922.747	872.917	0.679724	936.308	899.047	289.954	0.31423	368	2005	146.671	68.5159	4	1035.5	0.161494	69.0436	23.3327	43.6761	16.2733	153	14	92	60.4483	76	81	191.171	83.8308	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	76	76	76	0	  Tumour 
52	1163.82	383.738	1101.98	199.078	6146	135.936	61.6604	0.891205	0.867589	359.563	1884.36	466.7	0.247671	790.835	1671.23	993.261	62.3203	118.832	0.111593	1064.87	10365	0.887718	517.907	845.916	1036.95	987.122	0.301688	1097.26	1018.43	318.044	0.306711	573	2829	138.251	60.0961	5	1514.94	0.246493	94.5476	12.4214	41.8833	19.3589	210	5	81.8571	68.4359	65	67	203.754	96.4136	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	65	65	65	0	  Tumour 
53	1154.41	657.952	1161.38	77.7946	7496	120	81.9158	0.730761	0.942182	368.434	1295.14	431.054	0.332825	596.371	1082.01	644.456	-87.9693	169.402	0.236574	716.064	11649	0.809971	571.664	1085.56	1382.95	1333.12	0.52741	1309.49	1415.69	569.093	0.411507	1111	2047	115.192	37.0365	5	1651.17	0.220274	65.6298	8.72023	36.098	19.3138	505	34	185.167	185.378	104	678	131.404	24.0636	2	2391.35	0.319016	74.81	74.81	74.81	0	53	51	52	1.41421	  Tumour 
54	1129.72	584.466	250.799	77.7946	502	26.8775	23.9713	0.452288	0.952562	85.3553	854.946	263.561	0.308278	467.19	641.818	631.612	11.585	56.1563	0.079856	703.219	774	0.943902	117.941	1269.1	1330.93	1281.1	1.03704	1239.61	1406.81	296.399	0.222701	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
55	1228.08	577.59	1205.53	98.1835	10195	131.573	98.908	0.659463	0.979817	395.647	1544.95	594.232	0.38463	1014.79	1331.82	925.032	-64.921	133.286	0.133736	996.639	15052	0.921796	579.078	1047.94	1361.99	1312.16	0.472015	1241.87	1399.38	550.096	0.403891	624	2259	133.096	54.9409	7	1162.66	0.114042	79.404	9.76852	38.2545	20.2126	159	36	89.1429	52.4323	133	518	181.398	74.0582	2	1141.88	0.112004	48.0818	48.0818	48.0818	0	78	55	66.5	16.2635	  Tumour 
56	1240.12	715.046	1262.4	171.058	7836	112.536	90.2259	0.597658	0.983064	342.149	1815.8	328.292	0.180798	521.758	1602.67	1208.59	118.118	190.971	0.149174	1280.19	14191	0.939677	498.635	1039.74	1398.64	1348.81	0.419069	1364.99	1395.99	422.523	0.302095	231	590	149.065	70.9097	1	0	0	 NaN 	 NaN 	 NaN 	0	141	90	115.5	36.0624	119	1114	176.798	69.4581	4	4011.54	0.511937	42.7279	15.063	32.3056	9.30957	60	5	29.75	27.9449	  Tumour 
57	1253.38	988.514	1400.63	423.266	8296	116.143	93.3633	0.594808	0.959852	367.664	1534.71	355.784	0.231825	639.11	1321.59	639.324	-100.719	98.0775	0.137956	710.931	18762	0.841647	708.877	877.045	1109.17	1059.34	0	0	0	467.43	0.421425	372	3093	134.497	56.3421	5	2651.5	0.319612	79.3932	21.9139	48.1154	20.3242	109	32	74.4	27.6279	100	408	148.04	40.6998	2	973.156	0.117304	39.3825	39.3825	39.3825	0	55	45	50	7.07107	  Tumour 
58	1335.37	393.52	1272.84	67.2681	6671	106.251	82.5019	0.630141	0.9445	331.948	1185.03	474.646	0.400535	897.981	971.902	358.037	180.779	85.3525	0.198659	429.644	9178	0.953459	418.652	430.864	405.606	355.776	0.221649	1083.74	320.994	410.046	1.01095	79	82	120.177	42.022	1	0	0	 NaN 	 NaN 	 NaN 	 NaN 	79	79	79	0	168	381	164.482	57.1419	2	469.305	0.07035	25.1534	25.1534	25.1534	0	97	71	84	18.3848	  Tumour 
59	1348.02	459.618	250.799	67.2681	3367	71.7102	60.2433	0.542441	0.962	231.238	1221.98	638.521	0.522531	899.722	1008.85	323.211	97.6087	80.4672	0.203808	394.819	4135	0.874577	296.225	499.476	599.14	549.31	0.316547	984.886	536.706	520.499	0.868743	0	0	0	-78.1553	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	0	0	0	-107.34	0	0	0	 NaN 	 NaN 	 NaN 	 NaN 	0	0	 NaN 	 NaN 	  Other 
