rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 78.3047 	 258.44 	 120.333 	 151.397 	 6353 	 99.4459 	 82.2584 	 0.561955 	 0.965942 	 321.12 	 1153.25 	 355.344 	 0.308123 	 544.728 	 1028.64 	 14867 	 0.97655 	 482.919 	 255.129 	 454.162 	 336.692 	 0.12178 	 689.327 	 432.939 	 249.645 	 0.549684 	 51 	 52 	 107.078 	 5.60784 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	 43.8043 	 -28.1366 	 9.80244 	 0.101757 	 96.3315 	 65 	 70 	 129.2 	 -0.851948 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	  Tumour 
2 	 137.321 	 497.044 	 76.2168 	 349.588 	 9943 	 160.922 	 86.9064 	 0.84163 	 0.819771 	 454.902 	 1472.46 	 408.167 	 0.277201 	 1066.49 	 1347.85 	 12710 	 0.738653 	 639.463 	 339.795 	 460.237 	 342.767 	 0.453469 	 534.496 	 433.264 	 152.039 	 0.33035 	 204 	 2736 	 112.495 	 11.0245 	 3 	 1101.06 	 0.110737 	 99.3662 	 42.5496 	 73.4233 	 25.6946 	 91 	 56 	 68 	 19.9249 	 74.3723 	 -2.24815 	 31.9985 	 0.252157 	 126.899 	 161 	 1086 	 156.484 	 26.4325 	 2 	 1462.81 	 0.14712 	 97.0454 	 97.0454 	 97.0454 	 0 	 102 	 59 	 80.5 	 30.4056 	  Tumour 
3 	 137.88 	 119.195 	 455.054 	 151.397 	 1583 	 75.4686 	 29.2566 	 0.9218 	 0.865974 	 187.48 	 1239.67 	 418.74 	 0.337785 	 516.297 	 1115.06 	 11123 	 0.910527 	 497.848 	 287.263 	 408.775 	 291.305 	 0.207207 	 710.185 	 369.568 	 228.869 	 0.55989 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 37.1709 	 -24.2109 	 11.5824 	 0.129127 	 89.698 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
4 	 168.615 	 887.109 	 635.549 	 82.28 	 7529 	 112.638 	 86.8138 	 0.637158 	 0.966496 	 355.563 	 829.359 	 250.334 	 0.30184 	 529.56 	 704.748 	 13786 	 0.885933 	 587.421 	 405.649 	 533.89 	 416.421 	 0.199634 	 528.101 	 533.159 	 190.799 	 0.357374 	 159 	 1870 	 103.692 	 2.22124 	 3 	 2187.94 	 0.290602 	 69.6617 	 43.7124 	 55.0769 	 11.8699 	 63 	 38 	 53 	 13.2288 	 80.3006 	 -26.4486 	 24.794 	 0.186663 	 132.828 	 137 	 472 	 140.336 	 10.2838 	 2 	 154.206 	 0.0204816 	 41.0427 	 41.0427 	 41.0427 	 0 	 73 	 64 	 68.5 	 6.36396 	  Tumour 
5 	 197.494 	 543.858 	 309.769 	 273.892 	 7779 	 101.723 	 98.0932 	 0.264764 	 0.976648 	 338.25 	 1943.79 	 649.991 	 0.334394 	 1286.19 	 1819.17 	 11902 	 0.909035 	 503.137 	 401.338 	 542.417 	 424.947 	 0.597872 	 515.915 	 551.688 	 123.59 	 0.227851 	 259 	 2347 	 114.301 	 12.8306 	 5 	 1305.29 	 0.167796 	 73.5742 	 13.5309 	 41.6474 	 16.4909 	 62 	 42 	 51.8 	 8.40833 	 72.0576 	 -54.2626 	 25.1225 	 0.20165 	 124.585 	 230 	 1568 	 143.761 	 13.7089 	 4 	 1528.85 	 0.196535 	 58.1921 	 13.1841 	 38.505 	 17.0011 	 65 	 44 	 57.5 	 9.32738 	  Tumour 
6 	 193.506 	 290.316 	 120.333 	 179.936 	 9017 	 165.267 	 71.6744 	 0.901063 	 0.946965 	 409.948 	 1272.46 	 470.934 	 0.370096 	 867.725 	 1147.85 	 19859 	 0.865731 	 734.534 	 374.204 	 550.64 	 433.171 	 0.30848 	 667.564 	 527.334 	 190.922 	 0.346727 	 101 	 736 	 109.218 	 7.74723 	 2 	 584.77 	 0.064852 	 79.797 	 79.797 	 79.797 	 0 	 56 	 45 	 50.5 	 7.77817 	 74.1192 	 -17.619 	 18.2553 	 0.144144 	 126.646 	 173 	 1127 	 126.387 	 -3.66466 	 3 	 2267.54 	 0.251474 	 63.6168 	 20.4757 	 45.1344 	 19.8776 	 66 	 51 	 57.6667 	 7.63763 	  Tumour 
7 	 238.561 	 433.77 	 238.531 	 315.653 	 11123 	 145.643 	 98.7636 	 0.734952 	 0.958549 	 429.002 	 1868.41 	 725.785 	 0.38845 	 1414.35 	 1743.8 	 14796 	 0.872972 	 612.392 	 384.774 	 535.67 	 418.2 	 0.618375 	 599.091 	 501.774 	 192.707 	 0.359751 	 185 	 696 	 117.281 	 15.8105 	 3 	 1974.06 	 0.177476 	 28.3445 	 23.7705 	 25.2998 	 2.35842 	 63 	 60 	 61.6667 	 1.52753 	 68.0911 	 -13.3175 	 24.2161 	 0.200767 	 120.618 	 215 	 875 	 144.94 	 14.8876 	 4 	 3309.42 	 0.29753 	 55.9927 	 14.8328 	 30.8768 	 14.5518 	 61 	 46 	 53.75 	 7.8475 	  Tumour 
8 	 245.821 	 857.982 	 256.113 	 82.28 	 1139 	 40.7677 	 35.8751 	 0.474994 	 0.967715 	 126.569 	 1025.4 	 268.55 	 0.261898 	 750.928 	 900.788 	 5981 	 0.889104 	 364.752 	 391.945 	 596.798 	 479.329 	 0.581602 	 653.153 	 558.738 	 207.341 	 0.347423 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 42.9145 	 -6.15064 	 7.10262 	 0.0744184 	 95.4416 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
9 	 304.939 	 796.177 	 583.929 	 85.5862 	 3563 	 83.1899 	 54.8722 	 0.751615 	 0.968996 	 234.451 	 731.609 	 182.701 	 0.249725 	 453.652 	 606.999 	 12693 	 0.826798 	 590.593 	 450.523 	 714.687 	 597.218 	 0.26 	 799.825 	 700.528 	 263.506 	 0.368701 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 67.9368 	 -14.6389 	 15.609 	 0.129574 	 120.464 	 61 	 61 	 116.934 	 -13.1175 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 61 	 61 	 61 	 0 	  Tumour 
10 	 366.476 	 527.446 	 394.088 	 169.779 	 8564 	 111.14 	 99.5769 	 0.444135 	 0.976066 	 358.392 	 1136.77 	 313.427 	 0.275716 	 766.09 	 1012.16 	 16595 	 0.931414 	 581.22 	 409.43 	 691.588 	 574.118 	 0.32397 	 732.023 	 682.166 	 206.113 	 0.298029 	 191 	 1395 	 112.723 	 11.2519 	 3 	 3052.97 	 0.356488 	 47.6613 	 33.3603 	 42.1944 	 6.90699 	 67 	 58 	 63.6667 	 4.93288 	 79.9417 	 -29.1471 	 26.255 	 0.198198 	 132.469 	 207 	 1228 	 147.952 	 17.8997 	 3 	 1178.1 	 0.137564 	 77.9286 	 40.2691 	 52.9157 	 19.3753 	 77 	 59 	 69 	 9.16515 	  Tumour 
