rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 297.256 	 307.107 	 344.398 	 1005 	 1972 	 54.4435 	 47.0492 	 0.503178 	 0.949904 	 182.167 	 1270.24 	 229.615 	 0.180765 	 661.903 	 1025.56 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3208 	 0.746047 	 310.149 	 177.448 	 191.909 	 119.162 	 0.192453 	 185.392 	 192.363 	 47.121 	 0.245538 	 30.1676 	 -6.18179 	 9.89143 	 0.125961 	 78.5279 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
12 	 345.383 	 759.392 	 380.623 	 770.933 	 4794 	 103.404 	 60.6312 	 0.810055 	 0.92281 	 305.078 	 1543.33 	 429.597 	 0.278358 	 897.77 	 1298.64 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9004 	 0.859488 	 512.558 	 216 	 248.539 	 175.791 	 0 	 0 	 0 	 67.3918 	 0.271152 	 32.6935 	 -3.99576 	 12.5153 	 0.154408 	 81.0538 	 198 	 504 	 116.111 	 38.7221 	 2 	 2284.18 	 0.476466 	 35.0933 	 35.0933 	 35.0933 	 0 	 128 	 70 	 99 	 41.0122 	  DCIS 
13 	 350.378 	 302.981 	 388.207 	 965.635 	 2063 	 71.7078 	 36.9308 	 0.857179 	 0.96492 	 186.066 	 1349.3 	 267.468 	 0.198227 	 748.885 	 1104.61 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3588 	 0.890323 	 292.291 	 190.653 	 211.218 	 138.47 	 0.30916 	 244.716 	 204.265 	 62.4073 	 0.295464 	 73.9674 	 -9.85991 	 31.113 	 0.254342 	 122.328 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
14 	 461.702 	 327.085 	 471.832 	 864.991 	 5524 	 184.853 	 38.5078 	 0.978062 	 0.928716 	 425.186 	 1691.63 	 511.245 	 0.302221 	 1004.39 	 1446.94 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7108 	 0.873326 	 524.156 	 224.741 	 235.114 	 162.367 	 0.52968 	 251.793 	 229.093 	 59.5107 	 0.253114 	 80.1267 	 15.5186 	 22.6794 	 0.176511 	 128.487 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
15 	 453.494 	 97.1794 	 602.656 	 1039.65 	 7072 	 117.973 	 77.9252 	 0.750797 	 0.958395 	 352.676 	 1732.82 	 575.196 	 0.331942 	 942.734 	 1488.14 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9185 	 0.92293 	 435.546 	 278.533 	 301.917 	 229.17 	 0.136729 	 355.392 	 298.251 	 42.0516 	 0.139282 	 50.1954 	 -2.82691 	 12.7926 	 0.129801 	 98.5557 	 78 	 142 	 104.179 	 26.7905 	 2 	 1639.75 	 0.231865 	 13.1032 	 13.1032 	 13.1032 	 0 	 44 	 34 	 39 	 7.07107 	  DCIS 
16 	 465.261 	 375.345 	 455.642 	 831.096 	 4816 	 160.346 	 39.2048 	 0.969649 	 0.917333 	 382.659 	 1530.16 	 398.408 	 0.260371 	 788.515 	 1285.47 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7615 	 0.77294 	 548.884 	 258.891 	 271.978 	 199.231 	 0.368192 	 279.852 	 271.195 	 61.9169 	 0.227654 	 69.9487 	 8.19652 	 24.0156 	 0.202991 	 118.309 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
17 	 458.288 	 263.814 	 499.3 	 911.463 	 5580 	 123.973 	 57.5131 	 0.88588 	 0.974672 	 318.534 	 1399.96 	 441.855 	 0.31562 	 780.495 	 1155.27 	 45 	 45 	 463.356 	 223.149 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 8374 	 0.884266 	 461.103 	 219.596 	 230.053 	 157.306 	 0.352792 	 226.54 	 231.289 	 62.9635 	 0.273691 	 45.429 	 -4.37331 	 10.3631 	 0.110493 	 93.7892 	 41 	 41 	 92.9512 	 15.5622 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 41 	 41 	 41 	 0 	  DCIS 
18 	 526.28 	 193.041 	 595.336 	 919.083 	 6364 	 123.97 	 65.6975 	 0.84803 	 0.979831 	 326.978 	 1598.07 	 352.735 	 0.220725 	 952.794 	 1353.38 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 13739 	 0.895107 	 573.813 	 226.694 	 271.498 	 198.751 	 0.273663 	 302.782 	 267.02 	 64.4326 	 0.237323 	 38.2719 	 0.604416 	 11.4676 	 0.132372 	 86.6321 	 101 	 199 	 92.2277 	 14.8387 	 2 	 616.583 	 0.0968862 	 18.289 	 18.289 	 18.289 	 0 	 63 	 38 	 50.5 	 17.6777 	  DCIS 
19 	 539.067 	 695.989 	 526.541 	 601.365 	 4601 	 118.369 	 50.5819 	 0.904099 	 0.937258 	 334.492 	 1157.33 	 266.743 	 0.230481 	 571.546 	 912.646 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6742 	 0.821894 	 450.274 	 208.581 	 215.701 	 142.953 	 0.190104 	 263.315 	 210.088 	 57.6807 	 0.267411 	 35.8884 	 1.84917 	 9.18112 	 0.108976 	 84.2486 	 119 	 1025 	 97.4202 	 20.0312 	 3 	 1121.55 	 0.243763 	 49.1139 	 21.5429 	 39.504 	 13.924 	 50 	 34 	 39.6667 	 8.96289 	  DCIS 
20 	 568.836 	 767.7 	 580.273 	 550.625 	 2824 	 79.7583 	 46.5291 	 0.812203 	 0.905128 	 240.25 	 1434.8 	 394.333 	 0.274835 	 698.819 	 1190.11 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4677 	 0.797307 	 373.747 	 194.295 	 216.218 	 143.47 	 0.277603 	 260.239 	 208.061 	 59.7218 	 0.276211 	 28.0122 	 -0.423178 	 8.26616 	 0.108235 	 76.3725 	 47 	 48 	 92.5745 	 15.1855 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	  DCIS 
21 	 580.884 	 909.907 	 660.473 	 520 	 3199 	 70.2374 	 60.1474 	 0.516405 	 0.916619 	 251.765 	 1416.76 	 325.874 	 0.230013 	 728.802 	 1172.08 	 45 	 45 	 506.067 	 265.86 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 5364 	 0.82485 	 383.99 	 201.238 	 221.414 	 148.667 	 0 	 0 	 219.811 	 50.6997 	 0.228981 	 33.1386 	 0.816516 	 7.49821 	 0.0920038 	 81.4989 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
22 	 627.537 	 820.56 	 656.101 	 481.3 	 4063 	 88.6129 	 59.8737 	 0.737198 	 0.959839 	 258.149 	 1571.64 	 482.446 	 0.306971 	 986.728 	 1326.95 	 90 	 178 	 298.189 	 57.9822 	 2 	 377.349 	 0.0928746 	 16.5529 	 16.5529 	 16.5529 	 0 	 45 	 45 	 45 	 0 	 6259 	 0.938944 	 328.735 	 141.272 	 175.109 	 102.362 	 0.158451 	 158.822 	 177.029 	 83.1015 	 0.47457 	 13.7054 	 -4.89969 	 7.07123 	 0.113931 	 62.0657 	 45 	 45 	 79.7556 	 2.36657 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
23 	 668.621 	 699.474 	 652.216 	 480.775 	 3966 	 88.1177 	 58.1237 	 0.751605 	 0.974687 	 249.137 	 2110.8 	 569.417 	 0.269764 	 1464.55 	 1866.11 	 45 	 45 	 379.644 	 139.438 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 5262 	 0.912908 	 335.806 	 159.426 	 174.204 	 101.457 	 0.422145 	 176.361 	 173.402 	 48.4101 	 0.277893 	 35.2935 	 3.78874 	 8.75788 	 0.104692 	 83.6538 	 95 	 319 	 91.3368 	 13.9479 	 2 	 364.344 	 0.0918669 	 34.8038 	 34.8038 	 34.8038 	 0 	 50 	 45 	 47.5 	 3.53553 	  DCIS 
24 	 697.068 	 816.325 	 716.802 	 414.792 	 2966 	 94.3815 	 40.6299 	 0.902597 	 0.959871 	 243.522 	 1550.77 	 466.206 	 0.300629 	 944.708 	 1306.08 	 90 	 215 	 282.233 	 42.0267 	 2 	 303 	 0.102158 	 21.095 	 21.095 	 21.095 	 0 	 45 	 45 	 45 	 0 	 3676 	 0.964323 	 256.551 	 109.379 	 111.202 	 38.4545 	 0.125561 	 97.3571 	 113.333 	 26.7076 	 0.240173 	 36.8171 	 3.66866 	 19.9032 	 0.233668 	 85.1773 	 47 	 50 	 86.9574 	 9.56846 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	  DCIS 
25 	 732.43 	 608.679 	 698.041 	 476.195 	 6264 	 107.829 	 74.627 	 0.721813 	 0.96981 	 320.475 	 1372.52 	 220.98 	 0.161003 	 621.798 	 1127.84 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9244 	 0.889959 	 492.558 	 250.821 	 266.495 	 193.748 	 0.270335 	 241.274 	 270.416 	 68.1391 	 0.255686 	 41.221 	 -11.8666 	 9.32354 	 0.104079 	 89.5813 	 50 	 50 	 96.1 	 18.711 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 50 	 50 	 50 	 0 	  DCIS 
26 	 724.346 	 687.817 	 703.073 	 437.508 	 2611 	 82.8784 	 46.8044 	 0.825271 	 0.717702 	 263.279 	 1549.79 	 356.213 	 0.229846 	 861.214 	 1305.1 	 34 	 35 	 450.971 	 210.764 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 34 	 34 	 34 	 0 	 3126 	 0.748205 	 283.522 	 121.192 	 131.902 	 59.1548 	 0.8 	 134.342 	 131.131 	 31.2124 	 0.236633 	 43.2219 	 9.19619 	 12.0747 	 0.131845 	 91.5822 	 58 	 59 	 92.8276 	 15.4386 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	  DCIS 
27 	 725.605 	 760.967 	 724.481 	 403.517 	 4275 	 86.0321 	 64.037 	 0.667802 	 0.944543 	 265.765 	 1766.33 	 504.113 	 0.285402 	 1112.82 	 1521.64 	 90 	 218 	 380.8 	 140.593 	 2 	 551.682 	 0.129048 	 21.4709 	 21.4709 	 21.4709 	 0 	 45 	 45 	 45 	 0 	 5009 	 0.954641 	 280.693 	 128.075 	 125.14 	 52.3926 	 0.18107 	 119.182 	 127.179 	 32.9592 	 0.263379 	 51.8568 	 6.97186 	 16.3801 	 0.163446 	 100.217 	 106 	 346 	 90.1698 	 12.7808 	 2 	 432.056 	 0.101066 	 28.0526 	 28.0526 	 28.0526 	 0 	 63 	 43 	 53 	 14.1421 	  DCIS 
28 	 771.344 	 693.717 	 750.259 	 394.406 	 2357 	 59.6706 	 50.7584 	 0.525742 	 0.96638 	 189.581 	 1491.38 	 298.687 	 0.200276 	 855.95 	 1246.69 	 45 	 45 	 278.067 	 37.86 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 2858 	 0.966847 	 207.924 	 106.776 	 117.746 	 44.9986 	 0.392265 	 134.62 	 111.352 	 34.5548 	 0.293469 	 29.8451 	 0.131366 	 12.5986 	 0.161096 	 78.2053 	 48 	 49 	 81.8542 	 4.46518 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 48 	 48 	 48 	 0 	  DCIS 
29 	 821.94 	 243.016 	 836.264 	 723.001 	 4788 	 139.87 	 44.088 	 0.949023 	 0.940483 	 344.617 	 1594.92 	 498.411 	 0.312499 	 861.284 	 1350.23 	 90 	 250 	 585.8 	 345.593 	 2 	 906.193 	 0.189263 	 25.4951 	 25.4951 	 25.4951 	 0 	 45 	 45 	 45 	 0 	 13265 	 0.783382 	 717.394 	 205.85 	 231.545 	 158.798 	 0 	 0 	 0 	 51.9338 	 0.224292 	 30.3924 	 2.65924 	 7.79936 	 0.0990361 	 78.7527 	 118 	 676 	 89.5085 	 12.1195 	 2 	 1453.48 	 0.303568 	 72.6812 	 72.6812 	 72.6812 	 0 	 62 	 56 	 59 	 4.24264 	  Fib 
30 	 811.728 	 672.781 	 786.382 	 373.751 	 3567 	 120.557 	 40.6621 	 0.941403 	 0.833606 	 301.907 	 1260.01 	 275.745 	 0.218843 	 489.683 	 1015.33 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6304 	 0.743747 	 459.446 	 205.461 	 225.348 	 152.601 	 0.580808 	 253.578 	 213.73 	 84.6688 	 0.375724 	 70.4031 	 -0.570692 	 27.332 	 0.230138 	 118.763 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
31 	 875.093 	 877.879 	 904.934 	 228.254 	 4392 	 79.2345 	 72.2275 	 0.411154 	 0.922883 	 278.149 	 1396.78 	 305.61 	 0.218796 	 848.135 	 1152.1 	 90 	 98 	 357.556 	 117.349 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 90 	 90 	 90 	 0 	 5147 	 0.941639 	 286.108 	 119.256 	 109.343 	 36.5955 	 0 	 0 	 0 	 27.1008 	 0.247852 	 43.7875 	 16.6993 	 19.4803 	 0.211403 	 92.1478 	 76 	 80 	 86.8684 	 9.47944 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	  DCIS 
32 	 873.753 	 760.407 	 866.009 	 272.083 	 5485 	 126.494 	 56.0127 	 0.896616 	 0.92652 	 359.706 	 1257.05 	 291.54 	 0.231924 	 668.918 	 1012.36 	 45 	 45 	 259.356 	 19.1489 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 6615 	 0.921181 	 395.706 	 121.972 	 142.367 	 69.6198 	 0.15896 	 171.945 	 139.276 	 47.2782 	 0.332086 	 42.7289 	 -4.51032 	 17.6164 	 0.193397 	 91.0892 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
33 	 907.635 	 649.543 	 877.699 	 323.804 	 4411 	 124.774 	 46.3309 	 0.928506 	 0.921839 	 331.321 	 1571.79 	 368.665 	 0.234551 	 869.929 	 1327.1 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7464 	 0.874927 	 469.789 	 211.038 	 228.757 	 156.009 	 0.415233 	 234.065 	 227.006 	 68.0263 	 0.297374 	 77.803 	 1.87333 	 28.0799 	 0.222568 	 126.163 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
34 	 917.523 	 962.528 	 979 	 190.52 	 4101 	 84.1094 	 63.2986 	 0.658508 	 0.955054 	 258.593 	 1430.27 	 345.389 	 0.241486 	 853.702 	 1185.58 	 90 	 324 	 413.478 	 173.271 	 2 	 184.012 	 0.0448701 	 34.6699 	 34.6699 	 34.6699 	 0 	 45 	 45 	 45 	 0 	 5294 	 0.942328 	 304.309 	 167.655 	 174.669 	 101.922 	 0 	 0 	 0 	 83.6747 	 0.479047 	 79.3298 	 25.2802 	 47.6276 	 0.372994 	 127.69 	 45 	 45 	 86.3111 	 8.92213 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
