rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 276.523 	 300.245 	 462.641 	 230.853 	 6158 	 102.44 	 78.8098 	 0.638856 	 0.932889 	 347.078 	 1533.78 	 239.26 	 0.155993 	 337.834 	 1312.34 	 767.619 	 200.825 	 94.1785 	 0.109014 	 863.915 	 142 	 442 	 143.972 	 -1.98212 	 3 	 1886.41 	 0.306334 	 36.8556 	 13.7314 	 24.9094 	 10.3586 	 62 	 33 	 47.3333 	 14.5029 	 596 	 1641 	 188.366 	 54.3901 	 4 	 2443.4 	 0.396785 	 57.2409 	 10.9746 	 31.8393 	 12.941 	 405 	 40 	 119.2 	 159.957 	 7515 	 0.847907 	 449.238 	 1343.75 	 1891.52 	 1808.69 	 0.847255 	 2018.4 	 1770.45 	 659.117 	 0.348458 	  Tumour 
12 	 295.242 	 384.658 	 390.144 	 189.404 	 7525 	 125.81 	 82.7199 	 0.753457 	 0.847505 	 409.505 	 1411.81 	 369.908 	 0.26201 	 907.472 	 1190.36 	 734.653 	 166.086 	 109.045 	 0.131229 	 830.949 	 66 	 208 	 150.667 	 4.71272 	 2 	 2270.64 	 0.301746 	 25.9517 	 25.9517 	 25.9517 	 0 	 35 	 31 	 33 	 2.82843 	 533 	 818 	 224.946 	 90.9699 	 2 	 2821.97 	 0.375013 	 19.1618 	 19.1618 	 19.1618 	 0 	 492 	 41 	 266.5 	 318.905 	 8646 	 0.804653 	 487.966 	 1296.61 	 1590.62 	 1507.78 	 0.759912 	 1686.58 	 1518.06 	 469.572 	 0.295213 	  Tumour 
13 	 309.862 	 232.349 	 537.671 	 252.414 	 5201 	 104.151 	 68.9867 	 0.749177 	 0.87309 	 324.25 	 1211.82 	 226.867 	 0.187212 	 311.635 	 990.37 	 803.147 	 108.376 	 138.201 	 0.153652 	 899.443 	 77 	 80 	 168.299 	 22.3448 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 459 	 800 	 197.887 	 63.911 	 3 	 1701.83 	 0.327213 	 30.7818 	 13.9014 	 22.6512 	 7.56439 	 315 	 41 	 153 	 143.68 	 6332 	 0.846864 	 383.681 	 1452.2 	 2291.79 	 2208.95 	 0.703911 	 2257.31 	 2291.55 	 654.972 	 0.285791 	  Tumour 
14 	 308.071 	 76.3218 	 686.22 	 266.16 	 3558 	 73.1964 	 63.3993 	 0.499778 	 0.96869 	 231.823 	 2150.52 	 331.986 	 0.154374 	 834.044 	 1929.08 	 885.384 	 -16.1911 	 61.2053 	 0.0623475 	 981.68 	 122 	 349 	 188.451 	 42.4969 	 2 	 1626.74 	 0.457207 	 32.5399 	 32.5399 	 32.5399 	 0 	 70 	 52 	 61 	 12.7279 	 590 	 728 	 251.676 	 117.701 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 590 	 590 	 590 	 0 	 4615 	 0.920974 	 295.74 	 1265.35 	 1824.8 	 1741.96 	 0.589286 	 2020.96 	 1717.97 	 483.976 	 0.265222 	  Tumour 
15 	 350.943 	 441.223 	 370.411 	 173.773 	 7111 	 99.3133 	 92.0444 	 0.375535 	 0.963681 	 329.362 	 858.8 	 168.586 	 0.196304 	 429.608 	 637.353 	 579.221 	 106.407 	 106.874 	 0.158211 	 675.517 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 424 	 885 	 144.12 	 10.1446 	 7 	 1494.33 	 0.210143 	 44.5967 	 8.39627 	 21.0957 	 10.3371 	 103 	 18 	 60.5714 	 32.3927 	 11309 	 0.856548 	 584.635 	 734.981 	 1061.4 	 978.565 	 0.337058 	 1437.08 	 981.111 	 474.93 	 0.447456 	  Tumour 
16 	 358.499 	 308.779 	 486.24 	 283.805 	 6573 	 102.191 	 82.7554 	 0.586689 	 0.966333 	 318.049 	 1185.35 	 242.696 	 0.204746 	 540.113 	 963.905 	 542.668 	 -59.7481 	 104.644 	 0.163772 	 638.964 	 159 	 2141 	 131.711 	 -14.2433 	 3 	 1126.29 	 0.171351 	 64.1336 	 52.3323 	 56.8803 	 5.67847 	 66 	 37 	 53 	 14.7309 	 600 	 1941 	 181.297 	 47.321 	 9 	 2258.69 	 0.343632 	 65.8807 	 8.53313 	 31.4751 	 16.1626 	 242 	 18 	 66.6667 	 68.2019 	 7387 	 0.918438 	 393.48 	 1157.65 	 1995.2 	 1912.37 	 0.966851 	 2005.08 	 1954.63 	 670.475 	 0.336044 	  Tumour 
17 	 380.931 	 107.601 	 678.72 	 326.049 	 6709 	 97.3981 	 88.3153 	 0.421678 	 0.974296 	 318.149 	 1244.04 	 264.341 	 0.212486 	 264.17 	 1022.59 	 656.548 	 -2.62685 	 91.1023 	 0.121011 	 752.844 	 111 	 482 	 144 	 -1.95395 	 2 	 2328.77 	 0.347112 	 49.0782 	 49.0782 	 49.0782 	 0 	 61 	 50 	 55.5 	 7.77817 	 459 	 1220 	 213.235 	 79.2596 	 2 	 4618.61 	 0.688419 	 41.1698 	 41.1698 	 41.1698 	 0 	 401 	 58 	 229.5 	 242.538 	 9871 	 0.927987 	 436.066 	 1116.06 	 1864.94 	 1782.11 	 0.365432 	 1864.72 	 1849.28 	 468.382 	 0.251151 	  Tumour 
18 	 416.81 	 236.226 	 578.623 	 358.402 	 5565 	 89.5407 	 79.5737 	 0.458514 	 0.988104 	 280.693 	 1521.9 	 201.689 	 0.132524 	 598.373 	 1300.45 	 791.726 	 -58.2424 	 63.8698 	 0.0719236 	 888.023 	 101 	 422 	 171.515 	 25.5609 	 2 	 1175.86 	 0.211295 	 44.6189 	 44.6189 	 44.6189 	 0 	 55 	 46 	 50.5 	 6.36396 	 669 	 1661 	 201.946 	 67.9705 	 4 	 3142.51 	 0.564692 	 40.5046 	 10.7967 	 29.2049 	 9.58318 	 496 	 21 	 133.8 	 203.007 	 12530 	 0.928767 	 501.865 	 1068.11 	 2151.09 	 2068.26 	 0.569892 	 2147.28 	 2131.54 	 484.491 	 0.22523 	  Tumour 
19 	 425.97 	 369.806 	 472.426 	 237.034 	 6148 	 97.2847 	 81.3158 	 0.548952 	 0.954955 	 328.877 	 743.041 	 121.291 	 0.163236 	 269.39 	 521.594 	 400.248 	 49.4951 	 71.922 	 0.144845 	 496.544 	 93 	 503 	 115.968 	 -29.9862 	 2 	 358.44 	 0.0583018 	 56.5808 	 56.5808 	 56.5808 	 0 	 56 	 37 	 46.5 	 13.435 	 479 	 1525 	 177.599 	 43.6235 	 4 	 1880.25 	 0.305831 	 52.8209 	 10.9775 	 36.4417 	 17.1431 	 326 	 17 	 119.75 	 141.071 	 9226 	 0.892954 	 441.137 	 464.501 	 872.98 	 790.145 	 0.593137 	 1041.46 	 803.133 	 559.187 	 0.640549 	  Tumour 
20 	 422.41 	 607.103 	 557.862 	 177.025 	 3928 	 78.0796 	 64.5541 	 0.562536 	 0.97469 	 242.35 	 1039.32 	 281.912 	 0.271248 	 598.583 	 817.868 	 494.133 	 38.9995 	 64.7088 	 0.109596 	 590.429 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7948 	 0.842663 	 478.208 	 493.595 	 665.307 	 582.472 	 0.126411 	 1270.27 	 610.808 	 483.558 	 0.726819 	  DCIS 
21 	 499.376 	 89.1276 	 746.943 	 445.395 	 9237 	 124.873 	 95.0031 	 0.648987 	 0.962187 	 388.233 	 1180.72 	 253.216 	 0.214459 	 304.356 	 959.269 	 685.379 	 39.5548 	 126.977 	 0.162442 	 781.675 	 52 	 52 	 138.827 	 -7.12702 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	 263 	 1919 	 156.992 	 23.0167 	 5 	 1118.2 	 0.121057 	 110.4 	 7.85928 	 49.7385 	 39.2473 	 85 	 24 	 52.6 	 25.1157 	 15025 	 0.889316 	 633.605 	 1013.23 	 1622.71 	 1539.88 	 0.314974 	 2035.13 	 1528.37 	 479.493 	 0.295488 	  Tumour 
22 	 523.81 	 279.824 	 604.26 	 342.539 	 6844 	 100.312 	 87.5167 	 0.48871 	 0.968856 	 333.747 	 968.254 	 230.231 	 0.23778 	 271.342 	 746.806 	 529.754 	 -59.7631 	 126.188 	 0.201562 	 626.05 	 64 	 68 	 149.234 	 3.28043 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 252 	 1444 	 150.464 	 16.4886 	 4 	 2097.79 	 0.306515 	 58.4408 	 20.7223 	 37.1861 	 14.9519 	 81 	 52 	 63 	 12.5167 	 9694 	 0.913925 	 452.894 	 1241.33 	 1805.66 	 1722.82 	 0.703088 	 1954.53 	 1707.64 	 644.154 	 0.356742 	  Tumour 
23 	 520.146 	 373.236 	 534.113 	 253.693 	 6715 	 98.4815 	 87.2935 	 0.46293 	 0.983019 	 311.179 	 1199.44 	 226.95 	 0.189214 	 554.8 	 977.991 	 591.424 	 134.993 	 89.5925 	 0.130275 	 687.72 	 107 	 528 	 130.346 	 -15.6082 	 2 	 1785.86 	 0.26595 	 53.24 	 53.24 	 53.24 	 0 	 58 	 49 	 53.5 	 6.36396 	 535 	 1584 	 175.462 	 41.486 	 4 	 2971.66 	 0.442541 	 44.7583 	 9.28012 	 31.8341 	 13.5073 	 355 	 30 	 133.75 	 151.017 	 8633 	 0.93038 	 414.752 	 865.282 	 1282.5 	 1199.66 	 0.661499 	 1374.77 	 1215.01 	 561.899 	 0.438129 	  Tumour 
24 	 551.496 	 173.303 	 704.809 	 452.766 	 9552 	 120.287 	 102.849 	 0.518579 	 0.957402 	 397.605 	 1008.08 	 174.758 	 0.173358 	 390.811 	 786.631 	 524.724 	 -59.1383 	 92.5955 	 0.149102 	 621.021 	 197 	 1764 	 141.325 	 -4.62907 	 4 	 1313.02 	 0.13746 	 102.084 	 21.9721 	 55.7346 	 30.9814 	 70 	 33 	 49.25 	 15.8614 	 656 	 2674 	 171.373 	 37.3978 	 6 	 2758.17 	 0.288754 	 97.6739 	 14.488 	 45.7576 	 25.0359 	 301 	 28 	 93.7143 	 96.8602 	 13189 	 0.901504 	 556.693 	 1123.92 	 2021.8 	 1938.96 	 0.737958 	 1983.83 	 2026.73 	 599.479 	 0.296508 	  Tumour 
25 	 555.551 	 486.453 	 494.605 	 180.546 	 10535 	 145.966 	 97.6628 	 0.743192 	 0.893099 	 458.659 	 1278.94 	 324.71 	 0.25389 	 596.889 	 1057.49 	 703.652 	 31.0076 	 187.063 	 0.233844 	 799.948 	 159 	 1062 	 170.887 	 24.9328 	 3 	 1239.98 	 0.117701 	 75.9365 	 9.66012 	 52.1748 	 33.0078 	 59 	 42 	 53 	 9.53939 	 1255 	 7176 	 169.312 	 35.3358 	 15 	 2886.88 	 0.274028 	 120.434 	 9.1907 	 53.8258 	 27.8695 	 298 	 29 	 78.4375 	 66.5252 	 21373 	 0.840002 	 776.718 	 808.369 	 1206.3 	 1123.46 	 0.464336 	 1502.47 	 1108.61 	 607.346 	 0.503478 	  Tumour 
26 	 598.935 	 604.125 	 487.082 	 177.025 	 4382 	 84.5702 	 68.3985 	 0.588113 	 0.933731 	 288.936 	 992.712 	 238.526 	 0.240277 	 458.133 	 771.265 	 683.477 	 6.79475 	 144.532 	 0.185352 	 779.773 	 60 	 60 	 153.117 	 7.16272 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	 461 	 573 	 229.462 	 95.4863 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 461 	 461 	 461 	 0 	 6418 	 0.866127 	 400.51 	 1185.21 	 1275.13 	 1192.29 	 0.620321 	 1297.72 	 1239.67 	 514.65 	 0.403606 	  Tumour 
27 	 582.118 	 911.34 	 896.505 	 116.709 	 2017 	 102.558 	 28.0486 	 0.961875 	 0.874675 	 239.723 	 760.486 	 122.284 	 0.160798 	 358.472 	 539.039 	 500.625 	 88.2177 	 53.0815 	 0.0889256 	 596.921 	 124 	 487 	 147.694 	 1.7396 	 2 	 354.861 	 0.175935 	 49.3199 	 49.3199 	 49.3199 	 0 	 72 	 52 	 62 	 14.1421 	 24 	 24 	 103.292 	 -30.684 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 24 	 24 	 24 	 0 	 3628 	 0.954737 	 283.598 	 192.946 	 177.897 	 95.062 	 0 	 0 	 0 	 24.6252 	 0.138424 	  Other 
28 	 617.48 	 389.479 	 598.912 	 292.488 	 6606 	 95.5996 	 88.9982 	 0.365153 	 0.95201 	 331.806 	 1124.87 	 208.48 	 0.185337 	 419.19 	 903.425 	 648.781 	 -0.694032 	 62.0744 	 0.0833127 	 745.077 	 137 	 559 	 143.781 	 -2.17293 	 2 	 2633.01 	 0.398579 	 41.7843 	 41.7843 	 41.7843 	 0 	 88 	 49 	 68.5 	 27.5772 	 483 	 983 	 204.28 	 70.3038 	 3 	 2107.74 	 0.319064 	 28.6218 	 18.7022 	 23.7569 	 4.43864 	 402 	 29 	 161 	 209.029 	 9215 	 0.827942 	 516.693 	 1279.81 	 1872.75 	 1789.92 	 0.653445 	 1936.6 	 1837.09 	 561.602 	 0.299881 	  Tumour 
29 	 640.472 	 250.023 	 705.834 	 418.298 	 7477 	 105.619 	 90.7106 	 0.512231 	 0.968147 	 342.049 	 1138.94 	 193.359 	 0.169771 	 459.366 	 917.49 	 592.521 	 -30.2097 	 68.7303 	 0.0997803 	 688.817 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 69 	 88 	 130.638 	 -3.33803 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 9834 	 0.931779 	 440.894 	 1511.95 	 2399.4 	 2316.56 	 0.667482 	 2372.48 	 2372.66 	 479.288 	 0.199754 	  Tumour 
30 	 679.166 	 143.95 	 808.906 	 529.545 	 9890 	 153.283 	 88.0065 	 0.818754 	 0.921629 	 437.772 	 1249.04 	 390.263 	 0.31245 	 698.292 	 1027.59 	 548.506 	 -7.35053 	 80.6582 	 0.12509 	 644.802 	 171 	 1479 	 142.614 	 -3.33991 	 4 	 2868.75 	 0.290065 	 76.3752 	 9.0194 	 43.4852 	 31.0374 	 56 	 30 	 42.75 	 13.6473 	 863 	 3244 	 213.088 	 79.1124 	 6 	 1203.59 	 0.121698 	 85.0344 	 9.454 	 46.8696 	 23.6012 	 368 	 22 	 143.833 	 158.681 	 13598 	 0.858405 	 584.492 	 1117.28 	 1787.44 	 1704.61 	 0.802218 	 1782.59 	 1781.96 	 623.104 	 0.348601 	  Tumour 
31 	 673.178 	 789.792 	 544.394 	 151.4 	 8284 	 117.337 	 93.6919 	 0.602018 	 0.895568 	 389.806 	 1187.7 	 247.978 	 0.208789 	 390.902 	 966.25 	 636.083 	 78.8406 	 95.394 	 0.130252 	 732.38 	 59 	 61 	 131.559 	 -14.3946 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	 469 	 1546 	 201.661 	 67.6853 	 3 	 3138.06 	 0.37881 	 63.9314 	 16.9184 	 44.5212 	 21.9617 	 380 	 42 	 156.333 	 193.717 	 13573 	 0.929403 	 530.434 	 855.563 	 1340.7 	 1257.87 	 0.29979 	 2162.73 	 1182.59 	 670.344 	 0.499994 	  Tumour 
32 	 675.47 	 341.668 	 673.457 	 366.38 	 4898 	 98.6822 	 66.3111 	 0.740582 	 0.871996 	 323.019 	 962.222 	 218.568 	 0.227149 	 388.193 	 740.775 	 541.188 	 -19.6433 	 87.8037 	 0.137735 	 637.484 	 62 	 63 	 149.274 	 3.32025 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 62 	 62 	 62 	 0 	 516 	 779 	 210.843 	 76.8673 	 2 	 381.961 	 0.0779831 	 21.2045 	 21.2045 	 21.2045 	 0 	 426 	 90 	 258 	 237.588 	 7518 	 0.85979 	 430.894 	 1507.95 	 1950.95 	 1868.11 	 0.741855 	 1958.66 	 1945.92 	 561.382 	 0.287748 	  Tumour 
33 	 686.336 	 593.412 	 573.882 	 264.371 	 10274 	 116.816 	 112.565 	 0.267323 	 0.973839 	 401.061 	 1007.85 	 180.19 	 0.178785 	 460.357 	 786.408 	 538.477 	 -25.2142 	 99.0843 	 0.156094 	 634.774 	 141 	 633 	 160.716 	 14.7624 	 2 	 2916.7 	 0.283891 	 63.07 	 63.07 	 63.07 	 0 	 75 	 66 	 70.5 	 6.36396 	 880 	 3408 	 210.069 	 76.0936 	 6 	 2382.79 	 0.231924 	 86.3451 	 16.3215 	 44.2746 	 21.1219 	 331 	 8 	 146.667 	 125.701 	 14463 	 0.923268 	 554.25 	 1121.78 	 2106.21 	 2023.37 	 0.619141 	 2034.69 	 2088.9 	 580.859 	 0.275785 	  Tumour 
