rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 40.262 	 1361.86 	 62.8013 	 423.757 	 5241 	 85.2291 	 80.573 	 0.326 	 0.912113 	 317.563 	 1079.64 	 263.246 	 0.243829 	 -114.65 	 970.304 	 5788 	 0.924896 	 316.108 	 364.302 	 363.234 	 189.202 	 0.323741 	 460.622 	 333.633 	 94.7261 	 0.260785 	 27 	 27 	 231.852 	 -17.2706 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 27 	 27 	 27 	 0 	 226.098 	 -1.37718 	 44.9588 	 0.146035 	 307.864 	 812 	 3126 	 451.591 	 92.6032 	 6 	 794.931 	 0.151675 	 76.3413 	 16.4191 	 38.1527 	 16.2515 	 218 	 41 	 116 	 71.0446 	  Tumour 
2 	 49.6063 	 1424.46 	 62.8013 	 362.008 	 5525 	 116.348 	 64.6589 	 0.831358 	 0.887408 	 328.836 	 1186.69 	 245.338 	 0.206742 	 -31.8187 	 1077.35 	 7798 	 0.842481 	 406.777 	 503.903 	 506.699 	 332.667 	 0.490141 	 547.897 	 500.094 	 76.378 	 0.150737 	 85 	 527 	 218.212 	 -30.9107 	 2 	 964.823 	 0.174629 	 71.7113 	 71.7113 	 71.7113 	 0 	 48 	 37 	 42.5 	 7.77817 	 295.119 	 6.70946 	 27.6187 	 0.0732816 	 376.885 	 752 	 3027 	 560.23 	 201.242 	 8 	 1179.41 	 0.213469 	 84.2833 	 8.56074 	 43.3697 	 22.4387 	 197 	 29 	 94 	 61.3235 	  Tumour 
3 	 53.0636 	 1613.14 	 251.336 	 194.618 	 6099 	 133.152 	 61.8593 	 0.885533 	 0.92116 	 358.978 	 1804.66 	 680.418 	 0.377033 	 778.197 	 1695.33 	 7906 	 0.926412 	 386.007 	 607.328 	 514.968 	 340.937 	 0.37971 	 677.122 	 476.216 	 186.894 	 0.362923 	 185 	 1256 	 248.232 	 -0.890017 	 5 	 567.314 	 0.0930175 	 64.1911 	 13.773 	 35.9164 	 15.7905 	 50 	 15 	 37 	 13.7295 	 238.426 	 -18.5905 	 86.0477 	 0.268738 	 320.192 	 240 	 1579 	 410.887 	 51.8995 	 5 	 1453.68 	 0.238347 	 86.3964 	 7.77803 	 45.6089 	 24.5439 	 64 	 34 	 48 	 12.51 	  Tumour 
4 	 77.3206 	 692.461 	 671.021 	 864.095 	 8512 	 109.968 	 98.8291 	 0.438545 	 0.987929 	 343.563 	 729.782 	 261.745 	 0.358663 	 -375.82 	 620.448 	 14517 	 0.9117 	 532.257 	 667.443 	 856.294 	 682.263 	 0.227171 	 917.971 	 847.057 	 223.053 	 0.260486 	 40 	 42 	 223.55 	 -25.5724 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 40 	 40 	 40 	 0 	 302.347 	 53.5467 	 40.7758 	 0.106156 	 384.112 	 352 	 675 	 612.116 	 253.129 	 3 	 1560.77 	 0.183361 	 32.3721 	 14.9635 	 22.2886 	 8.0732 	 210 	 45 	 117.333 	 84.3584 	  Tumour 
5 	 69.401 	 96.1894 	 1266.33 	 1146.03 	 6052 	 93.1333 	 83.3143 	 0.446928 	 0.963387 	 313.948 	 1378.33 	 325.534 	 0.23618 	 774.072 	 1269 	 11772 	 0.951965 	 439.688 	 605.545 	 758.44 	 584.408 	 0.308311 	 1078.78 	 697.303 	 245.498 	 0.323688 	 48 	 48 	 240.833 	 -8.28912 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 48 	 48 	 48 	 0 	 351.095 	 53.3216 	 38.7357 	 0.0894879 	 432.86 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
6 	 94.9422 	 1483.19 	 132.914 	 291.76 	 4011 	 96.4345 	 53.34 	 0.833101 	 0.962332 	 263.664 	 1192.14 	 297.067 	 0.249188 	 -88.0307 	 1082.81 	 7645 	 0.875014 	 439.588 	 529.746 	 644.303 	 470.271 	 0.716216 	 666.604 	 630.097 	 103.661 	 0.160888 	 97 	 512 	 217.216 	 -31.906 	 2 	 703.224 	 0.175324 	 52.7111 	 52.7111 	 52.7111 	 0 	 55 	 42 	 48.5 	 9.19239 	 264.338 	 10.3271 	 40.0373 	 0.11568 	 346.103 	 335 	 541 	 496.397 	 137.409 	 2 	 1250.8 	 0.311842 	 27.1157 	 27.1157 	 27.1157 	 0 	 280 	 55 	 167.5 	 159.099 	  Tumour 
7 	 121.011 	 177.07 	 1187.77 	 1053.65 	 3464 	 86.7059 	 50.977 	 0.808912 	 0.977427 	 232.551 	 1363.22 	 346.753 	 0.254364 	 643.066 	 1253.88 	 7149 	 0.907234 	 373.99 	 823.355 	 1083.93 	 909.899 	 0.563291 	 1411.87 	 961.67 	 587.762 	 0.54225 	 58 	 58 	 247.069 	 -2.05348 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	 214.74 	 -34.4532 	 47.6094 	 0.160569 	 296.505 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
8 	 176.964 	 1762.58 	 112.929 	 165.56 	 4774 	 160.124 	 39.5568 	 0.969006 	 0.907777 	 374.291 	 977.889 	 209.646 	 0.214386 	 499.76 	 868.555 	 6165 	 0.923596 	 392.693 	 185.006 	 182.614 	 8.58268 	 0.0647887 	 238.217 	 180.118 	 36.9192 	 0.202171 	 40 	 41 	 167.575 	 -81.5474 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 40 	 40 	 40 	 0 	 24.7743 	 6.68273 	 11.793 	 0.110691 	 106.54 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
9 	 147.556 	 1599.75 	 261.358 	 165.56 	 4449 	 80.7908 	 70.8287 	 0.481049 	 0.942385 	 268.35 	 1362.66 	 375.886 	 0.275847 	 289.801 	 1253.33 	 5523 	 0.920653 	 316.451 	 424.107 	 455.093 	 281.061 	 0.803571 	 496.973 	 427.335 	 143.377 	 0.315051 	 481 	 2455 	 402.863 	 153.74 	 3 	 1139.77 	 0.256187 	 63.5556 	 37.9446 	 51.4747 	 11.5084 	 314 	 47 	 160.333 	 137.994 	 156.097 	 -132.236 	 36.8177 	 0.154786 	 237.863 	 170 	 489 	 358.353 	 -0.635011 	 2 	 1117.43 	 0.251165 	 35.6396 	 35.6396 	 35.6396 	 0 	 96 	 74 	 85 	 15.5563 	  Tumour 
10 	 154.9 	 1516.32 	 192.2 	 247.978 	 6757 	 110.899 	 78.9725 	 0.702065 	 0.954783 	 347.505 	 1081.26 	 183.242 	 0.169471 	 220.771 	 971.927 	 12860 	 0.864887 	 551.127 	 475.411 	 595.861 	 421.829 	 0.752174 	 616.159 	 583.068 	 143.326 	 0.240536 	 200 	 2091 	 221.345 	 -27.7774 	 4 	 1343.68 	 0.198858 	 61.9832 	 22.9313 	 45.4273 	 12.9389 	 58 	 35 	 50 	 10.4243 	 300.501 	 29.5587 	 49.9549 	 0.130681 	 382.266 	 898 	 2544 	 429.667 	 70.6791 	 6 	 838.952 	 0.12416 	 48.3167 	 9.99053 	 29.195 	 10.5545 	 301 	 39 	 128.286 	 101.79 	  Tumour 
