rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	CellLabels 	
31 	 828.765 	 454.122 	 792.652 	 345.22 	 1284 	 48.3715 	 34.6891 	 0.69693 	 0.977169 	 138.669 	 1267.2 	 440.738 	 0.347804 	 878.248 	 1202.57 	 468.348 	 -6.0778 	 87.8722 	 0.145704 	 603.088 	 1763 	 0.892658 	 182.77 	 228.761 	 224.395 	 155.674 	 0.331395 	 263.263 	 214.018 	 78.8695 	 0.351476 	 45 	 45 	 245.2 	 95.9196 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 93 	 96 	 209.645 	 62.2064 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 93 	 93 	 93 	 0 	  Lymph 
32 	 828.236 	 488.893 	 784.284 	 377.89 	 1345 	 53.3445 	 37.8952 	 0.703812 	 0.875081 	 164.811 	 866.361 	 292.17 	 0.337237 	 467.399 	 801.726 	 394.886 	 -13.541 	 102.729 	 0.193964 	 529.626 	 2546 	 0.866871 	 247.64 	 198.232 	 189.507 	 120.785 	 0.441048 	 220.05 	 178.946 	 72.0483 	 0.380189 	 45 	 45 	 179.222 	 29.9418 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 96 	 99 	 143.198 	 -4.24084 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 96 	 96 	 96 	 0 	  Lymph 
33 	 844.661 	 536.614 	 793.454 	 399.371 	 1518 	 61.3721 	 33.4831 	 0.838062 	 0.890845 	 174.51 	 1694.69 	 494.049 	 0.291528 	 1029.34 	 1630.05 	 443.076 	 15.8021 	 45.7925 	 0.0792509 	 577.817 	 2456 	 0.815676 	 238.569 	 194.497 	 193.41 	 124.688 	 0.486486 	 201.759 	 189.915 	 47.9363 	 0.247848 	 45 	 45 	 266.289 	 117.008 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
34 	 847.55 	 616.476 	 790.306 	 373.209 	 1119 	 47.8883 	 30.2435 	 0.77534 	 0.962995 	 132.426 	 977.485 	 238.601 	 0.244097 	 538.374 	 912.85 	 444.137 	 -61.5494 	 55.8074 	 0.0964062 	 578.878 	 2223 	 0.912936 	 208.083 	 236.703 	 250.448 	 181.727 	 0.350515 	 235 	 254.655 	 44.696 	 0.178464 	 45 	 45 	 229.444 	 80.164 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 68 	 73 	 221.529 	 74.0907 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 68 	 68 	 68 	 0 	  Lymph 
35 	 867.819 	 564.192 	 813.373 	 409.093 	 1294 	 47.8507 	 35.2445 	 0.676382 	 0.947985 	 167.924 	 768.088 	 349.766 	 0.455373 	 362.615 	 703.453 	 540.716 	 63.7437 	 55.4518 	 0.0820953 	 675.457 	 2001 	 0.960173 	 192.083 	 256.952 	 233.573 	 164.852 	 0.550562 	 238.316 	 233.163 	 52.9202 	 0.226568 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
36 	 886.999 	 379.714 	 868.219 	 255.196 	 1716 	 63.0786 	 35.9333 	 0.821882 	 0.913252 	 177.296 	 733.952 	 363.402 	 0.495131 	 502.038 	 669.317 	 406.361 	 13.2961 	 94.4283 	 0.174511 	 541.101 	 2931 	 0.962246 	 226.426 	 162.615 	 144.416 	 75.6944 	 0 	 0 	 0 	 16.9179 	 0.117147 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
37 	 941.27 	 64.3274 	 963.187 	 137.201 	 6243 	 102.579 	 78.7868 	 0.640382 	 0.958397 	 309.279 	 2165.06 	 667.767 	 0.308429 	 1538.19 	 2100.42 	 553.141 	 -139.865 	 110.593 	 0.160774 	 687.881 	 8111 	 0.859398 	 448.409 	 331.997 	 415.89 	 347.169 	 0.317422 	 449.639 	 407.049 	 159.241 	 0.382893 	 225 	 1120 	 274.316 	 125.035 	 5 	 405.642 	 0.0649755 	 48.3735 	 10.8167 	 29.7909 	 12.5363 	 45 	 45 	 45 	 0 	 139 	 455 	 217.921 	 70.4821 	 2 	 612.132 	 0.098051 	 34.1861 	 34.1861 	 34.1861 	 0 	 76 	 63 	 69.5 	 9.19239 	  Tumour 
38 	 928.452 	 471.268 	 885.883 	 335.394 	 3215 	 73.3575 	 57.2449 	 0.625337 	 0.946145 	 225.823 	 1665.77 	 523.53 	 0.314288 	 1034.75 	 1601.13 	 559.997 	 132.514 	 146.454 	 0.210805 	 694.738 	 4390 	 0.90665 	 300.225 	 216.238 	 195.777 	 127.055 	 0.258865 	 277.836 	 179.624 	 77.1391 	 0.394016 	 135 	 462 	 221.222 	 71.9418 	 3 	 880.288 	 0.273806 	 28.0713 	 11.7047 	 22.3569 	 8.25847 	 45 	 45 	 45 	 0 	 182 	 537 	 188.709 	 41.27 	 2 	 573.586 	 0.178409 	 32.7018 	 32.7018 	 32.7018 	 0 	 98 	 84 	 91 	 9.89949 	  Lymph 
39 	 967.957 	 138.037 	 941.89 	 91.0879 	 7925 	 113.585 	 91.6993 	 0.590114 	 0.95413 	 356.936 	 2320.81 	 658.242 	 0.283626 	 1466.69 	 2256.17 	 508.968 	 -229.36 	 114.904 	 0.178504 	 643.709 	 13144 	 0.925634 	 513.137 	 371.556 	 524.19 	 455.468 	 0.41875 	 494.134 	 535.033 	 119.312 	 0.227612 	 325 	 2430 	 283.049 	 133.769 	 6 	 936.511 	 0.118172 	 68.7028 	 10 	 39.8553 	 17.1322 	 121 	 24 	 54.1667 	 33.8019 	 79 	 90 	 251.38 	 103.941 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 79 	 79 	 79 	 0 	  Tumour 
40 	 989.043 	 452.312 	 949.398 	 314.701 	 3621 	 71.4329 	 65.7969 	 0.389323 	 0.952644 	 239.48 	 1851.26 	 666.203 	 0.359865 	 1461.82 	 1786.62 	 630.068 	 37.8086 	 122.213 	 0.159795 	 764.809 	 5054 	 0.94291 	 300.569 	 219.33 	 198.852 	 130.131 	 0.260563 	 281.068 	 185.972 	 75.3143 	 0.378745 	 90 	 209 	 295.044 	 145.764 	 2 	 420.477 	 0.116122 	 20.6155 	 20.6155 	 20.6155 	 0 	 45 	 45 	 45 	 0 	 174 	 547 	 202.908 	 55.4693 	 2 	 607.916 	 0.167886 	 42.7582 	 42.7582 	 42.7582 	 0 	 93 	 81 	 87 	 8.48528 	  Lymph 
41 	 1039.24 	 790.943 	 992.86 	 554.823 	 3418 	 74.1673 	 58.9358 	 0.60709 	 0.9749 	 225.622 	 956.213 	 674.195 	 0.705069 	 762.712 	 891.577 	 547.474 	 57.3409 	 89.0529 	 0.130535 	 682.215 	 5126 	 0.971938 	 292.569 	 176.156 	 145.457 	 76.735 	 0 	 0 	 0 	 13.8628 	 0.0953052 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 58 	 58 	 187.121 	 39.6819 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	  Lymph 
42 	 1058.61 	 133.526 	 1120.72 	 91.0879 	 1330 	 48.774 	 34.946 	 0.697599 	 0.974359 	 139.296 	 408.647 	 120.299 	 0.294383 	 236.733 	 344.011 	 365.116 	 -38.0769 	 122.149 	 0.244368 	 499.856 	 3092 	 0.89261 	 252.569 	 324.833 	 339.411 	 270.689 	 0.29661 	 559.029 	 295.649 	 210.344 	 0.619733 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
43 	 1180.51 	 179.875 	 1212.8 	 217.101 	 1003 	 40.949 	 32.0755 	 0.621639 	 0.987205 	 119.598 	 1079.46 	 265.795 	 0.24623 	 627.041 	 1014.82 	 263.908 	 32.8623 	 32.2656 	 0.0809375 	 398.648 	 1783 	 0.971133 	 167.113 	 164.033 	 140.81 	 72.0886 	 0 	 0 	 0 	 48.6587 	 0.345563 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
44 	 1203.6 	 478.934 	 1156.98 	 414.701 	 2804 	 62.3798 	 58.5124 	 0.346629 	 0.952446 	 213.48 	 910.016 	 569.276 	 0.625567 	 720.278 	 845.381 	 531.163 	 70.6396 	 96.2409 	 0.144527 	 665.904 	 3048 	 0.90472 	 254.225 	 235.246 	 229.182 	 160.461 	 0.338983 	 286.637 	 213.614 	 76.4735 	 0.33368 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 184.178 	 36.739 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
45 	 1219.85 	 435.827 	 1179.43 	 390.267 	 3507 	 95.4925 	 53.4017 	 0.829016 	 0.85641 	 266.208 	 804.008 	 419.044 	 0.521194 	 658.807 	 739.372 	 373.935 	 25.2622 	 150.751 	 0.29636 	 508.675 	 5434 	 0.910523 	 327.882 	 194.123 	 197.237 	 128.515 	 0.266234 	 279.378 	 185.365 	 119.439 	 0.605562 	 90 	 114 	 163.778 	 14.4973 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 90 	 90 	 90 	 0 	 113 	 614 	 183.69 	 36.2515 	 2 	 356.409 	 0.101628 	 47.5248 	 47.5248 	 47.5248 	 0 	 75 	 38 	 56.5 	 26.163 	  Lymph 
46 	 1269.31 	 142.264 	 1308.64 	 301.027 	 628 	 36.7611 	 22.365 	 0.79364 	 0.96319 	 100.184 	 1413.19 	 256.685 	 0.181635 	 813.208 	 1348.56 	 424.53 	 -49.2586 	 46.1034 	 0.0824349 	 559.271 	 1192 	 0.980263 	 136.284 	 202.575 	 203.117 	 134.396 	 0 	 0 	 0 	 30.8179 	 0.151725 	 0 	 0 	 0 	 -149.28 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 -147.439 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
