rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
113 	 3300.97 	 563.319 	 2804.06 	 292.74 	 4024 	 85.8377 	 60.2095 	 0.712735 	 0.963832 	 260.108 	 1413.46 	 357.138 	 0.252669 	 775.379 	 1313.08 	 313.288 	 -1.04341 	 50.5545 	 0.128085 	 394.695 	 55 	 57 	 148.782 	 19.3725 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 55 	 55 	 55 	 0 	 79 	 79 	 142.797 	 52.2721 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 79 	 79 	 79 	 0 	 4912 	 0.973444 	 275.622 	 116.654 	 126.367 	 46.2603 	 0.191667 	 137.413 	 124.507 	 31.8753 	 0.252244 	  DCIS 
114 	 3349.35 	 1009.26 	 2832.87 	 205.244 	 3029 	 74.218 	 53.3359 	 0.695385 	 0.975523 	 220.752 	 1474.61 	 424.644 	 0.287971 	 579.494 	 1374.22 	 334.981 	 59.6811 	 58.9748 	 0.141634 	 416.388 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3567 	 0.976993 	 232.468 	 90.7998 	 83.385 	 3.2786 	 0 	 0 	 0 	 12.999 	 0.155891 	  DCIS 
115 	 3363.98 	 586.226 	 2863.93 	 289.277 	 3783 	 75.4156 	 66.0177 	 0.483426 	 0.958207 	 245.48 	 2020.08 	 492.685 	 0.243894 	 1078.34 	 1919.69 	 399.907 	 27.297 	 35.363 	 0.0734717 	 481.314 	 52 	 52 	 168.865 	 39.4561 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	 183 	 433 	 138.388 	 47.8626 	 3 	 334.331 	 0.0883773 	 20.7631 	 13.4515 	 17.6811 	 3.3885 	 74 	 40 	 61 	 18.3576 	 4137 	 0.934915 	 256.752 	 128.462 	 128.218 	 48.112 	 0.148472 	 123.912 	 128.672 	 21.8874 	 0.170704 	  DCIS 
116 	 3367.79 	 236.741 	 2927.47 	 226.824 	 1115 	 49.9131 	 29.204 	 0.810964 	 0.948129 	 137.74 	 935.314 	 211.616 	 0.226252 	 523.116 	 834.932 	 146.35 	 -0.875833 	 18.2415 	 0.0800915 	 227.758 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1872 	 0.927651 	 191.439 	 368.71 	 260.916 	 180.81 	 0 	 0 	 255.231 	 360.202 	 1.38053 	  Other 
117 	 3409.39 	 652.025 	 2902.14 	 211.287 	 6349 	 124.367 	 65.4579 	 0.85028 	 0.979482 	 325.706 	 1338.22 	 321.15 	 0.239984 	 238.275 	 1237.83 	 356.614 	 -14.4735 	 74.1837 	 0.169361 	 438.021 	 60 	 61 	 163.533 	 34.1241 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 60 	 60 	 60 	 0 	 20 	 20 	 127.5 	 36.9746 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 20 	 20 	 20 	 0 	 7266 	 0.978322 	 347.563 	 128.276 	 129.844 	 49.738 	 0.0695364 	 105.429 	 130.506 	 36.5685 	 0.281633 	  DCIS 
118 	 3410.82 	 389.511 	 2938.66 	 163.6 	 5092 	 90.8851 	 75.489 	 0.556872 	 0.930046 	 296.149 	 1670.43 	 413.491 	 0.247536 	 866.403 	 1570.04 	 397.927 	 39.6706 	 58.8701 	 0.122816 	 479.335 	 45 	 45 	 178.533 	 49.1241 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 112 	 346 	 124.812 	 34.2871 	 2 	 899.571 	 0.176664 	 32.7274 	 32.7274 	 32.7274 	 0 	 60 	 52 	 56 	 5.65685 	 5753 	 0.931509 	 311.421 	 140.942 	 175.356 	 95.2492 	 0.274074 	 282.757 	 151.993 	 259.055 	 1.47731 	  DCIS 
119 	 3391.93 	 494.865 	 2903.24 	 231.899 	 5887 	 104.733 	 72.7959 	 0.718953 	 0.963345 	 312.877 	 1578.57 	 345.468 	 0.218849 	 804.614 	 1478.18 	 469.318 	 41.5417 	 58.8976 	 0.106946 	 550.725 	 49 	 50 	 188.367 	 58.9581 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 225 	 586 	 134.333 	 43.8079 	 4 	 1024.83 	 0.174084 	 31.2902 	 9.24961 	 20.3873 	 7.82479 	 75 	 31 	 56.25 	 20.6135 	 6730 	 0.980192 	 321.865 	 146.935 	 143.547 	 63.441 	 0 	 0 	 0 	 55.0929 	 0.383796 	  DCIS 
120 	 3414.25 	 295.683 	 2959.55 	 161.307 	 4429 	 83.6198 	 72.0504 	 0.507515 	 0.936166 	 276.007 	 1544.7 	 280.616 	 0.181663 	 515.277 	 1444.32 	 321.803 	 -4.6868 	 50.013 	 0.124037 	 403.21 	 102 	 128 	 157.98 	 28.5711 	 2 	 599.183 	 0.135286 	 9.40479 	 9.40479 	 9.40479 	 0 	 52 	 50 	 51 	 1.41421 	 218 	 369 	 128.761 	 38.2361 	 2 	 1724.6 	 0.389387 	 14.4425 	 14.4425 	 14.4425 	 0 	 120 	 98 	 109 	 15.5563 	 5180 	 0.951856 	 288.693 	 116.276 	 115.809 	 35.7024 	 0.0836653 	 131.238 	 114.287 	 23.7722 	 0.205271 	  DCIS 
121 	 3408.72 	 787.713 	 2893.41 	 94.921 	 2988 	 75.7275 	 50.852 	 0.740993 	 0.964805 	 225.38 	 1356.71 	 320.126 	 0.235957 	 554.358 	 1256.33 	 558.138 	 14.2737 	 137 	 0.214215 	 639.546 	 76 	 207 	 189.961 	 60.5513 	 2 	 417.457 	 0.139711 	 21.9503 	 21.9503 	 21.9503 	 0 	 45 	 31 	 38 	 9.89949 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3533 	 0.957453 	 239.823 	 164.29 	 185.962 	 105.856 	 0.247619 	 204.288 	 184.389 	 51.2453 	 0.275569 	  DCIS 
122 	 3419.23 	 954.675 	 2901.41 	 120.569 	 3819 	 92.9313 	 54.822 	 0.807462 	 0.904762 	 273.321 	 1639.99 	 396.719 	 0.241903 	 836.957 	 1539.61 	 375.613 	 37.803 	 36.3517 	 0.0795406 	 457.02 	 49 	 52 	 159.429 	 30.0193 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 161 	 521 	 133.733 	 43.2075 	 3 	 1296.03 	 0.339363 	 35.764 	 9.38933 	 25.6094 	 12.6964 	 67 	 32 	 53.6667 	 18.9297 	 4705 	 0.912883 	 304.735 	 141.762 	 150.196 	 70.0898 	 0 	 0 	 0 	 45.6582 	 0.303991 	  DCIS 
123 	 3434.43 	 725.333 	 2921.61 	 134.134 	 4780 	 85.2995 	 73.1863 	 0.513663 	 0.950487 	 283.948 	 1647.78 	 401.561 	 0.243698 	 875.26 	 1547.4 	 425.454 	 111.752 	 109.543 	 0.216121 	 506.861 	 89 	 401 	 156.157 	 26.748 	 2 	 529.273 	 0.110727 	 47.7124 	 47.7124 	 47.7124 	 0 	 45 	 44 	 44.5 	 0.707107 	 165 	 696 	 131.824 	 41.2988 	 3 	 561.048 	 0.117374 	 53.4661 	 13.689 	 36.0686 	 18.2027 	 65 	 37 	 55 	 15.6205 	 5572 	 0.966858 	 295.22 	 128.582 	 122.02 	 41.9138 	 0.245968 	 144.852 	 118.648 	 35.8511 	 0.293813 	  DCIS 
124 	 3480.24 	 850.923 	 3391.85 	 52.1536 	 5251 	 98.5356 	 71.3009 	 0.690214 	 0.925613 	 306.635 	 1174.84 	 225.603 	 0.192028 	 357.53 	 1074.46 	 565.28 	 60.3267 	 176.409 	 0.272789 	 646.687 	 115 	 191 	 152.722 	 23.3125 	 2 	 1702.07 	 0.324143 	 15.3207 	 15.3207 	 15.3207 	 0 	 62 	 53 	 57.5 	 6.36396 	 603 	 1224 	 164.537 	 74.0119 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 0 	 559 	 44 	 301.5 	 364.16 	 10767 	 0.92723 	 426.576 	 672.619 	 577.84 	 497.734 	 0.322493 	 584.504 	 571.16 	 440.218 	 0.761834 	  Tumour 
125 	 3484.27 	 375.806 	 3012.98 	 89.8888 	 5900 	 105.561 	 72.5732 	 0.726183 	 0.945513 	 332.434 	 1278.38 	 182.398 	 0.142679 	 567.472 	 1178 	 252.866 	 4.80582 	 41.2363 	 0.123361 	 334.274 	 49 	 50 	 135.837 	 6.42747 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 113 	 448 	 115.814 	 25.2888 	 2 	 398.331 	 0.0675137 	 42.5259 	 42.5259 	 42.5259 	 0 	 68 	 45 	 56.5 	 16.2635 	 7664 	 0.736286 	 513.144 	 163.936 	 252.576 	 172.47 	 0.318907 	 444.686 	 212.197 	 247.295 	 0.97909 	  DCIS 
126 	 3507.91 	 807.011 	 2991.64 	 52.1536 	 1670 	 51.9725 	 41.3976 	 0.604601 	 0.969803 	 163.238 	 1546.62 	 374.728 	 0.242289 	 970.499 	 1446.23 	 315.866 	 88.4833 	 68.3789 	 0.172121 	 397.274 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 1841 	 0.957358 	 171.439 	 295.453 	 406.524 	 326.417 	 0.292517 	 785.791 	 346.215 	 588.888 	 1.4486 	  Other 
127 	 3537.76 	 964.912 	 3020.58 	 102.903 	 3320 	 99.9917 	 45.3314 	 0.891332 	 0.890558 	 264.392 	 1587.26 	 427.829 	 0.269539 	 893.185 	 1486.88 	 315.048 	 7.36421 	 36.0336 	 0.0908895 	 396.455 	 47 	 48 	 134.957 	 5.54818 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	 128 	 220 	 123.734 	 33.209 	 3 	 979.334 	 0.29498 	 20.8401 	 9.40335 	 13.9092 	 5.44868 	 62 	 32 	 42.6667 	 16.773 	 4144 	 0.908174 	 283.765 	 177.709 	 223.352 	 143.246 	 0.110656 	 505.185 	 201.043 	 200.943 	 0.89967 	  DCIS 
128 	 3562.11 	 650.649 	 3054.66 	 216.157 	 6604 	 118.926 	 72.071 	 0.795453 	 0.954335 	 361.505 	 1232.42 	 299.714 	 0.243192 	 622.3 	 1132.03 	 328.469 	 65.4937 	 51.0402 	 0.124526 	 409.876 	 149 	 209 	 189.289 	 59.8793 	 2 	 3526.25 	 0.533957 	 13.0834 	 13.0834 	 13.0834 	 0 	 104 	 45 	 74.5 	 41.7193 	 64 	 64 	 120.344 	 29.8183 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 7596 	 0.965798 	 365.563 	 121.705 	 107.444 	 27.3374 	 0 	 0 	 0 	 36.2477 	 0.337365 	  DCIS 
129 	 3573.59 	 266.841 	 3122.09 	 77.2334 	 5721 	 108.965 	 70.9427 	 0.759025 	 0.878667 	 348.635 	 1619.85 	 400.159 	 0.247034 	 936.621 	 1519.47 	 328.092 	 57.2733 	 56.8137 	 0.138739 	 409.5 	 63 	 67 	 153.365 	 23.9558 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 63 	 63 	 63 	 0 	 130 	 447 	 125.354 	 34.8284 	 2 	 296.557 	 0.0518365 	 39.0634 	 39.0634 	 39.0634 	 0 	 77 	 53 	 65 	 16.9706 	 6851 	 0.820577 	 389.563 	 140.465 	 169.645 	 89.539 	 0.453488 	 245.295 	 149.259 	 96.2214 	 0.567191 	  DCIS 
130 	 3568.04 	 343.812 	 3532.65 	 77.2334 	 5498 	 87.7342 	 80.2494 	 0.404162 	 0.967447 	 295.563 	 1566.86 	 362.621 	 0.231432 	 908.305 	 1466.48 	 385.494 	 81.9066 	 50.9624 	 0.10915 	 466.901 	 146 	 434 	 166.849 	 37.44 	 2 	 1002.2 	 0.182284 	 33.6656 	 33.6656 	 33.6656 	 0 	 80 	 66 	 73 	 9.89949 	 628 	 1147 	 183.823 	 93.2978 	 2 	 962.666 	 0.175094 	 16.9325 	 16.9325 	 16.9325 	 0 	 594 	 34 	 314 	 395.98 	 6248 	 0.951714 	 326.149 	 401.47 	 393.295 	 313.189 	 0.736655 	 413.899 	 377.762 	 193.501 	 0.492 	  Tumour 
131 	 3595.72 	 879.815 	 3506.98 	 74.2765 	 5467 	 146.325 	 52.7094 	 0.932867 	 0.821858 	 361.948 	 1635.4 	 619.558 	 0.378842 	 753.162 	 1535.02 	 555.763 	 38.3707 	 159.126 	 0.249739 	 637.17 	 99 	 690 	 153.081 	 23.6715 	 2 	 211.58 	 0.0387014 	 88.7235 	 88.7235 	 88.7235 	 0 	 57 	 42 	 49.5 	 10.6066 	 435 	 1724 	 139.163 	 48.6378 	 5 	 875.73 	 0.160185 	 67.2888 	 14.1381 	 35.2378 	 16.8149 	 173 	 34 	 87 	 53.1413 	 11496 	 0.884784 	 482.316 	 623.175 	 560.919 	 480.813 	 0.376528 	 489.201 	 575.393 	 295.298 	 0.526453 	  Tumour 
132 	 3595.76 	 148.684 	 3169.72 	 197 	 3818 	 86.6746 	 58.4915 	 0.737964 	 0.937393 	 257.664 	 1874.27 	 514.7 	 0.274614 	 1314.87 	 1773.89 	 332.661 	 88.3723 	 84.6791 	 0.204505 	 414.068 	 58 	 58 	 163.207 	 33.7976 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	 146 	 208 	 134.726 	 44.2006 	 2 	 412.067 	 0.107927 	 15.2887 	 15.2887 	 15.2887 	 0 	 98 	 48 	 73 	 35.3553 	 4407 	 0.932896 	 281.765 	 97.4672 	 89.1033 	 8.99693 	 0.31405 	 98.3947 	 87.234 	 16.9701 	 0.190454 	  DCIS 
133 	 3609.97 	 456.553 	 3124.43 	 120.553 	 5718 	 115.725 	 64.3803 	 0.830968 	 0.976768 	 310.35 	 1443.21 	 331.724 	 0.229852 	 863.128 	 1342.83 	 283.654 	 17.7292 	 29.471 	 0.080729 	 365.061 	 118 	 317 	 151.924 	 22.5145 	 2 	 907.686 	 0.158742 	 29.5296 	 29.5296 	 29.5296 	 0 	 62 	 56 	 59 	 4.24264 	 126 	 180 	 125.429 	 34.9032 	 2 	 1812.48 	 0.316977 	 12.9235 	 12.9235 	 12.9235 	 0 	 65 	 61 	 63 	 2.82843 	 6399 	 0.963705 	 331.279 	 105.406 	 107.255 	 27.1487 	 0.255102 	 113.2 	 106.998 	 22.0661 	 0.205735 	  DCIS 
134 	 3612.95 	 211.357 	 3172.07 	 140.407 	 3785 	 98.9545 	 50.8242 	 0.858022 	 0.939439 	 285.765 	 2096.86 	 604.064 	 0.28808 	 1412.83 	 1996.48 	 375.132 	 75.4844 	 49.5567 	 0.108549 	 456.539 	 67 	 69 	 171.851 	 42.4415 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	 149 	 478 	 149.416 	 58.8907 	 2 	 342.106 	 0.0903847 	 38.9496 	 38.9496 	 38.9496 	 0 	 78 	 71 	 74.5 	 4.94975 	 4409 	 0.94695 	 287.421 	 107.303 	 116.337 	 36.231 	 0.646341 	 126.667 	 110.545 	 45.9503 	 0.394975 	  DCIS 
135 	 3622.05 	 540.773 	 3125.39 	 167.431 	 4817 	 109.951 	 56.7327 	 0.8566 	 0.966687 	 283.948 	 1511.29 	 342.912 	 0.2269 	 928.134 	 1410.91 	 310.577 	 40.8097 	 33.4173 	 0.0852517 	 391.984 	 106 	 511 	 143.623 	 14.2134 	 2 	 902.908 	 0.187442 	 52.9021 	 52.9021 	 52.9021 	 0 	 61 	 45 	 53 	 11.3137 	 154 	 868 	 121.89 	 31.3642 	 3 	 472.071 	 0.098001 	 55.3202 	 17.0576 	 39.0666 	 17.6828 	 63 	 30 	 51.3333 	 18.5023 	 5616 	 0.969111 	 306.735 	 102.131 	 105.943 	 25.8364 	 0.137405 	 97.2222 	 106.785 	 25.6793 	 0.242388 	  DCIS 
136 	 3629.71 	 747.358 	 3116.06 	 137.277 	 4228 	 81.4857 	 66.7853 	 0.572944 	 0.953971 	 268.208 	 1002.95 	 354.503 	 0.353461 	 526.001 	 902.566 	 289.713 	 44.6958 	 62.8869 	 0.169451 	 371.12 	 61 	 62 	 151.77 	 22.3612 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 61 	 61 	 61 	 0 	 100 	 357 	 113.42 	 22.8946 	 2 	 1170.98 	 0.276958 	 32.6445 	 32.6445 	 32.6445 	 0 	 65 	 35 	 50 	 21.2132 	 5469 	 0.947834 	 310.936 	 182.144 	 271.327 	 191.221 	 0.319853 	 338.195 	 263.753 	 227.832 	 0.839695 	  DCIS 
137 	 3638.9 	 397.133 	 3162.23 	 88.6002 	 4062 	 81.8171 	 67.4052 	 0.566805 	 0.90609 	 268.894 	 1267.44 	 334.707 	 0.264081 	 640.304 	 1167.06 	 251.442 	 39.1879 	 41.9581 	 0.126057 	 332.849 	 72 	 127 	 141.097 	 11.688 	 2 	 1341.78 	 0.330325 	 14.0202 	 14.0202 	 14.0202 	 0 	 42 	 30 	 36 	 8.48528 	 94 	 156 	 117.936 	 27.4108 	 2 	 745.909 	 0.183631 	 12.9915 	 12.9915 	 12.9915 	 0 	 57 	 37 	 47 	 14.1421 	 5361 	 0.864259 	 385.948 	 137.445 	 189.97 	 109.864 	 0.361194 	 256.661 	 174.259 	 177.355 	 0.933594 	  DCIS 
138 	 3649.7 	 930.94 	 3132.1 	 74.2765 	 4814 	 104.811 	 61.2984 	 0.811145 	 0.922222 	 304.735 	 1784.3 	 542.097 	 0.303815 	 966.508 	 1683.92 	 334.497 	 24.0127 	 55.0354 	 0.132327 	 415.904 	 117 	 163 	 146.855 	 17.4454 	 2 	 684.221 	 0.142132 	 9.84306 	 9.84306 	 9.84306 	 0 	 86 	 31 	 58.5 	 38.8909 	 116 	 251 	 130.414 	 39.8884 	 2 	 700.247 	 0.145461 	 20.3894 	 20.3894 	 20.3894 	 0 	 58 	 58 	 58 	 0 	 5776 	 0.923421 	 325.421 	 150.537 	 176.658 	 96.5521 	 0.190141 	 377.389 	 154.276 	 153.487 	 0.868833 	  DCIS 
139 	 3657.11 	 172.92 	 3223.45 	 192.774 	 2771 	 80.8415 	 46.2728 	 0.819982 	 0.887572 	 236.208 	 1630.49 	 389.248 	 0.238731 	 1078.92 	 1530.1 	 318.596 	 135.92 	 86.6919 	 0.216728 	 400.003 	 73 	 73 	 148.589 	 19.1798 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 73 	 73 	 73 	 0 	 111 	 132 	 124.081 	 33.5557 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 111 	 111 	 111 	 0 	 3435 	 0.898979 	 256.794 	 102.925 	 98.9775 	 18.8711 	 0.531532 	 115.839 	 91.635 	 29.8115 	 0.301195 	  DCIS 
140 	 3687.26 	 784.397 	 3171.35 	 132.276 	 2503 	 70.0713 	 47.3935 	 0.73657 	 0.919544 	 212.451 	 1372.82 	 346.278 	 0.252239 	 895.145 	 1272.44 	 305.953 	 44.4428 	 37.9733 	 0.0980311 	 387.36 	 51 	 51 	 145.098 	 15.6888 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	 7 	 7 	 112 	 21.4746 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 7 	 7 	 7 	 0 	 3063 	 0.891963 	 243.037 	 292.082 	 281.556 	 201.449 	 0.42029 	 185.885 	 302.547 	 213.909 	 0.75974 	  DCIS 
141 	 3692.72 	 541.443 	 3195.91 	 106.527 	 3900 	 84.4029 	 59.3469 	 0.711054 	 0.966543 	 247.622 	 1710.14 	 577.278 	 0.337563 	 1126.96 	 1609.75 	 343.884 	 56.9126 	 42.4716 	 0.0998648 	 425.292 	 118 	 433 	 155.542 	 26.1331 	 2 	 967.185 	 0.247996 	 39.5025 	 39.5025 	 39.5025 	 0 	 60 	 58 	 59 	 1.41421 	 148 	 479 	 127.926 	 37.4003 	 2 	 724.041 	 0.185651 	 40.358 	 40.358 	 40.358 	 0 	 76 	 72 	 74 	 2.82843 	 4600 	 0.961739 	 268.794 	 131.46 	 137.415 	 57.3082 	 0.162393 	 99.3947 	 141.181 	 95.5671 	 0.695466 	  DCIS 
142 	 3701.35 	 740.916 	 3187.27 	 174.201 	 2166 	 57.27 	 49.5501 	 0.501424 	 0.918575 	 196.995 	 1207.98 	 301.244 	 0.249377 	 642.494 	 1107.6 	 280.278 	 55.6087 	 51.8933 	 0.143476 	 361.686 	 56 	 57 	 139.5 	 10.0907 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 96 	 162 	 102.521 	 11.9954 	 2 	 508.4 	 0.234718 	 13.6694 	 13.6694 	 13.6694 	 0 	 60 	 36 	 48 	 16.9706 	 2721 	 0.924567 	 218.409 	 108.506 	 107.365 	 27.2587 	 0.291005 	 128 	 104.167 	 24.1284 	 0.224732 	  DCIS 
143 	 3707.19 	 286.337 	 3248.71 	 150.615 	 2410 	 78.596 	 42.4944 	 0.841236 	 0.883755 	 217.681 	 1704.09 	 476.647 	 0.279708 	 1147.87 	 1603.71 	 302.113 	 77.0726 	 53.9309 	 0.140621 	 383.52 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2725 	 0.865079 	 234.267 	 105.536 	 97.0673 	 16.9609 	 0.475962 	 107.404 	 95.6294 	 18.5456 	 0.191059 	  DCIS 
144 	 3718.63 	 98.6294 	 3301.16 	 287.795 	 4949 	 89.7801 	 71.7664 	 0.600856 	 0.968304 	 276.392 	 901.886 	 276.436 	 0.306509 	 320.115 	 801.504 	 140.51 	 -26.2082 	 60.3508 	 0.271951 	 221.918 	 52 	 53 	 114.904 	 -14.5054 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	 57 	 57 	 97.193 	 6.66758 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 5703 	 0.971219 	 297.664 	 81.161 	 87.5961 	 7.48971 	 0.0862745 	 79.4545 	 88.3333 	 34.9815 	 0.39935 	  DCIS 
145 	 3725.03 	 237.92 	 3275.83 	 189.433 	 3917 	 79.5825 	 63.8505 	 0.596896 	 0.930404 	 257.279 	 2150.46 	 640.047 	 0.297633 	 1540.64 	 2050.08 	 387.231 	 163.74 	 64.8998 	 0.138486 	 468.639 	 158 	 743 	 166.449 	 37.0401 	 3 	 726.3 	 0.185422 	 33.044 	 20.2895 	 28.5981 	 6.44113 	 58 	 46 	 52.6667 	 6.1101 	 198 	 876 	 147.394 	 56.8685 	 4 	 992.609 	 0.25341 	 30.2347 	 10.0811 	 24.5304 	 7.60187 	 99 	 22 	 49.5 	 34.0245 	 4268 	 0.916864 	 272.35 	 134.06 	 127.871 	 47.7649 	 0.76824 	 140.073 	 120.042 	 44.3745 	 0.347025 	  DCIS 
146 	 3747.37 	 666.287 	 3237.91 	 195.021 	 5366 	 90.0178 	 76.5706 	 0.525788 	 0.976169 	 283.522 	 1225.11 	 206.507 	 0.168562 	 754.415 	 1124.73 	 200.212 	 11.0191 	 25.2783 	 0.0897606 	 281.619 	 72 	 75 	 125.042 	 -4.3676 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 72 	 72 	 72 	 0 	 144 	 383 	 112.736 	 22.2107 	 2 	 473.535 	 0.0882473 	 32.6759 	 32.6759 	 32.6759 	 0 	 76 	 68 	 72 	 5.65685 	 6179 	 0.980171 	 300.551 	 94.8092 	 95.0674 	 14.961 	 0 	 0 	 0 	 18.3246 	 0.192754 	  DCIS 
147 	 3774.93 	 472.975 	 3717.44 	 67.6018 	 6962 	 125.184 	 74.1921 	 0.805448 	 0.938022 	 366.718 	 1126.47 	 181.31 	 0.160954 	 504.242 	 1026.09 	 335.318 	 -38.4819 	 43.9743 	 0.105523 	 416.726 	 117 	 376 	 155.06 	 25.6506 	 3 	 530.136 	 0.076147 	 43.4193 	 14.8753 	 28.9722 	 12.7681 	 57 	 17 	 39 	 20.2978 	 126 	 399 	 123.563 	 33.0381 	 2 	 2554.21 	 0.366879 	 34.0995 	 34.0995 	 34.0995 	 0 	 66 	 60 	 63 	 4.24264 	 7660 	 0.946146 	 369.12 	 137.776 	 142.665 	 62.5582 	 0.0971787 	 137.935 	 143.152 	 38.6575 	 0.270968 	  Tumour 
148 	 3752.65 	 168.082 	 3318.11 	 255.345 	 3785 	 89.7811 	 54.7489 	 0.792552 	 0.932036 	 267.321 	 1248.81 	 214.544 	 0.171798 	 620.114 	 1148.43 	 328.15 	 144.192 	 88.7893 	 0.216793 	 409.558 	 59 	 60 	 126.949 	 -2.46012 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	 92 	 100 	 110.163 	 19.6376 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 92 	 92 	 92 	 0 	 4451 	 0.939624 	 283.38 	 123.898 	 113.502 	 33.3956 	 0.441767 	 140.645 	 104.091 	 54.0848 	 0.47651 	  DCIS 
