rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 28.6186 	 884.557 	 203.931 	 58.1378 	 2079 	 88.6919 	 32.4959 	 0.930461 	 0.848571 	 230.693 	 981.32 	 149.471 	 0.152317 	 -181.026 	 782.139 	 2791 	 0.902069 	 241.823 	 129.783 	 131.047 	 14.6518 	 0.0283019 	 146.167 	 130.995 	 15.7555 	 0.120227 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 16.9289 	 -45.0441 	 5.63312 	 0.0822558 	 68.4829 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
2 	 35.8292 	 35.6918 	 43.8406 	 314.341 	 2096 	 68.6304 	 39.7592 	 0.815098 	 0.941599 	 197.137 	 1267.79 	 298.757 	 0.235652 	 86.3465 	 1068.61 	 2683 	 0.850396 	 233.723 	 241.406 	 289.687 	 173.291 	 0.273632 	 453.309 	 261.015 	 110.32 	 0.380826 	 45 	 45 	 98.4222 	 11.743 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 34.1197 	 -37.6645 	 11.4065 	 0.133139 	 85.6737 	 28 	 28 	 82.8571 	 13.4618 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 28 	 28 	 28 	 0 	  DCIS 
3 	 66.5154 	 66.6278 	 818.882 	 276.007 	 1628 	 48.4748 	 43.2261 	 0.452579 	 0.946512 	 163.095 	 1099.36 	 198.547 	 0.180602 	 58.9831 	 900.178 	 2293 	 0.945957 	 193.581 	 335.502 	 389.291 	 272.896 	 0.339394 	 408.929 	 385.19 	 114.474 	 0.294058 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 56.3508 	 -22.2066 	 10.7076 	 0.0992315 	 107.905 	 51 	 52 	 90.3529 	 20.9576 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	  DCIS 
4 	 86.6199 	 880.89 	 56.921 	 58.1378 	 4220 	 98.2545 	 57.2665 	 0.812588 	 0.929311 	 273.38 	 1240.76 	 254.099 	 0.204793 	 181.855 	 1041.58 	 4980 	 0.874451 	 327.421 	 207.152 	 313.406 	 197.01 	 0.286713 	 433.61 	 287.467 	 165.507 	 0.528093 	 45 	 45 	 82.6444 	 -4.0348 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 39.9223 	 -25.9228 	 12.1987 	 0.133353 	 91.4763 	 276 	 933 	 129.866 	 60.4706 	 2 	 1705.27 	 0.404092 	 53.4759 	 53.4759 	 53.4759 	 0 	 221 	 55 	 138 	 117.38 	  Tumour 
5 	 86.1172 	 248.702 	 638.549 	 274.694 	 2355 	 99.925 	 32.0941 	 0.947018 	 0.846209 	 246.309 	 951.055 	 154.843 	 0.162811 	 -154.769 	 751.874 	 3387 	 0.840864 	 288.108 	 500.659 	 508.076 	 391.681 	 0 	 0 	 0 	 289.958 	 0.570698 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 73.0825 	 -8.06683 	 29.5782 	 0.237316 	 124.637 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
6 	 121.054 	 702.845 	 203.931 	 74.2496 	 679 	 51.9243 	 17.8131 	 0.939314 	 0.877261 	 128.811 	 1024.43 	 217.543 	 0.212354 	 -10.8147 	 825.254 	 1038 	 0.737216 	 171.882 	 256.919 	 290.559 	 174.164 	 0.526316 	 392.4 	 246.932 	 206.17 	 0.709564 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 33.4254 	 -31.0627 	 21.8117 	 0.256671 	 84.9794 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
7 	 128.108 	 809.215 	 55.5428 	 106.231 	 3930 	 77.0443 	 68.2615 	 0.463679 	 0.947216 	 257.137 	 1368.02 	 333.628 	 0.243876 	 169.957 	 1168.84 	 4445 	 0.904007 	 298.25 	 260.445 	 490.547 	 374.152 	 0.632812 	 657.549 	 402.743 	 236.407 	 0.481925 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 52.0938 	 -11.5767 	 17.2665 	 0.166588 	 103.648 	 241 	 305 	 146.228 	 76.8329 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 241 	 241 	 241 	 0 	  Tumour 
8 	 140.923 	 862.729 	 56.921 	 114.14 	 2463 	 70.8847 	 44.9769 	 0.772917 	 0.948037 	 205.439 	 1281.68 	 285.267 	 0.222573 	 348.221 	 1082.5 	 3762 	 0.878356 	 287.037 	 333.124 	 490.163 	 373.768 	 0.446215 	 471.884 	 489.269 	 187.668 	 0.382868 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 67.4424 	 -12.2201 	 14.3328 	 0.120447 	 118.996 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
9 	 167.034 	 998.728 	 142.562 	 178.997 	 6328 	 120.556 	 67.8238 	 0.826733 	 0.935403 	 354.333 	 1112.99 	 231.425 	 0.207931 	 300.837 	 913.808 	 7422 	 0.908001 	 401.362 	 242.593 	 339.716 	 223.321 	 0.277937 	 496.701 	 323.852 	 188.574 	 0.555093 	 45 	 45 	 85.0444 	 -1.6348 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 71.4814 	 3.94862 	 16.5937 	 0.134869 	 123.035 	 429 	 1250 	 124.846 	 55.4508 	 6 	 1140.15 	 0.180175 	 58.7058 	 11.0454 	 29.2976 	 15.4307 	 143 	 33 	 71.5 	 40.7958 	  Tumour 
10 	 142.321 	 666.169 	 246.435 	 58.8558 	 2602 	 77.3485 	 43.7255 	 0.824882 	 0.916197 	 222.995 	 974.684 	 220.828 	 0.226563 	 24.2404 	 775.504 	 3364 	 0.891598 	 256.066 	 222.313 	 279.351 	 162.956 	 0.457778 	 370.437 	 246.345 	 239.724 	 0.858146 	 34 	 36 	 90.5294 	 3.85017 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 34 	 34 	 34 	 0 	 29.5102 	 -27.4343 	 17.1605 	 0.21169 	 81.0642 	 51 	 51 	 88.4902 	 19.0948 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	  Fib 
