rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 519.175 	 809.882 	 155.396 	 282.676 	 9035 	 116.872 	 100.127 	 0.515765 	 0.973389 	 377.647 	 2002.52 	 719.493 	 0.359294 	 1550.94 	 1842.92 	 45 	 45 	 253.289 	 42.8113 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 14320 	 0.954794 	 493.63 	 455.695 	 496.213 	 407.299 	 0.182254 	 733.447 	 473.693 	 213.622 	 0.430504 	 115.961 	 -1.5189 	 24.5368 	 0.146496 	 167.491 	 160 	 1348 	 107.263 	 31.8285 	 3 	 1889.42 	 0.209122 	 55.3129 	 29.1622 	 44.6977 	 12.3003 	 62 	 39 	 53.3333 	 12.5033 	  Tumour 
12 	 625.572 	 861.523 	 263.775 	 164.21 	 4455 	 81.0586 	 70.3255 	 0.497282 	 0.988243 	 249.338 	 2790.25 	 466.928 	 0.167343 	 1573.37 	 2630.65 	 45 	 45 	 263.467 	 52.9891 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 8900 	 0.938225 	 403.262 	 371.319 	 480.418 	 391.504 	 0.0945559 	 448 	 476.157 	 249.757 	 0.519873 	 80.1558 	 -14.3369 	 14.6672 	 0.11138 	 131.686 	 64 	 65 	 124.938 	 49.5035 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	  Tumour 
13 	 688.059 	 175.788 	 594.079 	 430.582 	 8226 	 131.434 	 81.2528 	 0.78602 	 0.962443 	 377.203 	 1307.06 	 428.446 	 0.327793 	 923.908 	 1147.47 	 90 	 159 	 267.9 	 57.4224 	 2 	 1324.05 	 0.16096 	 14.5602 	 14.5602 	 14.5602 	 0 	 45 	 45 	 45 	 0 	 9305 	 0.967155 	 394.191 	 115.268 	 121.357 	 32.4421 	 0 	 0 	 0 	 39.4948 	 0.325444 	 23.8539 	 6.73923 	 18.765 	 0.248925 	 75.3841 	 63 	 65 	 110.603 	 35.1692 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 63 	 63 	 63 	 0 	  DCIS 
14 	 727.656 	 868.413 	 347.536 	 90.471 	 8209 	 107.798 	 97.3119 	 0.430211 	 0.979244 	 348.392 	 1946.33 	 623.935 	 0.32057 	 1422.4 	 1786.73 	 45 	 45 	 230.822 	 20.3446 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 10315 	 0.923125 	 444.818 	 362.757 	 446.801 	 357.886 	 0.430052 	 502.06 	 433.39 	 170.992 	 0.382704 	 87.6336 	 13.605 	 16.3572 	 0.117539 	 139.164 	 195 	 873 	 117.764 	 42.3301 	 3 	 951.519 	 0.115912 	 54.8894 	 23.9488 	 37.5177 	 14.1471 	 73 	 53 	 65 	 10.583 	  Tumour 
15 	 763.268 	 599.933 	 335.201 	 238.403 	 9143 	 121.422 	 98.4579 	 0.585225 	 0.955082 	 408.517 	 1403.11 	 463.081 	 0.330039 	 871.24 	 1243.51 	 45 	 45 	 251.778 	 41.3002 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 21975 	 0.887341 	 701.11 	 261.611 	 277.632 	 188.717 	 0.147899 	 264.659 	 277.497 	 110.253 	 0.397118 	 91.1044 	 22.2873 	 16.9234 	 0.118649 	 142.635 	 333 	 1326 	 106.862 	 31.4279 	 5 	 3255.41 	 0.356054 	 68.4006 	 16.4012 	 35.8927 	 16.9576 	 130 	 45 	 66.6 	 36.8144 	  Tumour 
16 	 764.392 	 951.486 	 831.221 	 90.471 	 2278 	 74.0252 	 39.5196 	 0.845569 	 0.965254 	 195.823 	 1250.56 	 487.671 	 0.389962 	 835.072 	 1090.96 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3761 	 0.873027 	 292.693 	 161.254 	 203.322 	 114.407 	 0.215686 	 319.891 	 188.543 	 134.716 	 0.662576 	 15.9408 	 2.94929 	 6.1377 	 0.0909679 	 67.471 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
17 	 795.23 	 693.718 	 358.357 	 167.386 	 9538 	 126.343 	 98.5143 	 0.626107 	 0.962851 	 388.333 	 1735.97 	 573.746 	 0.330505 	 1287.37 	 1576.37 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 19828 	 0.901273 	 637.044 	 334.341 	 468.53 	 379.616 	 0.255357 	 627.168 	 441.063 	 346.049 	 0.738584 	 143.036 	 36.9811 	 49.6972 	 0.255425 	 194.566 	 135 	 752 	 108.23 	 32.7957 	 3 	 1272.09 	 0.133371 	 57.0088 	 23.3238 	 38.8606 	 15.1996 	 45 	 45 	 45 	 0 	  Tumour 
18 	 828.882 	 845.732 	 426.483 	 123.491 	 9195 	 113.966 	 103.148 	 0.425258 	 0.984265 	 362.149 	 2012.91 	 646.33 	 0.321092 	 1199.38 	 1853.32 	 135 	 881 	 303.385 	 92.9076 	 3 	 712.312 	 0.0774674 	 68.5055 	 18.1108 	 46.5639 	 23.0947 	 45 	 45 	 45 	 0 	 17151 	 0.852351 	 636.316 	 444.937 	 610.613 	 521.698 	 0.280639 	 885.203 	 564.925 	 277.7 	 0.454789 	 72.641 	 -16.0191 	 17.1102 	 0.137795 	 124.171 	 196 	 529 	 117.587 	 42.1528 	 3 	 4348.89 	 0.472963 	 41.4379 	 10.8167 	 27.7048 	 13.9106 	 106 	 45 	 65.3333 	 35.2184 	  Tumour 
19 	 847.925 	 124.603 	 761.554 	 482.545 	 7211 	 111.598 	 86.8073 	 0.628437 	 0.919419 	 366.434 	 2131.25 	 1143.88 	 0.536715 	 1659.69 	 1971.66 	 90 	 238 	 366.356 	 155.878 	 2 	 535.383 	 0.0742453 	 24.3516 	 24.3516 	 24.3516 	 0 	 45 	 45 	 45 	 0 	 8104 	 0.90507 	 384.149 	 139.013 	 133.976 	 45.0618 	 0.19764 	 245.94 	 120.926 	 57.2445 	 0.427273 	 39.2505 	 28.3764 	 21.5068 	 0.236909 	 90.7808 	 45 	 45 	 141.889 	 66.4549 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
20 	 916.613 	 168.147 	 812.717 	 458.628 	 4388 	 100.138 	 57.0399 	 0.821911 	 0.942642 	 280.635 	 1504.58 	 610.387 	 0.405687 	 1161.33 	 1344.98 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5144 	 0.949603 	 299.907 	 163.956 	 164.008 	 75.0932 	 0.265625 	 236.074 	 152.984 	 74.3875 	 0.453561 	 24.9536 	 11.1911 	 18.6945 	 0.244425 	 76.4838 	 45 	 45 	 104.267 	 28.8327 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
21 	 938.041 	 780.509 	 883.903 	 126.909 	 3698 	 76.5612 	 62.9237 	 0.569668 	 0.943367 	 259.22 	 998.177 	 219.841 	 0.220242 	 409.499 	 838.579 	 45 	 45 	 184.356 	 -26.1221 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 6209 	 0.907351 	 367.505 	 311.676 	 412.292 	 323.377 	 0.128205 	 107.95 	 432.945 	 331.748 	 0.804644 	 30.6626 	 -13.388 	 16.1389 	 0.196354 	 82.1928 	 57 	 59 	 89.2632 	 13.8292 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	  DCIS 
22 	 968.977 	 729.296 	 891.726 	 177.485 	 4961 	 122.179 	 52.3678 	 0.903487 	 0.926597 	 335.948 	 825.693 	 151.929 	 0.184002 	 423.396 	 666.095 	 90 	 304 	 202.489 	 -7.98872 	 2 	 1264.04 	 0.254796 	 32.6497 	 32.6497 	 32.6497 	 0 	 45 	 45 	 45 	 0 	 5914 	 0.948364 	 330.836 	 99.4621 	 96.2491 	 7.33455 	 0.138408 	 111.35 	 95.3643 	 13.4851 	 0.140106 	 11.239 	 4.53369 	 5.9197 	 0.094309 	 62.7692 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
23 	 968.851 	 480.379 	 833.564 	 238.403 	 2155 	 58.7162 	 47.1231 	 0.596576 	 0.964637 	 181.823 	 972.541 	 210.071 	 0.216002 	 616.953 	 812.943 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2687 	 0.97461 	 196.167 	 96.9237 	 97.6845 	 8.76993 	 0 	 0 	 0 	 19.5439 	 0.200072 	 5.07442 	 0.572852 	 3.56731 	 0.0630215 	 56.6046 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
24 	 1093.03 	 215.065 	 972.348 	 507.075 	 3151 	 87.2735 	 47.1296 	 0.841651 	 0.958333 	 239.279 	 1506.26 	 756.751 	 0.502403 	 1154.55 	 1346.67 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4364 	 0.843122 	 330.291 	 134.239 	 136.523 	 47.6085 	 0 	 0 	 0 	 91.2919 	 0.668692 	 7.14005 	 1.64249 	 6.71034 	 0.114374 	 58.6703 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
25 	 1192.65 	 406.982 	 1054.01 	 471.327 	 7556 	 205.974 	 47.82 	 0.972676 	 0.947461 	 457.186 	 1735.44 	 660.533 	 0.380615 	 1397.33 	 1575.84 	 164 	 1648 	 231.811 	 21.3334 	 4 	 760.173 	 0.100605 	 116.74 	 14.7648 	 69.1792 	 36.1396 	 45 	 29 	 41 	 8 	 8941 	 0.949151 	 481.487 	 84.2948 	 74.3716 	 -14.543 	 0 	 0 	 0 	 18.85 	 0.253457 	 10.8689 	 10.048 	 9.78838 	 0.156867 	 62.3992 	 113 	 143 	 103.912 	 28.4775 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 113 	 0 	  Fib 
26 	 1264.09 	 620.592 	 1145.93 	 474.647 	 6677 	 173.914 	 49.6444 	 0.958392 	 0.951953 	 410.759 	 1861.95 	 899.648 	 0.483174 	 1453.84 	 1702.36 	 0 	 0 	 0 	 -210.478 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7854 	 0.956522 	 422.09 	 98.9139 	 86.7956 	 -2.11895 	 0 	 0 	 0 	 20.1226 	 0.231838 	 10.8839 	 8.409 	 7.5558 	 0.121059 	 62.4141 	 45 	 45 	 95.0889 	 19.6549 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Fib 
27 	 1278.97 	 531.537 	 1147.28 	 510.392 	 3298 	 115.104 	 37.3652 	 0.945844 	 0.965457 	 268.777 	 2896.38 	 920.84 	 0.317928 	 1622.72 	 2736.78 	 0 	 0 	 0 	 -210.478 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4092 	 0.962824 	 291.806 	 139.128 	 123.257 	 34.3426 	 0 	 0 	 0 	 32.7008 	 0.265305 	 25.8509 	 8.89458 	 11.4582 	 0.148075 	 77.3811 	 0 	 0 	 0 	 -75.434 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Fib 
