rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 1772.14 	 809.098 	 1609.76 	 899.903 	 5183 	 108.993 	 62.5505 	 0.81893 	 0.944252 	 309.563 	 2325.34 	 741.71 	 0.318968 	 1306.16 	 2030.91 	 308.086 	 44.0947 	 141.243 	 0.259353 	 544.599 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 45 	 45 	 149.8 	 9.99697 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 6999 	 0.909197 	 411.622 	 143.222 	 139.245 	 75.1873 	 0.462766 	 158.511 	 130.673 	 58.5193 	 0.420263 	  DCIS 
12 	 1825.18 	 270.631 	 1781.06 	 1229.04 	 4030 	 75.3835 	 68.2058 	 0.42587 	 0.979582 	 243.421 	 2084.4 	 694.462 	 0.333172 	 1422.52 	 1789.97 	 164.639 	 19.1716 	 52.3587 	 0.130521 	 401.152 	 144 	 275 	 180.986 	 4.47917 	 2 	 1502.15 	 0.372741 	 21.184 	 21.184 	 21.184 	 0 	 77 	 67 	 72 	 7.07107 	 197 	 291 	 153.782 	 13.9787 	 3 	 1685.82 	 0.418317 	 22.9515 	 10.4364 	 15.3531 	 5.97001 	 89 	 44 	 65.6667 	 22.5462 	 5451 	 0.94767 	 327.681 	 90.3898 	 91.6589 	 27.6016 	 0 	 0 	 0 	 30.9731 	 0.337917 	  DCIS 
13 	 1858.24 	 861.703 	 1692.96 	 839.649 	 4538 	 116.898 	 51.5766 	 0.897404 	 0.901112 	 317.22 	 1819.84 	 379.143 	 0.208339 	 875.526 	 1525.41 	 232.328 	 21.8392 	 80.3489 	 0.171377 	 468.842 	 58 	 60 	 181.121 	 4.61375 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5503 	 0.885438 	 368.936 	 138.327 	 144.464 	 80.4063 	 0.427273 	 171.922 	 135.981 	 56.9412 	 0.394156 	  DCIS 
14 	 1892.77 	 842.31 	 1728.72 	 859.002 	 1292 	 68.4357 	 24.7763 	 0.932164 	 0.920228 	 171.823 	 1553.97 	 341.078 	 0.219489 	 494.741 	 1259.53 	 189.195 	 42.6886 	 40.7022 	 0.0956104 	 425.709 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2541 	 0.906205 	 241.622 	 110.206 	 105.087 	 41.03 	 0.354369 	 117.959 	 102.531 	 27.3225 	 0.259998 	  DCIS 
15 	 2276.33 	 812.077 	 2112.71 	 757.731 	 4531 	 167.193 	 36.6114 	 0.97573 	 0.835053 	 414.818 	 1706.52 	 535.235 	 0.313642 	 723.401 	 1412.08 	 600.329 	 -39.5828 	 195.579 	 0.233711 	 836.842 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 9193 	 0.796344 	 562.593 	 105.041 	 99.3046 	 35.2472 	 0 	 0 	 0 	 17.9298 	 0.180554 	  Fib 
16 	 2597.13 	 353.325 	 2496.02 	 1119.26 	 3099 	 68.252 	 58.8468 	 0.506569 	 0.950031 	 223.907 	 2402.85 	 987.304 	 0.410888 	 1786.19 	 2108.42 	 268.5 	 34.7447 	 49.7746 	 0.0985609 	 505.013 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4684 	 0.963786 	 296.853 	 85.5843 	 74.4669 	 10.4095 	 0 	 0 	 0 	 9.26639 	 0.124436 	  Other 
17 	 2839.33 	 1006.79 	 2674.45 	 501.016 	 5469 	 139.374 	 53.3233 	 0.923917 	 0.900247 	 385.605 	 1479.99 	 564.366 	 0.381332 	 688.711 	 1185.56 	 85.3261 	 18.5781 	 36.9388 	 0.114774 	 321.84 	 124 	 457 	 151.581 	 -24.9263 	 2 	 861.382 	 0.157503 	 44.6635 	 44.6635 	 44.6635 	 0 	 77 	 47 	 62 	 21.2132 	 166 	 572 	 135.657 	 -4.1464 	 3 	 1485.42 	 0.271608 	 44.4716 	 18.1168 	 30.2861 	 11.8892 	 71 	 45 	 55.3333 	 13.7961 	 7403 	 0.925375 	 423.681 	 90.8669 	 79.2136 	 15.1562 	 0 	 0 	 0 	 19.7203 	 0.248951 	  DCIS 
18 	 2862.68 	 88.2387 	 2822.12 	 1399.31 	 3108 	 73.1109 	 54.3239 	 0.669254 	 0.978898 	 211.095 	 2367.16 	 1048.68 	 0.44301 	 1547.78 	 2072.73 	 258.795 	 51.2434 	 46.1328 	 0.0931394 	 495.309 	 92 	 138 	 205.565 	 29.0583 	 2 	 399.987 	 0.128696 	 11.1059 	 11.1059 	 11.1059 	 0 	 51 	 41 	 46 	 7.07107 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4511 	 0.949684 	 300.368 	 85.7127 	 77.6871 	 13.6297 	 0 	 0 	 0 	 7.53422 	 0.0969817 	  Other 
19 	 2935.37 	 890.736 	 2769.14 	 646.239 	 4970 	 95.2482 	 68.3453 	 0.696508 	 0.977384 	 276.149 	 1537.77 	 451.536 	 0.293631 	 683.839 	 1243.34 	 160.98 	 40.1102 	 43.5468 	 0.109553 	 397.494 	 45 	 45 	 159.8 	 -16.7069 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 141 	 304 	 134.986 	 -4.81721 	 2 	 182.681 	 0.0367568 	 24.0079 	 24.0079 	 24.0079 	 0 	 74 	 67 	 70.5 	 4.94975 	 6648 	 0.937659 	 372.167 	 97.7207 	 88.5203 	 24.463 	 0 	 0 	 0 	 10.383 	 0.117295 	  DCIS 
20 	 2948.62 	 695.622 	 2791.92 	 830.678 	 6350 	 121.704 	 67.8851 	 0.829982 	 0.961684 	 361.103 	 1070.93 	 255.679 	 0.238746 	 459.413 	 776.495 	 172.763 	 -1.46273 	 34.2539 	 0.0836936 	 409.277 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8608 	 0.928587 	 461.865 	 73.7111 	 73.5388 	 9.48145 	 0.0447059 	 77.7895 	 73.5635 	 4.94346 	 0.0672224 	  DCIS 
21 	 3022.53 	 992.246 	 2857.93 	 607.1 	 4570 	 92.5991 	 63.6017 	 0.726799 	 0.968015 	 267.664 	 1779.65 	 626.236 	 0.351887 	 978.237 	 1485.22 	 125.866 	 42.8086 	 36.8217 	 0.101611 	 362.38 	 49 	 52 	 162.245 	 -14.262 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 121 	 234 	 138.926 	 -0.87741 	 2 	 372.274 	 0.0814604 	 18.4061 	 18.4061 	 18.4061 	 0 	 68 	 53 	 60.5 	 10.6066 	 6113 	 0.956651 	 349.338 	 103.839 	 83.6832 	 19.6259 	 0 	 0 	 0 	 12.5945 	 0.150502 	  DCIS 
22 	 3076.36 	 714.06 	 2917.21 	 868.634 	 4333 	 159.724 	 38.5081 	 0.970502 	 0.848609 	 416.718 	 911.159 	 141.385 	 0.155171 	 344.926 	 616.729 	 157.507 	 24.5614 	 26.773 	 0.0679482 	 394.02 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6765 	 0.648299 	 602.877 	 88.2084 	 88.4025 	 24.3452 	 0.420578 	 97.7897 	 85.7993 	 12.9341 	 0.146309 	  DCIS 
23 	 3057.64 	 910.256 	 2892.01 	 693.675 	 2655 	 81.6236 	 41.7589 	 0.859222 	 0.956412 	 216.35 	 1161.37 	 353.658 	 0.304516 	 571.88 	 866.944 	 194.531 	 21.3609 	 28.6949 	 0.0665705 	 431.045 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4218 	 0.935255 	 310.51 	 100.248 	 93.5035 	 29.4461 	 0 	 0 	 0 	 17.1115 	 0.183003 	  DCIS 
24 	 3124.87 	 744.741 	 2964.11 	 867.583 	 6684 	 161.994 	 53.3437 	 0.944227 	 0.95513 	 380.978 	 1629.28 	 519.464 	 0.31883 	 746.741 	 1334.85 	 173.023 	 35.6839 	 27.0296 	 0.0660006 	 409.536 	 45 	 45 	 159.378 	 -17.1292 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 76 	 77 	 147.053 	 7.2496 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	 8585 	 0.887981 	 501.622 	 95.4162 	 93.9227 	 29.8654 	 0.536481 	 96.996 	 92.3539 	 14.6254 	 0.155718 	  DCIS 
25 	 3218.27 	 594.591 	 3069.15 	 1044.03 	 2585 	 74.7566 	 46.5035 	 0.782965 	 0.909571 	 222.693 	 1168.09 	 389.143 	 0.333144 	 707.152 	 873.662 	 160.076 	 19.5459 	 23.5886 	 0.0594787 	 396.59 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3955 	 0.945268 	 287.681 	 85.1727 	 81.7557 	 17.6983 	 0 	 0 	 0 	 16.0834 	 0.196725 	  Other 
26 	 3266.51 	 726.031 	 3107 	 967.323 	 3893 	 137.869 	 37.3504 	 0.962604 	 0.906403 	 335.362 	 1138.7 	 365.201 	 0.320718 	 480.09 	 844.27 	 181.323 	 8.38064 	 22.5134 	 0.0538808 	 417.836 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6529 	 0.894139 	 426.752 	 94.5958 	 92.7444 	 28.687 	 0.243108 	 98.7732 	 91.5936 	 9.88704 	 0.106605 	  DCIS 
27 	 3262.34 	 791.492 	 3098.64 	 914.846 	 3195 	 72.8495 	 56.733 	 0.62731 	 0.955728 	 223.095 	 1532.76 	 399.784 	 0.260827 	 519.342 	 1238.32 	 140.928 	 24.7341 	 36.228 	 0.0959831 	 377.441 	 51 	 53 	 161.725 	 -14.7815 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	 69 	 108 	 113.652 	 -26.1509 	 2 	 953.537 	 0.298447 	 9.11068 	 9.11068 	 9.11068 	 0 	 49 	 20 	 34.5 	 20.5061 	 4679 	 0.945635 	 308.368 	 92.5971 	 88.7937 	 24.7363 	 0.213287 	 100.836 	 87.6204 	 10.7538 	 0.12111 	  DCIS 
28 	 3424.59 	 37.7529 	 3375.98 	 1629.15 	 5831 	 93.747 	 80.84 	 0.506363 	 0.928651 	 326.777 	 1273.21 	 439.12 	 0.344893 	 651.892 	 978.777 	 1266.11 	 235.352 	 250.811 	 0.166915 	 1502.62 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 59 	 61 	 155.949 	 16.1461 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	 11885 	 0.855282 	 629.078 	 106.39 	 102.031 	 37.9733 	 0 	 0 	 0 	 10.8252 	 0.106098 	  DCIS 
29 	 3440.8 	 752.21 	 3279.26 	 1068.94 	 3768 	 88.1698 	 57.1288 	 0.761691 	 0.951755 	 255.765 	 2336.64 	 657.444 	 0.281363 	 1112.58 	 2042.21 	 201.643 	 34.1113 	 17.6113 	 0.0401941 	 438.157 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5286 	 0.805547 	 423.037 	 104.593 	 100.137 	 36.0796 	 0.29199 	 99.0265 	 100.585 	 9.25289 	 0.0924023 	  DCIS 
30 	 3489.19 	 716.999 	 3329.13 	 1128.02 	 4697 	 124.371 	 49.2327 	 0.918314 	 0.951002 	 324.492 	 1523.91 	 467.819 	 0.306985 	 503.458 	 1229.48 	 185.532 	 8.48325 	 16.5699 	 0.0392609 	 422.045 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 7039 	 0.890336 	 473.622 	 97.2935 	 94.2808 	 30.2234 	 0.262557 	 99.3391 	 93.5624 	 10.6189 	 0.11263 	  DCIS 
31 	 3533.51 	 508.42 	 3392.98 	 1307.22 	 2705 	 98.7484 	 37.5226 	 0.924994 	 0.920068 	 245.723 	 1970.6 	 677.965 	 0.34404 	 1103.12 	 1676.17 	 266.538 	 44.2349 	 37.4433 	 0.0744324 	 503.051 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4107 	 0.908226 	 327.681 	 94.5612 	 89.6026 	 25.5453 	 0 	 0 	 0 	 16.7949 	 0.187437 	  DCIS 
32 	 3836.56 	 71.2393 	 3767.67 	 1835.48 	 2491 	 101.343 	 34.4294 	 0.940523 	 0.862236 	 238.551 	 1872.91 	 534.42 	 0.285342 	 1005.81 	 1578.48 	 818.088 	 -66.2507 	 136.928 	 0.129839 	 1054.6 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5961 	 0.837219 	 403.966 	 112.541 	 112.289 	 48.2318 	 0 	 0 	 0 	 24.2449 	 0.215915 	  DCIS 
33 	 3923.6 	 1006.63 	 3759.03 	 1355.87 	 2026 	 75.2408 	 34.81 	 0.886542 	 0.956563 	 195.238 	 1120.94 	 409.817 	 0.365602 	 649.698 	 826.508 	 126.956 	 14.3501 	 38.1089 	 0.104847 	 363.47 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 139 	 288 	 120.014 	 -19.7886 	 2 	 268.919 	 0.132734 	 23.082 	 23.082 	 23.082 	 0 	 74 	 65 	 69.5 	 6.36396 	 3407 	 0.949025 	 253.74 	 81.9419 	 77.7185 	 13.6611 	 0 	 0 	 0 	 15.7777 	 0.203012 	  Other 
34 	 4030.87 	 948.489 	 3865.11 	 1476.72 	 2742 	 73.1079 	 48.5321 	 0.747873 	 0.971996 	 210.51 	 1898.68 	 910.185 	 0.479376 	 1097.96 	 1604.25 	 221.791 	 43.4275 	 34.658 	 0.0756222 	 458.305 	 41 	 42 	 178.341 	 1.83452 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 41 	 41 	 41 	 0 	 127 	 183 	 130.638 	 -9.16524 	 2 	 385.849 	 0.140718 	 12.5556 	 12.5556 	 12.5556 	 0 	 68 	 59 	 63.5 	 6.36396 	 3967 	 0.962163 	 272.468 	 93.8881 	 86.585 	 22.5276 	 0.102767 	 79.1154 	 87.4675 	 14.3918 	 0.166216 	  DCIS 
