rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 60.1851 	 1224.82 	 92.8493 	 205.477 	 4980 	 87.4745 	 74.808 	 0.518302 	 0.975897 	 277.22 	 1753.97 	 445.551 	 0.254024 	 646.78 	 1600.6 	 8225 	 0.924053 	 416.309 	 812.9 	 1392.23 	 1068.13 	 0.260417 	 1953.69 	 1268.39 	 700.794 	 0.50336 	 160 	 230 	 105.281 	 13.8438 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 160 	 160 	 160 	 0 	 14.1866 	 -28.0197 	 6.31089 	 0.093062 	 67.8139 	 316 	 546 	 174.788 	 94.5919 	 3 	 793.222 	 0.159281 	 21.8078 	 10.1574 	 14.9365 	 5.45641 	 192 	 34 	 105.333 	 80.1083 	  Tumour 
2 	 70.4905 	 1619.99 	 64.3273 	 313.704 	 3429 	 91.1769 	 49.7195 	 0.838236 	 0.948285 	 252.693 	 1117.9 	 207.399 	 0.185525 	 69.8035 	 964.525 	 4853 	 0.892424 	 330.024 	 916.797 	 1022.66 	 698.563 	 0.30719 	 1374.57 	 928.33 	 406.357 	 0.397352 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 36.5608 	 -12.3665 	 17.5207 	 0.194269 	 90.1881 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
3 	 103.843 	 378.03 	 848.142 	 848.416 	 8752 	 149.258 	 76.1043 	 0.860242 	 0.909582 	 411.12 	 828.988 	 313.886 	 0.378638 	 -182.612 	 675.613 	 11136 	 0.873206 	 543.161 	 946.298 	 1162.3 	 838.198 	 0.378601 	 987.13 	 1200.62 	 575.467 	 0.495112 	 42 	 43 	 110.095 	 18.6577 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	 23.9502 	 -24.7785 	 15.4776 	 0.199512 	 77.5775 	 371 	 2263 	 100.854 	 20.6583 	 6 	 2697.68 	 0.308236 	 80.0098 	 8.05118 	 45.124 	 29.7897 	 142 	 5 	 61.8333 	 44.9818 	  Tumour 
4 	 77.463 	 297.03 	 928.156 	 927.328 	 4866 	 81.3431 	 76.3979 	 0.343353 	 0.971839 	 273.037 	 767.448 	 133.103 	 0.173436 	 -417.384 	 614.074 	 7064 	 0.905641 	 394.309 	 991.076 	 1397.02 	 1072.92 	 0.582873 	 1436.07 	 1365.01 	 565.908 	 0.405082 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 22.1366 	 -29.0578 	 10.1014 	 0.133327 	 75.7639 	 45 	 45 	 74.5333 	 -5.66278 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Tumour 
5 	 83.4884 	 1682.81 	 458.577 	 250 	 4842 	 93.6983 	 68.4589 	 0.682773 	 0.903864 	 317.22 	 1108.89 	 176.381 	 0.159061 	 23.8252 	 955.519 	 6792 	 0.925593 	 372.167 	 831.362 	 830.125 	 506.025 	 0.273256 	 1375.2 	 755.343 	 428.115 	 0.515723 	 83 	 284 	 95.1325 	 3.69503 	 2 	 1235.01 	 0.255062 	 32.6106 	 32.6106 	 32.6106 	 0 	 47 	 36 	 41.5 	 7.77817 	 38.9706 	 -7.27957 	 15.5012 	 0.167404 	 92.5979 	 111 	 126 	 134.865 	 54.6688 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 111 	 111 	 111 	 0 	  Tumour 
6 	 98.2887 	 1382.43 	 161.533 	 239.019 	 7999 	 105.597 	 96.7673 	 0.400306 	 0.982678 	 344.191 	 1454.55 	 294.636 	 0.202561 	 422.64 	 1301.18 	 10676 	 0.899486 	 482.208 	 773.72 	 1188.02 	 863.918 	 0.331096 	 1491.34 	 1116.76 	 486.145 	 0.409207 	 195 	 554 	 98.1333 	 6.69583 	 3 	 1988.61 	 0.248608 	 24.9418 	 13.5169 	 20.7178 	 5.60555 	 114 	 40 	 65 	 42.4382 	 20.0637 	 -24.221 	 16.2585 	 0.220631 	 73.691 	 335 	 751 	 157.866 	 77.6696 	 4 	 1891.83 	 0.236509 	 27.8218 	 13.6405 	 19.1947 	 5.37374 	 182 	 48 	 83.75 	 65.5458 	  Tumour 
7 	 86.6677 	 662.362 	 563.647 	 577.135 	 6124 	 113.536 	 72.1809 	 0.77189 	 0.966693 	 334.593 	 1247.14 	 287.036 	 0.230156 	 154.745 	 1093.76 	 8213 	 0.956112 	 402.024 	 848.015 	 1015.38 	 691.281 	 0 	 0 	 0 	 497.665 	 0.490126 	 199 	 345 	 110.397 	 18.9595 	 3 	 1076.91 	 0.175852 	 17.1026 	 10.9659 	 13.7563 	 2.77803 	 88 	 45 	 66.3333 	 21.5019 	 25.1743 	 -21.3505 	 17.5672 	 0.22293 	 78.8016 	 553 	 1071 	 152.523 	 72.3265 	 3 	 1313.75 	 0.214524 	 32.8608 	 15.0416 	 23.5525 	 7.99289 	 426 	 45 	 184.333 	 210.106 	  Tumour 
8 	 124.52 	 1113.07 	 129.495 	 170.892 	 7642 	 105.052 	 94.0944 	 0.444667 	 0.956087 	 349.505 	 1626.8 	 398.784 	 0.245135 	 569.612 	 1473.42 	 10680 	 0.924515 	 462.894 	 776.403 	 1339.98 	 1015.88 	 0.190255 	 1267.21 	 1327.84 	 624.959 	 0.466393 	 397 	 2252 	 105.385 	 13.9479 	 4 	 2742.17 	 0.358829 	 59.9797 	 19.7705 	 43.2151 	 15.0848 	 241 	 42 	 99.25 	 95.0487 	 12.007 	 -31.2111 	 8.95828 	 0.136488 	 65.6343 	 529 	 1574 	 156.191 	 75.9948 	 4 	 2712.91 	 0.355 	 45.5974 	 14.3984 	 30.4918 	 10.7377 	 303 	 30 	 132.25 	 120.939 	  Tumour 
9 	 139.03 	 1498.16 	 284.201 	 313.441 	 8388 	 125.638 	 86.1664 	 0.727758 	 0.973199 	 374.96 	 1394.15 	 342.042 	 0.24534 	 613.152 	 1240.78 	 13054 	 0.963182 	 487.362 	 868.712 	 1511.24 	 1187.14 	 0.149083 	 1211.14 	 1518.72 	 637.936 	 0.422128 	 491 	 2521 	 99.2851 	 7.84763 	 7 	 1491.08 	 0.177764 	 74.9531 	 14.344 	 37.6626 	 16.0826 	 168 	 35 	 70.1429 	 50.8541 	 19.7818 	 -26.9333 	 13.8409 	 0.188545 	 73.409 	 817 	 2785 	 140.177 	 59.9814 	 7 	 1573.95 	 0.187643 	 66.9114 	 10.5686 	 33.8509 	 15.3548 	 201 	 33 	 102.125 	 60.7111 	  Tumour 
10 	 151.589 	 230.529 	 998.248 	 839.029 	 10649 	 147.162 	 94.859 	 0.76453 	 0.937907 	 454.174 	 1282.84 	 272.822 	 0.212671 	 335.72 	 1129.46 	 13617 	 0.895149 	 588.635 	 930.894 	 1427.91 	 1103.81 	 0.536044 	 1560.27 	 1371.68 	 432.74 	 0.303057 	 488 	 1073 	 138.168 	 46.7305 	 4 	 2768.43 	 0.259971 	 42.8609 	 8.99163 	 22.4829 	 10.3215 	 176 	 53 	 97.6 	 48.2835 	 25.1121 	 -26.3286 	 12.385 	 0.157292 	 78.7394 	 1223 	 1994 	 202.065 	 121.868 	 4 	 1731.14 	 0.162564 	 49.7891 	 9.75902 	 28.3298 	 12.9207 	 879 	 45 	 305.75 	 390.758 	  Tumour 
