rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 85.1986 	 292.437 	 169.579 	 793.333 	 4416 	 86.7655 	 65.8523 	 0.651127 	 0.97829 	 259.48 	 1176.89 	 390.209 	 0.331559 	 510.339 	 1075.37 	 9428 	 0.947728 	 447.48 	 442.339 	 379.291 	 263.599 	 0 	 0 	 380.189 	 210.245 	 0.554312 	 157 	 579 	 184.701 	 55.4904 	 3 	 1028.55 	 0.232916 	 49.8803 	 14.5204 	 33.4893 	 15.939 	 59 	 43 	 52.3333 	 8.32666 	 37.4936 	 -6.93067 	 9.62327 	 0.117254 	 82.072 	 249 	 664 	 111.888 	 30.4876 	 3 	 264.065 	 0.0597973 	 24.8829 	 16.5503 	 21.3553 	 3.85555 	 100 	 66 	 83 	 17 	  Tumour 
2 	 239.007 	 362.773 	 139.23 	 733.788 	 5999 	 143.905 	 53.5548 	 0.928171 	 0.959533 	 348.551 	 1407.54 	 387.119 	 0.275033 	 750.447 	 1306.02 	 10205 	 0.971627 	 453.463 	 588.171 	 647.316 	 531.624 	 0 	 0 	 639.552 	 261.678 	 0.404251 	 160 	 1334 	 219.675 	 90.4647 	 3 	 563.918 	 0.094002 	 84.5864 	 26.1203 	 57.835 	 26.4279 	 57 	 48 	 53.3333 	 4.72582 	 49.0059 	 8.27762 	 6.99291 	 0.0747232 	 93.5843 	 178 	 756 	 110.343 	 28.9427 	 4 	 1347.92 	 0.224691 	 68.6352 	 7.76209 	 42.6216 	 24.707 	 58 	 30 	 44.5 	 11.4455 	  Tumour 
3 	 301.736 	 949.077 	 691.909 	 236.922 	 4974 	 115.931 	 55.1471 	 0.879613 	 0.96358 	 308.191 	 554.808 	 105.013 	 0.189278 	 -92.5952 	 453.29 	 29011 	 0.950993 	 788.423 	 402.709 	 569.724 	 454.031 	 0 	 0 	 569.11 	 373.418 	 0.655436 	 50 	 50 	 156.68 	 27.4697 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 50 	 50 	 50 	 0 	 27.5708 	 -14.2323 	 5.40526 	 0.0749178 	 72.1492 	 227 	 423 	 107.771 	 26.3709 	 3 	 2417.73 	 0.486074 	 19.2868 	 11.7575 	 16.1405 	 3.50083 	 117 	 53 	 75.6667 	 35.8515 	  Tumour 
4 	 378.274 	 371.204 	 303.463 	 676.308 	 3572 	 96.2256 	 48.7866 	 0.861944 	 0.973828 	 251.439 	 1824.73 	 468.322 	 0.256652 	 1120.56 	 1723.21 	 3803 	 0.975378 	 257.095 	 497.225 	 513.338 	 397.645 	 0 	 0 	 0 	 134.362 	 0.261742 	 110 	 386 	 228.736 	 99.5261 	 2 	 121.92 	 0.0341322 	 41.4767 	 41.4767 	 41.4767 	 0 	 60 	 50 	 55 	 7.07107 	 48.3049 	 7.31354 	 7.77567 	 0.0837144 	 92.8833 	 97 	 247 	 119.515 	 38.1155 	 2 	 116.282 	 0.0325538 	 24.6447 	 24.6447 	 24.6447 	 0 	 56 	 41 	 48.5 	 10.6066 	  Tumour 
5 	 412.579 	 190.201 	 343.494 	 753.865 	 5200 	 101.389 	 66.3383 	 0.756241 	 0.966363 	 295.078 	 1008.25 	 442.626 	 0.439003 	 648.504 	 906.735 	 7419 	 0.884162 	 433.179 	 311.501 	 273.876 	 158.184 	 0 	 0 	 0 	 102.991 	 0.376052 	 64 	 69 	 175.812 	 46.6022 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 18.3478 	 -0.447401 	 5.78525 	 0.0919371 	 62.9262 	 144 	 582 	 92.6389 	 11.2389 	 3 	 2300.38 	 0.442381 	 52.7516 	 10.6131 	 35.1837 	 19.61 	 60 	 39 	 48 	 10.8167 	  Tumour 
6 	 501.495 	 764.235 	 629.158 	 473.621 	 7058 	 122.193 	 73.6784 	 0.797765 	 0.98383 	 334.233 	 748.945 	 194.522 	 0.259728 	 373.079 	 647.427 	 11203 	 0.923502 	 509.907 	 456.432 	 681.431 	 565.739 	 0.128755 	 990.333 	 650.877 	 306.021 	 0.449086 	 90 	 639 	 148.078 	 18.8675 	 2 	 325.011 	 0.0460486 	 73.7902 	 73.7902 	 73.7902 	 0 	 45 	 45 	 45 	 0 	 25.1266 	 -11.4829 	 7.31784 	 0.104983 	 69.705 	 326 	 3151 	 89.0706 	 7.67055 	 7 	 2091.25 	 0.296295 	 78.2909 	 15.4007 	 46.004 	 17.3731 	 91 	 22 	 46.5714 	 21.7858 	  Tumour 
7 	 551.463 	 984.296 	 834.278 	 272.547 	 4559 	 101.548 	 57.4495 	 0.824584 	 0.973313 	 277.563 	 650.77 	 174.731 	 0.268499 	 314.596 	 549.252 	 14217 	 0.746143 	 731.12 	 495.539 	 752.838 	 637.146 	 0 	 0 	 709.385 	 532.573 	 0.70742 	 37 	 37 	 161.135 	 31.9249 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 37 	 37 	 37 	 0 	 31.3567 	 3.60962 	 5.76021 	 0.0758571 	 75.9351 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
8 	 598.856 	 694.769 	 653.15 	 371.012 	 6100 	 108.882 	 71.7482 	 0.752185 	 0.972732 	 319.161 	 789.867 	 282.763 	 0.357988 	 467.56 	 688.349 	 10718 	 0.93779 	 451.664 	 505.298 	 571.577 	 455.885 	 0.205379 	 899.631 	 535.725 	 289.993 	 0.507356 	 45 	 45 	 159.089 	 29.8786 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 34.2724 	 0.166247 	 7.02569 	 0.089101 	 78.8508 	 324 	 2200 	 93.9228 	 12.5228 	 4 	 1165.12 	 0.191003 	 58.8218 	 14.3925 	 37.0332 	 12.6489 	 91 	 45 	 64.8 	 23.6897 	  Tumour 
9 	 673.213 	 594.378 	 661.02 	 314.682 	 5796 	 104.862 	 70.5695 	 0.739667 	 0.976909 	 304.978 	 855.058 	 321.408 	 0.37589 	 547.253 	 753.539 	 11192 	 0.978921 	 419.889 	 479.256 	 447.187 	 331.494 	 0.0724234 	 792.731 	 429.188 	 246.018 	 0.550147 	 90 	 492 	 181.3 	 52.0897 	 2 	 1728.03 	 0.298142 	 57.28 	 57.28 	 57.28 	 0 	 45 	 45 	 45 	 0 	 41.1765 	 3.26814 	 8.01184 	 0.0934273 	 85.7548 	 399 	 3345 	 99.0175 	 17.6175 	 8 	 1024.31 	 0.176727 	 88.3722 	 12.0416 	 44.0729 	 18.1063 	 89 	 40 	 49.875 	 15.9054 	  Tumour 
10 	 782.847 	 891.047 	 919.785 	 268.734 	 6549 	 118.517 	 70.4948 	 0.803869 	 0.974699 	 331.647 	 803.774 	 267.961 	 0.333378 	 508.695 	 702.255 	 9306 	 0.916306 	 452.551 	 346.946 	 380.1 	 264.408 	 0.150358 	 526.698 	 363.228 	 221.117 	 0.581734 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 35.8701 	 8.29758 	 6.51524 	 0.0809865 	 80.4485 	 241 	 408 	 98.2905 	 16.8905 	 4 	 4062.97 	 0.620395 	 36.4311 	 9.21954 	 20.7915 	 9.82542 	 106 	 3 	 60.25 	 45.8939 	  Tumour 
11 	 823.544 	 780.551 	 886.139 	 167.943 	 4239 	 86.2367 	 63.1201 	 0.681369 	 0.948747 	 288.877 	 517.964 	 99.8856 	 0.192843 	 264.759 	 416.446 	 12195 	 0.85615 	 556.936 	 440.693 	 623.544 	 507.852 	 0 	 0 	 624.319 	 343.307 	 0.550573 	 135 	 1158 	 152.2 	 22.9897 	 3 	 927.035 	 0.218692 	 64.4127 	 26.6833 	 46.2013 	 16.9034 	 45 	 45 	 45 	 0 	 27.4556 	 -0.116406 	 7.29687 	 0.101298 	 72.034 	 90 	 521 	 112.344 	 30.9444 	 2 	 843.127 	 0.198898 	 59.0593 	 59.0593 	 59.0593 	 0 	 45 	 45 	 45 	 0 	  Tumour 
12 	 874.452 	 910.95 	 1002.84 	 233.634 	 6853 	 127.815 	 68.9595 	 0.841968 	 0.953527 	 367.446 	 1079.32 	 311.701 	 0.288794 	 637.799 	 977.798 	 9578 	 0.923003 	 432.475 	 465.889 	 678.36 	 562.668 	 0.489247 	 700.319 	 653.527 	 302.195 	 0.445478 	 135 	 603 	 161.807 	 32.5971 	 3 	 1286.08 	 0.187666 	 60.407 	 12.1655 	 40.4696 	 22.5266 	 45 	 45 	 45 	 0 	 35.0284 	 -0.766726 	 6.58118 	 0.0826711 	 79.6067 	 471 	 2606 	 112.268 	 30.8675 	 7 	 1334.12 	 0.194676 	 95.268 	 7.93146 	 43.6858 	 22.4742 	 110 	 43 	 67.2857 	 29.4093 	  Tumour 
13 	 944.308 	 938.144 	 1074.8 	 241.404 	 8213 	 135.061 	 78.3292 	 0.814651 	 0.969772 	 379.304 	 859.174 	 219.98 	 0.256036 	 508.176 	 757.656 	 12211 	 0.94725 	 490.233 	 464.062 	 790.202 	 674.51 	 0.410673 	 780.243 	 781.695 	 326.953 	 0.413758 	 90 	 524 	 168.556 	 39.3453 	 2 	 1118.36 	 0.13617 	 59.6406 	 59.6406 	 59.6406 	 0 	 45 	 45 	 45 	 0 	 31.9231 	 -3.91597 	 6.24441 	 0.0816246 	 76.5015 	 378 	 1123 	 105.788 	 24.3884 	 6 	 2620.98 	 0.319126 	 43.8406 	 8.00008 	 24.4553 	 11.0163 	 113 	 45 	 63 	 29.2575 	  Tumour 
14 	 960.394 	 834.979 	 1029.79 	 137.364 	 5763 	 107.655 	 69.3385 	 0.764959 	 0.979602 	 307.563 	 956.217 	 269.209 	 0.281535 	 507.598 	 854.699 	 8553 	 0.958964 	 379.546 	 560.841 	 658.845 	 543.153 	 0.511041 	 617.377 	 668.176 	 346.504 	 0.525925 	 180 	 1222 	 148.639 	 19.4286 	 4 	 1405.82 	 0.243939 	 75.5844 	 15.2315 	 41.1626 	 26.8356 	 45 	 45 	 45 	 0 	 33.7952 	 -5.08364 	 6.98318 	 0.0891012 	 78.3736 	 540 	 1510 	 111.744 	 30.3444 	 2 	 687.616 	 0.119316 	 57.741 	 13.0384 	 39.4077 	 20.9383 	 450 	 45 	 180 	 233.827 	  Tumour 
