rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
35 	 1104.33 	 512.027 	 1097.64 	 337.676 	 3708 	 93.3029 	 51.6256 	 0.832974 	 0.962867 	 251.907 	 2752.35 	 1085.14 	 0.39426 	 2145.7 	 2565.13 	 111 	 199 	 368.126 	 162.142 	 2 	 1091.76 	 0.294435 	 15.0449 	 15.0449 	 15.0449 	 0 	 61 	 50 	 55.5 	 7.77817 	 4777 	 0.971527 	 272.936 	 101.628 	 97.2906 	 50.5321 	 0 	 0 	 0 	 21.0326 	 0.216183 	 13.6331 	 4.10765 	 5.03668 	 0.0928489 	 54.246 	 121 	 173 	 85.9669 	 1.34683 	 2 	 144.674 	 0.0390166 	 13.3207 	 13.3207 	 13.3207 	 0 	 68 	 53 	 60.5 	 10.6066 	  DCIS 
36 	 1148.19 	 102.15 	 1321.77 	 214.457 	 2607 	 75.9691 	 43.8156 	 0.816917 	 0.974944 	 202.167 	 2369.51 	 869.9 	 0.367122 	 1757.43 	 2182.29 	 45 	 45 	 244.2 	 38.2159 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3443 	 0.972874 	 229.338 	 93.5266 	 95.3663 	 48.6078 	 0 	 0 	 0 	 57.7247 	 0.605295 	 15.3031 	 6.49841 	 6.36341 	 0.113803 	 55.916 	 58 	 61 	 69.0517 	 -15.5684 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	  DCIS 
37 	 1279.58 	 727.022 	 1225.6 	 542.93 	 4407 	 105.636 	 54.7275 	 0.855333 	 0.960968 	 279.421 	 2845.88 	 1063.98 	 0.373866 	 2205.14 	 2658.66 	 117 	 154 	 449.581 	 243.597 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 117 	 0 	 5572 	 0.966858 	 302.108 	 115.389 	 115.803 	 69.0445 	 0 	 0 	 0 	 17.1395 	 0.148006 	 16.4677 	 3.20213 	 5.49915 	 0.0963402 	 57.0806 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
38 	 1347.06 	 39.9913 	 1521.97 	 415.78 	 2413 	 78.7052 	 40.8946 	 0.854414 	 0.912287 	 209.037 	 2728.79 	 1054.64 	 0.386487 	 2174.66 	 2541.57 	 65 	 67 	 505.154 	 299.17 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 3179 	 0.920649 	 238.593 	 225.342 	 183.96 	 137.201 	 0 	 0 	 0 	 87.8215 	 0.477395 	 34.3904 	 15.5474 	 16.7596 	 0.223451 	 75.0033 	 75 	 76 	 96.3867 	 11.7666 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	  DCIS 
39 	 1440.61 	 276.818 	 1495.77 	 541.082 	 5701 	 116.514 	 64.0848 	 0.835153 	 0.94591 	 323.463 	 2562.85 	 1035.59 	 0.404078 	 2028.13 	 2375.63 	 92 	 331 	 276.978 	 70.9941 	 2 	 148.12 	 0.0259813 	 33.5556 	 33.5556 	 33.5556 	 0 	 47 	 45 	 46 	 1.41421 	 6892 	 0.945664 	 344.149 	 110.163 	 112.512 	 65.7532 	 0.133779 	 179.75 	 107.599 	 38.5668 	 0.34278 	 21.2161 	 7.2722 	 9.51195 	 0.153843 	 61.829 	 102 	 302 	 88.8529 	 4.23283 	 2 	 717.568 	 0.125867 	 28.9707 	 28.9707 	 28.9707 	 0 	 56 	 46 	 51 	 7.07107 	  Lymph 
40 	 1484.69 	 202.71 	 1565.75 	 562.873 	 2710 	 73.182 	 47.6655 	 0.758796 	 0.97482 	 205.723 	 2436.06 	 1118.72 	 0.459235 	 1867.3 	 2248.84 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4398 	 0.899755 	 307.078 	 247.038 	 214.867 	 168.109 	 0.155303 	 176.756 	 217.222 	 147.661 	 0.68722 	 37.6092 	 -4.0472 	 17.7301 	 0.226663 	 78.2221 	 45 	 45 	 84.5778 	 -0.042334 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
41 	 1564.71 	 653.133 	 1517.37 	 543.062 	 2997 	 106.345 	 36.1341 	 0.940504 	 0.961193 	 253.22 	 2015.95 	 743.602 	 0.368858 	 1537.72 	 1828.73 	 41 	 42 	 263.195 	 57.211 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 41 	 41 	 41 	 0 	 4147 	 0.971649 	 275.563 	 99.5635 	 92.3217 	 45.5632 	 0 	 0 	 0 	 24.6564 	 0.267071 	 20.3724 	 8.45506 	 7.71608 	 0.126524 	 60.9853 	 54 	 58 	 89.7963 	 5.17618 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	  Fib 
42 	 1654.29 	 263.26 	 1699.1 	 708.529 	 3929 	 158.603 	 33.2563 	 0.977769 	 0.918849 	 347.245 	 2142.87 	 986.741 	 0.460477 	 1672.95 	 1955.64 	 43 	 43 	 302.116 	 96.1322 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 43 	 43 	 43 	 0 	 5582 	 0.933601 	 369.588 	 93.3834 	 86.57 	 39.8115 	 0 	 0 	 0 	 10.0173 	 0.115713 	 12.6742 	 3.16192 	 4.62433 	 0.0867815 	 53.2871 	 55 	 55 	 86.4 	 1.77989 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 55 	 55 	 55 	 0 	  Fib 
43 	 1674.3 	 615.685 	 1630.46 	 465.639 	 5593 	 144.556 	 49.7181 	 0.938993 	 0.969997 	 340.676 	 2394.86 	 1081.38 	 0.451541 	 1863.23 	 2207.64 	 96 	 337 	 315.854 	 109.87 	 2 	 2087.89 	 0.373303 	 33.8931 	 33.8931 	 33.8931 	 0 	 51 	 45 	 48 	 4.24264 	 7056 	 0.973376 	 363.362 	 102.311 	 96.6282 	 49.8697 	 0 	 0 	 0 	 31.9593 	 0.330745 	 23.6674 	 9.18896 	 11.1184 	 0.172967 	 64.2804 	 104 	 498 	 89.0385 	 4.41835 	 2 	 506.142 	 0.0904956 	 53.9293 	 53.9293 	 53.9293 	 0 	 54 	 50 	 52 	 2.82843 	  Lymph 
44 	 1746.15 	 808.937 	 1685.6 	 314.651 	 6261 	 146.049 	 57.6939 	 0.918667 	 0.922635 	 363.22 	 2622.61 	 968.264 	 0.369199 	 2064.06 	 2435.39 	 90 	 143 	 263.656 	 57.6714 	 2 	 539.762 	 0.0862101 	 14 	 14 	 14 	 0 	 45 	 45 	 45 	 0 	 7727 	 0.940596 	 384.392 	 118.504 	 119.731 	 72.9722 	 0 	 0 	 0 	 110.591 	 0.92366 	 17.8722 	 1.16244 	 19.5492 	 0.33426 	 58.4851 	 45 	 45 	 91.2889 	 6.66878 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Lymph 
45 	 1831.13 	 944.387 	 1772.29 	 217.175 	 5959 	 112.791 	 68.9101 	 0.791665 	 0.944973 	 318.777 	 2948.87 	 1107.75 	 0.375653 	 2230.12 	 2761.65 	 107 	 397 	 290.71 	 84.7262 	 2 	 853.407 	 0.143213 	 36.6005 	 36.6005 	 36.6005 	 0 	 58 	 49 	 53.5 	 6.36396 	 7256 	 0.953608 	 335.907 	 115.34 	 100.113 	 53.3545 	 0 	 0 	 0 	 29.3945 	 0.293614 	 30.9499 	 14.9016 	 9.16783 	 0.128109 	 71.5628 	 102 	 399 	 87.5196 	 2.8995 	 2 	 298.86 	 0.0501527 	 43.6736 	 43.6736 	 43.6736 	 0 	 54 	 48 	 51 	 4.24264 	  Lymph 
46 	 1862.6 	 795.081 	 1802.97 	 213.701 	 5694 	 104.613 	 71.0649 	 0.733847 	 0.973666 	 305.12 	 2408.63 	 981.228 	 0.40738 	 1825.88 	 2221.41 	 107 	 517 	 295.589 	 89.6047 	 2 	 895.958 	 0.157351 	 54.4531 	 54.4531 	 54.4531 	 0 	 54 	 53 	 53.5 	 0.707107 	 7006 	 0.978355 	 326.392 	 105.21 	 91.3964 	 44.6379 	 0 	 0 	 0 	 15.6298 	 0.171011 	 27.5647 	 13.7198 	 10.4291 	 0.15297 	 68.1776 	 49 	 50 	 90.1429 	 5.52275 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	  Lymph 
47 	 1931.02 	 647.686 	 1881.31 	 243.813 	 1673 	 53.2608 	 41.7088 	 0.62189 	 0.964821 	 160.368 	 1898.48 	 584.551 	 0.307905 	 1435.57 	 1711.26 	 71 	 158 	 319.465 	 113.481 	 2 	 97.611 	 0.0583449 	 17.9361 	 17.9361 	 17.9361 	 0 	 36 	 35 	 35.5 	 0.707107 	 2360 	 0.968404 	 187.196 	 112.77 	 108.927 	 62.1683 	 0 	 0 	 0 	 25.1615 	 0.230994 	 17.2508 	 3.13158 	 5.40993 	 0.0934943 	 57.8637 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
48 	 1962.93 	 741.516 	 1905.29 	 155.219 	 3232 	 100.824 	 42.7179 	 0.905808 	 0.902793 	 266.007 	 1808.27 	 640.902 	 0.354427 	 1217.89 	 1621.05 	 45 	 46 	 330.467 	 124.483 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 4291 	 0.956318 	 274.309 	 116.744 	 120.393 	 73.634 	 0 	 0 	 0 	 13.1833 	 0.109503 	 18.5622 	 1.00487 	 4.86884 	 0.0822785 	 59.1751 	 64 	 64 	 101.812 	 17.1924 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	  Lymph 
49 	 2026.35 	 787.386 	 1966.14 	 78.5175 	 3329 	 87.941 	 49.8208 	 0.824045 	 0.909811 	 248.35 	 3618.74 	 762.953 	 0.210834 	 2214.37 	 3431.51 	 88 	 247 	 524.955 	 318.97 	 2 	 589.791 	 0.177168 	 28.8605 	 28.8605 	 28.8605 	 0 	 45 	 43 	 44 	 1.41421 	 3952 	 0.929445 	 262.735 	 252.723 	 273.876 	 227.118 	 0.495413 	 334.704 	 254.552 	 105.424 	 0.384932 	 92.0083 	 4.12048 	 30.312 	 0.228561 	 132.621 	 45 	 45 	 114.689 	 30.0688 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
50 	 2053.12 	 967.769 	 1832.94 	 183.003 	 4300 	 131.823 	 47.0995 	 0.933992 	 0.825653 	 328.291 	 2496.33 	 755.202 	 0.302525 	 718.64 	 2309.11 	 45 	 45 	 340.222 	 134.238 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 5884 	 0.800218 	 402.274 	 444.344 	 538.768 	 492.009 	 0.3125 	 412.981 	 560.674 	 197.646 	 0.366848 	 140.515 	 -0.284674 	 29.3273 	 0.161915 	 181.128 	 107 	 561 	 99.6729 	 15.0528 	 2 	 731.047 	 0.170011 	 62.5008 	 62.5008 	 62.5008 	 0 	 61 	 46 	 53.5 	 10.6066 	  Tumour 
51 	 2044.85 	 906.751 	 1802.65 	 121.495 	 5805 	 101.862 	 75.025 	 0.676403 	 0.903361 	 341.22 	 1992.52 	 504.407 	 0.253151 	 1001.44 	 1805.29 	 79 	 322 	 285.975 	 79.9906 	 2 	 293.714 	 0.0505968 	 38.1504 	 38.1504 	 38.1504 	 0 	 45 	 34 	 39.5 	 7.77817 	 7712 	 0.89852 	 394.233 	 244.713 	 369.313 	 322.555 	 0.632836 	 359.788 	 373.526 	 134.223 	 0.363439 	 144.495 	 52.3495 	 53.6236 	 0.289687 	 185.108 	 93 	 327 	 102.312 	 17.6917 	 2 	 3972.13 	 0.68426 	 32.4462 	 32.4462 	 32.4462 	 0 	 60 	 33 	 46.5 	 19.0919 	  Tumour 
52 	 2079.7 	 843.775 	 1813.95 	 78.5175 	 6576 	 114.134 	 78.0138 	 0.729924 	 0.903545 	 363.304 	 1849 	 530.25 	 0.286776 	 937.736 	 1661.78 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8793 	 0.819554 	 468.257 	 293.954 	 342.522 	 295.764 	 0.761039 	 330.249 	 354.86 	 100.082 	 0.292192 	 117.684 	 7.64985 	 21.2815 	 0.13444 	 158.297 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
53 	 2096.23 	 711.489 	 2040.02 	 83.1925 	 6616 	 118.644 	 72.1238 	 0.794012 	 0.94853 	 333.463 	 3814.87 	 604.418 	 0.158437 	 2041.98 	 3627.65 	 111 	 554 	 298.252 	 92.2681 	 2 	 2290.15 	 0.346154 	 53.1154 	 53.1154 	 53.1154 	 0 	 66 	 45 	 55.5 	 14.8492 	 8376 	 0.888041 	 427.73 	 232.071 	 305.161 	 258.402 	 0.522599 	 378.773 	 278.729 	 145.456 	 0.476652 	 70.3278 	 -7.47052 	 30.0161 	 0.27056 	 110.941 	 119 	 327 	 101.555 	 16.9345 	 2 	 1128.41 	 0.170558 	 27.1708 	 27.1708 	 27.1708 	 0 	 74 	 45 	 59.5 	 20.5061 	  DCIS 
54 	 2097.97 	 462.733 	 2074.19 	 324.785 	 2917 	 88.4875 	 42.5216 	 0.876974 	 0.963024 	 229.137 	 2329.57 	 1109.48 	 0.476261 	 1839.09 	 2142.35 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3875 	 0.971178 	 252.652 	 128.262 	 111.09 	 64.3316 	 0 	 0 	 0 	 23.7638 	 0.213914 	 26.5328 	 11.1336 	 11.7263 	 0.174639 	 67.1457 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
55 	 2131.89 	 785.745 	 1845.73 	 83.1925 	 6073 	 96.846 	 80.4235 	 0.557129 	 0.964887 	 316.434 	 1712.77 	 432.319 	 0.25241 	 855.752 	 1525.54 	 45 	 45 	 231.956 	 25.9714 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 9110 	 0.890692 	 442.416 	 229.332 	 336.142 	 289.384 	 0.854839 	 331.06 	 340.25 	 143.74 	 0.427616 	 111.747 	 24.4974 	 32.6157 	 0.21407 	 152.36 	 58 	 58 	 94.3966 	 9.77644 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	  Tumour 
56 	 2176.97 	 683.283 	 2122.9 	 110.073 	 2703 	 68.6705 	 51.4775 	 0.661857 	 0.924735 	 220.894 	 3826.47 	 617.947 	 0.161493 	 1642.39 	 3639.25 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 4037 	 0.919799 	 267.48 	 353.599 	 466.347 	 419.589 	 0.54661 	 497.512 	 464.534 	 143.663 	 0.30806 	 97.2299 	 -43.4876 	 37.9781 	 0.275517 	 137.843 	 45 	 45 	 110.6 	 25.9799 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
57 	 2195.2 	 879.615 	 1934.41 	 192.899 	 7432 	 108.886 	 87.3937 	 0.596493 	 0.973539 	 335.706 	 1869.57 	 451.242 	 0.241361 	 1312.58 	 1682.35 	 45 	 45 	 284.2 	 78.2159 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 11134 	 0.917663 	 458.659 	 282.53 	 382.54 	 335.782 	 0.356589 	 413.964 	 377.519 	 142.715 	 0.373073 	 132.708 	 25.9292 	 30.1954 	 0.174217 	 173.321 	 109 	 314 	 97.2661 	 12.6459 	 2 	 1634.67 	 0.219951 	 28.8584 	 28.8584 	 28.8584 	 0 	 55 	 54 	 54.5 	 0.707107 	  Tumour 
58 	 2222.94 	 783.471 	 1932.26 	 110.073 	 9239 	 135.49 	 88.3154 	 0.758372 	 0.969567 	 392.517 	 2367.82 	 726.993 	 0.30703 	 1565.09 	 2180.6 	 117 	 367 	 333.197 	 127.212 	 2 	 1098.6 	 0.118909 	 34.7311 	 34.7311 	 34.7311 	 0 	 72 	 45 	 58.5 	 19.0919 	 10728 	 0.920305 	 476.902 	 365.647 	 441.25 	 394.491 	 0.834158 	 409.852 	 469.61 	 191.757 	 0.434578 	 165.407 	 40.0559 	 42.665 	 0.207092 	 206.02 	 146 	 650 	 116.5 	 31.8799 	 2 	 587.186 	 0.0635552 	 56.0928 	 56.0928 	 56.0928 	 0 	 76 	 70 	 73 	 4.24264 	  Tumour 
59 	 2247.84 	 92.3591 	 2315.95 	 637.666 	 3358 	 96.3333 	 44.9115 	 0.884674 	 0.970801 	 247.522 	 2356.94 	 1093.63 	 0.464005 	 1870.42 	 2169.71 	 56 	 56 	 312.554 	 106.569 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 4414 	 0.973104 	 270.108 	 108.377 	 87.7328 	 40.9742 	 0 	 0 	 0 	 12.3217 	 0.140446 	 20.3296 	 10.5739 	 7.78697 	 0.127776 	 60.9425 	 87 	 276 	 79.2299 	 -5.39023 	 2 	 425.82 	 0.126808 	 31.4563 	 31.4563 	 31.4563 	 0 	 44 	 43 	 43.5 	 0.707107 	  Lymph 
60 	 2253.52 	 658.635 	 2201.65 	 96.9381 	 3119 	 74.5456 	 54.0343 	 0.688909 	 0.956748 	 221.196 	 3801.26 	 579.964 	 0.152571 	 1876.27 	 3614.04 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3826 	 0.920597 	 256.693 	 262.917 	 280.32 	 233.561 	 0.547945 	 356.275 	 251.324 	 124.009 	 0.442385 	 85.07 	 10.6338 	 29.7949 	 0.237064 	 125.683 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
61 	 2281.86 	 752.361 	 1981.1 	 96.1509 	 5323 	 119.566 	 60.938 	 0.860377 	 0.885691 	 335.99 	 2381.23 	 582.898 	 0.244788 	 1708.28 	 2194.01 	 45 	 45 	 308.178 	 102.194 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 8725 	 0.840316 	 480.985 	 294.939 	 406.741 	 359.983 	 0.725888 	 420.871 	 397.092 	 125.595 	 0.308784 	 165.273 	 43.8175 	 48.4379 	 0.235266 	 205.886 	 118 	 311 	 104.144 	 19.524 	 2 	 1388.35 	 0.260821 	 26.4013 	 26.4013 	 26.4013 	 0 	 61 	 57 	 59 	 2.82843 	  Tumour 
62 	 2325.32 	 724.914 	 2016.3 	 59 	 4035 	 115.552 	 49.6508 	 0.90298 	 0.802666 	 307.362 	 1620.96 	 399.666 	 0.246561 	 712.447 	 1433.74 	 90 	 269 	 238.556 	 32.5714 	 2 	 550.03 	 0.136315 	 32 	 32 	 32 	 0 	 45 	 45 	 45 	 0 	 6795 	 0.786732 	 451.772 	 258.446 	 394.957 	 348.198 	 0.6469 	 367.317 	 401.681 	 178.747 	 0.452574 	 110.932 	 26.826 	 31.7894 	 0.209769 	 151.545 	 59 	 60 	 98.8305 	 14.2104 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  Tumour 
63 	 2331.76 	 496.772 	 2298.89 	 228.107 	 3402 	 90.1222 	 50.4508 	 0.828625 	 0.952408 	 241.137 	 2802.72 	 1122 	 0.400327 	 2058.53 	 2615.49 	 96 	 426 	 256.083 	 50.0992 	 2 	 497.378 	 0.146202 	 47.0979 	 47.0979 	 47.0979 	 0 	 48 	 48 	 48 	 0 	 4433 	 0.959939 	 263.966 	 100.067 	 98.9348 	 52.1763 	 0 	 0 	 0 	 32.1576 	 0.325039 	 21.2063 	 3.97547 	 7.42275 	 0.120072 	 61.8192 	 46 	 46 	 82.6739 	 -1.9462 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 46 	 46 	 46 	 0 	  Lymph 
64 	 2324.69 	 665.74 	 2271.79 	 59 	 1948 	 83.013 	 30.9465 	 0.927915 	 0.948393 	 197.012 	 3461.9 	 708.275 	 0.204592 	 1872.14 	 3274.67 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3292 	 0.928632 	 253.966 	 235.936 	 266.005 	 219.246 	 0.445455 	 307.98 	 252.523 	 116.981 	 0.439769 	 74.0909 	 -6.94907 	 24.6284 	 0.214713 	 114.704 	 45 	 45 	 93.5778 	 8.95767 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  DCIS 
65 	 2346.42 	 618.245 	 2297.15 	 109.041 	 1772 	 90.1931 	 25.2775 	 0.959924 	 0.951154 	 209.338 	 3203.75 	 1024.07 	 0.319647 	 1880.18 	 3016.53 	 125 	 166 	 301.136 	 95.1519 	 2 	 651.585 	 0.367712 	 9.82344 	 9.82344 	 9.82344 	 0 	 80 	 45 	 62.5 	 24.7487 	 2651 	 0.96365 	 230.995 	 116.092 	 114.574 	 67.8157 	 0 	 0 	 0 	 19.2397 	 0.167923 	 19.5886 	 3.09909 	 5.77642 	 0.0959515 	 60.2015 	 78 	 83 	 98.2821 	 13.6619 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 78 	 78 	 78 	 0 	  Lymph 
66 	 2397.78 	 185.363 	 2430.87 	 544.912 	 3046 	 67.6261 	 58.3258 	 0.506101 	 0.94891 	 225.48 	 2788.86 	 1165.47 	 0.417903 	 2275.91 	 2601.63 	 53 	 55 	 351.981 	 145.997 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 53 	 53 	 53 	 0 	 6035 	 0.975275 	 296.25 	 394.431 	 253.295 	 206.537 	 0 	 0 	 0 	 94.8167 	 0.374333 	 79.8503 	 22.7533 	 17.377 	 0.144251 	 120.463 	 43 	 44 	 90.9302 	 6.31012 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 43 	 43 	 43 	 0 	  Lymph 
67 	 2413.12 	 802.17 	 2120.5 	 106.527 	 8849 	 130.885 	 86.931 	 0.747572 	 0.968268 	 381.605 	 1972.86 	 582.009 	 0.295007 	 1380.95 	 1785.64 	 77 	 81 	 305.883 	 99.899 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 17215 	 0.910461 	 578.742 	 295.027 	 497.132 	 450.373 	 0.310345 	 523.529 	 489.439 	 312.924 	 0.629459 	 101.144 	 15.8643 	 24.746 	 0.174567 	 141.757 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
68 	 2489.54 	 928.54 	 2229.98 	 159.906 	 5045 	 85.1266 	 76.0978 	 0.448193 	 0.964258 	 283.865 	 1364.97 	 288.137 	 0.211094 	 693.434 	 1177.75 	 45 	 45 	 251.289 	 45.3048 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 8447 	 0.932031 	 386.291 	 463.326 	 495.671 	 448.912 	 0.169139 	 381.211 	 508.229 	 214.144 	 0.432028 	 110.271 	 -13.944 	 27.9548 	 0.185274 	 150.884 	 46 	 46 	 89.2174 	 4.59728 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 46 	 46 	 46 	 0 	  Tumour 
69 	 2478.15 	 833.416 	 2191.33 	 103.078 	 2946 	 78.7983 	 49.9491 	 0.773427 	 0.866981 	 244.794 	 1765.76 	 498.874 	 0.282527 	 715.285 	 1578.53 	 45 	 45 	 245.022 	 39.0381 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 4713 	 0.883411 	 315.421 	 472.486 	 504.974 	 458.216 	 0.361314 	 653.96 	 470.227 	 235.003 	 0.465376 	 127.023 	 30.0704 	 41.1762 	 0.245629 	 167.635 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
70 	 2480.54 	 720.405 	 2423.71 	 106.527 	 2110 	 63.1448 	 42.8758 	 0.734131 	 0.967003 	 177.681 	 3684.25 	 577.757 	 0.156818 	 2041.43 	 3497.03 	 45 	 45 	 290.644 	 84.6603 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 3616 	 0.922449 	 255.723 	 334.027 	 342.888 	 296.129 	 0.192825 	 219.581 	 359.769 	 134.783 	 0.393082 	 61.3056 	 1.28742 	 19.462 	 0.190956 	 101.918 	 90 	 198 	 101.822 	 17.2021 	 2 	 226.055 	 0.107135 	 19.6469 	 19.6469 	 19.6469 	 0 	 45 	 45 	 45 	 0 	  DCIS 
