rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
11 	 384.405 	 341.717 	 88.295 	 78.8162 	 6034 	 99.7386 	 77.9208 	 0.624218 	 0.941342 	 321.421 	 3323.47 	 1033.04 	 0.310831 	 2498.14 	 3136.24 	 42 	 43 	 358.119 	 152.135 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 42 	 42 	 42 	 0 	 7298 	 0.880656 	 404.818 	 206.992 	 246.708 	 199.95 	 0.638728 	 290.751 	 225.601 	 141.794 	 0.574743 	 71.3901 	 31.1397 	 23.7783 	 0.2123 	 112.003 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
12 	 372.615 	 467.537 	 496.327 	 126.479 	 2348 	 65.7683 	 45.5896 	 0.72076 	 0.973063 	 188.61 	 2599.5 	 833.4 	 0.3206 	 2004.6 	 2412.28 	 54 	 56 	 353.352 	 147.368 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	 3600 	 0.940685 	 254.309 	 177.339 	 183.333 	 136.575 	 0.0855856 	 180.632 	 184.256 	 78.2408 	 0.426768 	 23.0898 	 -0.164296 	 6.72595 	 0.105583 	 63.7027 	 65 	 67 	 85.9385 	 1.31835 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	  DCIS 
13 	 383.511 	 987.483 	 349.311 	 645 	 5122 	 123.097 	 55.1754 	 0.89392 	 0.968608 	 315.865 	 2659.09 	 835.488 	 0.3142 	 1789.07 	 2471.87 	 106 	 405 	 352.075 	 146.091 	 2 	 163.775 	 0.0319748 	 39.344 	 39.344 	 39.344 	 0 	 55 	 51 	 53 	 2.82843 	 6281 	 0.97184 	 333.622 	 104.384 	 102.346 	 55.5871 	 0 	 0 	 0 	 24.6124 	 0.240483 	 15.81 	 2.24915 	 6.19141 	 0.109732 	 56.4229 	 90 	 119 	 85.9444 	 1.32433 	 2 	 258.248 	 0.0504194 	 10.0499 	 10.0499 	 10.0499 	 0 	 45 	 45 	 45 	 0 	  Fib 
14 	 414.674 	 95.4321 	 168.885 	 311.362 	 4793 	 94.3947 	 67.1616 	 0.702688 	 0.94369 	 285.848 	 2937.08 	 737.886 	 0.251231 	 1844.25 	 2749.85 	 118 	 379 	 328.703 	 122.719 	 2 	 237.733 	 0.0496001 	 35.7091 	 35.7091 	 35.7091 	 0 	 61 	 57 	 59 	 2.82843 	 8121 	 0.924732 	 394.274 	 323.171 	 435.878 	 389.12 	 0.286585 	 493.989 	 426.05 	 167.325 	 0.383879 	 97.8672 	 9.29425 	 30.9802 	 0.223716 	 138.48 	 126 	 242 	 81.7619 	 -2.85821 	 2 	 588.506 	 0.122784 	 17.4494 	 17.4494 	 17.4494 	 0 	 68 	 58 	 63 	 7.07107 	  Tumour 
15 	 429.962 	 405.501 	 580.401 	 78.8162 	 2544 	 60.8 	 54.6837 	 0.437121 	 0.937362 	 210.066 	 2359.11 	 929.364 	 0.393947 	 1562.14 	 2171.89 	 161 	 595 	 403.447 	 197.463 	 3 	 626.329 	 0.246199 	 48.5478 	 11.8548 	 32.6462 	 16.8411 	 81 	 40 	 53.6667 	 23.6714 	 4133 	 0.87545 	 304.676 	 192.003 	 223.06 	 176.301 	 0.44 	 222.273 	 219.387 	 112.263 	 0.503288 	 28.9123 	 -1.34017 	 7.09079 	 0.101989 	 69.5252 	 113 	 242 	 93.5044 	 8.88431 	 2 	 1589.76 	 0.624905 	 21.4833 	 21.4833 	 21.4833 	 0 	 76 	 37 	 56.5 	 27.5772 	  DCIS 
16 	 443.991 	 319.132 	 101.828 	 88.1192 	 4429 	 99.7553 	 60.5309 	 0.794859 	 0.920599 	 283.078 	 3211.25 	 1049.74 	 0.326895 	 2345.63 	 3024.03 	 104 	 238 	 451.202 	 245.218 	 2 	 989.087 	 0.223321 	 23.3828 	 23.3828 	 23.3828 	 0 	 71 	 33 	 52 	 26.8701 	 5581 	 0.915669 	 327.706 	 274.277 	 314.496 	 267.738 	 0.44964 	 288.304 	 320.884 	 135.445 	 0.430673 	 81.9326 	 17.1662 	 19.6329 	 0.160209 	 122.545 	 82 	 88 	 87.9634 	 3.3433 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 82 	 82 	 82 	 0 	  Tumour 
17 	 473.414 	 169.635 	 138.842 	 239.885 	 5799 	 113.728 	 65.511 	 0.817428 	 0.958671 	 316.492 	 3310.65 	 1028.42 	 0.310639 	 2144.83 	 3123.43 	 109 	 443 	 351.119 	 145.135 	 3 	 1685.92 	 0.290727 	 32.7552 	 8.85944 	 23.9681 	 11.7549 	 57 	 23 	 36.3333 	 18.1475 	 9434 	 0.970277 	 400.132 	 351.171 	 344.808 	 298.049 	 0.109467 	 601.486 	 331.709 	 153.279 	 0.444534 	 142.714 	 46.1547 	 51.7487 	 0.282275 	 183.327 	 145 	 718 	 91.4552 	 6.83506 	 2 	 1442.49 	 0.248749 	 67.7733 	 67.7733 	 67.7733 	 0 	 77 	 68 	 72.5 	 6.36396 	  Tumour 
18 	 524.204 	 846.435 	 463.069 	 523.083 	 4930 	 156.66 	 43.1775 	 0.961268 	 0.908254 	 375.12 	 2624.75 	 1001.81 	 0.381676 	 1997.71 	 2437.53 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6326 	 0.932488 	 388.593 	 125.094 	 106.94 	 60.1811 	 0 	 0 	 0 	 15.316 	 0.143221 	 19.7682 	 8.62266 	 7.22522 	 0.11966 	 60.3811 	 105 	 304 	 81.8095 	 -2.81059 	 2 	 1146.41 	 0.232537 	 29.8283 	 29.8283 	 29.8283 	 0 	 60 	 45 	 52.5 	 10.6066 	  Fib 
19 	 549.582 	 268.697 	 186.454 	 182.124 	 5753 	 116.419 	 63.3097 	 0.839208 	 0.980402 	 310.049 	 2981.4 	 1000.13 	 0.335457 	 2329.41 	 2794.18 	 45 	 45 	 303.267 	 97.2825 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 7133 	 0.960156 	 348.635 	 155.199 	 162.11 	 115.351 	 0 	 0 	 0 	 103.3 	 0.637226 	 24.9769 	 4.35097 	 10.3346 	 0.157564 	 65.5898 	 101 	 109 	 90.0792 	 5.4591 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 101 	 101 	 101 	 0 	  Tumour 
20 	 799.526 	 364.842 	 449.419 	 65.0692 	 7242 	 164.637 	 57.0666 	 0.938005 	 0.945801 	 406.759 	 2333.39 	 875.049 	 0.375011 	 1697.11 	 2146.17 	 57 	 57 	 397.368 	 191.384 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 8816 	 0.91065 	 437.63 	 171.825 	 178.609 	 131.851 	 0.285319 	 189.291 	 176.564 	 59.3024 	 0.332023 	 49.3529 	 -1.2441 	 15.3982 	 0.171156 	 89.9658 	 59 	 63 	 91.1695 	 6.54938 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  Tumour 
21 	 790.683 	 104.999 	 1045.9 	 99.0858 	 5253 	 109.873 	 61.738 	 0.827204 	 0.967047 	 298.451 	 3389.9 	 1032.9 	 0.3047 	 2419.97 	 3202.68 	 142 	 559 	 323.028 	 117.044 	 3 	 435.434 	 0.0828925 	 45.0603 	 9.84886 	 30.8882 	 16.6212 	 52 	 45 	 47.3333 	 4.04145 	 6786 	 0.953492 	 332.35 	 108.797 	 93.041 	 46.2824 	 0.187713 	 117.509 	 91.3766 	 23.2435 	 0.24982 	 20.3426 	 9.11118 	 9.36699 	 0.15367 	 60.9555 	 101 	 194 	 77.9802 	 -6.63991 	 2 	 575.866 	 0.109626 	 16.4823 	 16.4823 	 16.4823 	 0 	 54 	 47 	 50.5 	 4.94975 	  DCIS 
22 	 803.085 	 429.97 	 854.599 	 65.0692 	 1975 	 67.1832 	 39.1767 	 0.812378 	 0.944524 	 188.894 	 2673.5 	 1007.98 	 0.377027 	 2054.04 	 2486.28 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2743 	 0.949463 	 215.966 	 132.382 	 127.67 	 80.9118 	 0.357143 	 181.508 	 115.167 	 49.3528 	 0.386565 	 32.3886 	 18.7465 	 13.7888 	 0.188884 	 73.0015 	 62 	 62 	 86.8065 	 2.18634 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 62 	 62 	 62 	 0 	  DCIS 
23 	 857.5 	 178.11 	 500.12 	 99.0858 	 8334 	 146.777 	 73.3473 	 0.866187 	 0.944577 	 399.404 	 3031.88 	 898.971 	 0.296506 	 2083.77 	 2844.66 	 112 	 371 	 395.089 	 189.105 	 2 	 1414.6 	 0.169738 	 36.9344 	 36.9344 	 36.9344 	 0 	 59 	 53 	 56 	 4.24264 	 9772 	 0.93503 	 443.973 	 176.719 	 172.241 	 125.483 	 0.346883 	 207.82 	 168.533 	 62.7341 	 0.364222 	 63.8812 	 28.4912 	 19.7307 	 0.188822 	 104.494 	 103 	 399 	 84.3495 	 -0.270597 	 2 	 1701.97 	 0.20422 	 40.6897 	 40.6897 	 40.6897 	 0 	 54 	 49 	 51.5 	 3.53553 	  Tumour 
24 	 842.811 	 54.5329 	 1118 	 96.7988 	 2434 	 80.239 	 38.8934 	 0.87467 	 0.9736 	 204.024 	 3569.38 	 783.273 	 0.219442 	 2268.51 	 3382.16 	 44 	 45 	 313 	 107.016 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 44 	 44 	 44 	 0 	 3913 	 0.966889 	 253.48 	 125.599 	 116.059 	 69.3 	 0.247748 	 111.436 	 115.519 	 26.72 	 0.230228 	 28.6763 	 10.1058 	 7.00069 	 0.101036 	 69.2892 	 55 	 57 	 81.1273 	 -3.49284 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 55 	 55 	 55 	 0 	  DCIS 
25 	 891.944 	 239.682 	 528.242 	 101.833 	 5527 	 160.251 	 44.5068 	 0.960659 	 0.941407 	 377.061 	 2904.55 	 825.642 	 0.284258 	 2067.57 	 2717.33 	 95 	 389 	 338.432 	 132.447 	 2 	 1187.95 	 0.214935 	 45.9062 	 45.9062 	 45.9062 	 0 	 50 	 45 	 47.5 	 3.53553 	 7844 	 0.768116 	 480.215 	 146.844 	 165.899 	 119.14 	 0.35396 	 189.692 	 158.447 	 66.7627 	 0.402431 	 38.9681 	 6.14093 	 10.2833 	 0.129218 	 79.581 	 95 	 384 	 80.9684 	 -3.65169 	 2 	 771.696 	 0.139623 	 41.7831 	 41.7831 	 41.7831 	 0 	 58 	 37 	 47.5 	 14.8492 	  Tumour 
26 	 892.001 	 880.882 	 831.439 	 524.137 	 3459 	 76.0823 	 58.6315 	 0.63728 	 0.968365 	 228.451 	 2980.85 	 1164.47 	 0.390651 	 2347.64 	 2793.63 	 53 	 54 	 416.302 	 210.318 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 53 	 53 	 53 	 0 	 4453 	 0.981486 	 252.108 	 109.087 	 102.565 	 55.8069 	 0 	 0 	 0 	 19.1057 	 0.186278 	 16.7678 	 6.33801 	 6.18347 	 0.107762 	 57.3807 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
27 	 934.399 	 88.1671 	 594.242 	 85 	 4076 	 76.8858 	 68.2385 	 0.46075 	 0.971865 	 258.794 	 3841.76 	 653.997 	 0.170234 	 2334.82 	 3654.54 	 128 	 328 	 471.273 	 265.289 	 2 	 591.155 	 0.145033 	 27.6318 	 27.6318 	 27.6318 	 0 	 66 	 62 	 64 	 2.82843 	 5453 	 0.943099 	 302.676 	 208.498 	 199.645 	 152.887 	 0.0967742 	 264.833 	 197.936 	 58.3488 	 0.292263 	 42.1864 	 8.6226 	 7.31412 	 0.0883356 	 82.7993 	 124 	 180 	 97.5565 	 12.9363 	 2 	 621.838 	 0.152561 	 13.6121 	 13.6121 	 13.6121 	 0 	 68 	 56 	 62 	 8.48528 	  Tumour 
28 	 935.699 	 526.053 	 934.457 	 210.753 	 4701 	 89.2107 	 67.269 	 0.656821 	 0.980192 	 264.35 	 3085.67 	 1201.99 	 0.389541 	 2374.36 	 2898.44 	 82 	 142 	 397.207 	 191.223 	 2 	 167.318 	 0.0355919 	 13.2151 	 13.2151 	 13.2151 	 0 	 49 	 33 	 41 	 11.3137 	 5750 	 0.98341 	 284.593 	 121.731 	 99.6189 	 52.8603 	 0 	 0 	 0 	 18.4178 	 0.184883 	 28.7379 	 16.0437 	 9.36567 	 0.135048 	 69.3508 	 123 	 187 	 92.6179 	 7.99777 	 2 	 337.234 	 0.0717367 	 13.2606 	 13.2606 	 13.2606 	 0 	 67 	 56 	 61.5 	 7.77817 	  DCIS 
29 	 963.295 	 312.611 	 1051.8 	 101.833 	 2841 	 76.5624 	 50.0754 	 0.756454 	 0.946369 	 219.723 	 2451.28 	 816.204 	 0.332971 	 1888.09 	 2264.06 	 47 	 49 	 270.489 	 64.5052 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 47 	 47 	 47 	 0 	 3733 	 0.955465 	 243.823 	 90.9413 	 83.986 	 37.2275 	 0 	 0 	 0 	 12.6886 	 0.15108 	 9.73733 	 0.653841 	 3.97849 	 0.0790162 	 50.3502 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
30 	 997.103 	 174.792 	 1156.35 	 107.415 	 2576 	 85.7528 	 38.5318 	 0.893363 	 0.954428 	 218.108 	 2771.1 	 1054.07 	 0.38038 	 2101.17 	 2583.88 	 69 	 72 	 285.464 	 79.4796 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 69 	 69 	 69 	 0 	 3380 	 0.979994 	 228.551 	 99.1435 	 90.359 	 43.6004 	 0.184615 	 113.972 	 87.0226 	 29.8215 	 0.330034 	 15.1452 	 6.59262 	 5.27196 	 0.0945504 	 55.7582 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
31 	 1041.86 	 862.535 	 981.041 	 508.257 	 4136 	 164.815 	 32.9659 	 0.979792 	 0.923214 	 365.831 	 2151.52 	 706.675 	 0.328453 	 1595.7 	 1964.3 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 5780 	 0.940602 	 381.73 	 101.304 	 102.289 	 55.5304 	 0 	 0 	 0 	 15.102 	 0.14764 	 11.4473 	 0.943737 	 4.17686 	 0.0802314 	 52.0602 	 57 	 57 	 72.5088 	 -12.1113 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	  Fib 
32 	 1011.4 	 123.656 	 1198.08 	 85 	 1342 	 53.9107 	 32.7691 	 0.794059 	 0.927436 	 152.125 	 1774.27 	 497.606 	 0.280457 	 910.283 	 1587.05 	 111 	 116 	 455.658 	 249.674 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 111 	 111 	 111 	 0 	 1888 	 0.890146 	 182.61 	 126.111 	 124.101 	 77.3421 	 0.377358 	 126.9 	 123.626 	 29.5918 	 0.23845 	 28.2179 	 10.9678 	 13.0089 	 0.188998 	 68.8308 	 119 	 125 	 115.983 	 31.3631 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 119 	 119 	 119 	 0 	  DCIS 
33 	 1055.91 	 80.0572 	 1260.6 	 122.262 	 2047 	 85.6043 	 31.1047 	 0.931651 	 0.9377 	 204.451 	 3587.76 	 775.29 	 0.216093 	 2173 	 3400.54 	 56 	 59 	 325.054 	 119.069 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 3021 	 0.946132 	 240.25 	 128.988 	 157.404 	 110.646 	 0.121212 	 128.417 	 162.242 	 106.386 	 0.675875 	 26.3109 	 0.775206 	 6.77491 	 0.101233 	 66.9238 	 59 	 60 	 83.1186 	 -1.50147 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	  DCIS 
34 	 1081.24 	 212.543 	 1204.69 	 190.919 	 1732 	 53.3312 	 41.7687 	 0.621778 	 0.971397 	 158.853 	 1987.11 	 485.687 	 0.244418 	 1484.82 	 1799.89 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2673 	 0.925554 	 214.309 	 151.179 	 161.456 	 114.698 	 0 	 0 	 0 	 93.7263 	 0.580506 	 18.4795 	 2.09238 	 5.34026 	 0.0903713 	 59.0924 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
