rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
43 	 2482.08 	 132.125 	 1483.09 	 602.957 	 7399 	 166.131 	 58.9499 	 0.934927 	 0.955449 	 417.463 	 1550.68 	 708.353 	 0.4568 	 1128.12 	 1434.49 	 90 	 197 	 1712.56 	 1311.21 	 2 	 1206.89 	 0.163115 	 20.2237 	 20.2237 	 20.2237 	 0 	 45 	 45 	 45 	 0 	 135 	 1051 	 399.007 	 82.6726 	 3 	 1306.03 	 0.176515 	 47.4236 	 24.1661 	 39.2291 	 11.6828 	 45 	 45 	 45 	 0 	  DCIS 
44 	 2601.84 	 888.682 	 2318.16 	 163.67 	 7873 	 137.144 	 73.661 	 0.843515 	 0.978742 	 364.475 	 846.873 	 279.771 	 0.330358 	 589.765 	 730.674 	 135 	 789 	 1517.86 	 1116.51 	 3 	 600.305 	 0.0762485 	 43.909 	 15.8114 	 34.4288 	 14.4218 	 45 	 45 	 45 	 0 	 417 	 1318 	 442.187 	 125.852 	 3 	 2706.81 	 0.343809 	 32.8053 	 30.474 	 31.5288 	 1.05659 	 201 	 41 	 139 	 85.8604 	  Tumour 
45 	 2650.93 	 141.086 	 1643.91 	 552.946 	 2639 	 92.342 	 38.1875 	 0.910484 	 0.921117 	 238.551 	 975.085 	 412.348 	 0.422884 	 735.992 	 858.887 	 45 	 45 	 2074.11 	 1672.76 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
46 	 2669.67 	 784.629 	 2389.59 	 60.0333 	 6203 	 109.484 	 73.4897 	 0.741246 	 0.964547 	 318.735 	 926.671 	 322.451 	 0.347967 	 624.068 	 810.473 	 135 	 836 	 917.119 	 515.771 	 3 	 1564.55 	 0.252224 	 81.0432 	 16.1245 	 54.227 	 30.3202 	 45 	 45 	 45 	 0 	 418 	 1627 	 331.411 	 15.0767 	 3 	 1966.65 	 0.317047 	 52.0439 	 10.2075 	 37.1192 	 17.6083 	 262 	 40 	 104.5 	 105.545 	  Tumour 
47 	 2708.39 	 691.028 	 2434.42 	 98.4886 	 7331 	 109.327 	 87.1903 	 0.603298 	 0.969709 	 344.291 	 914.765 	 282.741 	 0.309086 	 647.658 	 798.567 	 90 	 194 	 1394.11 	 992.764 	 2 	 3199.71 	 0.436463 	 19.4165 	 19.4165 	 19.4165 	 0 	 45 	 45 	 45 	 0 	 234 	 672 	 417.436 	 101.101 	 2 	 837.764 	 0.114277 	 41.434 	 41.434 	 41.434 	 0 	 186 	 48 	 117 	 97.5807 	  Tumour 
48 	 2730.23 	 787.364 	 1690.7 	 60.0333 	 3402 	 93.1532 	 47.5182 	 0.860111 	 0.926218 	 261.421 	 615.141 	 116.389 	 0.189207 	 338.853 	 498.943 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
49 	 1439 	 1183.07 	 745.335 	 446.593 	 2806 	 108.659 	 35.21 	 0.946042 	 0.919096 	 257.681 	 506.909 	 123.088 	 0.242821 	 352.858 	 390.711 	 45 	 45 	 759.378 	 358.031 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 149 	 505 	 210.235 	 -106.1 	 2 	 557.039 	 0.198517 	 42.6292 	 42.6292 	 42.6292 	 0 	 86 	 63 	 74.5 	 16.2635 	  Other 
50 	 1437.51 	 1962.19 	 1557.51 	 357.302 	 6314 	 103.349 	 79.1061 	 0.643523 	 0.965296 	 317.907 	 935.317 	 334.205 	 0.357318 	 590.158 	 819.118 	 45 	 45 	 1449.62 	 1048.28 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 192 	 219 	 416.359 	 100.025 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 192 	 192 	 192 	 0 	  Tumour 
51 	 1470.13 	 1890.72 	 1535.32 	 279.428 	 3356 	 80.8385 	 53.4174 	 0.750569 	 0.950439 	 233.581 	 941.012 	 264.775 	 0.281373 	 460.49 	 824.813 	 45 	 45 	 1452.04 	 1050.7 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 268 	 317 	 365.478 	 49.1428 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 268 	 268 	 268 	 0 	  Tumour 
52 	 1536.89 	 1850.03 	 1562.81 	 219.659 	 5553 	 96.0897 	 75.5075 	 0.618478 	 0.942145 	 308.676 	 930.059 	 318.774 	 0.342747 	 493.661 	 813.86 	 90 	 375 	 1239.73 	 838.386 	 2 	 811.414 	 0.146122 	 46.0435 	 46.0435 	 46.0435 	 0 	 45 	 45 	 45 	 0 	 641 	 1222 	 331.725 	 15.3906 	 3 	 1721.59 	 0.310028 	 39.4658 	 14.4032 	 25.8096 	 10.0001 	 276 	 45 	 160.25 	 109.024 	  Tumour 
53 	 1582.28 	 1634.77 	 1211.65 	 199.462 	 5976 	 161.957 	 47.3158 	 0.956372 	 0.967773 	 381.63 	 787.997 	 299.465 	 0.380032 	 548.333 	 671.799 	 45 	 45 	 1552.6 	 1151.25 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 97 	 104 	 293.505 	 -22.8297 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 97 	 97 	 97 	 0 	  Fib 
54 	 1625.93 	 1984.5 	 1715.11 	 351.763 	 6569 	 113.324 	 74.9333 	 0.750185 	 0.955213 	 336.191 	 721.042 	 242.559 	 0.336401 	 451.06 	 604.843 	 90 	 187 	 992.7 	 591.353 	 2 	 709.82 	 0.108056 	 17.8045 	 17.8045 	 17.8045 	 0 	 45 	 45 	 45 	 0 	 268 	 636 	 292.082 	 -24.2527 	 3 	 955.408 	 0.145442 	 33.9792 	 11.234 	 24.8415 	 10.7451 	 168 	 41 	 89.3333 	 68.7192 	  Tumour 
55 	 1658.66 	 1818.77 	 1645 	 199.462 	 6244 	 119.305 	 67.349 	 0.825427 	 0.985947 	 315.823 	 1336 	 437.374 	 0.327375 	 682.004 	 1219.81 	 90 	 532 	 1478.02 	 1076.67 	 2 	 461.567 	 0.0739217 	 69.0072 	 69.0072 	 69.0072 	 0 	 45 	 45 	 45 	 0 	 350 	 1346 	 359.789 	 43.4537 	 3 	 3422.67 	 0.548153 	 51.1335 	 21.9249 	 39.3057 	 13.7524 	 199 	 18 	 116.667 	 91.5988 	  Tumour 
56 	 1675.23 	 1904.19 	 1706.17 	 284.623 	 6046 	 100.484 	 77.5657 	 0.63572 	 0.953177 	 324.676 	 707.219 	 221.846 	 0.313688 	 414.478 	 591.021 	 85 	 87 	 1062.51 	 661.159 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 85 	 85 	 85 	 0 	 247 	 295 	 332.935 	 16.6004 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 247 	 0 	  Tumour 
57 	 1731.41 	 1383.91 	 1077.76 	 395.373 	 3192 	 102.148 	 40.9981 	 0.91592 	 0.921744 	 258.593 	 730.549 	 285.55 	 0.39087 	 524.645 	 614.351 	 45 	 45 	 1105.73 	 704.386 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 81 	 86 	 268.938 	 -47.3966 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 81 	 81 	 81 	 0 	  Fib 
58 	 1748.28 	 1871.44 	 1747.95 	 288.534 	 5411 	 87.8503 	 79.4002 	 0.427929 	 0.972677 	 284.551 	 893.675 	 225.89 	 0.252765 	 472.89 	 777.476 	 45 	 45 	 1596.47 	 1195.12 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 298 	 798 	 403.386 	 87.0511 	 2 	 3191.41 	 0.5898 	 39.618 	 39.618 	 39.618 	 0 	 244 	 54 	 149 	 134.35 	  Tumour 
59 	 1807.03 	 1771.55 	 1747.07 	 263.427 	 4220 	 80.5104 	 67.5219 	 0.544635 	 0.974146 	 248.551 	 1304.54 	 387.712 	 0.297203 	 799.838 	 1188.34 	 109 	 701 	 2048.77 	 1647.42 	 3 	 481.001 	 0.113981 	 49.146 	 16.3501 	 34.93 	 15.0512 	 45 	 19 	 36.3333 	 15.0111 	 678 	 1764 	 455.078 	 138.743 	 4 	 512.715 	 0.121496 	 52.6588 	 14.5521 	 32.9323 	 13.5757 	 333 	 58 	 169.5 	 119.389 	  Tumour 
60 	 1839.74 	 1091.21 	 955.716 	 269.833 	 3934 	 80.1105 	 62.9207 	 0.618959 	 0.980314 	 242.35 	 1174.41 	 710.211 	 0.604739 	 948.778 	 1058.21 	 45 	 45 	 2325.8 	 1924.45 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 62 	 63 	 530.79 	 214.455 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 62 	 62 	 62 	 0 	  Other 
61 	 2411.91 	 1551.58 	 1689.41 	 643.758 	 1848 	 62.1548 	 38.6295 	 0.78341 	 0.965013 	 172.267 	 906.228 	 421.733 	 0.465372 	 716.199 	 790.03 	 45 	 45 	 913.067 	 511.719 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
62 	 2502.32 	 1565.87 	 1770.47 	 684.346 	 3067 	 94.9558 	 42.9392 	 0.891915 	 0.922684 	 244.894 	 595.739 	 221.616 	 0.372002 	 407.93 	 479.541 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 70 	 71 	 204.843 	 -111.492 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	  DCIS 
63 	 53.1879 	 1509.01 	 636.404 	 80.5295 	 8153 	 115.945 	 89.8092 	 0.632473 	 0.981343 	 353.463 	 753.303 	 205.065 	 0.272222 	 521.091 	 637.105 	 90 	 601 	 975.144 	 573.797 	 2 	 773.701 	 0.0948976 	 69.4046 	 69.4046 	 69.4046 	 0 	 45 	 45 	 45 	 0 	 489 	 1525 	 304.047 	 -12.2878 	 7 	 2983.43 	 0.365931 	 61.944 	 9.40378 	 26.6559 	 14.6421 	 121 	 37 	 69.8571 	 37.5696 	  Tumour 
64 	 50.1853 	 1948.41 	 1728.6 	 338.143 	 4031 	 103.028 	 50.7267 	 0.870393 	 0.949811 	 267.179 	 633.782 	 179.319 	 0.282934 	 440.717 	 517.583 	 90 	 450 	 1576.23 	 1174.89 	 2 	 851.103 	 0.211139 	 50.6952 	 50.6952 	 50.6952 	 0 	 45 	 45 	 45 	 0 	 365 	 784 	 330.312 	 13.9775 	 2 	 154.231 	 0.0382612 	 35.4155 	 35.4155 	 35.4155 	 0 	 210 	 155 	 182.5 	 38.8909 	  DCIS 
65 	 92.2546 	 1335.26 	 460.896 	 135.68 	 9681 	 123.219 	 105.75 	 0.513261 	 0.954169 	 401.889 	 553.448 	 197.787 	 0.357372 	 340.926 	 437.25 	 180 	 2167 	 1495.68 	 1094.34 	 4 	 3074.71 	 0.317602 	 76.9025 	 20.3961 	 49.2169 	 22.6602 	 45 	 45 	 45 	 0 	 443 	 2451 	 305.027 	 -11.3077 	 4 	 4624.1 	 0.477647 	 59.212 	 17.8296 	 45.0174 	 14.9373 	 227 	 46 	 110.75 	 82.0259 	  Tumour 
66 	 121.041 	 1215.59 	 341.422 	 247.518 	 7084 	 121.28 	 76.1011 	 0.778632 	 0.940146 	 353.605 	 867.694 	 345.724 	 0.39844 	 521.291 	 751.496 	 135 	 713 	 2136.04 	 1734.7 	 3 	 1342.62 	 0.189529 	 49.4773 	 20.8806 	 34.5482 	 12.8261 	 45 	 45 	 45 	 0 	 428 	 622 	 500.72 	 184.385 	 2 	 1726.91 	 0.243776 	 20.8204 	 20.8204 	 20.8204 	 0 	 257 	 171 	 214 	 60.8112 	  Tumour 
67 	 126.185 	 1542.65 	 1366.29 	 80.5295 	 2390 	 60.6521 	 51.1326 	 0.537839 	 0.970755 	 194.451 	 604.153 	 207.8 	 0.343953 	 346.615 	 487.955 	 90 	 164 	 1245.22 	 843.875 	 2 	 205.341 	 0.0859168 	 14.7648 	 14.7648 	 14.7648 	 0 	 45 	 45 	 45 	 0 	 109 	 112 	 344.936 	 28.601 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 109 	 109 	 109 	 0 	  Other 
68 	 137.004 	 1463.25 	 1301.08 	 95.7706 	 3779 	 78.7522 	 61.8487 	 0.619041 	 0.947118 	 250.836 	 589.511 	 142.382 	 0.241525 	 367.496 	 473.313 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
69 	 180.671 	 1161.18 	 265.771 	 305.188 	 6760 	 100.522 	 86.0628 	 0.516719 	 0.970846 	 319.463 	 1275.51 	 367.801 	 0.288357 	 849.89 	 1159.31 	 180 	 1872 	 1897.88 	 1496.53 	 4 	 482.996 	 0.0714491 	 71.1126 	 23.1948 	 49.2547 	 20.1081 	 45 	 45 	 45 	 0 	 678 	 1944 	 414.627 	 98.292 	 3 	 863.717 	 0.127769 	 48.5045 	 32.3558 	 37.7536 	 8.32759 	 323 	 71 	 226 	 135.643 	  Tumour 
70 	 196.279 	 1643.43 	 732.307 	 122.066 	 7420 	 129.061 	 74.249 	 0.81794 	 0.932629 	 389.203 	 858.834 	 431.163 	 0.502033 	 633.871 	 742.636 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Tumour 
71 	 196.376 	 1823.51 	 1543.46 	 181 	 3044 	 71.1507 	 54.5952 	 0.641267 	 0.977521 	 211.137 	 1024.14 	 446.131 	 0.435614 	 823.815 	 907.944 	 90 	 349 	 675.322 	 273.975 	 2 	 411.447 	 0.135167 	 40.4475 	 40.4475 	 40.4475 	 0 	 45 	 45 	 45 	 0 	 129 	 161 	 312.24 	 -4.09452 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 129 	 0 	  DCIS 
72 	 348.663 	 1243.31 	 333.398 	 305.523 	 10154 	 156.233 	 84.017 	 0.843094 	 0.977945 	 420.576 	 1251.88 	 553.254 	 0.441937 	 920.434 	 1135.69 	 90 	 372 	 2073.16 	 1671.81 	 2 	 2199.51 	 0.216615 	 45.0999 	 45.0999 	 45.0999 	 0 	 45 	 45 	 45 	 0 	 767 	 2359 	 472.617 	 156.282 	 7 	 2645.27 	 0.260515 	 56.8412 	 15.9693 	 33.0541 	 12.4559 	 173 	 38 	 109.571 	 55.0995 	  Tumour 
73 	 813.526 	 1395.64 	 886.937 	 484.381 	 2376 	 62.3517 	 48.9099 	 0.62023 	 0.976974 	 186.409 	 811.412 	 332.253 	 0.409475 	 608.974 	 695.214 	 45 	 45 	 375.644 	 -25.7028 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
74 	 860.303 	 1302.94 	 785.117 	 434.078 	 2973 	 74.3742 	 51.2998 	 0.724045 	 0.965573 	 220.108 	 896.667 	 455.305 	 0.507775 	 678.572 	 780.469 	 90 	 255 	 651.611 	 250.264 	 2 	 253.027 	 0.0851082 	 26.9258 	 26.9258 	 26.9258 	 0 	 45 	 45 	 45 	 0 	 45 	 45 	 381.4 	 65.0652 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Other 
75 	 933.516 	 1741.36 	 1204.3 	 550.324 	 4013 	 96.9572 	 56.6101 	 0.81185 	 0.895159 	 300.534 	 607.787 	 228.834 	 0.376503 	 405.124 	 491.589 	 61 	 294 	 768.41 	 367.063 	 2 	 137.764 	 0.0343295 	 36.9732 	 36.9732 	 36.9732 	 0 	 45 	 16 	 30.5 	 20.5061 	 83 	 86 	 260.108 	 -56.2264 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 83 	 83 	 83 	 0 	  DCIS 
76 	 936.81 	 1105.77 	 575.647 	 382.845 	 3685 	 92.4224 	 52.111 	 0.825887 	 0.964912 	 250.877 	 1013.09 	 487.324 	 0.481026 	 780.148 	 896.894 	 45 	 45 	 1349.04 	 947.697 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 0 	 -316.335 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
77 	 985.143 	 1228.57 	 689.768 	 480.817 	 1515 	 59.966 	 33.0049 	 0.834906 	 0.952231 	 163.439 	 578.354 	 176.045 	 0.30439 	 379.072 	 462.156 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 -316.335 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Other 
78 	 1026.03 	 1766.19 	 1223.39 	 456.246 	 3433 	 102.979 	 42.9078 	 0.90906 	 0.965411 	 253.463 	 775.863 	 350.566 	 0.45184 	 549.897 	 659.665 	 45 	 45 	 332.511 	 -68.8361 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 0 	 0 	 0 	 -316.335 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
79 	 1043.68 	 1161.4 	 618.137 	 502.494 	 3285 	 70.4112 	 59.7135 	 0.529886 	 0.975936 	 219.966 	 938.708 	 481.412 	 0.512845 	 714.333 	 822.51 	 0 	 0 	 0 	 -401.347 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 -316.335 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  DCIS 
