rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	CellLabels 	
1 	 62.4387 	 1938.02 	 106.381 	 322.019 	 2437 	 87.5931 	 36.2536 	 0.910328 	 0.940563 	 215.238 	 940.529 	 333.251 	 0.354324 	 230.112 	 864.753 	 4018 	 0.943636 	 273.255 	 156.421 	 167.835 	 62.0264 	 0 	 0 	 0 	 62.3199 	 0.371318 	 79 	 318 	 187.291 	 24.6353 	 2 	 222.533 	 0.0913143 	 36.3066 	 36.3066 	 36.3066 	 0 	 43 	 36 	 39.5 	 4.94975 	 13.3397 	 -53.4419 	 6.42756 	 0.114062 	 56.3517 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	  Lymph 
2 	 70.9545 	 2044.11 	 106.381 	 341.884 	 3231 	 89.9238 	 47.6384 	 0.848145 	 0.946952 	 237.38 	 1055.86 	 321.35 	 0.304349 	 589.712 	 980.083 	 4899 	 0.965891 	 290.426 	 189.137 	 172.73 	 66.922 	 0 	 0 	 0 	 46.5311 	 0.269386 	 180 	 1073 	 200.428 	 37.7719 	 4 	 680.94 	 0.210752 	 43.1856 	 10.6301 	 30.9931 	 10.859 	 45 	 45 	 45 	 0 	 9.73736 	 -19.8914 	 8.25696 	 0.156532 	 52.7493 	 157 	 391 	 312.618 	 62.0018 	 2 	 762.894 	 0.236117 	 32.8764 	 32.8764 	 32.8764 	 0 	 87 	 70 	 78.5 	 12.0208 	  Lymph 
3 	 104.37 	 163.803 	 1774.5 	 414.152 	 3449 	 112.479 	 40.6372 	 0.932455 	 0.945968 	 272.936 	 821.397 	 221.835 	 0.270071 	 95.9728 	 745.621 	 5305 	 0.94395 	 342.711 	 266.647 	 239.075 	 133.266 	 0 	 0 	 0 	 43.4646 	 0.181804 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 17.1159 	 -30.8867 	 6.94982 	 0.115584 	 60.1279 	 74 	 77 	 187.716 	 -62.8998 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 74 	 74 	 74 	 0 	  Fib 
4 	 114.435 	 1639.48 	 303.488 	 175.285 	 5268 	 101.612 	 66.3432 	 0.757437 	 0.972674 	 289.22 	 913.452 	 289.108 	 0.3165 	 328.995 	 837.676 	 7914 	 0.960787 	 364.409 	 319.888 	 306.29 	 200.481 	 0 	 0 	 0 	 154.202 	 0.50345 	 497 	 1875 	 298.159 	 135.503 	 3 	 2512.68 	 0.47697 	 69.1311 	 28.4413 	 47.2672 	 18.3485 	 339 	 64 	 165.667 	 150.859 	 25.4501 	 -38.5021 	 19.6293 	 0.286718 	 68.462 	 102 	 107 	 397.382 	 146.766 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 102 	 102 	 102 	 0 	  Fib 
5 	 137.772 	 424.029 	 1515.91 	 158.902 	 4229 	 124.153 	 43.9209 	 0.935334 	 0.931703 	 302.25 	 828.958 	 234.74 	 0.283175 	 177.54 	 753.182 	 5839 	 0.90837 	 386.752 	 733.668 	 704.15 	 598.342 	 0.142061 	 1111.8 	 670.589 	 291.513 	 0.413993 	 74 	 503 	 397.041 	 234.385 	 2 	 1246.75 	 0.29481 	 49.0506 	 49.0506 	 49.0506 	 0 	 45 	 29 	 37 	 11.3137 	 60.3981 	 -0.268672 	 15.4619 	 0.14952 	 103.41 	 45 	 45 	 390.578 	 139.962 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	  Fib 
6 	 166.689 	 1082.34 	 862.416 	 228.484 	 3116 	 106.679 	 38.2808 	 0.933398 	 0.929317 	 261.22 	 677.502 	 183.192 	 0.270394 	 37.604 	 601.726 	 5111 	 0.943685 	 324.368 	 168.1 	 142.758 	 36.9501 	 0 	 0 	 0 	 40.9129 	 0.286589 	 67 	 67 	 157.687 	 -4.96932 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	 8.81604 	 -32.3719 	 4.96038 	 0.0957086 	 51.828 	 67 	 68 	 271.134 	 20.5183 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 67 	 67 	 67 	 0 	  Fib 
7 	 215.19 	 562.589 	 134.261 	 118.309 	 11522 	 180.716 	 84.095 	 0.88513 	 0.908818 	 500.742 	 724.156 	 350.496 	 0.484007 	 477.734 	 648.38 	 15480 	 0.947079 	 567.647 	 303.252 	 282.419 	 176.611 	 0 	 0 	 283.888 	 153.007 	 0.541774 	 208 	 951 	 211.082 	 48.4258 	 3 	 5068.84 	 0.439927 	 58.8299 	 26.1507 	 40.32 	 14.9964 	 73 	 64 	 69.3333 	 4.72582 	 36.5006 	 4.3322 	 17.0714 	 0.2147 	 79.5125 	 349 	 2063 	 317.88 	 67.2637 	 4 	 2430.78 	 0.210969 	 115.156 	 34.3553 	 64.0101 	 29.7608 	 135 	 56 	 87.25 	 33.7873 	  Tumour 
8 	 192.773 	 1308.68 	 82.7647 	 174.195 	 5147 	 105.328 	 63.6157 	 0.797003 	 0.941123 	 301.865 	 1307.42 	 476.247 	 0.364266 	 983.95 	 1231.64 	 6511 	 0.850444 	 408.409 	 361.912 	 353.752 	 247.944 	 0.456464 	 454.908 	 321.375 	 124.87 	 0.352986 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 70.8328 	 23.4944 	 25.8625 	 0.227173 	 113.845 	 201 	 1034 	 538.289 	 287.673 	 3 	 612.45 	 0.118992 	 57.0053 	 24.0742 	 40.176 	 14.738 	 92 	 38 	 67 	 27.2213 	  Tumour 
9 	 238.84 	 1425.69 	 863.334 	 147.027 	 12963 	 173.007 	 99.3259 	 0.818776 	 0.925995 	 496.6 	 1129.28 	 484.965 	 0.429446 	 635.26 	 1053.51 	 16893 	 0.848639 	 668.534 	 310.072 	 423.371 	 317.562 	 0.444984 	 454.444 	 415.635 	 101.938 	 0.240778 	 300 	 3576 	 209.523 	 46.8674 	 4 	 3792.59 	 0.29257 	 104.29 	 25.9082 	 66.1958 	 33.0871 	 84 	 51 	 75 	 16.0208 	 39.0031 	 -25.4132 	 18.4023 	 0.224378 	 82.015 	 1208 	 6649 	 520.78 	 270.164 	 15 	 1613.79 	 0.124492 	 139.88 	 11.7741 	 56.5509 	 28.6922 	 163 	 35 	 80.5333 	 37.6675 	  Tumour 
10 	 226.982 	 1505.29 	 942.076 	 141.411 	 4953 	 100.799 	 64.7223 	 0.766626 	 0.959326 	 289.706 	 919.562 	 313.503 	 0.340926 	 596.747 	 843.786 	 6450 	 0.95386 	 350.51 	 364.446 	 431.386 	 325.578 	 0.333333 	 451.009 	 426.552 	 64.0273 	 0.148422 	 163 	 739 	 184.202 	 21.5466 	 3 	 1174.05 	 0.237038 	 43.762 	 13.0498 	 32.1043 	 14.8821 	 63 	 42 	 54.3333 	 10.9697 	 47.6923 	 -2.77687 	 16.3717 	 0.180496 	 90.7042 	 462 	 1163 	 436.587 	 185.971 	 5 	 1383.69 	 0.279363 	 30.3736 	 10.3948 	 21.0103 	 6.27084 	 193 	 42 	 92.4 	 58.9559 	  Tumour 
